"GEO_ID","NAME","B19301_001E","B19301_001EA","B19301_001M","B19301_001MA",
"0500000US05055","Greene County, Arkansas","23494","null","1115","null",
"0500000US05057","Hempstead County, Arkansas","21521","null","1951","null",
"0500000US05059","Hot Spring County, Arkansas","21866","null","1529","null",
"0500000US05061","Howard County, Arkansas","24481","null","2734","null",
"0500000US05063","Independence County, Arkansas","23733","null","1461","null",
"0500000US05065","Izard County, Arkansas","21164","null","1927","null",
"0500000US05067","Jackson County, Arkansas","20295","null","2115","null",
"0500000US05069","Jefferson County, Arkansas","21472","null","943","null",
"0500000US05071","Johnson County, Arkansas","21010","null","1853","null",
"0500000US05073","Lafayette County, Arkansas","25876","null","4486","null",
"0500000US05075","Lawrence County, Arkansas","21473","null","1249","null",
"0500000US05077","Lee County, Arkansas","16968","null","1652","null",
"0500000US05079","Lincoln County, Arkansas","14764","null","2354","null",
"0500000US05081","Little River County, Arkansas","25759","null","2103","null",
"0500000US05083","Logan County, Arkansas","21491","null","1573","null",
"0500000US05085","Lonoke County, Arkansas","27293","null","962","null",
"0500000US05087","Madison County, Arkansas","24356","null","2200","null",
"0500000US05089","Marion County, Arkansas","21395","null","1363","null",
"0500000US05091","Miller County, Arkansas","23729","null","1153","null",
"0500000US05093","Mississippi County, Arkansas","22750","null","1148","null",
"0500000US05095","Monroe County, Arkansas","23538","null","1813","null",
"0500000US05097","Montgomery County, Arkansas","22631","null","1877","null",
"0500000US05099","Nevada County, Arkansas","19912","null","1255","null",
"0500000US05101","Newton County, Arkansas","19735","null","1493","null",
"0500000US05103","Ouachita County, Arkansas","21562","null","1388","null",
"0500000US05105","Perry County, Arkansas","23164","null","1538","null",
"0500000US05107","Phillips County, Arkansas","18651","null","1211","null",
"0500000US05109","Pike County, Arkansas","23362","null","1696","null",
"0500000US05111","Poinsett County, Arkansas","20963","null","1126","null",
"0500000US05113","Polk County, Arkansas","23103","null","2289","null",
"0500000US05115","Pope County, Arkansas","23391","null","1124","null",
"0500000US05117","Prairie County, Arkansas","25789","null","2100","null",
"0500000US05119","Pulaski County, Arkansas","32692","null","632","null",
"0500000US05121","Randolph County, Arkansas","23248","null","2134","null",
"0500000US05123","St. Francis County, Arkansas","18447","null","1336","null",
"0500000US05125","Saline County, Arkansas","30553","null","794","null",
"0500000US05127","Scott County, Arkansas","18281","null","1279","null",
"0500000US05129","Searcy County, Arkansas","20410","null","2073","null",
"0500000US05131","Sebastian County, Arkansas","25961","null","977","null",
"0500000US05133","Sevier County, Arkansas","22320","null","1910","null",
"0500000US05135","Sharp County, Arkansas","21423","null","2971","null",
"0500000US05137","Stone County, Arkansas","20695","null","1987","null",
"0500000US05139","Union County, Arkansas","25193","null","1401","null",
"0500000US05141","Van Buren County, Arkansas","22168","null","1498","null",
"0500000US05143","Washington County, Arkansas","27790","null","726","null",
"0500000US05145","White County, Arkansas","23702","null","1150","null",
"0500000US05147","Woodruff County, Arkansas","23423","null","2357","null",
"0500000US05149","Yell County, Arkansas","22015","null","1627","null",
"0500000US06001","Alameda County, California","47314","null","345","null",
"0500000US06003","Alpine County, California","36739","null","7336","null",
"0500000US06005","Amador County, California","31987","null","2047","null",
"0500000US06007","Butte County, California","29506","null","775","null",
"0500000US06009","Calaveras County, California","33456","null","1736","null",
"0500000US06011","Colusa County, California","26932","null","1866","null",
"0500000US06013","Contra Costa County, California","48178","null","423","null",
"0500000US06015","Del Norte County, California","23674","null","1464","null",
"0500000US06017","El Dorado County, California","42749","null","1047","null",
"0500000US06019","Fresno County, California","24422","null","254","null",
"0500000US06021","Glenn County, California","22668","null","1019","null",
"0500000US06023","Humboldt County, California","28769","null","1088","null",
"0500000US06025","Imperial County, California","18018","null","591","null",
"0500000US06027","Inyo County, California","32590","null","1615","null",
"0500000US06029","Kern County, California","23326","null","319","null",
"0500000US06031","Kings County, California","22373","null","679","null",
"0500000US06033","Lake County, California","27362","null","1344","null",
"0500000US06035","Lassen County, California","22134","null","1084","null",
"0500000US06037","Los Angeles County, California","34156","null","186","null",
"0500000US06039","Madera County, California","22853","null","670","null",
"0500000US06041","Marin County, California","72466","null","1474","null",
"0500000US06043","Mariposa County, California","28757","null","1419","null",
"0500000US06045","Mendocino County, California","29035","null","1131","null",
"0500000US06047","Merced County, California","23011","null","608","null",
"0500000US06049","Modoc County, California","22843","null","1607","null",
"0500000US06051","Mono County, California","34552","null","3783","null",
"0500000US06053","Monterey County, California","30073","null","524","null",
"0500000US06055","Napa County, California","45195","null","1129","null",
"0500000US06057","Nevada County, California","39233","null","1442","null",
"0500000US06059","Orange County, California","41514","null","313","null",
"0500000US06061","Placer County, California","43759","null","711","null",
"0500000US06063","Plumas County, California","35198","null","3240","null",
"0500000US06065","Riverside County, California","28596","null","225","null",
"0500000US06067","Sacramento County, California","32751","null","270","null",
"0500000US06069","San Benito County, California","33174","null","1234","null",
"0500000US06071","San Bernardino County, California","25215","null","195","null",
"0500000US06073","San Diego County, California","38073","null","272","null",
"0500000US06075","San Francisco County, California","68883","null","776","null",
"0500000US06077","San Joaquin County, California","27521","null","394","null",
"0500000US06079","San Luis Obispo County, California","37233","null","680","null",
"0500000US06081","San Mateo County, California","61545","null","703","null",
"0500000US06083","Santa Barbara County, California","36039","null","652","null",
"0500000US06085","Santa Clara County, California","56248","null","393","null",
"0500000US06087","Santa Cruz County, California","41312","null","877","null",
"0500000US06089","Shasta County, California","29720","null","599","null",
"0500000US06091","Sierra County, California","33747","null","4319","null",
"0500000US06093","Siskiyou County, California","28615","null","2282","null",
"0500000US06095","Solano County, California","35400","null","544","null",
"0500000US06097","Sonoma County, California","42178","null","713","null",
"0500000US06099","Stanislaus County, California","26258","null","388","null",
"0500000US06101","Sutter County, California","27371","null","1199","null",
"0500000US06103","Tehama County, California","24301","null","1133","null",
"0500000US06105","Trinity County, California","26523","null","2900","null",
"0500000US06107","Tulare County, California","21380","null","506","null",
"0500000US06109","Tuolumne County, California","34702","null","2230","null",
"0500000US06111","Ventura County, California","38595","null","434","null",
"0500000US06113","Yolo County, California","34515","null","917","null",
"0500000US06115","Yuba County, California","25583","null","890","null",
"0500000US08001","Adams County, Colorado","30313","null","383","null",
"0500000US08003","Alamosa County, Colorado","22131","null","1834","null",
"0500000US08005","Arapahoe County, Colorado","40443","null","538","null",
"0500000US08007","Archuleta County, Colorado","31629","null","2317","null",
"0500000US08009","Baca County, Colorado","24061","null","2030","null",
"0500000US08011","Bent County, Colorado","13930","null","1883","null",
"0500000US08013","Boulder County, Colorado","46826","null","983","null",
"0500000US08014","Broomfield County, Colorado","50863","null","2081","null",
"0500000US08015","Chaffee County, Colorado","29827","null","1545","null",
"0500000US08017","Cheyenne County, Colorado","29081","null","3328","null",
"0500000US08019","Clear Creek County, Colorado","39203","null","3078","null",
"0500000US08021","Conejos County, Colorado","20640","null","1933","null",
"0500000US08023","Costilla County, Colorado","21732","null","2114","null",
"0500000US08025","Crowley County, Colorado","15517","null","1845","null",
"0500000US08027","Custer County, Colorado","29258","null","3637","null",
"0500000US08029","Delta County, Colorado","26499","null","1570","null",
"0500000US08031","Denver County, Colorado","43770","null","453","null",
"0500000US08033","Dolores County, Colorado","26323","null","3768","null",
"0500000US08035","Douglas County, Colorado","53313","null","901","null",
"0500000US08037","Eagle County, Colorado","44391","null","2901","null",
"0500000US08039","Elbert County, Colorado","44690","null","2252","null",
"0500000US08041","El Paso County, Colorado","33728","null","384","null",
"0500000US08043","Fremont County, Colorado","22692","null","1363","null",
"0500000US08045","Garfield County, Colorado","33393","null","1132","null",
"0500000US08047","Gilpin County, Colorado","49641","null","7891","null",
"0500000US08049","Grand County, Colorado","37876","null","2485","null",
"0500000US08051","Gunnison County, Colorado","32191","null","2145","null",
"0500000US08053","Hinsdale County, Colorado","33570","null","4643","null",
"0500000US08055","Huerfano County, Colorado","25140","null","2182","null",
"0500000US08057","Jackson County, Colorado","28199","null","4162","null",
"0500000US08059","Jefferson County, Colorado","44119","null","481","null",
"0500000US08061","Kiowa County, Colorado","25937","null","3671","null",
"0500000US08063","Kit Carson County, Colorado","27797","null","5544","null",
"0500000US08065","Lake County, Colorado","29122","null","3751","null",
"0500000US08067","La Plata County, Colorado","39493","null","1992","null",
"0500000US08069","Larimer County, Colorado","37363","null","674","null",
"0500000US08071","Las Animas County, Colorado","25813","null","1796","null",
"0500000US08073","Lincoln County, Colorado","16753","null","7533","null",
"0500000US08075","Logan County, Colorado","26727","null","1539","null",
"0500000US08077","Mesa County, Colorado","29596","null","808","null",
"0500000US08079","Mineral County, Colorado","33955","null","4260","null",
"0500000US08081","Moffat County, Colorado","29100","null","1892","null",
"0500000US08083","Montezuma County, Colorado","26072","null","1252","null",
"0500000US08085","Montrose County, Colorado","28078","null","1390","null",
"0500000US08087","Morgan County, Colorado","25064","null","1055","null",
"0500000US08089","Otero County, Colorado","21110","null","1218","null",
"0500000US08091","Ouray County, Colorado","41160","null","3664","null",
"0500000US08093","Park County, Colorado","36500","null","2714","null",
"0500000US08095","Phillips County, Colorado","26494","null","2438","null",
"0500000US08097","Pitkin County, Colorado","54875","null","6552","null",
"0500000US08099","Prowers County, Colorado","23698","null","1581","null",
"0500000US08101","Pueblo County, Colorado","25051","null","532","null",
"0500000US08103","Rio Blanco County, Colorado","26487","null","1805","null",
"0500000US08105","Rio Grande County, Colorado","24582","null","1621","null",
"0500000US08107","Routt County, Colorado","43769","null","3121","null",
"0500000US08109","Saguache County, Colorado","22511","null","1902","null",
"0500000US08111","San Juan County, Colorado","34502","null","5304","null",
"0500000US08113","San Miguel County, Colorado","47526","null","5433","null",
"0500000US08115","Sedgwick County, Colorado","27527","null","4439","null",
"0500000US08117","Summit County, Colorado","41281","null","2823","null",
"0500000US08119","Teller County, Colorado","35703","null","1966","null",
"0500000US08121","Washington County, Colorado","27860","null","1731","null",
"0500000US08123","Weld County, Colorado","31793","null","512","null",
"0500000US08125","Yuma County, Colorado","27955","null","1915","null",
"0500000US09001","Fairfield County, Connecticut","57263","null","628","null",
"0500000US09003","Hartford County, Connecticut","40540","null","465","null",
"0500000US09005","Litchfield County, Connecticut","44480","null","964","null",
"0500000US09007","Middlesex County, Connecticut","46023","null","1089","null",
"0500000US09009","New Haven County, Connecticut","38009","null","499","null",
"0500000US09011","New London County, Connecticut","39426","null","632","null",
"0500000US09013","Tolland County, Connecticut","41371","null","1007","null",
"0500000US09015","Windham County, Connecticut","32732","null","701","null",
"0500000US10001","Kent County, Delaware","28845","null","797","null",
"0500000US10003","New Castle County, Delaware","37532","null","498","null",
"0500000US10005","Sussex County, Delaware","35491","null","697","null",
"0500000US11001","District of Columbia, District of Columbia","56147","null","660","null",
"0500000US12001","Alachua County, Florida","28646","null","727","null",
"0500000US12003","Baker County, Florida","24686","null","1980","null",
"0500000US12005","Bay County, Florida","29290","null","712","null",
"0500000US12007","Bradford County, Florida","20529","null","1760","null",
"0500000US12009","Brevard County, Florida","32176","null","529","null",
"0500000US12011","Broward County, Florida","32909","null","337","null",
"0500000US12013","Calhoun County, Florida","19304","null","1722","null",
"0500000US12015","Charlotte County, Florida","32144","null","885","null",
"0500000US12017","Citrus County, Florida","26989","null","1007","null",
"0500000US12019","Clay County, Florida","30483","null","783","null",
"0500000US12021","Collier County, Florida","45567","null","1066","null",
"0500000US12023","Columbia County, Florida","24275","null","997","null",
"0500000US12027","DeSoto County, Florida","18503","null","1097","null",
"0500000US12029","Dixie County, Florida","21144","null","1861","null",
"0500000US12031","Duval County, Florida","31327","null","427","null",
"0500000US12033","Escambia County, Florida","28022","null","532","null",
"0500000US12035","Flagler County, Florida","29383","null","816","null",
"0500000US12037","Franklin County, Florida","26574","null","2356","null",
"0500000US12039","Gadsden County, Florida","20734","null","956","null",
"0500000US12041","Gilchrist County, Florida","21578","null","1379","null",
"0500000US12043","Glades County, Florida","21953","null","1989","null",
"0500000US12045","Gulf County, Florida","23252","null","1704","null",
"0500000US12047","Hamilton County, Florida","16136","null","2055","null",
"0500000US12049","Hardee County, Florida","17754","null","1652","null",
"0500000US12051","Hendry County, Florida","19167","null","1494","null",
"0500000US12053","Hernando County, Florida","25860","null","618","null",
"0500000US12055","Highlands County, Florida","25752","null","1529","null",
"0500000US12057","Hillsborough County, Florida","32343","null","330","null",
"0500000US12059","Holmes County, Florida","19201","null","1219","null",
"0500000US12061","Indian River County, Florida","36516","null","1492","null",
"0500000US12063","Jackson County, Florida","20019","null","848","null",
"0500000US12065","Jefferson County, Florida","24510","null","1839","null",
"0500000US12067","Lafayette County, Florida","20776","null","5622","null",
"0500000US12069","Lake County, Florida","28348","null","544","null",
"0500000US12071","Lee County, Florida","33543","null","470","null",
"0500000US12073","Leon County, Florida","30586","null","607","null",
"0500000US12075","Levy County, Florida","21579","null","1167","null",
"0500000US12077","Liberty County, Florida","17872","null","2009","null",
"0500000US12079","Madison County, Florida","19510","null","1768","null",
"0500000US12081","Manatee County, Florida","33853","null","639","null",
"0500000US12083","Marion County, Florida","25839","null","588","null",
"0500000US12085","Martin County, Florida","42199","null","1541","null",
"0500000US12086","Miami-Dade County, Florida","28224","null","282","null",
"0500000US12087","Monroe County, Florida","46028","null","1796","null",
"0500000US12089","Nassau County, Florida","36553","null","1370","null",
"0500000US12091","Okaloosa County, Florida","33019","null","710","null",
"0500000US12093","Okeechobee County, Florida","21367","null","1397","null",
"0500000US12095","Orange County, Florida","30456","null","446","null",
"0500000US12097","Osceola County, Florida","22196","null","532","null",
"0500000US12099","Palm Beach County, Florida","39933","null","453","null",
"0500000US12101","Pasco County, Florida","29001","null","407","null",
"0500000US12103","Pinellas County, Florida","35196","null","388","null",
"0500000US12105","Polk County, Florida","24864","null","355","null",
"0500000US12107","Putnam County, Florida","20915","null","782","null",
"0500000US12109","St. Johns County, Florida","43194","null","1085","null",
"0500000US12111","St. Lucie County, Florida","27121","null","621","null",
"0500000US12113","Santa Rosa County, Florida","31691","null","999","null",
"0500000US12115","Sarasota County, Florida","41081","null","753","null",
"0500000US12117","Seminole County, Florida","35175","null","555","null",
"0500000US12119","Sumter County, Florida","35560","null","1366","null",
"0500000US12121","Suwannee County, Florida","22808","null","2113","null",
"0500000US12123","Taylor County, Florida","17391","null","1065","null",
"0500000US12125","Union County, Florida","17010","null","3651","null",
"0500000US12127","Volusia County, Florida","28517","null","497","null",
"0500000US12129","Wakulla County, Florida","25733","null","1615","null",
"0500000US12131","Walton County, Florida","34475","null","1795","null",
"0500000US12133","Washington County, Florida","18401","null","935","null",
"0500000US13001","Appling County, Georgia","21300","null","1483","null",
"0500000US13003","Atkinson County, Georgia","20338","null","2110","null",
"0500000US13005","Bacon County, Georgia","20326","null","2052","null",
"0500000US13007","Baker County, Georgia","22525","null","3571","null",
"0500000US13009","Baldwin County, Georgia","21716","null","1205","null",
"0500000US13011","Banks County, Georgia","21403","null","1019","null",
"0500000US13013","Barrow County, Georgia","25266","null","809","null",
"0500000US13015","Bartow County, Georgia","26493","null","1103","null",
"0500000US13017","Ben Hill County, Georgia","17774","null","1261","null",
"0500000US13019","Berrien County, Georgia","19547","null","1016","null",
"0500000US13021","Bibb County, Georgia","25640","null","1037","null",
"0500000US13023","Bleckley County, Georgia","20458","null","1722","null",
"0500000US13025","Brantley County, Georgia","20191","null","1401","null",
"0500000US13027","Brooks County, Georgia","25700","null","3627","null",
"0500000US13029","Bryan County, Georgia","31623","null","1788","null",
"0500000US13031","Bulloch County, Georgia","22328","null","993","null",
"0500000US13033","Burke County, Georgia","22173","null","1253","null",
"0500000US13035","Butts County, Georgia","27195","null","5801","null",
"0500000US13037","Calhoun County, Georgia","14005","null","1522","null",
"0500000US13039","Camden County, Georgia","29741","null","2978","null",
"0500000US13043","Candler County, Georgia","20687","null","3120","null",
"0500000US13045","Carroll County, Georgia","24993","null","786","null",
"0500000US13047","Catoosa County, Georgia","27308","null","972","null",
"0500000US13049","Charlton County, Georgia","18323","null","1472","null",
"0500000US13051","Chatham County, Georgia","32229","null","885","null",
"0500000US13053","Chattahoochee County, Georgia","23769","null","2455","null",
"0500000US13055","Chattooga County, Georgia","18715","null","1247","null",
"0500000US13057","Cherokee County, Georgia","36503","null","821","null",
"0500000US13059","Clarke County, Georgia","23827","null","757","null",
"0500000US13061","Clay County, Georgia","17036","null","2557","null",
"0500000US13063","Clayton County, Georgia","20970","null","391","null",
"0500000US13065","Clinch County, Georgia","15152","null","1670","null",
"0500000US13067","Cobb County, Georgia","40031","null","460","null",
"0500000US13069","Coffee County, Georgia","19905","null","1253","null",
"0500000US13071","Colquitt County, Georgia","20529","null","1014","null",
"0500000US13073","Columbia County, Georgia","34579","null","952","null",
"0500000US13075","Cook County, Georgia","20128","null","1192","null",
"0500000US13077","Coweta County, Georgia","33875","null","841","null",
"0500000US13079","Crawford County, Georgia","23204","null","2014","null",
"0500000US13081","Crisp County, Georgia","22933","null","2837","null",
"0500000US13083","Dade County, Georgia","24000","null","1962","null",
"0500000US13085","Dawson County, Georgia","34239","null","2432","null",
"0500000US13087","Decatur County, Georgia","21568","null","1184","null",
"0500000US13089","DeKalb County, Georgia","36077","null","412","null",
"0500000US13091","Dodge County, Georgia","20216","null","1763","null",
"0500000US13093","Dooly County, Georgia","22716","null","2943","null",
"0500000US13095","Dougherty County, Georgia","22059","null","665","null",
"0500000US13097","Douglas County, Georgia","27743","null","669","null",
"0500000US13099","Early County, Georgia","19026","null","1573","null",
"0500000US13101","Echols County, Georgia","23885","null","5783","null",
"0500000US13103","Effingham County, Georgia","31704","null","4230","null",
"0500000US13105","Elbert County, Georgia","22355","null","1703","null",
"0500000US13107","Emanuel County, Georgia","19389","null","1057","null",
"0500000US13109","Evans County, Georgia","20725","null","1518","null",
"0500000US13111","Fannin County, Georgia","27940","null","1839","null",
"0500000US13113","Fayette County, Georgia","44061","null","1343","null",
"0500000US13115","Floyd County, Georgia","25776","null","1112","null",
"0500000US13117","Forsyth County, Georgia","43832","null","744","null",
"0500000US13119","Franklin County, Georgia","23187","null","1601","null",
"0500000US13121","Fulton County, Georgia","47163","null","671","null",
"0500000US13123","Gilmer County, Georgia","27282","null","1884","null",
"0500000US13125","Glascock County, Georgia","23541","null","2918","null",
"0500000US13127","Glynn County, Georgia","33848","null","1952","null",
"0500000US13129","Gordon County, Georgia","24092","null","1487","null",
"0500000US13131","Grady County, Georgia","22543","null","1438","null",
"0500000US13133","Greene County, Georgia","37818","null","3147","null",
"0500000US13135","Gwinnett County, Georgia","30636","null","429","null",
"0500000US13137","Habersham County, Georgia","23046","null","1003","null",
"0500000US13139","Hall County, Georgia","29680","null","934","null",
"0500000US13141","Hancock County, Georgia","16704","null","3423","null",
"0500000US13143","Haralson County, Georgia","25074","null","1436","null",
"0500000US13145","Harris County, Georgia","36273","null","2600","null",
"0500000US13147","Hart County, Georgia","23181","null","1489","null",
"0500000US13149","Heard County, Georgia","22714","null","1170","null",
