"GEO_ID","NAME","B19301_001E","B19301_001M","B19301_001MA","B19301_001EA",
"0500000US17127","Massac County, Illinois","26591","1080","null","null",
"0500000US17129","Menard County, Illinois","39054","3384","null","null",
"0500000US17131","Mercer County, Illinois","30778","1322","null","null",
"0500000US17133","Monroe County, Illinois","43614","2029","null","null",
"0500000US17135","Montgomery County, Illinois","28449","1909","null","null",
"0500000US17137","Morgan County, Illinois","30022","1541","null","null",
"0500000US17139","Moultrie County, Illinois","32007","1977","null","null",
"0500000US17141","Ogle County, Illinois","33280","1191","null","null",
"0500000US17143","Peoria County, Illinois","35345","980","null","null",
"0500000US17145","Perry County, Illinois","25903","1473","null","null",
"0500000US17147","Piatt County, Illinois","36681","1885","null","null",
"0500000US17149","Pike County, Illinois","26981","1388","null","null",
"0500000US17151","Pope County, Illinois","22864","2403","null","null",
"0500000US17153","Pulaski County, Illinois","22328","2148","null","null",
"0500000US17155","Putnam County, Illinois","33187","1851","null","null",
"0500000US17157","Randolph County, Illinois","27903","1401","null","null",
"0500000US17159","Richland County, Illinois","28899","1653","null","null",
"0500000US17161","Rock Island County, Illinois","31715","712","null","null",
"0500000US17163","St. Clair County, Illinois","32949","690","null","null",
"0500000US17165","Saline County, Illinois","30493","2447","null","null",
"0500000US17167","Sangamon County, Illinois","37892","807","null","null",
"0500000US17169","Schuyler County, Illinois","28679","2938","null","null",
"0500000US17171","Scott County, Illinois","30917","1670","null","null",
"0500000US17173","Shelby County, Illinois","29698","1047","null","null",
"0500000US17175","Stark County, Illinois","30011","2205","null","null",
"0500000US17177","Stephenson County, Illinois","30493","980","null","null",
"0500000US17179","Tazewell County, Illinois","35601","953","null","null",
"0500000US17181","Union County, Illinois","28334","1745","null","null",
"0500000US17183","Vermilion County, Illinois","26527","737","null","null",
"0500000US17185","Wabash County, Illinois","29809","1975","null","null",
"0500000US17187","Warren County, Illinois","29403","1561","null","null",
"0500000US17189","Washington County, Illinois","34358","1902","null","null",
"0500000US17191","Wayne County, Illinois","27267","1195","null","null",
"0500000US17193","White County, Illinois","28175","1724","null","null",
"0500000US17195","Whiteside County, Illinois","32428","1323","null","null",
"0500000US17197","Will County, Illinois","40493","593","null","null",
"0500000US17199","Williamson County, Illinois","31295","1116","null","null",
"0500000US17201","Winnebago County, Illinois","31134","649","null","null",
"0500000US17203","Woodford County, Illinois","38480","1588","null","null",
"0500000US18001","Adams County, Indiana","23763","1102","null","null",
"0500000US18003","Allen County, Indiana","32079","585","null","null",
"0500000US18005","Bartholomew County, Indiana","35669","1078","null","null",
"0500000US18007","Benton County, Indiana","27218","2012","null","null",
"0500000US18009","Blackford County, Indiana","26044","2347","null","null",
"0500000US18011","Boone County, Indiana","49666","2474","null","null",
"0500000US18013","Brown County, Indiana","35810","2011","null","null",
"0500000US18015","Carroll County, Indiana","30571","1332","null","null",
"0500000US18017","Cass County, Indiana","26685","1179","null","null",
"0500000US18019","Clark County, Indiana","31542","901","null","null",
"0500000US18021","Clay County, Indiana","30634","2370","null","null",
"0500000US18023","Clinton County, Indiana","25393","947","null","null",
"0500000US18025","Crawford County, Indiana","25061","3413","null","null",
"0500000US18027","Daviess County, Indiana","26269","1425","null","null",
"0500000US18029","Dearborn County, Indiana","33646","1358","null","null",
"0500000US18031","Decatur County, Indiana","30708","1807","null","null",
"0500000US18033","DeKalb County, Indiana","29919","1236","null","null",
"0500000US18035","Delaware County, Indiana","26946","722","null","null",
"0500000US18037","Dubois County, Indiana","32888","1554","null","null",
"0500000US18039","Elkhart County, Indiana","28194","610","null","null",
"0500000US18041","Fayette County, Indiana","25417","1210","null","null",
"0500000US18043","Floyd County, Indiana","34961","996","null","null",
"0500000US18045","Fountain County, Indiana","27609","1254","null","null",
"0500000US18047","Franklin County, Indiana","33216","2030","null","null",
"0500000US18049","Fulton County, Indiana","28933","1742","null","null",
"0500000US18051","Gibson County, Indiana","28521","961","null","null",
"0500000US18053","Grant County, Indiana","25500","841","null","null",
"0500000US18055","Greene County, Indiana","29030","1790","null","null",
"0500000US18057","Hamilton County, Indiana","52437","1326","null","null",
"0500000US18059","Hancock County, Indiana","38485","1449","null","null",
"0500000US18061","Harrison County, Indiana","30288","1797","null","null",
"0500000US18063","Hendricks County, Indiana","40540","1321","null","null",
"0500000US18065","Henry County, Indiana","26892","1283","null","null",
"0500000US18067","Howard County, Indiana","30952","819","null","null",
"0500000US18069","Huntington County, Indiana","29592","1250","null","null",
"0500000US18071","Jackson County, Indiana","28159","1085","null","null",
"0500000US18073","Jasper County, Indiana","30776","1334","null","null",
"0500000US18075","Jay County, Indiana","26064","2413","null","null",
"0500000US18077","Jefferson County, Indiana","29494","2790","null","null",
"0500000US18079","Jennings County, Indiana","28018","1770","null","null",
"0500000US18081","Johnson County, Indiana","37485","1406","null","null",
"0500000US18083","Knox County, Indiana","29893","1501","null","null",
"0500000US18085","Kosciusko County, Indiana","32250","1122","null","null",
"0500000US18087","LaGrange County, Indiana","28157","1015","null","null",
"0500000US18089","Lake County, Indiana","31666","458","null","null",
"0500000US18091","LaPorte County, Indiana","29190","884","null","null",
"0500000US18093","Lawrence County, Indiana","30023","1388","null","null",
"0500000US18095","Madison County, Indiana","27778","834","null","null",
"0500000US18097","Marion County, Indiana","31668","488","null","null",
"0500000US18099","Marshall County, Indiana","28746","1384","null","null",
"0500000US18101","Martin County, Indiana","27558","1601","null","null",
"0500000US18103","Miami County, Indiana","26143","1209","null","null",
"0500000US18105","Monroe County, Indiana","31248","994","null","null",
"0500000US18107","Montgomery County, Indiana","30191","1469","null","null",
"0500000US18109","Morgan County, Indiana","33600","1366","null","null",
"0500000US18111","Newton County, Indiana","29101","1922","null","null",
"0500000US18113","Noble County, Indiana","29237","1014","null","null",
"0500000US18115","Ohio County, Indiana","33290","3323","null","null",
"0500000US18117","Orange County, Indiana","28254","2466","null","null",
"0500000US18119","Owen County, Indiana","28211","2931","null","null",
"0500000US18121","Parke County, Indiana","25728","1851","null","null",
"0500000US18123","Perry County, Indiana","26794","1259","null","null",
"0500000US18125","Pike County, Indiana","28960","1909","null","null",
"0500000US18127","Porter County, Indiana","37917","1218","null","null",
"0500000US18129","Posey County, Indiana","33617","1431","null","null",
"0500000US18131","Pulaski County, Indiana","26480","1898","null","null",
"0500000US18133","Putnam County, Indiana","27400","1193","null","null",
"0500000US18135","Randolph County, Indiana","28044","1365","null","null",
"0500000US18137","Ripley County, Indiana","31762","2035","null","null",
"0500000US18139","Rush County, Indiana","27287","1241","null","null",
"0500000US18141","St. Joseph County, Indiana","31983","835","null","null",
"0500000US18143","Scott County, Indiana","24351","1617","null","null",
"0500000US18145","Shelby County, Indiana","31273","1079","null","null",
"0500000US18147","Spencer County, Indiana","34493","4124","null","null",
"0500000US18149","Starke County, Indiana","25826","2041","null","null",
"0500000US18151","Steuben County, Indiana","32169","1343","null","null",
"0500000US18153","Sullivan County, Indiana","25220","1627","null","null",
"0500000US18155","Switzerland County, Indiana","25482","1490","null","null",
"0500000US18157","Tippecanoe County, Indiana","29095","810","null","null",
"0500000US18159","Tipton County, Indiana","32235","1950","null","null",
"0500000US18161","Union County, Indiana","30103","2216","null","null",
"0500000US18163","Vanderburgh County, Indiana","31356","774","null","null",
"0500000US18165","Vermillion County, Indiana","27939","1504","null","null",
"0500000US18167","Vigo County, Indiana","27801","1042","null","null",
"0500000US18169","Wabash County, Indiana","28608","1163","null","null",
"0500000US18171","Warren County, Indiana","34490","5150","null","null",
"0500000US18173","Warrick County, Indiana","42675","2399","null","null",
"0500000US18175","Washington County, Indiana","26393","1381","null","null",
"0500000US18177","Wayne County, Indiana","28576","1428","null","null",
"0500000US18179","Wells County, Indiana","30741","1210","null","null",
"0500000US18181","White County, Indiana","28733","1188","null","null",
"0500000US18183","Whitley County, Indiana","33649","1685","null","null",
"0500000US19001","Adair County, Iowa","33581","2504","null","null",
"0500000US19003","Adams County, Iowa","36129","7879","null","null",
"0500000US19005","Allamakee County, Iowa","29923","1585","null","null",
"0500000US19007","Appanoose County, Iowa","26703","2820","null","null",
"0500000US19009","Audubon County, Iowa","29917","1772","null","null",
"0500000US19011","Benton County, Iowa","35047","1279","null","null",
"0500000US19013","Black Hawk County, Iowa","32579","906","null","null",
"0500000US19015","Boone County, Iowa","36145","1480","null","null",
"0500000US19017","Bremer County, Iowa","35158","1402","null","null",
"0500000US19019","Buchanan County, Iowa","32457","2024","null","null",
"0500000US19021","Buena Vista County, Iowa","28513","1475","null","null",
"0500000US19023","Butler County, Iowa","31461","1884","null","null",
"0500000US19025","Calhoun County, Iowa","30426","1742","null","null",
"0500000US19027","Carroll County, Iowa","33416","1622","null","null",
"0500000US19029","Cass County, Iowa","32934","2559","null","null",
"0500000US19031","Cedar County, Iowa","34144","1700","null","null",
"0500000US19033","Cerro Gordo County, Iowa","35115","1858","null","null",
"0500000US19035","Cherokee County, Iowa","34489","2129","null","null",
"0500000US19037","Chickasaw County, Iowa","32566","1898","null","null",
"0500000US19039","Clarke County, Iowa","30876","3046","null","null",
"0500000US19041","Clay County, Iowa","30706","1750","null","null",
"0500000US19043","Clayton County, Iowa","31435","1562","null","null",
"0500000US19045","Clinton County, Iowa","31392","1279","null","null",
"0500000US19047","Crawford County, Iowa","27017","1451","null","null",
"0500000US19049","Dallas County, Iowa","47488","1571","null","null",
"0500000US19051","Davis County, Iowa","31784","2714","null","null",
"0500000US19053","Decatur County, Iowa","24074","1834","null","null",
"0500000US19055","Delaware County, Iowa","36665","3736","null","null",
"0500000US19057","Des Moines County, Iowa","32936","1522","null","null",
"0500000US19059","Dickinson County, Iowa","39594","2323","null","null",
"0500000US19061","Dubuque County, Iowa","35816","1116","null","null",
"0500000US19063","Emmet County, Iowa","29996","2453","null","null",
"0500000US19065","Fayette County, Iowa","28795","1620","null","null",
"0500000US19067","Floyd County, Iowa","33327","2967","null","null",
"0500000US19069","Franklin County, Iowa","29633","1625","null","null",
"0500000US19071","Fremont County, Iowa","32444","1789","null","null",
"0500000US19073","Greene County, Iowa","29625","1794","null","null",
"0500000US19075","Grundy County, Iowa","36743","1749","null","null",
"0500000US19077","Guthrie County, Iowa","35942","2240","null","null",
"0500000US19079","Hamilton County, Iowa","32772","1907","null","null",
"0500000US19081","Hancock County, Iowa","31996","1536","null","null",
"0500000US19083","Hardin County, Iowa","29347","1098","null","null",
"0500000US19085","Harrison County, Iowa","32994","1846","null","null",
"0500000US19087","Henry County, Iowa","27679","1277","null","null",
"0500000US19089","Howard County, Iowa","29080","1643","null","null",
"0500000US19091","Humboldt County, Iowa","33182","2343","null","null",
"0500000US19093","Ida County, Iowa","31649","2868","null","null",
"0500000US19095","Iowa County, Iowa","35013","2483","null","null",
"0500000US19097","Jackson County, Iowa","32335","1468","null","null",
"0500000US19099","Jasper County, Iowa","32358","1519","null","null",
"0500000US19101","Jefferson County, Iowa","31909","3901","null","null",
"0500000US19103","Johnson County, Iowa","38887","1249","null","null",
"0500000US19105","Jones County, Iowa","31062","1532","null","null",
"0500000US19107","Keokuk County, Iowa","30650","2178","null","null",
"0500000US19109","Kossuth County, Iowa","32238","1690","null","null",
"0500000US19111","Lee County, Iowa","28995","1294","null","null",
"0500000US19113","Linn County, Iowa","38106","928","null","null",
"0500000US19115","Louisa County, Iowa","30499","1847","null","null",
"0500000US19117","Lucas County, Iowa","30124","3494","null","null",
"0500000US19119","Lyon County, Iowa","29683","1140","null","null",
"0500000US19121","Madison County, Iowa","39024","2622","null","null",
"0500000US19123","Mahaska County, Iowa","31171","2109","null","null",
"0500000US19125","Marion County, Iowa","34545","2190","null","null",
"0500000US19127","Marshall County, Iowa","29432","1288","null","null",
"0500000US19129","Mills County, Iowa","37591","2405","null","null",
"0500000US19131","Mitchell County, Iowa","32935","2069","null","null",
"0500000US19133","Monona County, Iowa","31098","1407","null","null",
"0500000US19135","Monroe County, Iowa","32160","2491","null","null",
"0500000US19137","Montgomery County, Iowa","33028","4469","null","null",
"0500000US19139","Muscatine County, Iowa","31667","1596","null","null",
"0500000US19141","O'Brien County, Iowa","30208","1589","null","null",
"0500000US19143","Osceola County, Iowa","33322","1958","null","null",
"0500000US19145","Page County, Iowa","26770","1602","null","null",
"0500000US19147","Palo Alto County, Iowa","30699","1698","null","null",
"0500000US19149","Plymouth County, Iowa","36290","1413","null","null",
"0500000US19151","Pocahontas County, Iowa","31391","1616","null","null",
"0500000US19153","Polk County, Iowa","38475","551","null","null",
"0500000US19155","Pottawattamie County, Iowa","31923","882","null","null",
"0500000US19157","Poweshiek County, Iowa","34751","2532","null","null",
"0500000US19159","Ringgold County, Iowa","28792","1885","null","null",
"0500000US19161","Sac County, Iowa","34577","2199","null","null",
"0500000US19163","Scott County, Iowa","38044","1055","null","null",
"0500000US19165","Shelby County, Iowa","36955","2563","null","null",
"0500000US19167","Sioux County, Iowa","31654","1258","null","null",
"0500000US19169","Story County, Iowa","33211","1296","null","null",
"0500000US19171","Tama County, Iowa","30355","1728","null","null",
"0500000US19173","Taylor County, Iowa","29964","1483","null","null",
"0500000US19175","Union County, Iowa","27930","1864","null","null",
"0500000US19177","Van Buren County, Iowa","30307","3229","null","null",
"0500000US19179","Wapello County, Iowa","27616","1423","null","null",
"0500000US19181","Warren County, Iowa","38087","1163","null","null",
"0500000US19183","Washington County, Iowa","32070","1108","null","null",
"0500000US19185","Wayne County, Iowa","29014","3537","null","null",
"0500000US19187","Webster County, Iowa","30461","1715","null","null",
"0500000US19189","Winnebago County, Iowa","30831","1695","null","null",
"0500000US19191","Winneshiek County, Iowa","34539","2275","null","null",
"0500000US19193","Woodbury County, Iowa","30206","910","null","null",
"0500000US19195","Worth County, Iowa","33700","1590","null","null",
"0500000US19197","Wright County, Iowa","31061","2058","null","null",
"0500000US20001","Allen County, Kansas","25521","1514","null","null",
"0500000US20003","Anderson County, Kansas","28230","2601","null","null",
"0500000US20005","Atchison County, Kansas","25221","1669","null","null",
"0500000US20007","Barber County, Kansas","34527","4284","null","null",
"0500000US20009","Barton County, Kansas","28180","1488","null","null",
"0500000US20011","Bourbon County, Kansas","25986","1270","null","null",
"0500000US20013","Brown County, Kansas","27182","1365","null","null",
"0500000US20015","Butler County, Kansas","32482","1122","null","null",
"0500000US20017","Chase County, Kansas","28948","3838","null","null",
"0500000US20019","Chautauqua County, Kansas","24945","2977","null","null",
"0500000US20021","Cherokee County, Kansas","24455","938","null","null",
"0500000US20023","Cheyenne County, Kansas","31826","3967","null","null",
"0500000US20025","Clark County, Kansas","30363","2876","null","null",
"0500000US20027","Clay County, Kansas","29164","2394","null","null",
"0500000US20029","Cloud County, Kansas","26545","1807","null","null",
"0500000US20031","Coffey County, Kansas","33737","2111","null","null",
"0500000US20033","Comanche County, Kansas","30447","2908","null","null",
"0500000US20035","Cowley County, Kansas","28374","3065","null","null",
"0500000US20037","Crawford County, Kansas","26149","1759","null","null",
"0500000US20039","Decatur County, Kansas","32177","4502","null","null",
"0500000US20041","Dickinson County, Kansas","33081","3163","null","null",
"0500000US20043","Doniphan County, Kansas","28166","1697","null","null",
"0500000US20045","Douglas County, Kansas","34966","857","null","null",
"0500000US20047","Edwards County, Kansas","26956","2174","null","null",
"0500000US20049","Elk County, Kansas","24882","2824","null","null",
"0500000US20051","Ellis County, Kansas","35309","4860","null","null",
"0500000US20053","Ellsworth County, Kansas","27716","2320","null","null",
"0500000US20055","Finney County, Kansas","27328","1230","null","null",
"0500000US20057","Ford County, Kansas","26753","1129","null","null",
"0500000US20059","Franklin County, Kansas","29874","1422","null","null",
"0500000US20061","Geary County, Kansas","25233","974","null","null",
"0500000US20063","Gove County, Kansas","30605","2286","null","null",
"0500000US20065","Graham County, Kansas","28920","2332","null","null",
"0500000US20067","Grant County, Kansas","32568","4736","null","null",
"0500000US20069","Gray County, Kansas","31443","1847","null","null",
"0500000US20071","Greeley County, Kansas","31844","4562","null","null",
"0500000US20073","Greenwood County, Kansas","29676","2428","null","null",
"0500000US20075","Hamilton County, Kansas","26119","2361","null","null",
"0500000US20077","Harper County, Kansas","25403","1711","null","null",
"0500000US20079","Harvey County, Kansas","30822","2108","null","null",
"0500000US20081","Haskell County, Kansas","32122","3730","null","null",
"0500000US20083","Hodgeman County, Kansas","30864","2775","null","null",
"0500000US20085","Jackson County, Kansas","28832","1513","null","null",
"0500000US20087","Jefferson County, Kansas","35384","1771","null","null",
"0500000US20089","Jewell County, Kansas","28958","3974","null","null",
"0500000US20091","Johnson County, Kansas","51663","1220","null","null",
"0500000US20093","Kearny County, Kansas","26604","2790","null","null",
"0500000US20095","Kingman County, Kansas","32435","2939","null","null",
"0500000US20097","Kiowa County, Kansas","26908","1830","null","null",
"0500000US20099","Labette County, Kansas","26698","1328","null","null",
"0500000US20101","Lane County, Kansas","31669","3895","null","null",
"0500000US20103","Leavenworth County, Kansas","35416","1474","null","null",
"0500000US20105","Lincoln County, Kansas","27261","2298","null","null",
"0500000US20107","Linn County, Kansas","30476","2724","null","null",
"0500000US20109","Logan County, Kansas","33607","3381","null","null",
"0500000US20111","Lyon County, Kansas","27026","1155","null","null",
"0500000US20113","McPherson County, Kansas","32430","1589","null","null",
"0500000US20115","Marion County, Kansas","29047","3035","null","null",
"0500000US20117","Marshall County, Kansas","32594","2280","null","null",
"0500000US20119","Meade County, Kansas","44786","13365","null","null",
"0500000US20121","Miami County, Kansas","37964","1624","null","null",
"0500000US20123","Mitchell County, Kansas","28653","2385","null","null",
"0500000US20125","Montgomery County, Kansas","26117","1201","null","null",
"0500000US20127","Morris County, Kansas","29790","2270","null","null",
"0500000US20129","Morton County, Kansas","24674","2498","null","null",
"0500000US20131","Nemaha County, Kansas","33699","3018","null","null",
"0500000US20133","Neosho County, Kansas","27265","1594","null","null",
"0500000US20135","Ness County, Kansas","36010","3732","null","null",
"0500000US20137","Norton County, Kansas","27620","5276","null","null",
"0500000US20139","Osage County, Kansas","29371","1169","null","null",
"0500000US20141","Osborne County, Kansas","31866","2437","null","null",
"0500000US20143","Ottawa County, Kansas","32447","4281","null","null",
"0500000US20145","Pawnee County, Kansas","28956","2916","null","null",
"0500000US20147","Phillips County, Kansas","31125","2088","null","null",
"0500000US20149","Pottawatomie County, Kansas","32042","1899","null","null",
"0500000US20151","Pratt County, Kansas","30195","2520","null","null",
"0500000US20153","Rawlins County, Kansas","31190","2301","null","null",
"0500000US20155","Reno County, Kansas","29165","1078","null","null",
"0500000US20157","Republic County, Kansas","28468","1860","null","null",
"0500000US20159","Rice County, Kansas","28266","3005","null","null",
"0500000US20161","Riley County, Kansas","30467","1518","null","null",
"0500000US20163","Rooks County, Kansas","29645","2300","null","null",
"0500000US20165","Rush County, Kansas","34123","6534","null","null",
"0500000US20167","Russell County, Kansas","28472","2459","null","null",
"0500000US20169","Saline County, Kansas","30255","1347","null","null",
"0500000US20171","Scott County, Kansas","30013","4285","null","null",
"0500000US20173","Sedgwick County, Kansas","32302","824","null","null",
"0500000US20175","Seward County, Kansas","23439","1875","null","null",
"0500000US20177","Shawnee County, Kansas","33083","772","null","null",
"0500000US20179","Sheridan County, Kansas","40943","5048","null","null",
"0500000US20181","Sherman County, Kansas","31363","4982","null","null",
"0500000US20183","Smith County, Kansas","30035","2172","null","null",
"0500000US20185","Stafford County, Kansas","28946","2186","null","null",
"0500000US20187","Stanton County, Kansas","31231","8431","null","null",
"0500000US20189","Stevens County, Kansas","23596","2224","null","null",
"0500000US20191","Sumner County, Kansas","28922","1206","null","null",
"0500000US20193","Thomas County, Kansas","34065","4267","null","null",
"0500000US20195","Trego County, Kansas","38731","5889","null","null",
"0500000US20197","Wabaunsee County, Kansas","31317","2659","null","null",
"0500000US20199","Wallace County, Kansas","31680","3861","null","null",
"0500000US20201","Washington County, Kansas","29421","1842","null","null",
"0500000US20203","Wichita County, Kansas","29463","4121","null","null",
"0500000US20205","Wilson County, Kansas","29533","2760","null","null",
"0500000US20207","Woodson County, Kansas","27377","2367","null","null",
"0500000US20209","Wyandotte County, Kansas","25171","511","null","null",
"0500000US21001","Adair County, Kentucky","23649","2014","null","null",
"0500000US21003","Allen County, Kentucky","24818","1629","null","null",
"0500000US21005","Anderson County, Kentucky","30294","1700","null","null",
"0500000US21007","Ballard County, Kentucky","29639","2861","null","null",
"0500000US21009","Barren County, Kentucky","24402","1498","null","null",
"0500000US21011","Bath County, Kentucky","24942","4817","null","null",
"0500000US21013","Bell County, Kentucky","17542","1307","null","null",
"0500000US21015","Boone County, Kentucky","38292","1145","null","null",
"0500000US21017","Bourbon County, Kentucky","29783","2366","null","null",
"0500000US21019","Boyd County, Kentucky","27596","1333","null","null",
"0500000US21021","Boyle County, Kentucky","27797","1317","null","null",
"0500000US21023","Bracken County, Kentucky","26635","2099","null","null",
"0500000US21025","Breathitt County, Kentucky","20654","1629","null","null",
"0500000US21027","Breckinridge County, Kentucky","25775","1705","null","null",
"0500000US21029","Bullitt County, Kentucky","31194","902","null","null",
"0500000US21031","Butler County, Kentucky","23343","1309","null","null",
"0500000US21033","Caldwell County, Kentucky","29902","3105","null","null",
"0500000US21035","Calloway County, Kentucky","25278","1195","null","null",
"0500000US21037","Campbell County, Kentucky","38404","1319","null","null",
"0500000US21039","Carlisle County, Kentucky","26414","5307","null","null",
"0500000US21041","Carroll County, Kentucky","26914","2449","null","null",
"0500000US21043","Carter County, Kentucky","21141","1883","null","null",
"0500000US21045","Casey County, Kentucky","20189","1875","null","null",
"0500000US21047","Christian County, Kentucky","25198","1822","null","null",
"0500000US21049","Clark County, Kentucky","33205","2861","null","null",
"0500000US21051","Clay County, Kentucky","16624","1321","null","null",
"0500000US21053","Clinton County, Kentucky","21911","2625","null","null",
"0500000US21055","Crittenden County, Kentucky","25939","2407","null","null",
"0500000US21057","Cumberland County, Kentucky","20992","2608","null","null",
"0500000US21059","Daviess County, Kentucky","31501","1226","null","null",
"0500000US21061","Edmonson County, Kentucky","23329","1887","null","null",
"0500000US21063","Elliott County, Kentucky","14669","2105","null","null",
"0500000US21065","Estill County, Kentucky","20023","1802","null","null",
"0500000US21067","Fayette County, Kentucky","37475","882","null","null",
"0500000US21069","Fleming County, Kentucky","24506","2098","null","null",
"0500000US21071","Floyd County, Kentucky","20160","1218","null","null",
"0500000US21073","Franklin County, Kentucky","34321","1893","null","null",
"0500000US21075","Fulton County, Kentucky","18607","1961","null","null",
"0500000US21077","Gallatin County, Kentucky","24557","1493","null","null",
"0500000US21079","Garrard County, Kentucky","29194","2024","null","null",
"0500000US21081","Grant County, Kentucky","27247","1355","null","null",
"0500000US21083","Graves County, Kentucky","26615","1576","null","null",
"0500000US21085","Grayson County, Kentucky","22051","1497","null","null",
"0500000US21087","Green County, Kentucky","23637","3410","null","null",
"0500000US21089","Greenup County, Kentucky","29512","1650","null","null",
"0500000US21091","Hancock County, Kentucky","28509","1915","null","null",
"0500000US21093","Hardin County, Kentucky","32151","1921","null","null",
"0500000US21095","Harlan County, Kentucky","17848","1283","null","null",
"0500000US21097","Harrison County, Kentucky","27484","2120","null","null",
"0500000US21099","Hart County, Kentucky","22779","1451","null","null",
"0500000US21101","Henderson County, Kentucky","28217","1452","null","null",
"0500000US21103","Henry County, Kentucky","28702","3422","null","null",
"0500000US21105","Hickman County, Kentucky","32029","5495","null","null",
"0500000US21107","Hopkins County, Kentucky","25323","997","null","null",
"0500000US21109","Jackson County, Kentucky","18177","1813","null","null",
"0500000US21111","Jefferson County, Kentucky","36533","520","null","null",
"0500000US21113","Jessamine County, Kentucky","34148","2086","null","null",
"0500000US21115","Johnson County, Kentucky","21798","1947","null","null",
"0500000US21117","Kenton County, Kentucky","36957","1137","null","null",
"0500000US21119","Knott County, Kentucky","17582","1220","null","null",
"0500000US21121","Knox County, Kentucky","18833","1974","null","null",
"0500000US21123","Larue County, Kentucky","26002","1939","null","null",
"0500000US21125","Laurel County, Kentucky","24072","1198","null","null",
"0500000US21127","Lawrence County, Kentucky","19330","1841","null","null",
"0500000US21129","Lee County, Kentucky","19097","3521","null","null",
"0500000US21131","Leslie County, Kentucky","17937","1375","null","null",
"0500000US21133","Letcher County, Kentucky","21586","2236","null","null",
"0500000US21135","Lewis County, Kentucky","18882","1699","null","null",
"0500000US21137","Lincoln County, Kentucky","22157","1079","null","null",
"0500000US21139","Livingston County, Kentucky","29103","4556","null","null",
"0500000US21141","Logan County, Kentucky","25945","1362","null","null",
"0500000US21143","Lyon County, Kentucky","28079","3181","null","null",
"0500000US21145","McCracken County, Kentucky","31923","1830","null","null",
"0500000US21147","McCreary County, Kentucky","15933","1884","null","null",
"0500000US21149","McLean County, Kentucky","29849","2550","null","null",
"0500000US21151","Madison County, Kentucky","28559","904","null","null",
"0500000US21153","Magoffin County, Kentucky","19451","2764","null","null",
"0500000US21155","Marion County, Kentucky","23986","1234","null","null",
"0500000US21157","Marshall County, Kentucky","31061","1623","null","null",
"0500000US21159","Martin County, Kentucky","18703","2856","null","null",
"0500000US21161","Mason County, Kentucky","31437","2660","null","null",
"0500000US21163","Meade County, Kentucky","30625","2134","null","null",
"0500000US21165","Menifee County, Kentucky","19900","1782","null","null",
"0500000US21167","Mercer County, Kentucky","27874","1618","null","null",
"0500000US21169","Metcalfe County, Kentucky","21349","1782","null","null",
"0500000US21171","Monroe County, Kentucky","24577","2250","null","null",
"0500000US21173","Montgomery County, Kentucky","23223","1194","null","null",
"0500000US21175","Morgan County, Kentucky","20004","1751","null","null",
"0500000US21177","Muhlenberg County, Kentucky","28609","3262","null","null",
"0500000US21179","Nelson County, Kentucky","32121","3165","null","null",
"0500000US21181","Nicholas County, Kentucky","23023","1725","null","null",
"0500000US21183","Ohio County, Kentucky","24620","2127","null","null",
"0500000US21185","Oldham County, Kentucky","46833","1723","null","null",
"0500000US21187","Owen County, Kentucky","27384","2400","null","null",
"0500000US21189","Owsley County, Kentucky","18097","2486","null","null",
"0500000US21191","Pendleton County, Kentucky","25869","2019","null","null",
"0500000US21193","Perry County, Kentucky","25009","3869","null","null",
"0500000US21195","Pike County, Kentucky","22870","1276","null","null",
"0500000US21197","Powell County, Kentucky","21320","1560","null","null",
"0500000US21199","Pulaski County, Kentucky","26936","2222","null","null",
"0500000US21201","Robertson County, Kentucky","25810","5643","null","null",
"0500000US21203","Rockcastle County, Kentucky","24492","3336","null","null",
"0500000US21205","Rowan County, Kentucky","25416","3243","null","null",
"0500000US21207","Russell County, Kentucky","22650","1746","null","null",
"0500000US21209","Scott County, Kentucky","34912","972","null","null",
"0500000US21211","Shelby County, Kentucky","34732","1691","null","null",
"0500000US21213","Simpson County, Kentucky","25186","1765","null","null",
"0500000US21215","Spencer County, Kentucky","37946","2321","null","null",
"0500000US21217","Taylor County, Kentucky","27010","2339","null","null",
"0500000US21219","Todd County, Kentucky","26359","3929","null","null",
"0500000US21221","Trigg County, Kentucky","28133","2221","null","null",
"0500000US21223","Trimble County, Kentucky","26799","2821","null","null",
"0500000US21225","Union County, Kentucky","24173","1412","null","null",
"0500000US21227","Warren County, Kentucky","31601","1798","null","null",
"0500000US21229","Washington County, Kentucky","28402","1867","null","null",
"0500000US21231","Wayne County, Kentucky","25839","4840","null","null",
"0500000US21233","Webster County, Kentucky","23759","1561","null","null",
"0500000US21235","Whitley County, Kentucky","20633","1616","null","null",
"0500000US21237","Wolfe County, Kentucky","13052","1147","null","null",
"0500000US21239","Woodford County, Kentucky","35150","1471","null","null",
"0500000US22001","Acadia Parish, Louisiana","24507","1287","null","null",
"0500000US22003","Allen Parish, Louisiana","22186","1832","null","null",
"0500000US22005","Ascension Parish, Louisiana","37035","1355","null","null",
"0500000US22007","Assumption Parish, Louisiana","27118","2265","null","null",
"0500000US22009","Avoyelles Parish, Louisiana","22220","1865","null","null",
"0500000US22011","Beauregard Parish, Louisiana","29612","1340","null","null",
"0500000US22013","Bienville Parish, Louisiana","21050","1629","null","null",
