"GEO_ID","NAME","B19301_001E","B19301_001EA","B19301_001M","B19301_001MA",
"0500000US01123","Tallapoosa County, Alabama","22430","null","862","null",
"0500000US01125","Tuscaloosa County, Alabama","24895","null","499","null",
"0500000US01127","Walker County, Alabama","21217","null","778","null",
"0500000US01129","Washington County, Alabama","23239","null","4545","null",
"0500000US01131","Wilcox County, Alabama","15774","null","1135","null",
"0500000US01133","Winston County, Alabama","20580","null","1442","null",
"0500000US02013","Aleutians East Borough, Alaska","31254","null","2187","null",
"0500000US02016","Aleutians West Census Area, Alaska","35998","null","1582","null",
"0500000US02020","Anchorage Municipality, Alaska","38977","null","714","null",
"0500000US02050","Bethel Census Area, Alaska","18654","null","810","null",
"0500000US02060","Bristol Bay Borough, Alaska","42002","null","4225","null",
"0500000US02068","Denali Borough, Alaska","33084","null","7124","null",
"0500000US02070","Dillingham Census Area, Alaska","24647","null","1678","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","35328","null","1156","null",
"0500000US02100","Haines Borough, Alaska","35907","null","4728","null",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","33704","null","4306","null",
"0500000US02110","Juneau City and Borough, Alaska","41904","null","2422","null",
"0500000US02122","Kenai Peninsula Borough, Alaska","33336","null","1020","null",
"0500000US02130","Ketchikan Gateway Borough, Alaska","33771","null","1196","null",
"0500000US02150","Kodiak Island Borough, Alaska","32625","null","3094","null",
"0500000US02158","Kusilvak Census Area, Alaska","11693","null","814","null",
"0500000US02164","Lake and Peninsula Borough, Alaska","23434","null","2408","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","30409","null","578","null",
"0500000US02180","Nome Census Area, Alaska","20952","null","886","null",
"0500000US02185","North Slope Borough, Alaska","48777","null","2528","null",
"0500000US02188","Northwest Arctic Borough, Alaska","21879","null","1159","null",
"0500000US02195","Petersburg Borough, Alaska","35044","null","2805","null",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","26695","null","1322","null",
"0500000US02220","Sitka City and Borough, Alaska","36617","null","2006","null",
"0500000US02230","Skagway Municipality, Alaska","39376","null","4370","null",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","31051","null","2565","null",
"0500000US02261","Valdez-Cordova Census Area, Alaska","37935","null","3149","null",
"0500000US02275","Wrangell City and Borough, Alaska","29943","null","2119","null",
"0500000US02282","Yakutat City and Borough, Alaska","32393","null","4250","null",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","21057","null","688","null",
"0500000US04001","Apache County, Arizona","13865","null","370","null",
"0500000US04003","Cochise County, Arizona","24896","null","602","null",
"0500000US04005","Coconino County, Arizona","25722","null","1041","null",
"0500000US04007","Gila County, Arizona","22433","null","944","null",
"0500000US04009","Graham County, Arizona","17874","null","895","null",
"0500000US04011","Greenlee County, Arizona","24935","null","2053","null",
"0500000US04012","La Paz County, Arizona","21707","null","1480","null",
"0500000US04013","Maricopa County, Arizona","30186","null","163","null",
"0500000US04015","Mohave County, Arizona","23527","null","630","null",
"0500000US04017","Navajo County, Arizona","17685","null","627","null",
"0500000US04019","Pima County, Arizona","27323","null","308","null",
"0500000US04021","Pinal County, Arizona","22944","null","448","null",
"0500000US04023","Santa Cruz County, Arizona","19482","null","1456","null",
"0500000US04025","Yavapai County, Arizona","27504","null","633","null",
"0500000US04027","Yuma County, Arizona","20600","null","429","null",
"0500000US05001","Arkansas County, Arkansas","23766","null","1717","null",
"0500000US05003","Ashley County, Arkansas","20703","null","1349","null",
"0500000US05005","Baxter County, Arkansas","24737","null","1307","null",
"0500000US05007","Benton County, Arkansas","30611","null","679","null",
"0500000US05009","Boone County, Arkansas","22288","null","1054","null",
"0500000US05011","Bradley County, Arkansas","21575","null","1320","null",
"0500000US05013","Calhoun County, Arkansas","22866","null","1842","null",
"0500000US05015","Carroll County, Arkansas","21754","null","1210","null",
"0500000US05017","Chicot County, Arkansas","20560","null","2755","null",
"0500000US05019","Clark County, Arkansas","20382","null","1109","null",
"0500000US05021","Clay County, Arkansas","19171","null","1144","null",
"0500000US05023","Cleburne County, Arkansas","26189","null","1635","null",
"0500000US05025","Cleveland County, Arkansas","23171","null","1257","null",
"0500000US05027","Columbia County, Arkansas","20296","null","1233","null",
"0500000US05029","Conway County, Arkansas","22365","null","1293","null",
"0500000US05031","Craighead County, Arkansas","25594","null","1217","null",
"0500000US05033","Crawford County, Arkansas","22104","null","945","null",
"0500000US05035","Crittenden County, Arkansas","20721","null","665","null",
"0500000US05037","Cross County, Arkansas","22894","null","2663","null",
"0500000US05039","Dallas County, Arkansas","18309","null","1309","null",
"0500000US05041","Desha County, Arkansas","18187","null","1588","null",
"0500000US05043","Drew County, Arkansas","20300","null","1737","null",
"0500000US05045","Faulkner County, Arkansas","25240","null","751","null",
"0500000US05047","Franklin County, Arkansas","19988","null","1169","null",
"0500000US05049","Fulton County, Arkansas","19674","null","1460","null",
"0500000US05051","Garland County, Arkansas","25690","null","1175","null",
"0500000US05053","Grant County, Arkansas","25814","null","2380","null",
"0500000US05055","Greene County, Arkansas","22094","null","954","null",
"0500000US05057","Hempstead County, Arkansas","18817","null","1282","null",
"0500000US05059","Hot Spring County, Arkansas","20868","null","1583","null",
"0500000US05061","Howard County, Arkansas","23627","null","3388","null",
"0500000US05063","Independence County, Arkansas","23056","null","1390","null",
"0500000US05065","Izard County, Arkansas","19737","null","1101","null",
"0500000US05067","Jackson County, Arkansas","19458","null","1777","null",
"0500000US05069","Jefferson County, Arkansas","20371","null","730","null",
"0500000US05071","Johnson County, Arkansas","18757","null","1144","null",
"0500000US05073","Lafayette County, Arkansas","25140","null","4123","null",
"0500000US05075","Lawrence County, Arkansas","19422","null","1091","null",
"0500000US05077","Lee County, Arkansas","15610","null","1586","null",
"0500000US05079","Lincoln County, Arkansas","13142","null","2035","null",
"0500000US05081","Little River County, Arkansas","23412","null","2577","null",
"0500000US05083","Logan County, Arkansas","19708","null","1124","null",
"0500000US05085","Lonoke County, Arkansas","25184","null","685","null",
"0500000US05087","Madison County, Arkansas","23203","null","2396","null",
"0500000US05089","Marion County, Arkansas","19200","null","1117","null",
"0500000US05091","Miller County, Arkansas","22227","null","1044","null",
"0500000US05093","Mississippi County, Arkansas","20378","null","908","null",
"0500000US05095","Monroe County, Arkansas","20486","null","1821","null",
"0500000US05097","Montgomery County, Arkansas","21480","null","1748","null",
"0500000US05099","Nevada County, Arkansas","18644","null","1239","null",
"0500000US05101","Newton County, Arkansas","18053","null","1295","null",
"0500000US05103","Ouachita County, Arkansas","19780","null","1125","null",
"0500000US05105","Perry County, Arkansas","21781","null","1487","null",
"0500000US05107","Phillips County, Arkansas","17287","null","1003","null",
"0500000US05109","Pike County, Arkansas","20180","null","1132","null",
"0500000US05111","Poinsett County, Arkansas","18361","null","798","null",
"0500000US05113","Polk County, Arkansas","18735","null","996","null",
"0500000US05115","Pope County, Arkansas","21650","null","850","null",
"0500000US05117","Prairie County, Arkansas","22653","null","1494","null",
"0500000US05119","Pulaski County, Arkansas","29855","null","583","null",
"0500000US05121","Randolph County, Arkansas","20932","null","1570","null",
"0500000US05123","St. Francis County, Arkansas","16518","null","1110","null",
"0500000US05125","Saline County, Arkansas","28410","null","796","null",
"0500000US05127","Scott County, Arkansas","18077","null","1758","null",
"0500000US05129","Searcy County, Arkansas","21475","null","2369","null",
"0500000US05131","Sebastian County, Arkansas","23916","null","921","null",
"0500000US05133","Sevier County, Arkansas","18388","null","1020","null",
"0500000US05135","Sharp County, Arkansas","20078","null","2975","null",
"0500000US05137","Stone County, Arkansas","19881","null","1906","null",
"0500000US05139","Union County, Arkansas","23463","null","1330","null",
"0500000US05141","Van Buren County, Arkansas","20568","null","1181","null",
"0500000US05143","Washington County, Arkansas","26371","null","783","null",
"0500000US05145","White County, Arkansas","23120","null","1360","null",
"0500000US05147","Woodruff County, Arkansas","19987","null","1715","null",
"0500000US05149","Yell County, Arkansas","20209","null","1455","null",
"0500000US06001","Alameda County, California","41363","null","335","null",
"0500000US06003","Alpine County, California","27448","null","6258","null",
"0500000US06005","Amador County, California","29628","null","1631","null",
"0500000US06007","Butte County, California","26304","null","656","null",
"0500000US06009","Calaveras County, California","31652","null","1278","null",
"0500000US06011","Colusa County, California","25676","null","2009","null",
"0500000US06013","Contra Costa County, California","42898","null","416","null",
"0500000US06015","Del Norte County, California","20809","null","1306","null",
"0500000US06017","El Dorado County, California","38156","null","917","null",
"0500000US06019","Fresno County, California","22234","null","215","null",
"0500000US06021","Glenn County, California","21029","null","967","null",
"0500000US06023","Humboldt County, California","25208","null","780","null",
"0500000US06025","Imperial County, California","17303","null","582","null",
"0500000US06027","Inyo County, California","30323","null","1140","null",
"0500000US06029","Kern County, California","21716","null","280","null",
"0500000US06031","Kings County, California","19835","null","656","null",
"0500000US06033","Lake County, California","23345","null","1183","null",
"0500000US06035","Lassen County, California","20974","null","1015","null",
"0500000US06037","Los Angeles County, California","30798","null","130","null",
"0500000US06039","Madera County, California","19975","null","565","null",
"0500000US06041","Marin County, California","66748","null","1603","null",
"0500000US06043","Mariposa County, California","28241","null","1665","null",
"0500000US06045","Mendocino County, California","27093","null","1426","null",
"0500000US06047","Merced County, California","20120","null","574","null",
"0500000US06049","Modoc County, California","22052","null","1610","null",
"0500000US06051","Mono County, California","30888","null","2023","null",
"0500000US06053","Monterey County, California","27168","null","479","null",
"0500000US06055","Napa County, California","40632","null","882","null",
"0500000US06057","Nevada County, California","35581","null","1345","null",
"0500000US06059","Orange County, California","37603","null","270","null",
"0500000US06061","Placer County, California","39734","null","588","null",
"0500000US06063","Plumas County, California","32056","null","2776","null",
"0500000US06065","Riverside County, California","25700","null","191","null",
"0500000US06067","Sacramento County, California","29693","null","257","null",
"0500000US06069","San Benito County, California","30012","null","976","null",
"0500000US06071","San Bernardino County, California","22867","null","208","null",
"0500000US06073","San Diego County, California","34350","null","193","null",
"0500000US06075","San Francisco County, California","59508","null","760","null",
"0500000US06077","San Joaquin County, California","24694","null","339","null",
"0500000US06079","San Luis Obispo County, California","33972","null","632","null",
"0500000US06081","San Mateo County, California","53516","null","554","null",
"0500000US06083","Santa Barbara County, California","32872","null","590","null",
"0500000US06085","Santa Clara County, California","48689","null","418","null",
"0500000US06087","Santa Cruz County, California","36388","null","789","null",
"0500000US06089","Shasta County, California","26455","null","578","null",
"0500000US06091","Sierra County, California","31750","null","5272","null",
"0500000US06093","Siskiyou County, California","24605","null","879","null",
"0500000US06095","Solano County, California","31934","null","518","null",
"0500000US06097","Sonoma County, California","37767","null","713","null",
"0500000US06099","Stanislaus County, California","24007","null","467","null",
"0500000US06101","Sutter County, California","24849","null","832","null",
"0500000US06103","Tehama County, California","22631","null","948","null",
"0500000US06105","Trinity County, California","23575","null","1598","null",
"0500000US06107","Tulare County, California","18962","null","394","null",
"0500000US06109","Tuolumne County, California","31570","null","1699","null",
"0500000US06111","Ventura County, California","35771","null","447","null",
"0500000US06113","Yolo County, California","30615","null","680","null",
"0500000US06115","Yuba County, California","22814","null","791","null",
"0500000US08001","Adams County, Colorado","27487","null","366","null",
"0500000US08003","Alamosa County, Colorado","19217","null","1602","null",
"0500000US08005","Arapahoe County, Colorado","36951","null","489","null",
"0500000US08007","Archuleta County, Colorado","29344","null","2043","null",
"0500000US08009","Baca County, Colorado","22853","null","1570","null",
"0500000US08011","Bent County, Colorado","14028","null","2107","null",
"0500000US08013","Boulder County, Colorado","42119","null","832","null",
"0500000US08014","Broomfield County, Colorado","43736","null","1707","null",
"0500000US08015","Chaffee County, Colorado","28907","null","2035","null",
"0500000US08017","Cheyenne County, Colorado","23698","null","2186","null",
"0500000US08019","Clear Creek County, Colorado","41257","null","4494","null",
"0500000US08021","Conejos County, Colorado","19047","null","1395","null",
"0500000US08023","Costilla County, Colorado","20737","null","2701","null",
"0500000US08025","Crowley County, Colorado","14393","null","2450","null",
"0500000US08027","Custer County, Colorado","26032","null","3966","null",
"0500000US08029","Delta County, Colorado","25546","null","2288","null",
"0500000US08031","Denver County, Colorado","38991","null","465","null",
"0500000US08033","Dolores County, Colorado","23190","null","2985","null",
"0500000US08035","Douglas County, Colorado","48725","null","653","null",
"0500000US08037","Eagle County, Colorado","40450","null","2140","null",
"0500000US08039","Elbert County, Colorado","42522","null","2128","null",
"0500000US08041","El Paso County, Colorado","31217","null","385","null",
"0500000US08043","Fremont County, Colorado","20919","null","1112","null",
"0500000US08045","Garfield County, Colorado","31483","null","1233","null",
"0500000US08047","Gilpin County, Colorado","45110","null","7280","null",
"0500000US08049","Grand County, Colorado","32919","null","2466","null",
"0500000US08051","Gunnison County, Colorado","27669","null","1393","null",
"0500000US08053","Hinsdale County, Colorado","29574","null","5344","null",
"0500000US08055","Huerfano County, Colorado","25547","null","2540","null",
"0500000US08057","Jackson County, Colorado","24299","null","3523","null",
"0500000US08059","Jefferson County, Colorado","40187","null","457","null",
"0500000US08061","Kiowa County, Colorado","23621","null","2713","null",
"0500000US08063","Kit Carson County, Colorado","26125","null","4750","null",
"0500000US08065","Lake County, Colorado","28492","null","3164","null",
"0500000US08067","La Plata County, Colorado","34501","null","1246","null",
"0500000US08069","Larimer County, Colorado","34087","null","585","null",
"0500000US08071","Las Animas County, Colorado","24268","null","1512","null",
"0500000US08073","Lincoln County, Colorado","14765","null","6474","null",
"0500000US08075","Logan County, Colorado","24595","null","1608","null",
"0500000US08077","Mesa County, Colorado","27612","null","669","null",
"0500000US08079","Mineral County, Colorado","33018","null","3937","null",
"0500000US08081","Moffat County, Colorado","27331","null","1685","null",
"0500000US08083","Montezuma County, Colorado","24440","null","1047","null",
"0500000US08085","Montrose County, Colorado","24308","null","948","null",
"0500000US08087","Morgan County, Colorado","24077","null","1425","null",
"0500000US08089","Otero County, Colorado","20358","null","1322","null",
"0500000US08091","Ouray County, Colorado","35544","null","2842","null",
"0500000US08093","Park County, Colorado","34377","null","2607","null",
"0500000US08095","Phillips County, Colorado","27790","null","2720","null",
"0500000US08097","Pitkin County, Colorado","65800","null","16145","null",
"0500000US08099","Prowers County, Colorado","22033","null","1381","null",
"0500000US08101","Pueblo County, Colorado","23110","null","461","null",
"0500000US08103","Rio Blanco County, Colorado","28185","null","2236","null",
"0500000US08105","Rio Grande County, Colorado","22412","null","1578","null",
"0500000US08107","Routt County, Colorado","38111","null","2735","null",
"0500000US08109","Saguache County, Colorado","22267","null","2805","null",
"0500000US08111","San Juan County, Colorado","28889","null","4554","null",
"0500000US08113","San Miguel County, Colorado","42015","null","5422","null",
"0500000US08115","Sedgwick County, Colorado","24666","null","2180","null",
"0500000US08117","Summit County, Colorado","37192","null","2108","null",
"0500000US08119","Teller County, Colorado","34974","null","1999","null",
"0500000US08121","Washington County, Colorado","26279","null","1714","null",
"0500000US08123","Weld County, Colorado","29226","null","528","null",
"0500000US08125","Yuma County, Colorado","24789","null","1902","null",
"0500000US09001","Fairfield County, Connecticut","53433","null","614","null",
"0500000US09003","Hartford County, Connecticut","37817","null","386","null",
"0500000US09005","Litchfield County, Connecticut","40619","null","902","null",
"0500000US09007","Middlesex County, Connecticut","43695","null","975","null",
"0500000US09009","New Haven County, Connecticut","35085","null","375","null",
"0500000US09011","New London County, Connecticut","36881","null","727","null",
"0500000US09013","Tolland County, Connecticut","37830","null","868","null",
"0500000US09015","Windham County, Connecticut","29993","null","690","null",
"0500000US10001","Kent County, Delaware","27420","null","778","null",
"0500000US10003","New Castle County, Delaware","34541","null","543","null",
"0500000US10005","Sussex County, Delaware","31874","null","737","null",
"0500000US11001","District of Columbia, District of Columbia","50832","null","645","null",
"0500000US12001","Alachua County, Florida","26431","null","711","null",
"0500000US12003","Baker County, Florida","22440","null","1777","null",
"0500000US12005","Bay County, Florida","26742","null","677","null",
"0500000US12007","Bradford County, Florida","19656","null","1548","null",
"0500000US12009","Brevard County, Florida","29405","null","418","null",
"0500000US12011","Broward County, Florida","30109","null","288","null",
"0500000US12013","Calhoun County, Florida","15927","null","1194","null",
"0500000US12015","Charlotte County, Florida","29243","null","872","null",
"0500000US12017","Citrus County, Florida","25034","null","924","null",
"0500000US12019","Clay County, Florida","28599","null","923","null",
"0500000US12021","Collier County, Florida","41239","null","871","null",
"0500000US12023","Columbia County, Florida","22855","null","1025","null",
"0500000US12027","DeSoto County, Florida","17892","null","1313","null",
"0500000US12029","Dixie County, Florida","19342","null","2087","null",
"0500000US12031","Duval County, Florida","28593","null","367","null",
"0500000US12033","Escambia County, Florida","25666","null","554","null",
"0500000US12035","Flagler County, Florida","25741","null","654","null",
"0500000US12037","Franklin County, Florida","23524","null","2028","null",
"0500000US12039","Gadsden County, Florida","19252","null","819","null",
"0500000US12041","Gilchrist County, Florida","21145","null","1303","null",
"0500000US12043","Glades County, Florida","20476","null","2119","null",
"0500000US12045","Gulf County, Florida","21085","null","1472","null",
"0500000US12047","Hamilton County, Florida","16109","null","1565","null",
"0500000US12049","Hardee County, Florida","18643","null","2154","null",
"0500000US12051","Hendry County, Florida","18426","null","1570","null",
"0500000US12053","Hernando County, Florida","23495","null","498","null",
"0500000US12055","Highlands County, Florida","23020","null","1607","null",
"0500000US12057","Hillsborough County, Florida","29806","null","267","null",
"0500000US12059","Holmes County, Florida","18402","null","1161","null",
"0500000US12061","Indian River County, Florida","33122","null","1274","null",
"0500000US12063","Jackson County, Florida","18126","null","676","null",
"0500000US12065","Jefferson County, Florida","22452","null","1605","null",
"0500000US12067","Lafayette County, Florida","21955","null","6091","null",
"0500000US12069","Lake County, Florida","25991","null","451","null",
"0500000US12071","Lee County, Florida","30233","null","442","null",
"0500000US12073","Leon County, Florida","28548","null","568","null",
"0500000US12075","Levy County, Florida","21043","null","1582","null",
"0500000US12077","Liberty County, Florida","16937","null","2102","null",
"0500000US12079","Madison County, Florida","17192","null","1094","null",
"0500000US12081","Manatee County, Florida","30477","null","584","null",
"0500000US12083","Marion County, Florida","23598","null","499","null",
"0500000US12085","Martin County, Florida","38021","null","1327","null",
"0500000US12086","Miami-Dade County, Florida","25481","null","211","null",
"0500000US12087","Monroe County, Florida","39176","null","1453","null",
"0500000US12089","Nassau County, Florida","33337","null","1382","null",
"0500000US12091","Okaloosa County, Florida","30775","null","649","null",
"0500000US12093","Okeechobee County, Florida","18611","null","1053","null",
"0500000US12095","Orange County, Florida","27394","null","312","null",
"0500000US12097","Osceola County, Florida","20165","null","468","null",
"0500000US12099","Palm Beach County, Florida","36303","null","410","null",
"0500000US12101","Pasco County, Florida","26624","null","330","null",
"0500000US12103","Pinellas County, Florida","32120","null","344","null",
"0500000US12105","Polk County, Florida","22579","null","270","null",
"0500000US12107","Putnam County, Florida","18950","null","616","null",
"0500000US12109","St. Johns County, Florida","39563","null","954","null",
"0500000US12111","St. Lucie County, Florida","24940","null","693","null",
"0500000US12113","Santa Rosa County, Florida","28908","null","655","null",
"0500000US12115","Sarasota County, Florida","37054","null","701","null",
"0500000US12117","Seminole County, Florida","31363","null","528","null",
"0500000US12119","Sumter County, Florida","33168","null","1264","null",
"0500000US12121","Suwannee County, Florida","21565","null","1913","null",
"0500000US12123","Taylor County, Florida","16979","null","1260","null",
"0500000US12125","Union County, Florida","13485","null","1383","null",
"0500000US12127","Volusia County, Florida","25871","null","544","null",
"0500000US12129","Wakulla County, Florida","22846","null","1104","null",
"0500000US12131","Walton County, Florida","30853","null","1560","null",
"0500000US12133","Washington County, Florida","18718","null","1038","null",
"0500000US13001","Appling County, Georgia","19936","null","1548","null",
"0500000US13003","Atkinson County, Georgia","19904","null","3123","null",
"0500000US13005","Bacon County, Georgia","18856","null","1372","null",
"0500000US13007","Baker County, Georgia","22270","null","2612","null",
"0500000US13009","Baldwin County, Georgia","20114","null","1154","null",
"0500000US13011","Banks County, Georgia","19451","null","977","null",
"0500000US13013","Barrow County, Georgia","22978","null","690","null",
"0500000US13015","Bartow County, Georgia","24931","null","977","null",
"0500000US13017","Ben Hill County, Georgia","16635","null","1067","null",
"0500000US13019","Berrien County, Georgia","18064","null","940","null",
"0500000US13021","Bibb County, Georgia","23426","null","681","null",
"0500000US13023","Bleckley County, Georgia","20667","null","3761","null",
"0500000US13025","Brantley County, Georgia","18220","null","1692","null",
"0500000US13027","Brooks County, Georgia","20964","null","1462","null",
"0500000US13029","Bryan County, Georgia","29880","null","1736","null",
"0500000US13031","Bulloch County, Georgia","20526","null","894","null",
"0500000US13033","Burke County, Georgia","19720","null","1231","null",
"0500000US13035","Butts County, Georgia","21236","null","2495","null",
"0500000US13037","Calhoun County, Georgia","13865","null","2459","null",
"0500000US13039","Camden County, Georgia","26854","null","2141","null",
"0500000US13043","Candler County, Georgia","18233","null","1999","null",
"0500000US13045","Carroll County, Georgia","23139","null","1022","null",
"0500000US13047","Catoosa County, Georgia","25643","null","997","null",
"0500000US13049","Charlton County, Georgia","19102","null","1451","null",
"0500000US13051","Chatham County, Georgia","28765","null","737","null",
"0500000US13053","Chattahoochee County, Georgia","22774","null","2558","null",
"0500000US13055","Chattooga County, Georgia","17716","null","1149","null",
"0500000US13057","Cherokee County, Georgia","33466","null","873","null",
"0500000US13059","Clarke County, Georgia","21203","null","570","null",
"0500000US13061","Clay County, Georgia","14559","null","2352","null",
"0500000US13063","Clayton County, Georgia","19498","null","400","null",
"0500000US13065","Clinch County, Georgia","17145","null","1744","null",
"0500000US13067","Cobb County, Georgia","36587","null","443","null",
"0500000US13069","Coffee County, Georgia","18945","null","1064","null",
"0500000US13071","Colquitt County, Georgia","18121","null","904","null",
"0500000US13073","Columbia County, Georgia","31720","null","870","null",
"0500000US13075","Cook County, Georgia","17587","null","1187","null",
"0500000US13077","Coweta County, Georgia","31548","null","895","null",
"0500000US13079","Crawford County, Georgia","22212","null","2294","null",
"0500000US13081","Crisp County, Georgia","21225","null","2736","null",
"0500000US13083","Dade County, Georgia","23184","null","1538","null",
"0500000US13085","Dawson County, Georgia","31954","null","2779","null",
"0500000US13087","Decatur County, Georgia","19650","null","1241","null",
"0500000US13089","DeKalb County, Georgia","32110","null","421","null",
"0500000US13091","Dodge County, Georgia","18563","null","1265","null",
"0500000US13093","Dooly County, Georgia","16867","null","2006","null",
"0500000US13095","Dougherty County, Georgia","20292","null","692","null",
"0500000US13097","Douglas County, Georgia","25449","null","800","null",
"0500000US13099","Early County, Georgia","17972","null","1247","null",
"0500000US13101","Echols County, Georgia","20589","null","3791","null",
"0500000US13103","Effingham County, Georgia","26765","null","940","null",
"0500000US13105","Elbert County, Georgia","21138","null","1700","null",
"0500000US13107","Emanuel County, Georgia","17944","null","1291","null",
"0500000US13109","Evans County, Georgia","20736","null","2053","null",
"0500000US13111","Fannin County, Georgia","24845","null","1791","null",
"0500000US13113","Fayette County, Georgia","39936","null","1007","null",
"0500000US13115","Floyd County, Georgia","23929","null","1019","null",
"0500000US13117","Forsyth County, Georgia","39896","null","657","null",
"0500000US13119","Franklin County, Georgia","19663","null","1539","null",
"0500000US13121","Fulton County, Georgia","41041","null","548","null",
"0500000US13123","Gilmer County, Georgia","23688","null","1469","null",
"0500000US13125","Glascock County, Georgia","19815","null","2142","null",
"0500000US13127","Glynn County, Georgia","29209","null","1623","null",
"0500000US13129","Gordon County, Georgia","21208","null","1076","null",
"0500000US13131","Grady County, Georgia","20864","null","1523","null",
"0500000US13133","Greene County, Georgia","32890","null","2713","null",
"0500000US13135","Gwinnett County, Georgia","27945","null","324","null",
"0500000US13137","Habersham County, Georgia","20656","null","871","null",
"0500000US13139","Hall County, Georgia","26283","null","696","null",
"0500000US13141","Hancock County, Georgia","15454","null","3288","null",
"0500000US13143","Haralson County, Georgia","23141","null","1366","null",
"0500000US13145","Harris County, Georgia","32373","null","2281","null",
"0500000US13147","Hart County, Georgia","21668","null","1548","null",
"0500000US13149","Heard County, Georgia","20946","null","1425","null",
"0500000US13151","Henry County, Georgia","26924","null","627","null",
