"GEO_ID","NAME","B19301_001E","B19301_001M","B19301_001MA","B19301_001EA",
"0500000US05043","Drew County, Arkansas","26440","3107","null","null",
"0500000US05045","Faulkner County, Arkansas","27414","953","null","null",
"0500000US05047","Franklin County, Arkansas","20639","1454","null","null",
"0500000US05049","Fulton County, Arkansas","20564","1662","null","null",
"0500000US05051","Garland County, Arkansas","27274","995","null","null",
"0500000US05053","Grant County, Arkansas","30639","3104","null","null",
"0500000US05055","Greene County, Arkansas","23978","1006","null","null",
"0500000US05057","Hempstead County, Arkansas","22178","1907","null","null",
"0500000US05059","Hot Spring County, Arkansas","23498","1673","null","null",
"0500000US05061","Howard County, Arkansas","23297","2114","null","null",
"0500000US05063","Independence County, Arkansas","25046","1727","null","null",
"0500000US05065","Izard County, Arkansas","21189","2435","null","null",
"0500000US05067","Jackson County, Arkansas","19901","1387","null","null",
"0500000US05069","Jefferson County, Arkansas","21941","1303","null","null",
"0500000US05071","Johnson County, Arkansas","22077","2399","null","null",
"0500000US05073","Lafayette County, Arkansas","22204","2374","null","null",
"0500000US05075","Lawrence County, Arkansas","22113","1155","null","null",
"0500000US05077","Lee County, Arkansas","20103","5630","null","null",
"0500000US05079","Lincoln County, Arkansas","14182","2442","null","null",
"0500000US05081","Little River County, Arkansas","27057","2055","null","null",
"0500000US05083","Logan County, Arkansas","22632","1948","null","null",
"0500000US05085","Lonoke County, Arkansas","28446","1031","null","null",
"0500000US05087","Madison County, Arkansas","22733","2055","null","null",
"0500000US05089","Marion County, Arkansas","22113","1639","null","null",
"0500000US05091","Miller County, Arkansas","23828","1388","null","null",
"0500000US05093","Mississippi County, Arkansas","24825","1390","null","null",
"0500000US05095","Monroe County, Arkansas","24610","2039","null","null",
"0500000US05097","Montgomery County, Arkansas","22892","1589","null","null",
"0500000US05099","Nevada County, Arkansas","19443","1697","null","null",
"0500000US05101","Newton County, Arkansas","20768","1809","null","null",
"0500000US05103","Ouachita County, Arkansas","21338","1228","null","null",
"0500000US05105","Perry County, Arkansas","23030","1724","null","null",
"0500000US05107","Phillips County, Arkansas","20379","1446","null","null",
"0500000US05109","Pike County, Arkansas","24642","2465","null","null",
"0500000US05111","Poinsett County, Arkansas","21154","1244","null","null",
"0500000US05113","Polk County, Arkansas","24691","2307","null","null",
"0500000US05115","Pope County, Arkansas","25546","1569","null","null",
"0500000US05117","Prairie County, Arkansas","26955","2443","null","null",
"0500000US05119","Pulaski County, Arkansas","33773","747","null","null",
"0500000US05121","Randolph County, Arkansas","23534","2450","null","null",
"0500000US05123","St. Francis County, Arkansas","19743","1926","null","null",
"0500000US05125","Saline County, Arkansas","31973","1044","null","null",
"0500000US05127","Scott County, Arkansas","21026","1723","null","null",
"0500000US05129","Searcy County, Arkansas","19761","2194","null","null",
"0500000US05131","Sebastian County, Arkansas","28623","2488","null","null",
"0500000US05133","Sevier County, Arkansas","23423","2824","null","null",
"0500000US05135","Sharp County, Arkansas","21644","2592","null","null",
"0500000US05137","Stone County, Arkansas","20462","2283","null","null",
"0500000US05139","Union County, Arkansas","27129","2106","null","null",
"0500000US05141","Van Buren County, Arkansas","23244","1596","null","null",
"0500000US05143","Washington County, Arkansas","29419","873","null","null",
"0500000US05145","White County, Arkansas","23801","1303","null","null",
"0500000US05147","Woodruff County, Arkansas","25677","2692","null","null",
"0500000US05149","Yell County, Arkansas","23008","1984","null","null",
"0500000US06001","Alameda County, California","49883","417","null","null",
"0500000US06003","Alpine County, California","37690","8472","null","null",
"0500000US06005","Amador County, California","33897","2281","null","null",
"0500000US06007","Butte County, California","30700","944","null","null",
"0500000US06009","Calaveras County, California","33027","1728","null","null",
"0500000US06011","Colusa County, California","27614","1970","null","null",
"0500000US06013","Contra Costa County, California","50118","619","null","null",
"0500000US06015","Del Norte County, California","24361","1602","null","null",
"0500000US06017","El Dorado County, California","44651","1236","null","null",
"0500000US06019","Fresno County, California","25757","372","null","null",
"0500000US06021","Glenn County, California","23715","1118","null","null",
"0500000US06023","Humboldt County, California","29584","1042","null","null",
"0500000US06025","Imperial County, California","18064","654","null","null",
"0500000US06027","Inyo County, California","33404","1661","null","null",
"0500000US06029","Kern County, California","23855","401","null","null",
"0500000US06031","Kings County, California","22919","638","null","null",
"0500000US06033","Lake County, California","29714","1908","null","null",
"0500000US06035","Lassen County, California","20928","1119","null","null",
"0500000US06037","Los Angeles County, California","35685","171","null","null",
"0500000US06039","Madera County, California","23212","697","null","null",
"0500000US06041","Marin County, California","74446","1483","null","null",
"0500000US06043","Mariposa County, California","29882","1711","null","null",
"0500000US06045","Mendocino County, California","30351","1196","null","null",
"0500000US06047","Merced County, California","23677","574","null","null",
"0500000US06049","Modoc County, California","25578","1847","null","null",
"0500000US06051","Mono County, California","37103","4371","null","null",
"0500000US06053","Monterey County, California","32122","559","null","null",
"0500000US06055","Napa County, California","46912","1659","null","null",
"0500000US06057","Nevada County, California","41079","1657","null","null",
"0500000US06059","Orange County, California","43049","368","null","null",
"0500000US06061","Placer County, California","46023","794","null","null",
"0500000US06063","Plumas County, California","34334","1702","null","null",
"0500000US06065","Riverside County, California","29913","283","null","null",
"0500000US06067","Sacramento County, California","34078","323","null","null",
"0500000US06069","San Benito County, California","33841","1496","null","null",
"0500000US06071","San Bernardino County, California","26402","274","null","null",
"0500000US06073","San Diego County, California","39737","356","null","null",
"0500000US06075","San Francisco County, California","72041","986","null","null",
"0500000US06077","San Joaquin County, California","28928","531","null","null",
"0500000US06079","San Luis Obispo County, California","38686","810","null","null",
"0500000US06081","San Mateo County, California","64450","791","null","null",
"0500000US06083","Santa Barbara County, California","38141","632","null","null",
"0500000US06085","Santa Clara County, California","59297","508","null","null",
"0500000US06087","Santa Cruz County, California","44278","1031","null","null",
"0500000US06089","Shasta County, California","31049","833","null","null",
"0500000US06091","Sierra County, California","32533","4885","null","null",
"0500000US06093","Siskiyou County, California","29381","2332","null","null",
"0500000US06095","Solano County, California","36685","618","null","null",
"0500000US06097","Sonoma County, California","44071","795","null","null",
"0500000US06099","Stanislaus County, California","27225","502","null","null",
"0500000US06101","Sutter County, California","29495","1309","null","null",
"0500000US06103","Tehama County, California","29012","4417","null","null",
"0500000US06105","Trinity County, California","26228","3208","null","null",
"0500000US06107","Tulare County, California","22092","458","null","null",
"0500000US06109","Tuolumne County, California","35694","1951","null","null",
"0500000US06111","Ventura County, California","39403","496","null","null",
"0500000US06113","Yolo County, California","36036","1024","null","null",
"0500000US06115","Yuba County, California","25774","922","null","null",
"0500000US08001","Adams County, Colorado","31310","526","null","null",
"0500000US08003","Alamosa County, Colorado","23020","2151","null","null",
"0500000US08005","Arapahoe County, Colorado","42184","635","null","null",
"0500000US08007","Archuleta County, Colorado","32995","2373","null","null",
"0500000US08009","Baca County, Colorado","24583","2318","null","null",
"0500000US08011","Bent County, Colorado","15738","3085","null","null",
"0500000US08013","Boulder County, Colorado","48776","1256","null","null",
"0500000US08014","Broomfield County, Colorado","51461","1521","null","null",
"0500000US08015","Chaffee County, Colorado","31960","2108","null","null",
"0500000US08017","Cheyenne County, Colorado","31409","3433","null","null",
"0500000US08019","Clear Creek County, Colorado","44162","4355","null","null",
"0500000US08021","Conejos County, Colorado","20139","1095","null","null",
"0500000US08023","Costilla County, Colorado","21893","2502","null","null",
"0500000US08025","Crowley County, Colorado","16593","2755","null","null",
"0500000US08027","Custer County, Colorado","31608","3940","null","null",
"0500000US08029","Delta County, Colorado","26642","1494","null","null",
"0500000US08031","Denver County, Colorado","45636","693","null","null",
"0500000US08033","Dolores County, Colorado","31290","4100","null","null",
"0500000US08035","Douglas County, Colorado","53836","900","null","null",
"0500000US08037","Eagle County, Colorado","47406","3749","null","null",
"0500000US08039","Elbert County, Colorado","43911","2236","null","null",
"0500000US08041","El Paso County, Colorado","35177","468","null","null",
"0500000US08043","Fremont County, Colorado","24703","1876","null","null",
"0500000US08045","Garfield County, Colorado","33826","1158","null","null",
"0500000US08047","Gilpin County, Colorado","59076","14626","null","null",
"0500000US08049","Grand County, Colorado","39547","3541","null","null",
"0500000US08051","Gunnison County, Colorado","33727","2147","null","null",
"0500000US08053","Hinsdale County, Colorado","34595","5425","null","null",
"0500000US08055","Huerfano County, Colorado","25839","2256","null","null",
"0500000US08057","Jackson County, Colorado","30813","4563","null","null",
"0500000US08059","Jefferson County, Colorado","45581","566","null","null",
"0500000US08061","Kiowa County, Colorado","23275","3579","null","null",
"0500000US08063","Kit Carson County, Colorado","29276","3861","null","null",
"0500000US08065","Lake County, Colorado","35264","4905","null","null",
"0500000US08067","La Plata County, Colorado","38841","1688","null","null",
"0500000US08069","Larimer County, Colorado","38142","689","null","null",
"0500000US08071","Las Animas County, Colorado","26918","1844","null","null",
"0500000US08073","Lincoln County, Colorado","16755","8011","null","null",
"0500000US08075","Logan County, Colorado","26281","1589","null","null",
"0500000US08077","Mesa County, Colorado","29783","845","null","null",
"0500000US08079","Mineral County, Colorado","30908","4472","null","null",
"0500000US08081","Moffat County, Colorado","29059","1782","null","null",
"0500000US08083","Montezuma County, Colorado","26564","1707","null","null",
"0500000US08085","Montrose County, Colorado","30017","1872","null","null",
"0500000US08087","Morgan County, Colorado","24800","1127","null","null",
"0500000US08089","Otero County, Colorado","23275","1257","null","null",
"0500000US08091","Ouray County, Colorado","41481","3786","null","null",
"0500000US08093","Park County, Colorado","38042","2657","null","null",
"0500000US08095","Phillips County, Colorado","29857","3768","null","null",
"0500000US08097","Pitkin County, Colorado","61261","8449","null","null",
"0500000US08099","Prowers County, Colorado","23496","1820","null","null",
"0500000US08101","Pueblo County, Colorado","26504","678","null","null",
"0500000US08103","Rio Blanco County, Colorado","28287","2251","null","null",
"0500000US08105","Rio Grande County, Colorado","27300","1796","null","null",
"0500000US08107","Routt County, Colorado","44727","3008","null","null",
"0500000US08109","Saguache County, Colorado","22921","2192","null","null",
"0500000US08111","San Juan County, Colorado","36454","8423","null","null",
"0500000US08113","San Miguel County, Colorado","47248","5147","null","null",
"0500000US08115","Sedgwick County, Colorado","27961","3539","null","null",
"0500000US08117","Summit County, Colorado","44973","3388","null","null",
"0500000US08119","Teller County, Colorado","34541","2141","null","null",
"0500000US08121","Washington County, Colorado","28224","2185","null","null",
"0500000US08123","Weld County, Colorado","32399","887","null","null",
"0500000US08125","Yuma County, Colorado","28791","2298","null","null",
"0500000US09001","Fairfield County, Connecticut","58851","766","null","null",
"0500000US09003","Hartford County, Connecticut","41470","487","null","null",
"0500000US09005","Litchfield County, Connecticut","45702","1441","null","null",
"0500000US09007","Middlesex County, Connecticut","46846","1137","null","null",
"0500000US09009","New Haven County, Connecticut","39134","478","null","null",
"0500000US09011","New London County, Connecticut","40995","739","null","null",
"0500000US09013","Tolland County, Connecticut","41537","1169","null","null",
"0500000US09015","Windham County, Connecticut","33337","936","null","null",
"0500000US10001","Kent County, Delaware","28911","726","null","null",
"0500000US10003","New Castle County, Delaware","38965","652","null","null",
"0500000US10005","Sussex County, Delaware","36739","932","null","null",
"0500000US11001","District of Columbia, District of Columbia","58659","827","null","null",
"0500000US12001","Alachua County, Florida","29821","948","null","null",
"0500000US12003","Baker County, Florida","24051","1505","null","null",
"0500000US12005","Bay County, Florida","30774","793","null","null",
"0500000US12007","Bradford County, Florida","21003","1692","null","null",
"0500000US12009","Brevard County, Florida","33662","645","null","null",
"0500000US12011","Broward County, Florida","34063","519","null","null",
"0500000US12013","Calhoun County, Florida","19512","2954","null","null",
"0500000US12015","Charlotte County, Florida","33275","975","null","null",
"0500000US12017","Citrus County, Florida","28174","916","null","null",
"0500000US12019","Clay County, Florida","32037","1289","null","null",
"0500000US12021","Collier County, Florida","46785","1149","null","null",
"0500000US12023","Columbia County, Florida","24569","1207","null","null",
"0500000US12027","DeSoto County, Florida","18193","919","null","null",
"0500000US12029","Dixie County, Florida","19911","1665","null","null",
"0500000US12031","Duval County, Florida","32233","416","null","null",
"0500000US12033","Escambia County, Florida","29166","669","null","null",
"0500000US12035","Flagler County, Florida","32722","3035","null","null",
"0500000US12037","Franklin County, Florida","26211","2466","null","null",
"0500000US12039","Gadsden County, Florida","21087","926","null","null",
"0500000US12041","Gilchrist County, Florida","22775","1366","null","null",
"0500000US12043","Glades County, Florida","22128","1929","null","null",
"0500000US12045","Gulf County, Florida","27626","4255","null","null",
"0500000US12047","Hamilton County, Florida","15532","1535","null","null",
"0500000US12049","Hardee County, Florida","20181","3454","null","null",
"0500000US12051","Hendry County, Florida","20122","1546","null","null",
"0500000US12053","Hernando County, Florida","26520","624","null","null",
"0500000US12055","Highlands County, Florida","27979","1201","null","null",
"0500000US12057","Hillsborough County, Florida","33616","391","null","null",
"0500000US12059","Holmes County, Florida","19028","1221","null","null",
"0500000US12061","Indian River County, Florida","38274","2016","null","null",
"0500000US12063","Jackson County, Florida","21058","1351","null","null",
"0500000US12065","Jefferson County, Florida","25795","2005","null","null",
"0500000US12067","Lafayette County, Florida","17022","2451","null","null",
"0500000US12069","Lake County, Florida","29426","619","null","null",
"0500000US12071","Lee County, Florida","34818","608","null","null",
"0500000US12073","Leon County, Florida","31778","795","null","null",
"0500000US12075","Levy County, Florida","22772","2222","null","null",
"0500000US12077","Liberty County, Florida","19585","2963","null","null",
"0500000US12079","Madison County, Florida","18909","1630","null","null",
"0500000US12081","Manatee County, Florida","35146","1045","null","null",
"0500000US12083","Marion County, Florida","26990","650","null","null",
"0500000US12085","Martin County, Florida","43758","1656","null","null",
"0500000US12086","Miami-Dade County, Florida","29598","373","null","null",
"0500000US12087","Monroe County, Florida","47382","1981","null","null",
"0500000US12089","Nassau County, Florida","37787","1416","null","null",
"0500000US12091","Okaloosa County, Florida","34357","949","null","null",
"0500000US12093","Okeechobee County, Florida","23133","1535","null","null",
"0500000US12095","Orange County, Florida","31409","573","null","null",
"0500000US12097","Osceola County, Florida","24146","1034","null","null",
"0500000US12099","Palm Beach County, Florida","40957","603","null","null",
"0500000US12101","Pasco County, Florida","29498","429","null","null",
"0500000US12103","Pinellas County, Florida","36754","561","null","null",
"0500000US12105","Polk County, Florida","25820","424","null","null",
"0500000US12107","Putnam County, Florida","22257","1244","null","null",
"0500000US12109","St. Johns County, Florida","43433","1115","null","null",
"0500000US12111","St. Lucie County, Florida","28426","890","null","null",
"0500000US12113","Santa Rosa County, Florida","32322","897","null","null",
"0500000US12115","Sarasota County, Florida","44402","1642","null","null",
"0500000US12117","Seminole County, Florida","36016","661","null","null",
"0500000US12119","Sumter County, Florida","35879","1391","null","null",
"0500000US12121","Suwannee County, Florida","23389","2042","null","null",
"0500000US12123","Taylor County, Florida","19492","2080","null","null",
"0500000US12125","Union County, Florida","20663","5448","null","null",
"0500000US12127","Volusia County, Florida","29859","574","null","null",
"0500000US12129","Wakulla County, Florida","28320","3084","null","null",
"0500000US12131","Walton County, Florida","35996","1916","null","null",
"0500000US12133","Washington County, Florida","19375","1041","null","null",
"0500000US13001","Appling County, Georgia","21675","1652","null","null",
"0500000US13003","Atkinson County, Georgia","20887","2329","null","null",
"0500000US13005","Bacon County, Georgia","19882","2118","null","null",
"0500000US13007","Baker County, Georgia","25691","5207","null","null",
"0500000US13009","Baldwin County, Georgia","26934","5418","null","null",
"0500000US13011","Banks County, Georgia","24303","1417","null","null",
"0500000US13013","Barrow County, Georgia","25849","796","null","null",
"0500000US13015","Bartow County, Georgia","27047","1028","null","null",
"0500000US13017","Ben Hill County, Georgia","18241","1419","null","null",
"0500000US13019","Berrien County, Georgia","20545","1161","null","null",
"0500000US13021","Bibb County, Georgia","25519","725","null","null",
"0500000US13023","Bleckley County, Georgia","20502","1797","null","null",
"0500000US13025","Brantley County, Georgia","18883","1440","null","null",
"0500000US13027","Brooks County, Georgia","26115","4109","null","null",
"0500000US13029","Bryan County, Georgia","32825","1401","null","null",
"0500000US13031","Bulloch County, Georgia","25121","2494","null","null",
"0500000US13033","Burke County, Georgia","24050","1778","null","null",
"0500000US13035","Butts County, Georgia","25343","3662","null","null",
"0500000US13037","Calhoun County, Georgia","15461","1882","null","null",
"0500000US13039","Camden County, Georgia","29449","2155","null","null",
"0500000US13043","Candler County, Georgia","20897","2498","null","null",
"0500000US13045","Carroll County, Georgia","26495","767","null","null",
"0500000US13047","Catoosa County, Georgia","28537","1151","null","null",
"0500000US13049","Charlton County, Georgia","19228","1664","null","null",
"0500000US13051","Chatham County, Georgia","33106","1000","null","null",
"0500000US13053","Chattahoochee County, Georgia","23894","3131","null","null",
"0500000US13055","Chattooga County, Georgia","18523","1288","null","null",
"0500000US13057","Cherokee County, Georgia","38153","1109","null","null",
"0500000US13059","Clarke County, Georgia","25343","784","null","null",
"0500000US13061","Clay County, Georgia","22389","3965","null","null",
"0500000US13063","Clayton County, Georgia","21804","491","null","null",
"0500000US13065","Clinch County, Georgia","17539","2410","null","null",
"0500000US13067","Cobb County, Georgia","41480","570","null","null",
"0500000US13069","Coffee County, Georgia","20659","1258","null","null",
"0500000US13071","Colquitt County, Georgia","20530","1049","null","null",
"0500000US13073","Columbia County, Georgia","35349","1125","null","null",
"0500000US13075","Cook County, Georgia","20769","1406","null","null",
"0500000US13077","Coweta County, Georgia","36884","1319","null","null",
"0500000US13079","Crawford County, Georgia","24404","2189","null","null",
"0500000US13081","Crisp County, Georgia","25402","3382","null","null",
"0500000US13083","Dade County, Georgia","24964","2224","null","null",
"0500000US13085","Dawson County, Georgia","36110","2271","null","null",
"0500000US13087","Decatur County, Georgia","21810","1776","null","null",
"0500000US13089","DeKalb County, Georgia","37523","515","null","null",
"0500000US13091","Dodge County, Georgia","21144","2125","null","null",
"0500000US13093","Dooly County, Georgia","25198","3382","null","null",
"0500000US13095","Dougherty County, Georgia","22647","824","null","null",
"0500000US13097","Douglas County, Georgia","29083","1153","null","null",
"0500000US13099","Early County, Georgia","21992","3448","null","null",
"0500000US13101","Echols County, Georgia","23768","4949","null","null",
"0500000US13103","Effingham County, Georgia","32608","3600","null","null",
"0500000US13105","Elbert County, Georgia","23368","1734","null","null",
"0500000US13107","Emanuel County, Georgia","19310","1021","null","null",
"0500000US13109","Evans County, Georgia","20990","1285","null","null",
"0500000US13111","Fannin County, Georgia","29845","2815","null","null",
"0500000US13113","Fayette County, Georgia","44668","1123","null","null",
"0500000US13115","Floyd County, Georgia","27418","1477","null","null",
"0500000US13117","Forsyth County, Georgia","46470","1121","null","null",
"0500000US13119","Franklin County, Georgia","24338","1571","null","null",
"0500000US13121","Fulton County, Georgia","49369","760","null","null",
"0500000US13123","Gilmer County, Georgia","27789","1739","null","null",
"0500000US13125","Glascock County, Georgia","24258","3540","null","null",
"0500000US13127","Glynn County, Georgia","33975","1795","null","null",
"0500000US13129","Gordon County, Georgia","25114","1564","null","null",
"0500000US13131","Grady County, Georgia","24272","1633","null","null",
"0500000US13133","Greene County, Georgia","42339","3949","null","null",
"0500000US13135","Gwinnett County, Georgia","31935","534","null","null",
"0500000US13137","Habersham County, Georgia","24060","917","null","null",
"0500000US13139","Hall County, Georgia","30459","991","null","null",
"0500000US13141","Hancock County, Georgia","17802","3422","null","null",
"0500000US13143","Haralson County, Georgia","27507","2020","null","null",
"0500000US13145","Harris County, Georgia","37882","2687","null","null",
