Year,FIPS,C_S,month,cases,Pcincome,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,WA,BA,IA,AA,NA,TOM,NH,H,Cost,RUCC
2018,42007,"Beaver County,Pennsylvania",6,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,139847,1
2018,42007,"Beaver County,Pennsylvania",7,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,140865,1
2018,42007,"Beaver County,Pennsylvania",8,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,141793,1
2018,42007,"Beaver County,Pennsylvania",9,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,142076,1
2018,42007,"Beaver County,Pennsylvania",10,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,142009,1
2018,42007,"Beaver County,Pennsylvania",11,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,142237,1
2018,42007,"Beaver County,Pennsylvania",12,0,30016,164669,0.9443047241,79976,84693,45.2,8307,16234,55578,47510,35235,149307,10480,279,917,60,3626,161915,2754,142805,1
2019,42007,"Beaver County,Pennsylvania",1,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,143665,1
2019,42007,"Beaver County,Pennsylvania",2,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,144926,1
2019,42007,"Beaver County,Pennsylvania",3,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,145791,1
2019,42007,"Beaver County,Pennsylvania",4,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,146448,1
2019,42007,"Beaver County,Pennsylvania",5,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,146569,1
2019,42007,"Beaver County,Pennsylvania",6,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,146402,1
2019,42007,"Beaver County,Pennsylvania",7,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,146743,1
2019,42007,"Beaver County,Pennsylvania",8,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,147377,1
2019,42007,"Beaver County,Pennsylvania",9,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,147699,1
2019,42007,"Beaver County,Pennsylvania",10,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,148745,1
2019,42007,"Beaver County,Pennsylvania",11,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,149586,1
2019,42007,"Beaver County,Pennsylvania",12,0,31305,163956,0.9456034176,79686,84270,45.2,8295,15956,55564,46399,35890,148321,10554,282,947,65,3787,161018,2938,150610,1
2020,42007,"Beaver County,Pennsylvania",1,0,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,150610,1
2020,42007,"Beaver County,Pennsylvania",2,0,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,145538,1
2020,42007,"Beaver County,Pennsylvania",3,200,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,143288,1
2020,42007,"Beaver County,Pennsylvania",4,6473,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,143538,1
2020,42007,"Beaver County,Pennsylvania",5,16020,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,144256,1
2020,42007,"Beaver County,Pennsylvania",6,18532,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,145292,1
2020,42007,"Beaver County,Pennsylvania",7,28655,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,146911,1
2020,42007,"Beaver County,Pennsylvania",8,43653,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,148045,1
2020,42007,"Beaver County,Pennsylvania",9,53602,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,149519,1
2020,42007,"Beaver County,Pennsylvania",10,65636,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,150914,1
2020,42007,"Beaver County,Pennsylvania",11,89468,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,152008,1
2020,42007,"Beaver County,Pennsylvania",12,200852,33025,167732,0.9607687272,82188,85544,44.9,8280,16678,57108,47089,36624,151453,10873,311,990,77,4028,164516,3216,153318,1
2021,42007,"Beaver County,Pennsylvania",1,308894,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,154719,1
2021,42007,"Beaver County,Pennsylvania",2,326416,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,156855,1
2021,42007,"Beaver County,Pennsylvania",3,393843,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,158602,1
2021,42007,"Beaver County,Pennsylvania",4,420941,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,160152,1
2021,42007,"Beaver County,Pennsylvania",5,469823,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,161921,1
2021,42007,"Beaver County,Pennsylvania",6,465206,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,163731,1
2021,42007,"Beaver County,Pennsylvania",7,483988,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,165821,1
2021,42007,"Beaver County,Pennsylvania",8,503573,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,167795,1
2021,42007,"Beaver County,Pennsylvania",9,546233,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,169895,1
2021,42007,"Beaver County,Pennsylvania",10,654491,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,171950,1
2021,42007,"Beaver County,Pennsylvania",11,724563,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,173980,1
2021,42007,"Beaver County,Pennsylvania",12,869885,34269,166624,0.9631462369,81748,84876,44.8,8006,16576,57102,45778,37181,150097,10948,308,1022,79,4170,163219,3405,175811,1
