,Unnamed: 0,fips,name,state_Ab,state,C_S,C_Sa
700,700,18007,Benton County,IN,Indiana,"Benton County,Indiana","Benton County,IN"
701,701,18009,Blackford County,IN,Indiana,"Blackford County,Indiana","Blackford County,IN"
702,702,18011,Boone County,IN,Indiana,"Boone County,Indiana","Boone County,IN"
703,703,18013,Brown County,IN,Indiana,"Brown County,Indiana","Brown County,IN"
704,704,18015,Carroll County,IN,Indiana,"Carroll County,Indiana","Carroll County,IN"
705,705,18017,Cass County,IN,Indiana,"Cass County,Indiana","Cass County,IN"
706,706,18019,Clark County,IN,Indiana,"Clark County,Indiana","Clark County,IN"
707,707,18021,Clay County,IN,Indiana,"Clay County,Indiana","Clay County,IN"
708,708,18023,Clinton County,IN,Indiana,"Clinton County,Indiana","Clinton County,IN"
709,709,18025,Crawford County,IN,Indiana,"Crawford County,Indiana","Crawford County,IN"
710,710,18027,Daviess County,IN,Indiana,"Daviess County,Indiana","Daviess County,IN"
711,711,18029,Dearborn County,IN,Indiana,"Dearborn County,Indiana","Dearborn County,IN"
712,712,18031,Decatur County,IN,Indiana,"Decatur County,Indiana","Decatur County,IN"
713,713,18033,DeKalb County,IN,Indiana,"DeKalb County,Indiana","DeKalb County,IN"
714,714,18035,Delaware County,IN,Indiana,"Delaware County,Indiana","Delaware County,IN"
715,715,18037,Dubois County,IN,Indiana,"Dubois County,Indiana","Dubois County,IN"
716,716,18039,Elkhart County,IN,Indiana,"Elkhart County,Indiana","Elkhart County,IN"
717,717,18041,Fayette County,IN,Indiana,"Fayette County,Indiana","Fayette County,IN"
718,718,18043,Floyd County,IN,Indiana,"Floyd County,Indiana","Floyd County,IN"
719,719,18045,Fountain County,IN,Indiana,"Fountain County,Indiana","Fountain County,IN"
720,720,18047,Franklin County,IN,Indiana,"Franklin County,Indiana","Franklin County,IN"
721,721,18049,Fulton County,IN,Indiana,"Fulton County,Indiana","Fulton County,IN"
722,722,18051,Gibson County,IN,Indiana,"Gibson County,Indiana","Gibson County,IN"
723,723,18053,Grant County,IN,Indiana,"Grant County,Indiana","Grant County,IN"
724,724,18055,Greene County,IN,Indiana,"Greene County,Indiana","Greene County,IN"
725,725,18057,Hamilton County,IN,Indiana,"Hamilton County,Indiana","Hamilton County,IN"
726,726,18059,Hancock County,IN,Indiana,"Hancock County,Indiana","Hancock County,IN"
727,727,18061,Harrison County,IN,Indiana,"Harrison County,Indiana","Harrison County,IN"
728,728,18063,Hendricks County,IN,Indiana,"Hendricks County,Indiana","Hendricks County,IN"
729,729,18065,Henry County,IN,Indiana,"Henry County,Indiana","Henry County,IN"
730,730,18067,Howard County,IN,Indiana,"Howard County,Indiana","Howard County,IN"
731,731,18069,Huntington County,IN,Indiana,"Huntington County,Indiana","Huntington County,IN"
732,732,18071,Jackson County,IN,Indiana,"Jackson County,Indiana","Jackson County,IN"
733,733,18073,Jasper County,IN,Indiana,"Jasper County,Indiana","Jasper County,IN"
734,734,18075,Jay County,IN,Indiana,"Jay County,Indiana","Jay County,IN"
735,735,18077,Jefferson County,IN,Indiana,"Jefferson County,Indiana","Jefferson County,IN"
736,736,18079,Jennings County,IN,Indiana,"Jennings County,Indiana","Jennings County,IN"
737,737,18081,Johnson County,IN,Indiana,"Johnson County,Indiana","Johnson County,IN"
738,738,18083,Knox County,IN,Indiana,"Knox County,Indiana","Knox County,IN"
739,739,18085,Kosciusko County,IN,Indiana,"Kosciusko County,Indiana","Kosciusko County,IN"
740,740,18087,LaGrange County,IN,Indiana,"LaGrange County,Indiana","LaGrange County,IN"
741,741,18089,Lake County,IN,Indiana,"Lake County,Indiana","Lake County,IN"
742,742,18091,LaPorte County,IN,Indiana,"LaPorte County,Indiana","LaPorte County,IN"
743,743,18093,Lawrence County,IN,Indiana,"Lawrence County,Indiana","Lawrence County,IN"
744,744,18095,Madison County,IN,Indiana,"Madison County,Indiana","Madison County,IN"
745,745,18097,Marion County,IN,Indiana,"Marion County,Indiana","Marion County,IN"
746,746,18099,Marshall County,IN,Indiana,"Marshall County,Indiana","Marshall County,IN"
747,747,18101,Martin County,IN,Indiana,"Martin County,Indiana","Martin County,IN"
748,748,18103,Miami County,IN,Indiana,"Miami County,Indiana","Miami County,IN"
749,749,18105,Monroe County,IN,Indiana,"Monroe County,Indiana","Monroe County,IN"
750,750,18107,Montgomery County,IN,Indiana,"Montgomery County,Indiana","Montgomery County,IN"
751,751,18109,Morgan County,IN,Indiana,"Morgan County,Indiana","Morgan County,IN"
752,752,18111,Newton County,IN,Indiana,"Newton County,Indiana","Newton County,IN"
753,753,18113,Noble County,IN,Indiana,"Noble County,Indiana","Noble County,IN"
754,754,18115,Ohio County,IN,Indiana,"Ohio County,Indiana","Ohio County,IN"
755,755,18117,Orange County,IN,Indiana,"Orange County,Indiana","Orange County,IN"
756,756,18119,Owen County,IN,Indiana,"Owen County,Indiana","Owen County,IN"
757,757,18121,Parke County,IN,Indiana,"Parke County,Indiana","Parke County,IN"
758,758,18123,Perry County,IN,Indiana,"Perry County,Indiana","Perry County,IN"
759,759,18125,Pike County,IN,Indiana,"Pike County,Indiana","Pike County,IN"
760,760,18127,Porter County,IN,Indiana,"Porter County,Indiana","Porter County,IN"
761,761,18129,Posey County,IN,Indiana,"Posey County,Indiana","Posey County,IN"
762,762,18131,Pulaski County,IN,Indiana,"Pulaski County,Indiana","Pulaski County,IN"
763,763,18133,Putnam County,IN,Indiana,"Putnam County,Indiana","Putnam County,IN"
764,764,18135,Randolph County,IN,Indiana,"Randolph County,Indiana","Randolph County,IN"
765,765,18137,Ripley County,IN,Indiana,"Ripley County,Indiana","Ripley County,IN"
766,766,18139,Rush County,IN,Indiana,"Rush County,Indiana","Rush County,IN"
767,767,18141,St. Joseph County,IN,Indiana,"St. Joseph County,Indiana","St. Joseph County,IN"
768,768,18143,Scott County,IN,Indiana,"Scott County,Indiana","Scott County,IN"
769,769,18145,Shelby County,IN,Indiana,"Shelby County,Indiana","Shelby County,IN"
770,770,18147,Spencer County,IN,Indiana,"Spencer County,Indiana","Spencer County,IN"
771,771,18149,Starke County,IN,Indiana,"Starke County,Indiana","Starke County,IN"
772,772,18151,Steuben County,IN,Indiana,"Steuben County,Indiana","Steuben County,IN"
773,773,18153,Sullivan County,IN,Indiana,"Sullivan County,Indiana","Sullivan County,IN"
774,774,18155,Switzerland County,IN,Indiana,"Switzerland County,Indiana","Switzerland County,IN"
775,775,18157,Tippecanoe County,IN,Indiana,"Tippecanoe County,Indiana","Tippecanoe County,IN"
776,776,18159,Tipton County,IN,Indiana,"Tipton County,Indiana","Tipton County,IN"
777,777,18161,Union County,IN,Indiana,"Union County,Indiana","Union County,IN"
778,778,18163,Vanderburgh County,IN,Indiana,"Vanderburgh County,Indiana","Vanderburgh County,IN"
779,779,18165,Vermillion County,IN,Indiana,"Vermillion County,Indiana","Vermillion County,IN"
780,780,18167,Vigo County,IN,Indiana,"Vigo County,Indiana","Vigo County,IN"
781,781,18169,Wabash County,IN,Indiana,"Wabash County,Indiana","Wabash County,IN"
782,782,18171,Warren County,IN,Indiana,"Warren County,Indiana","Warren County,IN"
783,783,18173,Warrick County,IN,Indiana,"Warrick County,Indiana","Warrick County,IN"
784,784,18175,Washington County,IN,Indiana,"Washington County,Indiana","Washington County,IN"
785,785,18177,Wayne County,IN,Indiana,"Wayne County,Indiana","Wayne County,IN"
786,786,18179,Wells County,IN,Indiana,"Wells County,Indiana","Wells County,IN"
787,787,18181,White County,IN,Indiana,"White County,Indiana","White County,IN"
788,788,18183,Whitley County,IN,Indiana,"Whitley County,Indiana","Whitley County,IN"
789,789,19001,Adair County,IA,Iowa,"Adair County,Iowa","Adair County,IA"
790,790,19003,Adams County,IA,Iowa,"Adams County,Iowa","Adams County,IA"
791,791,19005,Allamakee County,IA,Iowa,"Allamakee County,Iowa","Allamakee County,IA"
792,792,19007,Appanoose County,IA,Iowa,"Appanoose County,Iowa","Appanoose County,IA"
793,793,19009,Audubon County,IA,Iowa,"Audubon County,Iowa","Audubon County,IA"
794,794,19011,Benton County,IA,Iowa,"Benton County,Iowa","Benton County,IA"
795,795,19013,Black Hawk County,IA,Iowa,"Black Hawk County,Iowa","Black Hawk County,IA"
796,796,19015,Boone County,IA,Iowa,"Boone County,Iowa","Boone County,IA"
797,797,19017,Bremer County,IA,Iowa,"Bremer County,Iowa","Bremer County,IA"
798,798,19019,Buchanan County,IA,Iowa,"Buchanan County,Iowa","Buchanan County,IA"
799,799,19021,Buena Vista County,IA,Iowa,"Buena Vista County,Iowa","Buena Vista County,IA"
800,800,19023,Butler County,IA,Iowa,"Butler County,Iowa","Butler County,IA"
801,801,19025,Calhoun County,IA,Iowa,"Calhoun County,Iowa","Calhoun County,IA"
802,802,19027,Carroll County,IA,Iowa,"Carroll County,Iowa","Carroll County,IA"
803,803,19029,Cass County,IA,Iowa,"Cass County,Iowa","Cass County,IA"
804,804,19031,Cedar County,IA,Iowa,"Cedar County,Iowa","Cedar County,IA"
805,805,19033,Cerro Gordo County,IA,Iowa,"Cerro Gordo County,Iowa","Cerro Gordo County,IA"
806,806,19035,Cherokee County,IA,Iowa,"Cherokee County,Iowa","Cherokee County,IA"
807,807,19037,Chickasaw County,IA,Iowa,"Chickasaw County,Iowa","Chickasaw County,IA"
808,808,19039,Clarke County,IA,Iowa,"Clarke County,Iowa","Clarke County,IA"
809,809,19041,Clay County,IA,Iowa,"Clay County,Iowa","Clay County,IA"
810,810,19043,Clayton County,IA,Iowa,"Clayton County,Iowa","Clayton County,IA"
811,811,19045,Clinton County,IA,Iowa,"Clinton County,Iowa","Clinton County,IA"
812,812,19047,Crawford County,IA,Iowa,"Crawford County,Iowa","Crawford County,IA"
813,813,19049,Dallas County,IA,Iowa,"Dallas County,Iowa","Dallas County,IA"
814,814,19051,Davis County,IA,Iowa,"Davis County,Iowa","Davis County,IA"
815,815,19053,Decatur County,IA,Iowa,"Decatur County,Iowa","Decatur County,IA"
816,816,19055,Delaware County,IA,Iowa,"Delaware County,Iowa","Delaware County,IA"
817,817,19057,Des Moines County,IA,Iowa,"Des Moines County,Iowa","Des Moines County,IA"
818,818,19059,Dickinson County,IA,Iowa,"Dickinson County,Iowa","Dickinson County,IA"
819,819,19061,Dubuque County,IA,Iowa,"Dubuque County,Iowa","Dubuque County,IA"
820,820,19063,Emmet County,IA,Iowa,"Emmet County,Iowa","Emmet County,IA"
821,821,19065,Fayette County,IA,Iowa,"Fayette County,Iowa","Fayette County,IA"
822,822,19067,Floyd County,IA,Iowa,"Floyd County,Iowa","Floyd County,IA"
823,823,19069,Franklin County,IA,Iowa,"Franklin County,Iowa","Franklin County,IA"
824,824,19071,Fremont County,IA,Iowa,"Fremont County,Iowa","Fremont County,IA"
825,825,19073,Greene County,IA,Iowa,"Greene County,Iowa","Greene County,IA"
826,826,19075,Grundy County,IA,Iowa,"Grundy County,Iowa","Grundy County,IA"
827,827,19077,Guthrie County,IA,Iowa,"Guthrie County,Iowa","Guthrie County,IA"
828,828,19079,Hamilton County,IA,Iowa,"Hamilton County,Iowa","Hamilton County,IA"
829,829,19081,Hancock County,IA,Iowa,"Hancock County,Iowa","Hancock County,IA"
830,830,19083,Hardin County,IA,Iowa,"Hardin County,Iowa","Hardin County,IA"
831,831,19085,Harrison County,IA,Iowa,"Harrison County,Iowa","Harrison County,IA"
832,832,19087,Henry County,IA,Iowa,"Henry County,Iowa","Henry County,IA"
833,833,19089,Howard County,IA,Iowa,"Howard County,Iowa","Howard County,IA"
834,834,19091,Humboldt County,IA,Iowa,"Humboldt County,Iowa","Humboldt County,IA"
835,835,19093,Ida County,IA,Iowa,"Ida County,Iowa","Ida County,IA"
836,836,19095,Iowa County,IA,Iowa,"Iowa County,Iowa","Iowa County,IA"
837,837,19097,Jackson County,IA,Iowa,"Jackson County,Iowa","Jackson County,IA"
838,838,19099,Jasper County,IA,Iowa,"Jasper County,Iowa","Jasper County,IA"
839,839,19101,Jefferson County,IA,Iowa,"Jefferson County,Iowa","Jefferson County,IA"
840,840,19103,Johnson County,IA,Iowa,"Johnson County,Iowa","Johnson County,IA"
841,841,19105,Jones County,IA,Iowa,"Jones County,Iowa","Jones County,IA"
842,842,19107,Keokuk County,IA,Iowa,"Keokuk County,Iowa","Keokuk County,IA"
843,843,19109,Kossuth County,IA,Iowa,"Kossuth County,Iowa","Kossuth County,IA"
844,844,19111,Lee County,IA,Iowa,"Lee County,Iowa","Lee County,IA"
845,845,19113,Linn County,IA,Iowa,"Linn County,Iowa","Linn County,IA"
846,846,19115,Louisa County,IA,Iowa,"Louisa County,Iowa","Louisa County,IA"
847,847,19117,Lucas County,IA,Iowa,"Lucas County,Iowa","Lucas County,IA"
848,848,19119,Lyon County,IA,Iowa,"Lyon County,Iowa","Lyon County,IA"
849,849,19121,Madison County,IA,Iowa,"Madison County,Iowa","Madison County,IA"
850,850,19123,Mahaska County,IA,Iowa,"Mahaska County,Iowa","Mahaska County,IA"
851,851,19125,Marion County,IA,Iowa,"Marion County,Iowa","Marion County,IA"
852,852,19127,Marshall County,IA,Iowa,"Marshall County,Iowa","Marshall County,IA"
853,853,19129,Mills County,IA,Iowa,"Mills County,Iowa","Mills County,IA"
854,854,19131,Mitchell County,IA,Iowa,"Mitchell County,Iowa","Mitchell County,IA"
855,855,19133,Monona County,IA,Iowa,"Monona County,Iowa","Monona County,IA"
856,856,19135,Monroe County,IA,Iowa,"Monroe County,Iowa","Monroe County,IA"
857,857,19137,Montgomery County,IA,Iowa,"Montgomery County,Iowa","Montgomery County,IA"
858,858,19139,Muscatine County,IA,Iowa,"Muscatine County,Iowa","Muscatine County,IA"
859,859,19141,O'Brien County,IA,Iowa,"O'Brien County,Iowa","O'Brien County,IA"
860,860,19143,Osceola County,IA,Iowa,"Osceola County,Iowa","Osceola County,IA"
861,861,19145,Page County,IA,Iowa,"Page County,Iowa","Page County,IA"
862,862,19147,Palo Alto County,IA,Iowa,"Palo Alto County,Iowa","Palo Alto County,IA"
863,863,19149,Plymouth County,IA,Iowa,"Plymouth County,Iowa","Plymouth County,IA"
864,864,19151,Pocahontas County,IA,Iowa,"Pocahontas County,Iowa","Pocahontas County,IA"
865,865,19153,Polk County,IA,Iowa,"Polk County,Iowa","Polk County,IA"
866,866,19155,Pottawattamie County,IA,Iowa,"Pottawattamie County,Iowa","Pottawattamie County,IA"
867,867,19157,Poweshiek County,IA,Iowa,"Poweshiek County,Iowa","Poweshiek County,IA"
868,868,19159,Ringgold County,IA,Iowa,"Ringgold County,Iowa","Ringgold County,IA"
869,869,19161,Sac County,IA,Iowa,"Sac County,Iowa","Sac County,IA"
870,870,19163,Scott County,IA,Iowa,"Scott County,Iowa","Scott County,IA"
871,871,19165,Shelby County,IA,Iowa,"Shelby County,Iowa","Shelby County,IA"
872,872,19167,Sioux County,IA,Iowa,"Sioux County,Iowa","Sioux County,IA"
873,873,19169,Story County,IA,Iowa,"Story County,Iowa","Story County,IA"
874,874,19171,Tama County,IA,Iowa,"Tama County,Iowa","Tama County,IA"
875,875,19173,Taylor County,IA,Iowa,"Taylor County,Iowa","Taylor County,IA"
876,876,19175,Union County,IA,Iowa,"Union County,Iowa","Union County,IA"
877,877,19177,Van Buren County,IA,Iowa,"Van Buren County,Iowa","Van Buren County,IA"
878,878,19179,Wapello County,IA,Iowa,"Wapello County,Iowa","Wapello County,IA"
879,879,19181,Warren County,IA,Iowa,"Warren County,Iowa","Warren County,IA"
880,880,19183,Washington County,IA,Iowa,"Washington County,Iowa","Washington County,IA"
881,881,19185,Wayne County,IA,Iowa,"Wayne County,Iowa","Wayne County,IA"
882,882,19187,Webster County,IA,Iowa,"Webster County,Iowa","Webster County,IA"
883,883,19189,Winnebago County,IA,Iowa,"Winnebago County,Iowa","Winnebago County,IA"
884,884,19191,Winneshiek County,IA,Iowa,"Winneshiek County,Iowa","Winneshiek County,IA"
885,885,19193,Woodbury County,IA,Iowa,"Woodbury County,Iowa","Woodbury County,IA"
886,886,19195,Worth County,IA,Iowa,"Worth County,Iowa","Worth County,IA"
887,887,19197,Wright County,IA,Iowa,"Wright County,Iowa","Wright County,IA"
888,888,20001,Allen County,KS,Kansas,"Allen County,Kansas","Allen County,KS"
889,889,20003,Anderson County,KS,Kansas,"Anderson County,Kansas","Anderson County,KS"
890,890,20005,Atchison County,KS,Kansas,"Atchison County,Kansas","Atchison County,KS"
891,891,20007,Barber County,KS,Kansas,"Barber County,Kansas","Barber County,KS"
892,892,20009,Barton County,KS,Kansas,"Barton County,Kansas","Barton County,KS"
893,893,20011,Bourbon County,KS,Kansas,"Bourbon County,Kansas","Bourbon County,KS"
894,894,20013,Brown County,KS,Kansas,"Brown County,Kansas","Brown County,KS"
895,895,20015,Butler County,KS,Kansas,"Butler County,Kansas","Butler County,KS"
896,896,20017,Chase County,KS,Kansas,"Chase County,Kansas","Chase County,KS"
897,897,20019,Chautauqua County,KS,Kansas,"Chautauqua County,Kansas","Chautauqua County,KS"
898,898,20021,Cherokee County,KS,Kansas,"Cherokee County,Kansas","Cherokee County,KS"
899,899,20023,Cheyenne County,KS,Kansas,"Cheyenne County,Kansas","Cheyenne County,KS"
900,900,20025,Clark County,KS,Kansas,"Clark County,Kansas","Clark County,KS"
901,901,20027,Clay County,KS,Kansas,"Clay County,Kansas","Clay County,KS"
902,902,20029,Cloud County,KS,Kansas,"Cloud County,Kansas","Cloud County,KS"
903,903,20031,Coffey County,KS,Kansas,"Coffey County,Kansas","Coffey County,KS"
904,904,20033,Comanche County,KS,Kansas,"Comanche County,Kansas","Comanche County,KS"
905,905,20035,Cowley County,KS,Kansas,"Cowley County,Kansas","Cowley County,KS"
906,906,20037,Crawford County,KS,Kansas,"Crawford County,Kansas","Crawford County,KS"
907,907,20039,Decatur County,KS,Kansas,"Decatur County,Kansas","Decatur County,KS"
908,908,20041,Dickinson County,KS,Kansas,"Dickinson County,Kansas","Dickinson County,KS"
909,909,20043,Doniphan County,KS,Kansas,"Doniphan County,Kansas","Doniphan County,KS"
910,910,20045,Douglas County,KS,Kansas,"Douglas County,Kansas","Douglas County,KS"
911,911,20047,Edwards County,KS,Kansas,"Edwards County,Kansas","Edwards County,KS"
912,912,20049,Elk County,KS,Kansas,"Elk County,Kansas","Elk County,KS"
913,913,20051,Ellis County,KS,Kansas,"Ellis County,Kansas","Ellis County,KS"
914,914,20053,Ellsworth County,KS,Kansas,"Ellsworth County,Kansas","Ellsworth County,KS"
915,915,20055,Finney County,KS,Kansas,"Finney County,Kansas","Finney County,KS"
916,916,20057,Ford County,KS,Kansas,"Ford County,Kansas","Ford County,KS"
917,917,20059,Franklin County,KS,Kansas,"Franklin County,Kansas","Franklin County,KS"
918,918,20061,Geary County,KS,Kansas,"Geary County,Kansas","Geary County,KS"
919,919,20063,Gove County,KS,Kansas,"Gove County,Kansas","Gove County,KS"
920,920,20065,Graham County,KS,Kansas,"Graham County,Kansas","Graham County,KS"
921,921,20067,Grant County,KS,Kansas,"Grant County,Kansas","Grant County,KS"
922,922,20069,Gray County,KS,Kansas,"Gray County,Kansas","Gray County,KS"
923,923,20071,Greeley County,KS,Kansas,"Greeley County,Kansas","Greeley County,KS"
924,924,20073,Greenwood County,KS,Kansas,"Greenwood County,Kansas","Greenwood County,KS"
925,925,20075,Hamilton County,KS,Kansas,"Hamilton County,Kansas","Hamilton County,KS"
926,926,20077,Harper County,KS,Kansas,"Harper County,Kansas","Harper County,KS"
927,927,20079,Harvey County,KS,Kansas,"Harvey County,Kansas","Harvey County,KS"
928,928,20081,Haskell County,KS,Kansas,"Haskell County,Kansas","Haskell County,KS"
929,929,20083,Hodgeman County,KS,Kansas,"Hodgeman County,Kansas","Hodgeman County,KS"
930,930,20085,Jackson County,KS,Kansas,"Jackson County,Kansas","Jackson County,KS"
931,931,20087,Jefferson County,KS,Kansas,"Jefferson County,Kansas","Jefferson County,KS"
932,932,20089,Jewell County,KS,Kansas,"Jewell County,Kansas","Jewell County,KS"
933,933,20091,Johnson County,KS,Kansas,"Johnson County,Kansas","Johnson County,KS"
934,934,20093,Kearny County,KS,Kansas,"Kearny County,Kansas","Kearny County,KS"
935,935,20095,Kingman County,KS,Kansas,"Kingman County,Kansas","Kingman County,KS"
936,936,20097,Kiowa County,KS,Kansas,"Kiowa County,Kansas","Kiowa County,KS"
937,937,20099,Labette County,KS,Kansas,"Labette County,Kansas","Labette County,KS"
938,938,20101,Lane County,KS,Kansas,"Lane County,Kansas","Lane County,KS"
939,939,20103,Leavenworth County,KS,Kansas,"Leavenworth County,Kansas","Leavenworth County,KS"
940,940,20105,Lincoln County,KS,Kansas,"Lincoln County,Kansas","Lincoln County,KS"
941,941,20107,Linn County,KS,Kansas,"Linn County,Kansas","Linn County,KS"
942,942,20109,Logan County,KS,Kansas,"Logan County,Kansas","Logan County,KS"
943,943,20111,Lyon County,KS,Kansas,"Lyon County,Kansas","Lyon County,KS"
944,944,20113,McPherson County,KS,Kansas,"McPherson County,Kansas","McPherson County,KS"
945,945,20115,Marion County,KS,Kansas,"Marion County,Kansas","Marion County,KS"
946,946,20117,Marshall County,KS,Kansas,"Marshall County,Kansas","Marshall County,KS"
947,947,20119,Meade County,KS,Kansas,"Meade County,Kansas","Meade County,KS"
948,948,20121,Miami County,KS,Kansas,"Miami County,Kansas","Miami County,KS"
949,949,20123,Mitchell County,KS,Kansas,"Mitchell County,Kansas","Mitchell County,KS"
950,950,20125,Montgomery County,KS,Kansas,"Montgomery County,Kansas","Montgomery County,KS"
951,951,20127,Morris County,KS,Kansas,"Morris County,Kansas","Morris County,KS"
952,952,20129,Morton County,KS,Kansas,"Morton County,Kansas","Morton County,KS"
953,953,20131,Nemaha County,KS,Kansas,"Nemaha County,Kansas","Nemaha County,KS"
954,954,20133,Neosho County,KS,Kansas,"Neosho County,Kansas","Neosho County,KS"
955,955,20135,Ness County,KS,Kansas,"Ness County,Kansas","Ness County,KS"
956,956,20137,Norton County,KS,Kansas,"Norton County,Kansas","Norton County,KS"
957,957,20139,Osage County,KS,Kansas,"Osage County,Kansas","Osage County,KS"
958,958,20141,Osborne County,KS,Kansas,"Osborne County,Kansas","Osborne County,KS"
959,959,20143,Ottawa County,KS,Kansas,"Ottawa County,Kansas","Ottawa County,KS"
960,960,20145,Pawnee County,KS,Kansas,"Pawnee County,Kansas","Pawnee County,KS"
961,961,20147,Phillips County,KS,Kansas,"Phillips County,Kansas","Phillips County,KS"
962,962,20149,Pottawatomie County,KS,Kansas,"Pottawatomie County,Kansas","Pottawatomie County,KS"
963,963,20151,Pratt County,KS,Kansas,"Pratt County,Kansas","Pratt County,KS"
964,964,20153,Rawlins County,KS,Kansas,"Rawlins County,Kansas","Rawlins County,KS"
965,965,20155,Reno County,KS,Kansas,"Reno County,Kansas","Reno County,KS"
966,966,20157,Republic County,KS,Kansas,"Republic County,Kansas","Republic County,KS"
967,967,20159,Rice County,KS,Kansas,"Rice County,Kansas","Rice County,KS"
968,968,20161,Riley County,KS,Kansas,"Riley County,Kansas","Riley County,KS"
969,969,20163,Rooks County,KS,Kansas,"Rooks County,Kansas","Rooks County,KS"
970,970,20165,Rush County,KS,Kansas,"Rush County,Kansas","Rush County,KS"
971,971,20167,Russell County,KS,Kansas,"Russell County,Kansas","Russell County,KS"
972,972,20169,Saline County,KS,Kansas,"Saline County,Kansas","Saline County,KS"
973,973,20171,Scott County,KS,Kansas,"Scott County,Kansas","Scott County,KS"
974,974,20173,Sedgwick County,KS,Kansas,"Sedgwick County,Kansas","Sedgwick County,KS"
975,975,20175,Seward County,KS,Kansas,"Seward County,Kansas","Seward County,KS"
976,976,20177,Shawnee County,KS,Kansas,"Shawnee County,Kansas","Shawnee County,KS"
977,977,20179,Sheridan County,KS,Kansas,"Sheridan County,Kansas","Sheridan County,KS"
978,978,20181,Sherman County,KS,Kansas,"Sherman County,Kansas","Sherman County,KS"
979,979,20183,Smith County,KS,Kansas,"Smith County,Kansas","Smith County,KS"
980,980,20185,Stafford County,KS,Kansas,"Stafford County,Kansas","Stafford County,KS"
981,981,20187,Stanton County,KS,Kansas,"Stanton County,Kansas","Stanton County,KS"
982,982,20189,Stevens County,KS,Kansas,"Stevens County,Kansas","Stevens County,KS"
983,983,20191,Sumner County,KS,Kansas,"Sumner County,Kansas","Sumner County,KS"
984,984,20193,Thomas County,KS,Kansas,"Thomas County,Kansas","Thomas County,KS"
985,985,20195,Trego County,KS,Kansas,"Trego County,Kansas","Trego County,KS"
986,986,20197,Wabaunsee County,KS,Kansas,"Wabaunsee County,Kansas","Wabaunsee County,KS"
987,987,20199,Wallace County,KS,Kansas,"Wallace County,Kansas","Wallace County,KS"
988,988,20201,Washington County,KS,Kansas,"Washington County,Kansas","Washington County,KS"
989,989,20203,Wichita County,KS,Kansas,"Wichita County,Kansas","Wichita County,KS"
990,990,20205,Wilson County,KS,Kansas,"Wilson County,Kansas","Wilson County,KS"
991,991,20207,Woodson County,KS,Kansas,"Woodson County,Kansas","Woodson County,KS"
992,992,20209,Wyandotte County,KS,Kansas,"Wyandotte County,Kansas","Wyandotte County,KS"
993,993,21001,Adair County,KY,Kentucky,"Adair County,Kentucky","Adair County,KY"
994,994,21003,Allen County,KY,Kentucky,"Allen County,Kentucky","Allen County,KY"
995,995,21005,Anderson County,KY,Kentucky,"Anderson County,Kentucky","Anderson County,KY"
996,996,21007,Ballard County,KY,Kentucky,"Ballard County,Kentucky","Ballard County,KY"
997,997,21009,Barren County,KY,Kentucky,"Barren County,Kentucky","Barren County,KY"
998,998,21011,Bath County,KY,Kentucky,"Bath County,Kentucky","Bath County,KY"
999,999,21013,Bell County,KY,Kentucky,"Bell County,Kentucky","Bell County,KY"
1000,1000,21015,Boone County,KY,Kentucky,"Boone County,Kentucky","Boone County,KY"
1001,1001,21017,Bourbon County,KY,Kentucky,"Bourbon County,Kentucky","Bourbon County,KY"
1002,1002,21019,Boyd County,KY,Kentucky,"Boyd County,Kentucky","Boyd County,KY"
1003,1003,21021,Boyle County,KY,Kentucky,"Boyle County,Kentucky","Boyle County,KY"
1004,1004,21023,Bracken County,KY,Kentucky,"Bracken County,Kentucky","Bracken County,KY"
1005,1005,21025,Breathitt County,KY,Kentucky,"Breathitt County,Kentucky","Breathitt County,KY"
1006,1006,21027,Breckinridge County,KY,Kentucky,"Breckinridge County,Kentucky","Breckinridge County,KY"
1007,1007,21029,Bullitt County,KY,Kentucky,"Bullitt County,Kentucky","Bullitt County,KY"
1008,1008,21031,Butler County,KY,Kentucky,"Butler County,Kentucky","Butler County,KY"
1009,1009,21033,Caldwell County,KY,Kentucky,"Caldwell County,Kentucky","Caldwell County,KY"
1010,1010,21035,Calloway County,KY,Kentucky,"Calloway County,Kentucky","Calloway County,KY"
1011,1011,21037,Campbell County,KY,Kentucky,"Campbell County,Kentucky","Campbell County,KY"
1012,1012,21039,Carlisle County,KY,Kentucky,"Carlisle County,Kentucky","Carlisle County,KY"
1013,1013,21041,Carroll County,KY,Kentucky,"Carroll County,Kentucky","Carroll County,KY"
1014,1014,21043,Carter County,KY,Kentucky,"Carter County,Kentucky","Carter County,KY"
1015,1015,21045,Casey County,KY,Kentucky,"Casey County,Kentucky","Casey County,KY"
1016,1016,21047,Christian County,KY,Kentucky,"Christian County,Kentucky","Christian County,KY"
1017,1017,21049,Clark County,KY,Kentucky,"Clark County,Kentucky","Clark County,KY"
1018,1018,21051,Clay County,KY,Kentucky,"Clay County,Kentucky","Clay County,KY"
1019,1019,21053,Clinton County,KY,Kentucky,"Clinton County,Kentucky","Clinton County,KY"
1020,1020,21055,Crittenden County,KY,Kentucky,"Crittenden County,Kentucky","Crittenden County,KY"
1021,1021,21057,Cumberland County,KY,Kentucky,"Cumberland County,Kentucky","Cumberland County,KY"
