,Unnamed: 0,fips,name,state_Ab,state,C_S,C_Sa
1490,1490,29015,Benton County,MO,Missouri,"Benton County,Missouri","Benton County,MO"
1491,1491,29017,Bollinger County,MO,Missouri,"Bollinger County,Missouri","Bollinger County,MO"
1492,1492,29019,Boone County,MO,Missouri,"Boone County,Missouri","Boone County,MO"
1493,1493,29021,Buchanan County,MO,Missouri,"Buchanan County,Missouri","Buchanan County,MO"
1494,1494,29023,Butler County,MO,Missouri,"Butler County,Missouri","Butler County,MO"
1495,1495,29025,Caldwell County,MO,Missouri,"Caldwell County,Missouri","Caldwell County,MO"
1496,1496,29027,Callaway County,MO,Missouri,"Callaway County,Missouri","Callaway County,MO"
1497,1497,29029,Camden County,MO,Missouri,"Camden County,Missouri","Camden County,MO"
1498,1498,29031,Cape Girardeau County,MO,Missouri,"Cape Girardeau County,Missouri","Cape Girardeau County,MO"
1499,1499,29033,Carroll County,MO,Missouri,"Carroll County,Missouri","Carroll County,MO"
1500,1500,29035,Carter County,MO,Missouri,"Carter County,Missouri","Carter County,MO"
1501,1501,29037,Cass County,MO,Missouri,"Cass County,Missouri","Cass County,MO"
1502,1502,29039,Cedar County,MO,Missouri,"Cedar County,Missouri","Cedar County,MO"
1503,1503,29041,Chariton County,MO,Missouri,"Chariton County,Missouri","Chariton County,MO"
1504,1504,29043,Christian County,MO,Missouri,"Christian County,Missouri","Christian County,MO"
1505,1505,29045,Clark County,MO,Missouri,"Clark County,Missouri","Clark County,MO"
1506,1506,29047,Clay County,MO,Missouri,"Clay County,Missouri","Clay County,MO"
1507,1507,29049,Clinton County,MO,Missouri,"Clinton County,Missouri","Clinton County,MO"
1508,1508,29051,Cole County,MO,Missouri,"Cole County,Missouri","Cole County,MO"
1509,1509,29053,Cooper County,MO,Missouri,"Cooper County,Missouri","Cooper County,MO"
1510,1510,29055,Crawford County,MO,Missouri,"Crawford County,Missouri","Crawford County,MO"
1511,1511,29057,Dade County,MO,Missouri,"Dade County,Missouri","Dade County,MO"
1512,1512,29059,Dallas County,MO,Missouri,"Dallas County,Missouri","Dallas County,MO"
1513,1513,29061,Daviess County,MO,Missouri,"Daviess County,Missouri","Daviess County,MO"
1514,1514,29063,DeKalb County,MO,Missouri,"DeKalb County,Missouri","DeKalb County,MO"
1515,1515,29065,Dent County,MO,Missouri,"Dent County,Missouri","Dent County,MO"
1516,1516,29067,Douglas County,MO,Missouri,"Douglas County,Missouri","Douglas County,MO"
1517,1517,29069,Dunklin County,MO,Missouri,"Dunklin County,Missouri","Dunklin County,MO"
1518,1518,29071,Franklin County,MO,Missouri,"Franklin County,Missouri","Franklin County,MO"
1519,1519,29073,Gasconade County,MO,Missouri,"Gasconade County,Missouri","Gasconade County,MO"
1520,1520,29075,Gentry County,MO,Missouri,"Gentry County,Missouri","Gentry County,MO"
1521,1521,29077,Greene County,MO,Missouri,"Greene County,Missouri","Greene County,MO"
1522,1522,29079,Grundy County,MO,Missouri,"Grundy County,Missouri","Grundy County,MO"
1523,1523,29081,Harrison County,MO,Missouri,"Harrison County,Missouri","Harrison County,MO"
1524,1524,29083,Henry County,MO,Missouri,"Henry County,Missouri","Henry County,MO"
1525,1525,29085,Hickory County,MO,Missouri,"Hickory County,Missouri","Hickory County,MO"
1526,1526,29087,Holt County,MO,Missouri,"Holt County,Missouri","Holt County,MO"
1527,1527,29089,Howard County,MO,Missouri,"Howard County,Missouri","Howard County,MO"
1528,1528,29091,Howell County,MO,Missouri,"Howell County,Missouri","Howell County,MO"
1529,1529,29093,Iron County,MO,Missouri,"Iron County,Missouri","Iron County,MO"
1530,1530,29095,Jackson County,MO,Missouri,"Jackson County,Missouri","Jackson County,MO"
1531,1531,29097,Jasper County,MO,Missouri,"Jasper County,Missouri","Jasper County,MO"
1532,1532,29099,Jefferson County,MO,Missouri,"Jefferson County,Missouri","Jefferson County,MO"
1533,1533,29101,Johnson County,MO,Missouri,"Johnson County,Missouri","Johnson County,MO"
1534,1534,29103,Knox County,MO,Missouri,"Knox County,Missouri","Knox County,MO"
1535,1535,29105,Laclede County,MO,Missouri,"Laclede County,Missouri","Laclede County,MO"
1536,1536,29107,Lafayette County,MO,Missouri,"Lafayette County,Missouri","Lafayette County,MO"
1537,1537,29109,Lawrence County,MO,Missouri,"Lawrence County,Missouri","Lawrence County,MO"
1538,1538,29111,Lewis County,MO,Missouri,"Lewis County,Missouri","Lewis County,MO"
1539,1539,29113,Lincoln County,MO,Missouri,"Lincoln County,Missouri","Lincoln County,MO"
1540,1540,29115,Linn County,MO,Missouri,"Linn County,Missouri","Linn County,MO"
1541,1541,29117,Livingston County,MO,Missouri,"Livingston County,Missouri","Livingston County,MO"
1542,1542,29119,McDonald County,MO,Missouri,"McDonald County,Missouri","McDonald County,MO"
1543,1543,29121,Macon County,MO,Missouri,"Macon County,Missouri","Macon County,MO"
1544,1544,29123,Madison County,MO,Missouri,"Madison County,Missouri","Madison County,MO"
1545,1545,29125,Maries County,MO,Missouri,"Maries County,Missouri","Maries County,MO"
1546,1546,29127,Marion County,MO,Missouri,"Marion County,Missouri","Marion County,MO"
1547,1547,29129,Mercer County,MO,Missouri,"Mercer County,Missouri","Mercer County,MO"
1548,1548,29131,Miller County,MO,Missouri,"Miller County,Missouri","Miller County,MO"
1549,1549,29133,Mississippi County,MO,Missouri,"Mississippi County,Missouri","Mississippi County,MO"
1550,1550,29135,Moniteau County,MO,Missouri,"Moniteau County,Missouri","Moniteau County,MO"
1551,1551,29137,Monroe County,MO,Missouri,"Monroe County,Missouri","Monroe County,MO"
1552,1552,29139,Montgomery County,MO,Missouri,"Montgomery County,Missouri","Montgomery County,MO"
1553,1553,29141,Morgan County,MO,Missouri,"Morgan County,Missouri","Morgan County,MO"
1554,1554,29143,New Madrid County,MO,Missouri,"New Madrid County,Missouri","New Madrid County,MO"
1555,1555,29145,Newton County,MO,Missouri,"Newton County,Missouri","Newton County,MO"
1556,1556,29147,Nodaway County,MO,Missouri,"Nodaway County,Missouri","Nodaway County,MO"
1557,1557,29149,Oregon County,MO,Missouri,"Oregon County,Missouri","Oregon County,MO"
1558,1558,29151,Osage County,MO,Missouri,"Osage County,Missouri","Osage County,MO"
1559,1559,29153,Ozark County,MO,Missouri,"Ozark County,Missouri","Ozark County,MO"
1560,1560,29155,Pemiscot County,MO,Missouri,"Pemiscot County,Missouri","Pemiscot County,MO"
1561,1561,29157,Perry County,MO,Missouri,"Perry County,Missouri","Perry County,MO"
1562,1562,29159,Pettis County,MO,Missouri,"Pettis County,Missouri","Pettis County,MO"
1563,1563,29161,Phelps County,MO,Missouri,"Phelps County,Missouri","Phelps County,MO"
1564,1564,29163,Pike County,MO,Missouri,"Pike County,Missouri","Pike County,MO"
1565,1565,29165,Platte County,MO,Missouri,"Platte County,Missouri","Platte County,MO"
1566,1566,29167,Polk County,MO,Missouri,"Polk County,Missouri","Polk County,MO"
1567,1567,29169,Pulaski County,MO,Missouri,"Pulaski County,Missouri","Pulaski County,MO"
1568,1568,29171,Putnam County,MO,Missouri,"Putnam County,Missouri","Putnam County,MO"
1569,1569,29173,Ralls County,MO,Missouri,"Ralls County,Missouri","Ralls County,MO"
1570,1570,29175,Randolph County,MO,Missouri,"Randolph County,Missouri","Randolph County,MO"
1571,1571,29177,Ray County,MO,Missouri,"Ray County,Missouri","Ray County,MO"
1572,1572,29179,Reynolds County,MO,Missouri,"Reynolds County,Missouri","Reynolds County,MO"
1573,1573,29181,Ripley County,MO,Missouri,"Ripley County,Missouri","Ripley County,MO"
1574,1574,29183,St. Charles County,MO,Missouri,"St. Charles County,Missouri","St. Charles County,MO"
1575,1575,29185,St. Clair County,MO,Missouri,"St. Clair County,Missouri","St. Clair County,MO"
1576,1576,29186,Ste. Genevieve County,MO,Missouri,"Ste. Genevieve County,Missouri","Ste. Genevieve County,MO"
1577,1577,29187,St. Francois County,MO,Missouri,"St. Francois County,Missouri","St. Francois County,MO"
1578,1578,29189,St. Louis County,MO,Missouri,"St. Louis County,Missouri","St. Louis County,MO"
1579,1579,29195,Saline County,MO,Missouri,"Saline County,Missouri","Saline County,MO"
1580,1580,29197,Schuyler County,MO,Missouri,"Schuyler County,Missouri","Schuyler County,MO"
1581,1581,29199,Scotland County,MO,Missouri,"Scotland County,Missouri","Scotland County,MO"
1582,1582,29201,Scott County,MO,Missouri,"Scott County,Missouri","Scott County,MO"
1583,1583,29203,Shannon County,MO,Missouri,"Shannon County,Missouri","Shannon County,MO"
1584,1584,29205,Shelby County,MO,Missouri,"Shelby County,Missouri","Shelby County,MO"
1585,1585,29207,Stoddard County,MO,Missouri,"Stoddard County,Missouri","Stoddard County,MO"
1586,1586,29209,Stone County,MO,Missouri,"Stone County,Missouri","Stone County,MO"
1587,1587,29211,Sullivan County,MO,Missouri,"Sullivan County,Missouri","Sullivan County,MO"
1588,1588,29213,Taney County,MO,Missouri,"Taney County,Missouri","Taney County,MO"
1589,1589,29215,Texas County,MO,Missouri,"Texas County,Missouri","Texas County,MO"
1590,1590,29217,Vernon County,MO,Missouri,"Vernon County,Missouri","Vernon County,MO"
1591,1591,29219,Warren County,MO,Missouri,"Warren County,Missouri","Warren County,MO"
1592,1592,29221,Washington County,MO,Missouri,"Washington County,Missouri","Washington County,MO"
1593,1593,29223,Wayne County,MO,Missouri,"Wayne County,Missouri","Wayne County,MO"
1594,1594,29225,Webster County,MO,Missouri,"Webster County,Missouri","Webster County,MO"
1595,1595,29227,Worth County,MO,Missouri,"Worth County,Missouri","Worth County,MO"
1596,1596,29229,Wright County,MO,Missouri,"Wright County,Missouri","Wright County,MO"
1597,1597,29510,St. Louis city,MO,Missouri,"St. Louis city,Missouri","St. Louis city,MO"
1598,1598,30001,Beaverhead County,MT,Montana,"Beaverhead County,Montana","Beaverhead County,MT"
1599,1599,30003,Big Horn County,MT,Montana,"Big Horn County,Montana","Big Horn County,MT"
1600,1600,30005,Blaine County,MT,Montana,"Blaine County,Montana","Blaine County,MT"
1601,1601,30007,Broadwater County,MT,Montana,"Broadwater County,Montana","Broadwater County,MT"
1602,1602,30009,Carbon County,MT,Montana,"Carbon County,Montana","Carbon County,MT"
1603,1603,30011,Carter County,MT,Montana,"Carter County,Montana","Carter County,MT"
1604,1604,30013,Cascade County,MT,Montana,"Cascade County,Montana","Cascade County,MT"
1605,1605,30015,Chouteau County,MT,Montana,"Chouteau County,Montana","Chouteau County,MT"
1606,1606,30017,Custer County,MT,Montana,"Custer County,Montana","Custer County,MT"
1607,1607,30019,Daniels County,MT,Montana,"Daniels County,Montana","Daniels County,MT"
1608,1608,30021,Dawson County,MT,Montana,"Dawson County,Montana","Dawson County,MT"
1609,1609,30023,Deer Lodge County,MT,Montana,"Deer Lodge County,Montana","Deer Lodge County,MT"
1610,1610,30025,Fallon County,MT,Montana,"Fallon County,Montana","Fallon County,MT"
1611,1611,30027,Fergus County,MT,Montana,"Fergus County,Montana","Fergus County,MT"
1612,1612,30029,Flathead County,MT,Montana,"Flathead County,Montana","Flathead County,MT"
1613,1613,30031,Gallatin County,MT,Montana,"Gallatin County,Montana","Gallatin County,MT"
1614,1614,30033,Garfield County,MT,Montana,"Garfield County,Montana","Garfield County,MT"
1615,1615,30035,Glacier County,MT,Montana,"Glacier County,Montana","Glacier County,MT"
1616,1616,30037,Golden Valley County,MT,Montana,"Golden Valley County,Montana","Golden Valley County,MT"
1617,1617,30039,Granite County,MT,Montana,"Granite County,Montana","Granite County,MT"
1618,1618,30041,Hill County,MT,Montana,"Hill County,Montana","Hill County,MT"
1619,1619,30043,Jefferson County,MT,Montana,"Jefferson County,Montana","Jefferson County,MT"
1620,1620,30045,Judith Basin County,MT,Montana,"Judith Basin County,Montana","Judith Basin County,MT"
1621,1621,30047,Lake County,MT,Montana,"Lake County,Montana","Lake County,MT"
1622,1622,30049,Lewis and Clark County,MT,Montana,"Lewis and Clark County,Montana","Lewis and Clark County,MT"
1623,1623,30051,Liberty County,MT,Montana,"Liberty County,Montana","Liberty County,MT"
1624,1624,30053,Lincoln County,MT,Montana,"Lincoln County,Montana","Lincoln County,MT"
1625,1625,30055,McCone County,MT,Montana,"McCone County,Montana","McCone County,MT"
1626,1626,30057,Madison County,MT,Montana,"Madison County,Montana","Madison County,MT"
1627,1627,30059,Meagher County,MT,Montana,"Meagher County,Montana","Meagher County,MT"
1628,1628,30061,Mineral County,MT,Montana,"Mineral County,Montana","Mineral County,MT"
1629,1629,30063,Missoula County,MT,Montana,"Missoula County,Montana","Missoula County,MT"
1630,1630,30065,Musselshell County,MT,Montana,"Musselshell County,Montana","Musselshell County,MT"
1631,1631,30067,Park County,MT,Montana,"Park County,Montana","Park County,MT"
1632,1632,30069,Petroleum County,MT,Montana,"Petroleum County,Montana","Petroleum County,MT"
1633,1633,30071,Phillips County,MT,Montana,"Phillips County,Montana","Phillips County,MT"
1634,1634,30073,Pondera County,MT,Montana,"Pondera County,Montana","Pondera County,MT"
1635,1635,30075,Powder River County,MT,Montana,"Powder River County,Montana","Powder River County,MT"
1636,1636,30077,Powell County,MT,Montana,"Powell County,Montana","Powell County,MT"
1637,1637,30079,Prairie County,MT,Montana,"Prairie County,Montana","Prairie County,MT"
1638,1638,30081,Ravalli County,MT,Montana,"Ravalli County,Montana","Ravalli County,MT"
1639,1639,30083,Richland County,MT,Montana,"Richland County,Montana","Richland County,MT"
1640,1640,30085,Roosevelt County,MT,Montana,"Roosevelt County,Montana","Roosevelt County,MT"
1641,1641,30087,Rosebud County,MT,Montana,"Rosebud County,Montana","Rosebud County,MT"
1642,1642,30089,Sanders County,MT,Montana,"Sanders County,Montana","Sanders County,MT"
1643,1643,30091,Sheridan County,MT,Montana,"Sheridan County,Montana","Sheridan County,MT"
1644,1644,30093,Silver Bow County,MT,Montana,"Silver Bow County,Montana","Silver Bow County,MT"
1645,1645,30095,Stillwater County,MT,Montana,"Stillwater County,Montana","Stillwater County,MT"
1646,1646,30097,Sweet Grass County,MT,Montana,"Sweet Grass County,Montana","Sweet Grass County,MT"
1647,1647,30099,Teton County,MT,Montana,"Teton County,Montana","Teton County,MT"
1648,1648,30101,Toole County,MT,Montana,"Toole County,Montana","Toole County,MT"
1649,1649,30103,Treasure County,MT,Montana,"Treasure County,Montana","Treasure County,MT"
1650,1650,30105,Valley County,MT,Montana,"Valley County,Montana","Valley County,MT"
1651,1651,30107,Wheatland County,MT,Montana,"Wheatland County,Montana","Wheatland County,MT"
1652,1652,30109,Wibaux County,MT,Montana,"Wibaux County,Montana","Wibaux County,MT"
1653,1653,30111,Yellowstone County,MT,Montana,"Yellowstone County,Montana","Yellowstone County,MT"
1654,1654,31001,Adams County,NE,Nebraska,"Adams County,Nebraska","Adams County,NE"
1655,1655,31003,Antelope County,NE,Nebraska,"Antelope County,Nebraska","Antelope County,NE"
1656,1656,31005,Arthur County,NE,Nebraska,"Arthur County,Nebraska","Arthur County,NE"
1657,1657,31007,Banner County,NE,Nebraska,"Banner County,Nebraska","Banner County,NE"
1658,1658,31009,Blaine County,NE,Nebraska,"Blaine County,Nebraska","Blaine County,NE"
1659,1659,31011,Boone County,NE,Nebraska,"Boone County,Nebraska","Boone County,NE"
1660,1660,31013,Box Butte County,NE,Nebraska,"Box Butte County,Nebraska","Box Butte County,NE"
1661,1661,31015,Boyd County,NE,Nebraska,"Boyd County,Nebraska","Boyd County,NE"
1662,1662,31017,Brown County,NE,Nebraska,"Brown County,Nebraska","Brown County,NE"
1663,1663,31019,Buffalo County,NE,Nebraska,"Buffalo County,Nebraska","Buffalo County,NE"
1664,1664,31021,Burt County,NE,Nebraska,"Burt County,Nebraska","Burt County,NE"
1665,1665,31023,Butler County,NE,Nebraska,"Butler County,Nebraska","Butler County,NE"
1666,1666,31025,Cass County,NE,Nebraska,"Cass County,Nebraska","Cass County,NE"
1667,1667,31027,Cedar County,NE,Nebraska,"Cedar County,Nebraska","Cedar County,NE"
1668,1668,31029,Chase County,NE,Nebraska,"Chase County,Nebraska","Chase County,NE"
1669,1669,31031,Cherry County,NE,Nebraska,"Cherry County,Nebraska","Cherry County,NE"
1670,1670,31033,Cheyenne County,NE,Nebraska,"Cheyenne County,Nebraska","Cheyenne County,NE"
1671,1671,31035,Clay County,NE,Nebraska,"Clay County,Nebraska","Clay County,NE"
1672,1672,31037,Colfax County,NE,Nebraska,"Colfax County,Nebraska","Colfax County,NE"
1673,1673,31039,Cuming County,NE,Nebraska,"Cuming County,Nebraska","Cuming County,NE"
1674,1674,31041,Custer County,NE,Nebraska,"Custer County,Nebraska","Custer County,NE"
1675,1675,31043,Dakota County,NE,Nebraska,"Dakota County,Nebraska","Dakota County,NE"
1676,1676,31045,Dawes County,NE,Nebraska,"Dawes County,Nebraska","Dawes County,NE"
1677,1677,31047,Dawson County,NE,Nebraska,"Dawson County,Nebraska","Dawson County,NE"
1678,1678,31049,Deuel County,NE,Nebraska,"Deuel County,Nebraska","Deuel County,NE"
1679,1679,31051,Dixon County,NE,Nebraska,"Dixon County,Nebraska","Dixon County,NE"
1680,1680,31053,Dodge County,NE,Nebraska,"Dodge County,Nebraska","Dodge County,NE"
1681,1681,31055,Douglas County,NE,Nebraska,"Douglas County,Nebraska","Douglas County,NE"
1682,1682,31057,Dundy County,NE,Nebraska,"Dundy County,Nebraska","Dundy County,NE"
1683,1683,31059,Fillmore County,NE,Nebraska,"Fillmore County,Nebraska","Fillmore County,NE"
1684,1684,31061,Franklin County,NE,Nebraska,"Franklin County,Nebraska","Franklin County,NE"
1685,1685,31063,Frontier County,NE,Nebraska,"Frontier County,Nebraska","Frontier County,NE"
1686,1686,31065,Furnas County,NE,Nebraska,"Furnas County,Nebraska","Furnas County,NE"
1687,1687,31067,Gage County,NE,Nebraska,"Gage County,Nebraska","Gage County,NE"
1688,1688,31069,Garden County,NE,Nebraska,"Garden County,Nebraska","Garden County,NE"
1689,1689,31071,Garfield County,NE,Nebraska,"Garfield County,Nebraska","Garfield County,NE"
1690,1690,31073,Gosper County,NE,Nebraska,"Gosper County,Nebraska","Gosper County,NE"
1691,1691,31075,Grant County,NE,Nebraska,"Grant County,Nebraska","Grant County,NE"
1692,1692,31077,Greeley County,NE,Nebraska,"Greeley County,Nebraska","Greeley County,NE"
1693,1693,31079,Hall County,NE,Nebraska,"Hall County,Nebraska","Hall County,NE"
1694,1694,31081,Hamilton County,NE,Nebraska,"Hamilton County,Nebraska","Hamilton County,NE"
1695,1695,31083,Harlan County,NE,Nebraska,"Harlan County,Nebraska","Harlan County,NE"
1696,1696,31085,Hayes County,NE,Nebraska,"Hayes County,Nebraska","Hayes County,NE"
1697,1697,31087,Hitchcock County,NE,Nebraska,"Hitchcock County,Nebraska","Hitchcock County,NE"
1698,1698,31089,Holt County,NE,Nebraska,"Holt County,Nebraska","Holt County,NE"
1699,1699,31091,Hooker County,NE,Nebraska,"Hooker County,Nebraska","Hooker County,NE"
1700,1700,31093,Howard County,NE,Nebraska,"Howard County,Nebraska","Howard County,NE"
1701,1701,31095,Jefferson County,NE,Nebraska,"Jefferson County,Nebraska","Jefferson County,NE"
1702,1702,31097,Johnson County,NE,Nebraska,"Johnson County,Nebraska","Johnson County,NE"
1703,1703,31099,Kearney County,NE,Nebraska,"Kearney County,Nebraska","Kearney County,NE"
1704,1704,31101,Keith County,NE,Nebraska,"Keith County,Nebraska","Keith County,NE"
1705,1705,31103,Keya Paha County,NE,Nebraska,"Keya Paha County,Nebraska","Keya Paha County,NE"
1706,1706,31105,Kimball County,NE,Nebraska,"Kimball County,Nebraska","Kimball County,NE"
1707,1707,31107,Knox County,NE,Nebraska,"Knox County,Nebraska","Knox County,NE"
1708,1708,31109,Lancaster County,NE,Nebraska,"Lancaster County,Nebraska","Lancaster County,NE"
1709,1709,31111,Lincoln County,NE,Nebraska,"Lincoln County,Nebraska","Lincoln County,NE"
1710,1710,31113,Logan County,NE,Nebraska,"Logan County,Nebraska","Logan County,NE"
1711,1711,31115,Loup County,NE,Nebraska,"Loup County,Nebraska","Loup County,NE"
1712,1712,31117,McPherson County,NE,Nebraska,"McPherson County,Nebraska","McPherson County,NE"
1713,1713,31119,Madison County,NE,Nebraska,"Madison County,Nebraska","Madison County,NE"
1714,1714,31121,Merrick County,NE,Nebraska,"Merrick County,Nebraska","Merrick County,NE"
1715,1715,31123,Morrill County,NE,Nebraska,"Morrill County,Nebraska","Morrill County,NE"
1716,1716,31125,Nance County,NE,Nebraska,"Nance County,Nebraska","Nance County,NE"
1717,1717,31127,Nemaha County,NE,Nebraska,"Nemaha County,Nebraska","Nemaha County,NE"
1718,1718,31129,Nuckolls County,NE,Nebraska,"Nuckolls County,Nebraska","Nuckolls County,NE"
1719,1719,31131,Otoe County,NE,Nebraska,"Otoe County,Nebraska","Otoe County,NE"
1720,1720,31133,Pawnee County,NE,Nebraska,"Pawnee County,Nebraska","Pawnee County,NE"
1721,1721,31135,Perkins County,NE,Nebraska,"Perkins County,Nebraska","Perkins County,NE"
1722,1722,31137,Phelps County,NE,Nebraska,"Phelps County,Nebraska","Phelps County,NE"
1723,1723,31139,Pierce County,NE,Nebraska,"Pierce County,Nebraska","Pierce County,NE"
1724,1724,31141,Platte County,NE,Nebraska,"Platte County,Nebraska","Platte County,NE"
1725,1725,31143,Polk County,NE,Nebraska,"Polk County,Nebraska","Polk County,NE"
1726,1726,31145,Red Willow County,NE,Nebraska,"Red Willow County,Nebraska","Red Willow County,NE"
1727,1727,31147,Richardson County,NE,Nebraska,"Richardson County,Nebraska","Richardson County,NE"
1728,1728,31149,Rock County,NE,Nebraska,"Rock County,Nebraska","Rock County,NE"
1729,1729,31151,Saline County,NE,Nebraska,"Saline County,Nebraska","Saline County,NE"
1730,1730,31153,Sarpy County,NE,Nebraska,"Sarpy County,Nebraska","Sarpy County,NE"
1731,1731,31155,Saunders County,NE,Nebraska,"Saunders County,Nebraska","Saunders County,NE"
1732,1732,31157,Scotts Bluff County,NE,Nebraska,"Scotts Bluff County,Nebraska","Scotts Bluff County,NE"
1733,1733,31159,Seward County,NE,Nebraska,"Seward County,Nebraska","Seward County,NE"
1734,1734,31161,Sheridan County,NE,Nebraska,"Sheridan County,Nebraska","Sheridan County,NE"
1735,1735,31163,Sherman County,NE,Nebraska,"Sherman County,Nebraska","Sherman County,NE"
1736,1736,31165,Sioux County,NE,Nebraska,"Sioux County,Nebraska","Sioux County,NE"
1737,1737,31167,Stanton County,NE,Nebraska,"Stanton County,Nebraska","Stanton County,NE"
1738,1738,31169,Thayer County,NE,Nebraska,"Thayer County,Nebraska","Thayer County,NE"
1739,1739,31171,Thomas County,NE,Nebraska,"Thomas County,Nebraska","Thomas County,NE"
1740,1740,31173,Thurston County,NE,Nebraska,"Thurston County,Nebraska","Thurston County,NE"
1741,1741,31175,Valley County,NE,Nebraska,"Valley County,Nebraska","Valley County,NE"
1742,1742,31177,Washington County,NE,Nebraska,"Washington County,Nebraska","Washington County,NE"
1743,1743,31179,Wayne County,NE,Nebraska,"Wayne County,Nebraska","Wayne County,NE"
1744,1744,31181,Webster County,NE,Nebraska,"Webster County,Nebraska","Webster County,NE"
1745,1745,31183,Wheeler County,NE,Nebraska,"Wheeler County,Nebraska","Wheeler County,NE"
1746,1746,31185,York County,NE,Nebraska,"York County,Nebraska","York County,NE"
1747,1747,32001,Churchill County,NV,Nevada,"Churchill County,Nevada","Churchill County,NV"
1748,1748,32003,Clark County,NV,Nevada,"Clark County,Nevada","Clark County,NV"
1749,1749,32005,Douglas County,NV,Nevada,"Douglas County,Nevada","Douglas County,NV"
1750,1750,32007,Elko County,NV,Nevada,"Elko County,Nevada","Elko County,NV"
1751,1751,32009,Esmeralda County,NV,Nevada,"Esmeralda County,Nevada","Esmeralda County,NV"
1752,1752,32011,Eureka County,NV,Nevada,"Eureka County,Nevada","Eureka County,NV"
1753,1753,32013,Humboldt County,NV,Nevada,"Humboldt County,Nevada","Humboldt County,NV"
1754,1754,32015,Lander County,NV,Nevada,"Lander County,Nevada","Lander County,NV"
1755,1755,32017,Lincoln County,NV,Nevada,"Lincoln County,Nevada","Lincoln County,NV"
1756,1756,32019,Lyon County,NV,Nevada,"Lyon County,Nevada","Lyon County,NV"
1757,1757,32021,Mineral County,NV,Nevada,"Mineral County,Nevada","Mineral County,NV"
1758,1758,32023,Nye County,NV,Nevada,"Nye County,Nevada","Nye County,NV"
1759,1759,32027,Pershing County,NV,Nevada,"Pershing County,Nevada","Pershing County,NV"
1760,1760,32029,Storey County,NV,Nevada,"Storey County,Nevada","Storey County,NV"
1761,1761,32031,Washoe County,NV,Nevada,"Washoe County,Nevada","Washoe County,NV"
1762,1762,32033,White Pine County,NV,Nevada,"White Pine County,Nevada","White Pine County,NV"
1763,1763,32510,Carson City,NV,Nevada,"Carson City,Nevada","Carson City,NV"
1764,1764,33001,Belknap County,NH,New Hampshire,"Belknap County,New Hampshire","Belknap County,NH"
1765,1765,33003,Carroll County,NH,New Hampshire,"Carroll County,New Hampshire","Carroll County,NH"
1766,1766,33005,Cheshire County,NH,New Hampshire,"Cheshire County,New Hampshire","Cheshire County,NH"
1767,1767,33007,Coos County,NH,New Hampshire,"Coos County,New Hampshire","Coos County,NH"
1768,1768,33009,Grafton County,NH,New Hampshire,"Grafton County,New Hampshire","Grafton County,NH"
1769,1769,33011,Hillsborough County,NH,New Hampshire,"Hillsborough County,New Hampshire","Hillsborough County,NH"
1770,1770,33013,Merrimack County,NH,New Hampshire,"Merrimack County,New Hampshire","Merrimack County,NH"
1771,1771,33015,Rockingham County,NH,New Hampshire,"Rockingham County,New Hampshire","Rockingham County,NH"
1772,1772,33017,Strafford County,NH,New Hampshire,"Strafford County,New Hampshire","Strafford County,NH"
1773,1773,33019,Sullivan County,NH,New Hampshire,"Sullivan County,New Hampshire","Sullivan County,NH"
1774,1774,34001,Atlantic County,NJ,New Jersey,"Atlantic County,New Jersey","Atlantic County,NJ"
1775,1775,34003,Bergen County,NJ,New Jersey,"Bergen County,New Jersey","Bergen County,NJ"
1776,1776,34005,Burlington County,NJ,New Jersey,"Burlington County,New Jersey","Burlington County,NJ"
1777,1777,34007,Camden County,NJ,New Jersey,"Camden County,New Jersey","Camden County,NJ"
1778,1778,34009,Cape May County,NJ,New Jersey,"Cape May County,New Jersey","Cape May County,NJ"
1779,1779,34011,Cumberland County,NJ,New Jersey,"Cumberland County,New Jersey","Cumberland County,NJ"
1780,1780,34013,Essex County,NJ,New Jersey,"Essex County,New Jersey","Essex County,NJ"
1781,1781,34015,Gloucester County,NJ,New Jersey,"Gloucester County,New Jersey","Gloucester County,NJ"
1782,1782,34017,Hudson County,NJ,New Jersey,"Hudson County,New Jersey","Hudson County,NJ"
1783,1783,34019,Hunterdon County,NJ,New Jersey,"Hunterdon County,New Jersey","Hunterdon County,NJ"
1784,1784,34021,Mercer County,NJ,New Jersey,"Mercer County,New Jersey","Mercer County,NJ"
1785,1785,34023,Middlesex County,NJ,New Jersey,"Middlesex County,New Jersey","Middlesex County,NJ"
1786,1786,34025,Monmouth County,NJ,New Jersey,"Monmouth County,New Jersey","Monmouth County,NJ"
1787,1787,34027,Morris County,NJ,New Jersey,"Morris County,New Jersey","Morris County,NJ"
1788,1788,34029,Ocean County,NJ,New Jersey,"Ocean County,New Jersey","Ocean County,NJ"
1789,1789,34031,Passaic County,NJ,New Jersey,"Passaic County,New Jersey","Passaic County,NJ"
1790,1790,34033,Salem County,NJ,New Jersey,"Salem County,New Jersey","Salem County,NJ"
1791,1791,34035,Somerset County,NJ,New Jersey,"Somerset County,New Jersey","Somerset County,NJ"
1792,1792,34037,Sussex County,NJ,New Jersey,"Sussex County,New Jersey","Sussex County,NJ"
1793,1793,34039,Union County,NJ,New Jersey,"Union County,New Jersey","Union County,NJ"
1794,1794,34041,Warren County,NJ,New Jersey,"Warren County,New Jersey","Warren County,NJ"
