,Unnamed: 0,fips,date,cases,fip-year-month,fip-year
0,2020,1001,3,43,1001-2020-3,1001-2020
1,2020,1001,4,731,1001-2020-4,1001-2020
2,2020,1001,5,3660,1001-2020-5,1001-2020
3,2020,1001,6,11110,1001-2020-6,1001-2020
4,2020,1001,7,24241,1001-2020-7,1001-2020
5,2020,1001,8,38807,1001-2020-8,1001-2020
6,2020,1001,9,48577,1001-2020-9,1001-2020
7,2020,1001,10,60844,1001-2020-10,1001-2020
8,2020,1001,11,73997,1001-2020-11,1001-2020
9,2020,1001,12,108652,1001-2020-12,1001-2020
10,2020,1003,3,95,1003-2020-3,1003-2020
11,2020,1003,4,2877,1003-2020-4,1003-2020
12,2020,1003,5,7493,1003-2020-5,1003-2020
13,2020,1003,6,12318,1003-2020-6,1003-2020
14,2020,1003,7,54475,1003-2020-7,1003-2020
15,2020,1003,8,120283,1003-2020-8,1003-2020
16,2020,1003,9,150651,1003-2020-9,1003-2020
17,2020,1003,10,197611,1003-2020-10,1003-2020
18,2020,1003,11,233249,1003-2020-11,1003-2020
19,2020,1003,12,348455,1003-2020-12,1003-2020
20,2020,1005,4,506,1005-2020-4,1005-2020
21,2020,1005,5,2651,1005-2020-5,1005-2020
22,2020,1005,6,7330,1005-2020-6,1005-2020
23,2020,1005,7,14161,1005-2020-7,1005-2020
24,2020,1005,8,20859,1005-2020-8,1005-2020
25,2020,1005,9,24539,1005-2020-9,1005-2020
26,2020,1005,10,30228,1005-2020-10,1005-2020
27,2020,1005,11,33813,1005-2020-11,1005-2020
28,2020,1005,12,40753,1005-2020-12,1005-2020
29,2020,1007,3,5,1007-2020-3,1007-2020
30,2020,1007,4,657,1007-2020-4,1007-2020
31,2020,1007,5,1629,1007-2020-5,1007-2020
32,2020,1007,6,3433,1007-2020-6,1007-2020
33,2020,1007,7,7961,1007-2020-7,1007-2020
34,2020,1007,8,14745,1007-2020-8,1007-2020
35,2020,1007,9,18402,1007-2020-9,1007-2020
36,2020,1007,10,23833,1007-2020-10,1007-2020
37,2020,1007,11,30545,1007-2020-11,1007-2020
38,2020,1007,12,47009,1007-2020-12,1007-2020
39,2020,1009,3,29,1009-2020-3,1009-2020
40,2020,1009,4,590,1009-2020-4,1009-2020
41,2020,1009,5,1463,1009-2020-5,1009-2020
42,2020,1009,6,3652,1009-2020-6,1009-2020
43,2020,1009,7,13625,1009-2020-7,1009-2020
44,2020,1009,8,31781,1009-2020-8,1009-2020
45,2020,1009,9,44569,1009-2020-9,1009-2020
46,2020,1009,10,56017,1009-2020-10,1009-2020
47,2020,1009,11,76472,1009-2020-11,1009-2020
48,2020,1009,12,121270,1009-2020-12,1009-2020
49,2020,1011,3,16,1011-2020-3,1011-2020
50,2020,1011,4,220,1011-2020-4,1011-2020
51,2020,1011,5,2192,1011-2020-5,1011-2020
52,2020,1011,6,8735,1011-2020-6,1011-2020
53,2020,1011,7,12233,1011-2020-7,1011-2020
54,2020,1011,8,15597,1011-2020-8,1011-2020
55,2020,1011,9,17483,1011-2020-9,1011-2020
56,2020,1011,10,19575,1011-2020-10,1011-2020
57,2020,1011,11,20298,1011-2020-11,1011-2020
58,2020,1011,12,23348,1011-2020-12,1011-2020
59,2020,1013,3,7,1013-2020-3,1013-2020
60,2020,1013,4,440,1013-2020-4,1013-2020
61,2020,1013,5,7962,1013-2020-5,1013-2020
62,2020,1013,6,15721,1013-2020-6,1013-2020
63,2020,1013,7,20957,1013-2020-7,1013-2020
64,2020,1013,8,24956,1013-2020-8,1013-2020
65,2020,1013,9,27004,1013-2020-9,1013-2020
66,2020,1013,10,30243,1013-2020-10,1013-2020
67,2020,1013,11,32801,1013-2020-11,1013-2020
68,2020,1013,12,41741,1013-2020-12,1013-2020
69,2020,1015,3,40,1015-2020-3,1015-2020
70,2020,1015,4,1874,1015-2020-4,1015-2020
71,2020,1015,5,4036,1015-2020-5,1015-2020
72,2020,1015,6,6206,1015-2020-6,1015-2020
73,2020,1015,7,22671,1015-2020-7,1015-2020
74,2020,1015,8,63808,1015-2020-8,1015-2020
75,2020,1015,9,94482,1015-2020-9,1015-2020
76,2020,1015,10,127090,1015-2020-10,1015-2020
77,2020,1015,11,168264,1015-2020-11,1015-2020
78,2020,1015,12,252416,1015-2020-12,1015-2020
79,2020,1017,3,166,1017-2020-3,1017-2020
80,2020,1017,4,6111,1017-2020-4,1017-2020
81,2020,1017,5,10059,1017-2020-5,1017-2020
82,2020,1017,6,14139,1017-2020-6,1017-2020
83,2020,1017,7,22690,1017-2020-7,1017-2020
84,2020,1017,8,29072,1017-2020-8,1017-2020
85,2020,1017,9,33221,1017-2020-9,1017-2020
86,2020,1017,10,39681,1017-2020-10,1017-2020
87,2020,1017,11,47667,1017-2020-11,1017-2020
88,2020,1017,12,64015,1017-2020-12,1017-2020
89,2020,1019,3,10,1019-2020-3,1019-2020
90,2020,1019,4,294,1019-2020-4,1019-2020
91,2020,1019,5,817,1019-2020-5,1019-2020
92,2020,1019,6,1583,1019-2020-6,1019-2020
93,2020,1019,7,4817,1019-2020-7,1019-2020
94,2020,1019,8,10331,1019-2020-8,1019-2020
95,2020,1019,9,15668,1019-2020-9,1019-2020
96,2020,1019,10,21661,1019-2020-10,1019-2020
97,2020,1019,11,27431,1019-2020-11,1019-2020
98,2020,1019,12,38180,1019-2020-12,1019-2020
99,2020,1021,3,48,1021-2020-3,1021-2020
100,2020,1021,4,1045,1021-2020-4,1021-2020
101,2020,1021,5,2360,1021-2020-5,1021-2020
102,2020,1021,6,4480,1021-2020-6,1021-2020
103,2020,1021,7,13256,1021-2020-7,1021-2020
104,2020,1021,8,28741,1021-2020-8,1021-2020
105,2020,1021,9,42593,1021-2020-9,1021-2020
106,2020,1021,10,55047,1021-2020-10,1021-2020
107,2020,1021,11,62718,1021-2020-11,1021-2020
108,2020,1021,12,80899,1021-2020-12,1021-2020
109,2020,1023,3,9,1023-2020-3,1023-2020
110,2020,1023,4,482,1023-2020-4,1023-2020
111,2020,1023,5,2977,1023-2020-5,1023-2020
112,2020,1023,6,5203,1023-2020-6,1023-2020
113,2020,1023,7,7103,1023-2020-7,1023-2020
114,2020,1023,8,9375,1023-2020-8,1023-2020
115,2020,1023,9,10220,1023-2020-9,1023-2020
116,2020,1023,10,11787,1023-2020-10,1023-2020
117,2020,1023,11,12318,1023-2020-11,1023-2020
118,2020,1023,12,14311,1023-2020-12,1023-2020
119,2020,1025,4,560,1025-2020-4,1025-2020
120,2020,1025,5,2467,1025-2020-5,1025-2020
121,2020,1025,6,5886,1025-2020-6,1025-2020
122,2020,1025,7,11217,1025-2020-7,1025-2020
123,2020,1025,8,25115,1025-2020-8,1025-2020
124,2020,1025,9,31456,1025-2020-9,1025-2020
125,2020,1025,10,38938,1025-2020-10,1025-2020
126,2020,1025,11,44978,1025-2020-11,1025-2020
127,2020,1025,12,62564,1025-2020-12,1025-2020
128,2020,1027,3,11,1027-2020-3,1027-2020
129,2020,1027,4,431,1027-2020-4,1027-2020
130,2020,1027,5,805,1027-2020-5,1027-2020
131,2020,1027,6,962,1027-2020-6,1027-2020
132,2020,1027,7,3472,1027-2020-7,1027-2020
133,2020,1027,8,9228,1027-2020-8,1027-2020
134,2020,1027,9,14907,1027-2020-9,1027-2020
135,2020,1027,10,21202,1027-2020-10,1027-2020
136,2020,1027,11,25529,1027-2020-11,1027-2020
137,2020,1027,12,31941,1027-2020-12,1027-2020
138,2020,1029,3,24,1029-2020-3,1029-2020
139,2020,1029,4,330,1029-2020-4,1029-2020
140,2020,1029,5,403,1029-2020-5,1029-2020
141,2020,1029,6,624,1029-2020-6,1029-2020
142,2020,1029,7,2038,1029-2020-7,1029-2020
143,2020,1029,8,4804,1029-2020-8,1029-2020
144,2020,1029,9,9065,1029-2020-9,1029-2020
145,2020,1029,10,15557,1029-2020-10,1029-2020
146,2020,1029,11,20435,1029-2020-11,1029-2020
147,2020,1029,12,28176,1029-2020-12,1029-2020
148,2020,1031,4,1437,1031-2020-4,1031-2020
149,2020,1031,5,5316,1031-2020-5,1031-2020
150,2020,1031,6,8734,1031-2020-6,1031-2020
151,2020,1031,7,15793,1031-2020-7,1031-2020
152,2020,1031,8,27546,1031-2020-8,1031-2020
153,2020,1031,9,37069,1031-2020-9,1031-2020
154,2020,1031,10,50266,1031-2020-10,1031-2020
155,2020,1031,11,65012,1031-2020-11,1031-2020
156,2020,1031,12,94017,1031-2020-12,1031-2020
157,2020,1033,3,14,1033-2020-3,1033-2020
158,2020,1033,4,419,1033-2020-4,1033-2020
159,2020,1033,5,2975,1033-2020-5,1033-2020
160,2020,1033,6,8138,1033-2020-6,1033-2020
161,2020,1033,7,20558,1033-2020-7,1033-2020
162,2020,1033,8,39901,1033-2020-8,1033-2020
163,2020,1033,9,47174,1033-2020-9,1033-2020
164,2020,1033,10,58588,1033-2020-10,1033-2020
165,2020,1033,11,81960,1033-2020-11,1033-2020
166,2020,1033,12,122851,1033-2020-12,1033-2020
167,2020,1035,4,180,1035-2020-4,1035-2020
168,2020,1035,5,624,1035-2020-5,1035-2020
169,2020,1035,6,3112,1035-2020-6,1035-2020
170,2020,1035,7,8433,1035-2020-7,1035-2020
171,2020,1035,8,13475,1035-2020-8,1035-2020
172,2020,1035,9,15445,1035-2020-9,1035-2020
173,2020,1035,10,17131,1035-2020-10,1035-2020
174,2020,1035,11,19194,1035-2020-11,1035-2020
175,2020,1035,12,24333,1035-2020-12,1035-2020
176,2020,1037,3,17,1037-2020-3,1037-2020
177,2020,1037,4,551,1037-2020-4,1037-2020
178,2020,1037,5,1025,1037-2020-5,1037-2020
179,2020,1037,6,1392,1037-2020-6,1037-2020
180,2020,1037,7,2234,1037-2020-7,1037-2020
181,2020,1037,8,3727,1037-2020-8,1037-2020
182,2020,1037,9,4658,1037-2020-9,1037-2020
183,2020,1037,10,6020,1037-2020-10,1037-2020
184,2020,1037,11,8311,1037-2020-11,1037-2020
185,2020,1037,12,13637,1037-2020-12,1037-2020
186,2020,1039,3,10,1039-2020-3,1039-2020
187,2020,1039,4,553,1039-2020-4,1039-2020
188,2020,1039,5,1809,1039-2020-5,1039-2020
189,2020,1039,6,5343,1039-2020-6,1039-2020
190,2020,1039,7,16417,1039-2020-7,1039-2020
191,2020,1039,8,29258,1039-2020-8,1039-2020
192,2020,1039,9,38123,1039-2020-9,1039-2020
193,2020,1039,10,50269,1039-2020-10,1039-2020
194,2020,1039,11,61248,1039-2020-11,1039-2020
195,2020,1039,12,80406,1039-2020-12,1039-2020
196,2020,1041,3,6,1041-2020-3,1041-2020
197,2020,1041,4,175,1041-2020-4,1041-2020
198,2020,1041,5,1494,1041-2020-5,1041-2020
199,2020,1041,6,3216,1041-2020-6,1041-2020
200,2020,1041,7,5415,1041-2020-7,1041-2020
201,2020,1041,8,11877,1041-2020-8,1041-2020
202,2020,1041,9,15288,1041-2020-9,1041-2020
203,2020,1041,10,17983,1041-2020-10,1041-2020
204,2020,1041,11,20208,1041-2020-11,1041-2020
205,2020,1041,12,25335,1041-2020-12,1041-2020
206,2020,1043,3,57,1043-2020-3,1043-2020
207,2020,1043,4,1091,1043-2020-4,1043-2020
208,2020,1043,5,2304,1043-2020-5,1043-2020
209,2020,1043,6,8148,1043-2020-6,1043-2020
210,2020,1043,7,22885,1043-2020-7,1043-2020
211,2020,1043,8,43350,1043-2020-8,1043-2020
212,2020,1043,9,53810,1043-2020-9,1043-2020
213,2020,1043,10,69289,1043-2020-10,1043-2020
214,2020,1043,11,110602,1043-2020-11,1043-2020
215,2020,1043,12,183276,1043-2020-12,1043-2020
216,2020,1045,4,408,1045-2020-4,1045-2020
217,2020,1045,5,1948,1045-2020-5,1045-2020
218,2020,1045,6,5358,1045-2020-6,1045-2020
219,2020,1045,7,15002,1045-2020-7,1045-2020
220,2020,1045,8,28664,1045-2020-8,1045-2020
221,2020,1045,9,38061,1045-2020-9,1045-2020
222,2020,1045,10,50368,1045-2020-10,1045-2020
223,2020,1045,11,64732,1045-2020-11,1045-2020
224,2020,1045,12,88511,1045-2020-12,1045-2020
225,2020,1047,3,14,1047-2020-3,1047-2020
226,2020,1047,4,596,1047-2020-4,1047-2020
227,2020,1047,5,4604,1047-2020-5,1047-2020
228,2020,1047,6,15471,1047-2020-6,1047-2020
229,2020,1047,7,33659,1047-2020-7,1047-2020
230,2020,1047,8,45855,1047-2020-8,1047-2020
231,2020,1047,9,51747,1047-2020-9,1047-2020
232,2020,1047,10,57178,1047-2020-10,1047-2020
233,2020,1047,11,62695,1047-2020-11,1047-2020
234,2020,1047,12,78701,1047-2020-12,1047-2020
235,2020,1049,3,21,1049-2020-3,1049-2020
236,2020,1049,4,1123,1049-2020-4,1049-2020
237,2020,1049,5,5469,1049-2020-5,1049-2020
238,2020,1049,6,11051,1049-2020-6,1049-2020
239,2020,1049,7,35547,1049-2020-7,1049-2020
240,2020,1049,8,60547,1049-2020-8,1049-2020
241,2020,1049,9,69213,1049-2020-9,1049-2020
242,2020,1049,10,94569,1049-2020-10,1049-2020
243,2020,1049,11,127997,1049-2020-11,1049-2020
244,2020,1049,12,186979,1049-2020-12,1049-2020
245,2020,1051,3,129,1051-2020-3,1051-2020
246,2020,1051,4,1485,1051-2020-4,1051-2020
247,2020,1051,5,6190,1051-2020-5,1051-2020
248,2020,1051,6,17284,1051-2020-6,1051-2020
249,2020,1051,7,37327,1051-2020-7,1051-2020
250,2020,1051,8,59217,1051-2020-8,1051-2020
251,2020,1051,9,74223,1051-2020-9,1051-2020
252,2020,1051,10,94319,1051-2020-10,1051-2020
253,2020,1051,11,110803,1051-2020-11,1051-2020
254,2020,1051,12,162083,1051-2020-12,1051-2020
255,2020,1053,3,5,1053-2020-3,1053-2020
256,2020,1053,4,381,1053-2020-4,1053-2020
257,2020,1053,5,1232,1053-2020-5,1053-2020
258,2020,1053,6,3917,1053-2020-6,1053-2020
259,2020,1053,7,18880,1053-2020-7,1053-2020
260,2020,1053,8,38541,1053-2020-8,1053-2020
261,2020,1053,9,45942,1053-2020-9,1053-2020
262,2020,1053,10,52638,1053-2020-10,1053-2020
263,2020,1053,11,56568,1053-2020-11,1053-2020
264,2020,1053,12,72035,1053-2020-12,1053-2020
265,2020,1055,3,38,1055-2020-3,1055-2020
266,2020,1055,4,2462,1055-2020-4,1055-2020
267,2020,1055,5,6220,1055-2020-5,1055-2020
268,2020,1055,6,11198,1055-2020-6,1055-2020
269,2020,1055,7,37925,1055-2020-7,1055-2020
270,2020,1055,8,73922,1055-2020-8,1055-2020
271,2020,1055,9,97097,1055-2020-9,1055-2020
272,2020,1055,10,123586,1055-2020-10,1055-2020
273,2020,1055,11,162360,1055-2020-11,1055-2020
274,2020,1055,12,260127,1055-2020-12,1055-2020
275,2020,1057,3,2,1057-2020-3,1057-2020
276,2020,1057,4,97,1057-2020-4,1057-2020
277,2020,1057,5,290,1057-2020-5,1057-2020
278,2020,1057,6,1317,1057-2020-6,1057-2020
279,2020,1057,7,3412,1057-2020-7,1057-2020
280,2020,1057,8,7834,1057-2020-8,1057-2020
281,2020,1057,9,11992,1057-2020-9,1057-2020
282,2020,1057,10,16564,1057-2020-10,1057-2020
283,2020,1057,11,22625,1057-2020-11,1057-2020
284,2020,1057,12,37698,1057-2020-12,1057-2020
285,2020,1059,3,22,1059-2020-3,1059-2020
286,2020,1059,4,571,1059-2020-4,1059-2020
287,2020,1059,5,10059,1059-2020-5,1059-2020
288,2020,1059,6,21504,1059-2020-6,1059-2020
289,2020,1059,7,30893,1059-2020-7,1059-2020
290,2020,1059,8,42560,1059-2020-8,1059-2020
291,2020,1059,9,50909,1059-2020-9,1059-2020
292,2020,1059,10,60634,1059-2020-10,1059-2020
293,2020,1059,11,70483,1059-2020-11,1059-2020
294,2020,1059,12,90590,1059-2020-12,1059-2020
295,2020,1061,4,91,1061-2020-4,1061-2020
296,2020,1061,5,704,1061-2020-5,1061-2020
297,2020,1061,6,1486,1061-2020-6,1061-2020
298,2020,1061,7,4057,1061-2020-7,1061-2020
299,2020,1061,8,10049,1061-2020-8,1061-2020
300,2020,1061,9,16096,1061-2020-9,1061-2020
301,2020,1061,10,25514,1061-2020-10,1061-2020
302,2020,1061,11,33086,1061-2020-11,1061-2020
303,2020,1061,12,44898,1061-2020-12,1061-2020
304,2020,1063,3,13,1063-2020-3,1063-2020
305,2020,1063,4,747,1063-2020-4,1063-2020
306,2020,1063,5,2428,1063-2020-5,1063-2020
307,2020,1063,6,3896,1063-2020-6,1063-2020
308,2020,1063,7,6485,1063-2020-7,1063-2020
309,2020,1063,8,8197,1063-2020-8,1063-2020
310,2020,1063,9,8893,1063-2020-9,1063-2020
311,2020,1063,10,10209,1063-2020-10,1063-2020
312,2020,1063,11,11476,1063-2020-11,1063-2020
313,2020,1063,12,17183,1063-2020-12,1063-2020
314,2020,1065,3,2,1065-2020-3,1065-2020
315,2020,1065,4,645,1065-2020-4,1065-2020
316,2020,1065,5,2958,1065-2020-5,1065-2020
317,2020,1065,6,7142,1065-2020-6,1065-2020
318,2020,1065,7,11727,1065-2020-7,1065-2020
319,2020,1065,8,15932,1065-2020-8,1065-2020
320,2020,1065,9,18086,1065-2020-9,1065-2020
321,2020,1065,10,22471,1065-2020-10,1065-2020
322,2020,1065,11,26356,1065-2020-11,1065-2020
323,2020,1065,12,37264,1065-2020-12,1065-2020
324,2020,1067,4,403,1067-2020-4,1067-2020
325,2020,1067,5,1352,1067-2020-5,1067-2020
326,2020,1067,6,3170,1067-2020-6,1067-2020
327,2020,1067,7,5554,1067-2020-7,1067-2020
328,2020,1067,8,9319,1067-2020-8,1067-2020
329,2020,1067,9,13480,1067-2020-9,1067-2020
330,2020,1067,10,19532,1067-2020-10,1067-2020
331,2020,1067,11,24320,1067-2020-11,1067-2020
332,2020,1067,12,32229,1067-2020-12,1067-2020
333,2020,1069,3,40,1069-2020-3,1069-2020
334,2020,1069,4,1557,1069-2020-4,1069-2020
335,2020,1069,5,4262,1069-2020-5,1069-2020
336,2020,1069,6,9701,1069-2020-6,1069-2020
337,2020,1069,7,24670,1069-2020-7,1069-2020
338,2020,1069,8,50709,1069-2020-8,1069-2020
339,2020,1069,9,76445,1069-2020-9,1069-2020
340,2020,1069,10,113640,1069-2020-10,1069-2020
341,2020,1069,11,143714,1069-2020-11,1069-2020
342,2020,1069,12,194780,1069-2020-12,1069-2020
343,2020,1071,3,42,1071-2020-3,1071-2020
344,2020,1071,4,914,1071-2020-4,1071-2020
345,2020,1071,5,1958,1071-2020-5,1071-2020
346,2020,1071,6,4062,1071-2020-6,1071-2020
347,2020,1071,7,15397,1071-2020-7,1071-2020
348,2020,1071,8,34757,1071-2020-8,1071-2020
349,2020,1071,9,43753,1071-2020-9,1071-2020
350,2020,1071,10,60282,1071-2020-10,1071-2020
351,2020,1071,11,82175,1071-2020-11,1071-2020
352,2020,1071,12,136659,1071-2020-12,1071-2020
353,2020,1073,3,1957,1073-2020-3,1073-2020
354,2020,1073,4,18785,1073-2020-4,1073-2020
355,2020,1073,5,41235,1073-2020-5,1073-2020
356,2020,1073,6,81233,1073-2020-6,1073-2020
357,2020,1073,7,244289,1073-2020-7,1073-2020
358,2020,1073,8,439303,1073-2020-8,1073-2020
359,2020,1073,9,552773,1073-2020-9,1073-2020
360,2020,1073,10,685788,1073-2020-10,1073-2020
361,2020,1073,11,848469,1073-2020-11,1073-2020
362,2020,1073,12,1327277,1073-2020-12,1073-2020
363,2020,1075,3,12,1075-2020-3,1075-2020
364,2020,1075,4,212,1075-2020-4,1075-2020
365,2020,1075,5,494,1075-2020-5,1075-2020
366,2020,1075,6,1374,1075-2020-6,1075-2020
367,2020,1075,7,3703,1075-2020-7,1075-2020
368,2020,1075,8,7768,1075-2020-8,1075-2020
369,2020,1075,9,9936,1075-2020-9,1075-2020
370,2020,1075,10,13877,1075-2020-10,1075-2020
371,2020,1075,11,17846,1075-2020-11,1075-2020
372,2020,1075,12,27450,1075-2020-12,1075-2020
373,2020,1077,3,87,1077-2020-3,1077-2020
374,2020,1077,4,678,1077-2020-4,1077-2020
375,2020,1077,5,3355,1077-2020-5,1077-2020
376,2020,1077,6,7806,1077-2020-6,1077-2020
377,2020,1077,7,21610,1077-2020-7,1077-2020
378,2020,1077,8,39014,1077-2020-8,1077-2020
379,2020,1077,9,47911,1077-2020-9,1077-2020
380,2020,1077,10,63689,1077-2020-10,1077-2020
381,2020,1077,11,101709,1077-2020-11,1077-2020
382,2020,1077,12,165081,1077-2020-12,1077-2020
383,2020,1079,3,19,1079-2020-3,1079-2020
384,2020,1079,4,262,1079-2020-4,1079-2020
385,2020,1079,5,959,1079-2020-5,1079-2020
386,2020,1079,6,2103,1079-2020-6,1079-2020
387,2020,1079,7,5502,1079-2020-7,1079-2020
388,2020,1079,8,11987,1079-2020-8,1079-2020
389,2020,1079,9,16952,1079-2020-9,1079-2020
390,2020,1079,10,23828,1079-2020-10,1079-2020
391,2020,1079,11,33240,1079-2020-11,1079-2020
392,2020,1079,12,51747,1079-2020-12,1079-2020
393,2020,1081,3,508,1081-2020-3,1081-2020
394,2020,1081,4,7711,1081-2020-4,1081-2020
395,2020,1081,5,14179,1081-2020-5,1081-2020
396,2020,1081,6,23470,1081-2020-6,1081-2020
397,2020,1081,7,58786,1081-2020-7,1081-2020
398,2020,1081,8,99391,1081-2020-8,1081-2020
399,2020,1081,9,164890,1081-2020-9,1081-2020
400,2020,1081,10,197831,1081-2020-10,1081-2020
401,2020,1081,11,217054,1081-2020-11,1081-2020
402,2020,1081,12,279149,1081-2020-12,1081-2020
403,2020,1083,3,124,1083-2020-3,1083-2020
404,2020,1083,4,1107,1083-2020-4,1083-2020
405,2020,1083,5,2041,1083-2020-5,1083-2020
406,2020,1083,6,6797,1083-2020-6,1083-2020
407,2020,1083,7,23883,1083-2020-7,1083-2020
408,2020,1083,8,45130,1083-2020-8,1083-2020
409,2020,1083,9,57359,1083-2020-9,1083-2020
410,2020,1083,10,81092,1083-2020-10,1083-2020
411,2020,1083,11,110818,1083-2020-11,1083-2020
412,2020,1083,12,173775,1083-2020-12,1083-2020
413,2020,1085,3,6,1085-2020-3,1085-2020
414,2020,1085,4,713,1085-2020-4,1085-2020
415,2020,1085,5,4314,1085-2020-5,1085-2020
416,2020,1085,6,11038,1085-2020-6,1085-2020
417,2020,1085,7,15770,1085-2020-7,1085-2020
418,2020,1085,8,18364,1085-2020-8,1085-2020
419,2020,1085,9,19210,1085-2020-9,1085-2020
420,2020,1085,10,21421,1085-2020-10,1085-2020
421,2020,1085,11,22933,1085-2020-11,1085-2020
422,2020,1085,12,27191,1085-2020-12,1085-2020
423,2020,1087,3,3,1087-2020-3,1087-2020
424,2020,1087,4,577,1087-2020-4,1087-2020
425,2020,1087,5,1686,1087-2020-5,1087-2020
426,2020,1087,6,3830,1087-2020-6,1087-2020
427,2020,1087,7,7614,1087-2020-7,1087-2020
428,2020,1087,8,11505,1087-2020-8,1087-2020
429,2020,1087,9,13996,1087-2020-9,1087-2020
430,2020,1087,10,16118,1087-2020-10,1087-2020
431,2020,1087,11,19675,1087-2020-11,1087-2020
432,2020,1087,12,27038,1087-2020-12,1087-2020
433,2020,1089,3,558,1089-2020-3,1089-2020
434,2020,1089,4,5500,1089-2020-4,1089-2020
435,2020,1089,5,8477,1089-2020-5,1089-2020
436,2020,1089,6,18307,1089-2020-6,1089-2020
437,2020,1089,7,91584,1089-2020-7,1089-2020
438,2020,1089,8,178694,1089-2020-8,1089-2020
439,2020,1089,9,219191,1089-2020-9,1089-2020
440,2020,1089,10,273979,1089-2020-10,1089-2020
441,2020,1089,11,342941,1089-2020-11,1089-2020
442,2020,1089,12,557667,1089-2020-12,1089-2020
443,2020,1091,3,19,1091-2020-3,1091-2020
444,2020,1091,4,765,1091-2020-4,1091-2020
445,2020,1091,5,3273,1091-2020-5,1091-2020
446,2020,1091,6,6590,1091-2020-6,1091-2020
447,2020,1091,7,12256,1091-2020-7,1091-2020
448,2020,1091,8,18301,1091-2020-8,1091-2020
449,2020,1091,9,20733,1091-2020-9,1091-2020
450,2020,1091,10,28253,1091-2020-10,1091-2020
451,2020,1091,11,34112,1091-2020-11,1091-2020
452,2020,1091,12,47239,1091-2020-12,1091-2020
453,2020,1093,3,58,1093-2020-3,1093-2020
454,2020,1093,4,1496,1093-2020-4,1093-2020
455,2020,1093,5,3171,1093-2020-5,1093-2020
456,2020,1093,6,4673,1093-2020-6,1093-2020
457,2020,1093,7,11393,1093-2020-7,1093-2020
458,2020,1093,8,20645,1093-2020-8,1093-2020
459,2020,1093,9,26943,1093-2020-9,1093-2020
460,2020,1093,10,32343,1093-2020-10,1093-2020
461,2020,1093,11,38326,1093-2020-11,1093-2020
462,2020,1093,12,54591,1093-2020-12,1093-2020
463,2020,1095,3,30,1095-2020-3,1095-2020
464,2020,1095,4,4326,1095-2020-4,1095-2020
465,2020,1095,5,17772,1095-2020-5,1095-2020
466,2020,1095,6,29465,1095-2020-6,1095-2020
467,2020,1095,7,68839,1095-2020-7,1095-2020
468,2020,1095,8,103720,1095-2020-8,1095-2020
469,2020,1095,9,113543,1095-2020-9,1095-2020
470,2020,1095,10,131234,1095-2020-10,1095-2020
471,2020,1095,11,161393,1095-2020-11,1095-2020
472,2020,1095,12,247308,1095-2020-12,1095-2020
473,2020,1097,3,242,1097-2020-3,1097-2020
474,2020,1097,4,16400,1097-2020-4,1097-2020
475,2020,1097,5,52075,1097-2020-5,1097-2020
476,2020,1097,6,84551,1097-2020-6,1097-2020
477,2020,1097,7,175849,1097-2020-7,1097-2020
478,2020,1097,8,336393,1097-2020-8,1097-2020
479,2020,1097,9,387768,1097-2020-9,1097-2020
480,2020,1097,10,460990,1097-2020-10,1097-2020
481,2020,1097,11,557696,1097-2020-11,1097-2020
482,2020,1097,12,706791,1097-2020-12,1097-2020
483,2020,1099,3,4,1099-2020-3,1099-2020
484,2020,1099,4,231,1099-2020-4,1099-2020
485,2020,1099,5,674,1099-2020-5,1099-2020
486,2020,1099,6,3667,1099-2020-6,1099-2020
487,2020,1099,7,9654,1099-2020-7,1099-2020
488,2020,1099,8,15360,1099-2020-8,1099-2020
489,2020,1099,9,17094,1099-2020-9,1099-2020
490,2020,1099,10,19346,1099-2020-10,1099-2020
491,2020,1099,11,21947,1099-2020-11,1099-2020
492,2020,1099,12,30452,1099-2020-12,1099-2020
493,2020,1101,3,182,1101-2020-3,1101-2020
494,2020,1101,4,5348,1101-2020-4,1101-2020
495,2020,1101,5,27778,1101-2020-5,1101-2020
496,2020,1101,6,84309,1101-2020-6,1101-2020
497,2020,1101,7,153267,1101-2020-7,1101-2020
498,2020,1101,8,223180,1101-2020-8,1101-2020
499,2020,1101,9,255014,1101-2020-9,1101-2020
500,2020,1101,10,298342,1101-2020-10,1101-2020
501,2020,1101,11,347838,1101-2020-11,1101-2020
502,2020,1101,12,441498,1101-2020-12,1101-2020
503,2020,1103,3,100,1103-2020-3,1103-2020
504,2020,1103,4,1312,1103-2020-4,1103-2020
505,2020,1103,5,4104,1103-2020-5,1103-2020
506,2020,1103,6,18539,1103-2020-6,1103-2020
507,2020,1103,7,47988,1103-2020-7,1103-2020
508,2020,1103,8,79275,1103-2020-8,1103-2020
509,2020,1103,9,93815,1103-2020-9,1103-2020
510,2020,1103,10,119417,1103-2020-10,1103-2020
511,2020,1103,11,166092,1103-2020-11,1103-2020
512,2020,1103,12,274307,1103-2020-12,1103-2020
513,2020,1105,4,169,1105-2020-4,1105-2020
514,2020,1105,5,727,1105-2020-5,1105-2020
515,2020,1105,6,2272,1105-2020-6,1105-2020
516,2020,1105,7,9020,1105-2020-7,1105-2020
517,2020,1105,8,15085,1105-2020-8,1105-2020
518,2020,1105,9,16011,1105-2020-9,1105-2020
519,2020,1105,10,17765,1105-2020-10,1105-2020
