,YEAR,C_S,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
1199,2017,"Matanuska-Susitna Borough,Alaska",106426,1.0816414348863592,55300,51126,35.2,7695,14783,42893,27576,11867
1200,2018,"Matanuska-Susitna Borough,Alaska",107325,1.0780088289962826,55677,51648,35.6,7484,14767,43194,27441,12773
1201,2019,"Matanuska-Susitna Borough,Alaska",108578,1.0795602543476595,56366,52212,35.9,7383,14773,43689,27380,13639
1213,2017,"Nome Census Area,Alaska",10038,1.1257941550190598,5316,4722,27.8,1044,1802,4196,2064,761
1214,2018,"Nome Census Area,Alaska",10073,1.1251054852320674,5333,4740,28,1018,1809,4245,2057,766
1215,2019,"Nome Census Area,Alaska",10040,1.1123500946770462,5287,4753,28.6,966,1801,4236,2039,822
1227,2017,"North Slope Borough,Alaska",9401,1.5587915078933043,5727,3674,33.2,795,1317,3960,2603,614
1228,2018,"North Slope Borough,Alaska",9455,1.5554054054054054,5755,3700,33.3,813,1337,3941,2569,667
1229,2019,"North Slope Borough,Alaska",9433,1.5752115752115752,5770,3663,33.5,784,1334,3926,2557,693
1241,2017,"Northwest Arctic Borough,Alaska",7805,1.1765197992191858,4219,3586,27.1,881,1420,3225,1583,568
1242,2018,"Northwest Arctic Borough,Alaska",7715,1.1763046544428772,4170,3545,27.7,797,1444,3174,1605,573
1243,2019,"Northwest Arctic Borough,Alaska",7673,1.1730387992070235,4142,3531,27.9,808,1465,3140,1544,582
1255,2017,"Petersburg Borough,Alaska",3284,1.083756345177665,1708,1576,42.2,204,364,1130,954,599
1256,2018,"Petersburg Borough,Alaska",3256,1.0659898477157361,1680,1576,42.3,204,359,1113,921,627
1257,2019,"Petersburg Borough,Alaska",3294,1.0510585305105853,1688,1606,42.3,181,377,1135,902,666
1269,2017,"Prince of Wales-Hyder Census Area,Alaska",6441,1.2187392352738546,3538,2903,41.8,373,773,2228,1996,994
1270,2018,"Prince of Wales-Hyder Census Area,Alaska",6372,1.2048442906574395,3482,2890,42.1,375,780,2179,1921,1056
1271,2019,"Prince of Wales-Hyder Census Area,Alaska",6211,1.2142602495543673,3406,2805,42.5,332,766,2105,1809,1123
1283,2017,"Sitka City and Borough,Alaska",8640,1.0459389059910016,4417,4223,39.1,415,1043,3474,2334,1281
1284,2018,"Sitka City and Borough,Alaska",8555,1.0422535211267605,4366,4189,39.4,421,1000,3409,2302,1324
1285,2019,"Sitka City and Borough,Alaska",8501,1.0494214079074253,4353,4148,39.8,424,938,3393,2270,1369
1297,2017,"Skagway Municipality,Alaska",1173,1.0724381625441697,607,566,40.7,61,85,504,338,174
1298,2018,"Skagway Municipality,Alaska",1172,1.1079136690647482,616,556,40,64,98,516,318,173
1299,2019,"Skagway Municipality,Alaska",1193,1.1227758007117439,631,562,40.5,56,100,527,321,184
1311,2017,"Southeast Fairbanks Census Area,Alaska",6918,1.2352180936995154,3823,3095,37.4,531,867,2589,1889,950
1312,2018,"Southeast Fairbanks Census Area,Alaska",6946,1.2135117909496496,3808,3138,37.2,543,877,2608,1826,986
1313,2019,"Southeast Fairbanks Census Area,Alaska",6879,1.2118971061093247,3769,3110,38.1,508,869,2561,1801,1052
1325,2017,"Wrangell City and Borough,Alaska",2516,1.098415346121768,1317,1199,49.1,117,256,750,806,563
1326,2018,"Wrangell City and Borough,Alaska",2521,1.0886495443247721,1314,1207,49.1,109,269,732,803,576
1327,2019,"Wrangell City and Borough,Alaska",2513,1.0751445086705202,1302,1211,49.9,106,270,723,755,630
1339,2017,"Yakutat City and Borough,Alaska",610,1.2426470588235294,338,272,43.2,40,57,214,185,109
1340,2018,"Yakutat City and Borough,Alaska",600,1.3076923076923077,340,260,43.9,32,53,215,179,116
1341,2019,"Yakutat City and Borough,Alaska",576,1.2766798418972332,323,253,43.5,34,53,202,165,115
1353,2017,"Yukon-Koyukuk Census Area,Alaska",5400,1.1143304620203602,2846,2554,35.2,436,776,2012,1332,769
1354,2018,"Yukon-Koyukuk Census Area,Alaska",5375,1.1061912225705328,2823,2552,35.6,393,796,2009,1288,811
1355,2019,"Yukon-Koyukuk Census Area,Alaska",5254,1.1016,2754,2500,35.7,403,801,1942,1231,821
1367,2017,"Apache County,Arizona",71538,0.9745514766767872,35308,36230,34.9,4865,10226,27283,17454,10596
1368,2018,"Apache County,Arizona",71819,0.9680751945631919,35327,36492,35.2,4761,10187,27312,17388,10978
1369,2019,"Apache County,Arizona",71920,0.9751730198835549,35508,36412,35.6,4772,10042,27324,17217,11377
1381,2017,"Cochise County,Arizona",125048,1.0282220131702728,63394,61654,41.3,7469,13760,44383,30547,27419
1382,2018,"Cochise County,Arizona",126581,1.0296475643780265,64215,62366,41.1,7310,13720,45589,30104,28312
1383,2019,"Cochise County,Arizona",127248,1.03495866050439,64717,62531,41.4,7173,13855,45603,29785,29298
1395,2017,"Coconino County,Arizona",141300,0.9750635990047805,69758,71542,31.1,7941,14994,68522,31306,17017
1396,2018,"Coconino County,Arizona",142914,0.9749322867724283,70550,72364,31.1,7795,14939,69726,30917,17839
1397,2019,"Coconino County,Arizona",143967,0.9695336333912472,70870,73097,31.1,7498,14669,70831,30440,18832
1409,2017,"Gila County,Arizona",53619,0.9781229248136943,26513,27106,49.9,3079,5438,15100,14229,15186
1410,2018,"Gila County,Arizona",53833,0.9790088964046761,26631,27202,50.4,2959,5469,15162,14117,15564
1411,2019,"Gila County,Arizona",54077,0.9824400615880929,26799,27278,50.6,2789,5526,15317,13905,15972
1423,2017,"Graham County,Arizona",37530,1.13493372774333,19951,17579,33.3,2765,5196,15954,7940,5154
1424,2018,"Graham County,Arizona",38032,1.143010086211754,20285,17747,33.3,2730,5286,16171,7984,5282
1425,2019,"Graham County,Arizona",38890,1.1513525474359683,20813,18077,33.6,2710,5383,16646,8095,5460
1437,2017,"Greenlee County,Arizona",9451,1.0707712532865907,4887,4564,34.2,727,1335,3875,2182,1197
1438,2018,"Greenlee County,Arizona",9424,1.062144420131291,4854,4570,34.3,755,1311,3911,2110,1218
1439,2019,"Greenlee County,Arizona",9467,1.0788317962231007,4913,4554,34.5,733,1306,3907,2096,1283
1451,2017,"La Paz County,Arizona",20737,1.0523555027711797,10633,10104,56.9,981,1777,5196,4414,8201
1452,2018,"La Paz County,Arizona",21030,1.052909019914096,10786,10244,56.9,988,1781,5342,4385,8333
1453,2019,"La Paz County,Arizona",21257,1.0534196290571871,10905,10352,57.8,958,1734,5368,4347,8657
1465,2017,"Maricopa County,Arizona",4329227,0.9786970992514344,2141309,2187918,36.4,279644,531280,1773868,1043903,641875
1466,2018,"Maricopa County,Arizona",4405306,0.9781933366682622,2178372,2226934,36.7,277277,533430,1804837,1060381,669184
1467,2019,"Maricopa County,Arizona",4492261,0.9776592953391233,2220757,2271504,36.9,275862,535942,1842257,1077837,699367
1479,2017,"Mohave County,Arizona",207668,1.0182320012439745,104772,102896,51.8,9023,18662,59319,56969,61642
1480,2018,"Mohave County,Arizona",210371,1.0200011522507297,106227,104144,52.4,9152,18180,59672,57092,64106
1481,2019,"Mohave County,Arizona",213846,1.0209613094675563,108032,105814,53,9193,17928,60544,57179,66861
1493,2017,"Navajo County,Arizona",109145,1.0000549742537246,54574,54571,37.1,7677,15229,39025,26545,19088
1494,2018,"Navajo County,Arizona",110490,1.0003258744297197,55254,55236,37.5,7613,15275,39322,26581,19973
1495,2019,"Navajo County,Arizona",111037,0.9988658865886588,55487,55550,38.2,7358,15083,39250,26683,20866
1507,2017,"Pima County,Arizona",1027115,0.9686413487229222,505377,521738,38.5,58507,109260,406557,243730,197148
1508,2018,"Pima County,Arizona",1037746,0.9685262221412868,510577,527169,38.8,57927,109095,410739,242552,205152
1509,2019,"Pima County,Arizona",1049261,0.9685725864249183,516255,533006,39.1,56854,109602,415509,241917,213126
1521,2017,"Pinal County,Arizona",431490,1.0849863011050924,224539,206951,39.4,24909,52144,163664,99286,85995
1522,2018,"Pinal County,Arizona",446524,1.0853524126207243,232400,214124,39.7,25125,52955,168854,102615,91086
1523,2019,"Pinal County,Arizona",461640,1.0781114952463267,239496,222144,40,25341,53853,173751,105612,96976
1535,2017,"Santa Cruz County,Arizona",46578,0.9265417545601191,22401,24177,36.8,3256,6484,16999,11112,8016
1536,2018,"Santa Cruz County,Arizona",46446,0.9334776454916327,22424,24022,37.3,3204,6317,16918,10914,8332
1537,2019,"Santa Cruz County,Arizona",46728,0.9307495248326585,22526,24202,37.5,3237,6276,16962,10849,8662
1549,2017,"Yavapai County,Arizona",228398,0.9570541107921683,111693,116705,53.5,9592,19283,62843,64631,69889
1550,2018,"Yavapai County,Arizona",232467,0.9572047989896864,113692,118775,54.1,9636,19165,63467,64577,73388
1551,2019,"Yavapai County,Arizona",236062,0.9568608921273615,115429,120633,54.7,9543,19075,63898,64253,77003
1563,2017,"Yuma County,Arizona",209244,1.0598734015219382,107663,101581,34.5,15078,26436,84153,41853,38846
1564,2018,"Yuma County,Arizona",211245,1.0575143664166748,108575,102670,34.7,15053,26571,84725,41633,40306
1565,2019,"Yuma County,Arizona",214182,1.0616824049207312,110295,103887,35.1,15089,26691,85564,41757,42048
1577,2017,"Arkansas County,Arkansas",17925,0.9403550552067547,8687,9238,41.8,1176,2019,6201,4907,3410
1578,2018,"Arkansas County,Arkansas",17779,0.9320799826124756,8577,9202,41.9,1157,2011,6137,4769,3480
1579,2019,"Arkansas County,Arkansas",17515,0.9330096015892285,8454,9061,42.2,1154,2006,5995,4631,3509
1591,2017,"Ashley County,Arkansas",20333,0.9407273074353345,9856,10477,42.5,1254,2363,6884,5495,4046
1592,2018,"Ashley County,Arkansas",20041,0.9342727535952128,9680,10361,42.8,1211,2301,6788,5397,4100
1593,2019,"Ashley County,Arkansas",19742,0.937960145283204,9555,10187,43.2,1147,2271,6625,5323,4144
1605,2017,"Baxter County,Arkansas",41319,0.9356788157031762,19973,21346,52.4,1839,3725,11230,11336,12752
1606,2018,"Baxter County,Arkansas",41665,0.9363758888320862,20148,21517,52.3,1933,3729,11478,11157,12940
1607,2019,"Baxter County,Arkansas",41978,0.9411791907514451,20353,21625,52.2,1909,3739,11699,11054,13112
1619,2017,"Benton County,Arkansas",266882,0.9862612009169123,132518,134364,35.3,18737,36398,110640,61881,35227
1620,2018,"Benton County,Arkansas",272560,0.9888938346918076,135519,137041,35.5,19119,36590,113212,63145,36499
1621,2019,"Benton County,Arkansas",279835,0.9908863245066094,139277,140558,35.6,19497,37138,116716,64299,38062
1633,2017,"Boone County,Arkansas",37531,0.9729275088051307,18508,19023,42,2380,4243,12978,9798,7671
1634,2018,"Boone County,Arkansas",37545,0.9692122102171404,18479,19066,42.2,2285,4304,12804,9757,7876
1635,2019,"Boone County,Arkansas",37616,0.970352522130847,18525,19091,42.3,2216,4310,12838,9749,7982
1647,2017,"Bradley County,Arkansas",10813,0.945834083138384,5256,5557,40.4,668,1372,3779,2808,2043
1648,2018,"Bradley County,Arkansas",10818,0.9380150483697599,5236,5582,40.4,676,1372,3802,2798,2024
1649,2019,"Bradley County,Arkansas",10792,0.9487179487179487,5254,5538,40.6,683,1363,3762,2758,2077
1661,2017,"Calhoun County,Arkansas",5196,1.0123934934159566,2614,2582,45.5,250,503,1756,1531,1099
1662,2018,"Calhoun County,Arkansas",5206,1.021747572815534,2631,2575,45.7,217,519,1766,1522,1122
1663,2019,"Calhoun County,Arkansas",5137,1.0248324793062673,2600,2537,45.7,224,524,1728,1489,1123
1675,2017,"Carroll County,Arkansas",27901,0.9809016684416045,13816,14085,44.7,1588,3112,8981,7559,6311
1676,2018,"Carroll County,Arkansas",28049,0.9800225892983199,13883,14166,44.8,1636,3049,9058,7491,6468
1677,2019,"Carroll County,Arkansas",28352,0.986268740367101,14078,14274,44.8,1611,3141,9118,7437,6678
1689,2017,"Chicot County,Arkansas",10655,1.0069692974194764,5346,5309,43.2,608,1266,3573,2954,2138
1690,2018,"Chicot County,Arkansas",10466,1.023197370964624,5293,5173,43.4,596,1220,3497,2846,2184
1691,2019,"Chicot County,Arkansas",10189,1.0168250197941409,5137,5052,44.1,583,1138,3339,2777,2210
1703,2017,"Clark County,Arkansas",22234,0.9078428007551056,10580,11654,33.4,1160,2158,10089,4982,3628
1704,2018,"Clark County,Arkansas",22358,0.9023228111971412,10605,11753,32.9,1188,2124,10211,4889,3706
1705,2019,"Clark County,Arkansas",22365,0.9045388742229413,10622,11743,32.9,1182,2138,10196,4865,3746
1717,2017,"Clay County,Arkansas",14859,0.9548743586370214,7258,7601,43.4,861,1610,5032,4004,3166
1718,2018,"Clay County,Arkansas",14763,0.9597769812823577,7230,7533,43.4,900,1565,4990,3958,3162
1719,2019,"Clay County,Arkansas",14494,0.9591781562584483,7096,7398,43.7,819,1509,4937,3876,3152
1731,2017,"Cleburne County,Arkansas",25085,0.9706968340010999,12356,12729,48.8,1197,2441,7566,6979,6633
1732,2018,"Cleburne County,Arkansas",25105,0.9739738952665513,12387,12718,49.2,1150,2477,7501,6911,6771
1733,2019,"Cleburne County,Arkansas",25019,0.9712417270721715,12327,12692,49.4,1118,2431,7460,6852,6878
1745,2017,"Cleveland County,Arkansas",8177,0.9736905623944002,4034,4143,43,443,933,2815,2224,1661
1746,2018,"Cleveland County,Arkansas",7991,0.9828784119106699,3961,4030,43.7,417,912,2696,2203,1660
1747,2019,"Cleveland County,Arkansas",7937,0.9680138854450782,3904,4033,44.3,410,857,2659,2209,1689
1759,2017,"Columbia County,Arkansas",23675,0.932179874316494,11422,12253,35.8,1412,2427,9934,5594,4061
1760,2018,"Columbia County,Arkansas",23582,0.9274213322435636,11347,12235,35.6,1403,2415,9935,5499,4056
1761,2019,"Columbia County,Arkansas",23496,0.9276396751169087,11307,12189,35.5,1379,2435,9915,5361,4129
1773,2017,"Conway County,Arkansas",20821,0.9636895218334434,10218,10603,42.2,1252,2349,7225,5712,3996
1774,2018,"Conway County,Arkansas",20836,0.9651042157879846,10233,10603,42.2,1264,2371,7211,5694,4039
1775,2019,"Conway County,Arkansas",20905,0.9677146084337349,10281,10624,42.3,1284,2402,7142,5700,4125
1787,2017,"Craighead County,Arkansas",107274,0.9477095702380304,52197,55077,34.2,7608,13323,46019,24281,14535
1788,2018,"Craighead County,Arkansas",109074,0.944902107628116,52992,56082,34.3,7723,13592,46782,24427,15064
1789,2019,"Craighead County,Arkansas",110772,0.9428230672092044,53756,57016,34.2,7863,13801,47593,24588,15439
1801,2017,"Crawford County,Arkansas",62982,0.9742954766308266,31081,31901,39.1,4067,7799,23267,16696,10243
1802,2018,"Crawford County,Arkansas",63480,0.9724699375446665,31297,32183,39.1,4090,7889,23391,16649,10562
1803,2019,"Crawford County,Arkansas",63406,0.9723768936448192,31259,32147,39.4,4017,7767,23233,16538,10905
1815,2017,"Crittenden County,Arkansas",48704,0.9080153568910131,23178,25526,35.4,3744,6546,18889,12277,6487
1816,2018,"Crittenden County,Arkansas",48365,0.909169857498125,23032,25333,35.5,3738,6446,18753,12031,6676
1817,2019,"Crittenden County,Arkansas",47924,0.9052238212610321,22770,25154,35.7,3687,6373,18569,11746,6820
1829,2017,"Cross County,Arkansas",16792,0.9352310706465368,8115,8677,40.5,1098,1978,6024,4422,3049
1830,2018,"Cross County,Arkansas",16584,0.9344453516855243,8011,8573,40.7,1027,1995,5935,4361,3058
1831,2019,"Cross County,Arkansas",16333,0.9455628350208457,7938,8395,40.8,1005,1960,5822,4248,3071
1843,2017,"Dallas County,Arkansas",7312,0.9708894878706199,3602,3710,44.6,375,804,2420,2027,1594
1844,2018,"Dallas County,Arkansas",7106,0.9651548672566371,3490,3616,45.1,370,785,2295,1937,1626
1845,2019,"Dallas County,Arkansas",6951,0.9702380952380952,3423,3528,45.8,350,750,2230,1842,1684
1857,2017,"Desha County,Arkansas",11762,0.8804156674660272,5507,6255,39.8,813,1538,3999,3037,2201
1858,2018,"Desha County,Arkansas",11516,0.8838540814657287,5403,6113,39.9,771,1506,3917,2962,2192
1859,2019,"Desha County,Arkansas",11400,0.8790176363936048,5333,6067,39.9,739,1477,3924,2892,2208
1871,2017,"Drew County,Arkansas",18372,0.9532213480756964,8966,9406,37.1,1098,1958,7451,4505,3148
1872,2018,"Drew County,Arkansas",18302,0.9561778537836683,8946,9356,37.1,1117,1939,7438,4390,3195
1873,2019,"Drew County,Arkansas",18092,0.9529360967184801,8828,9264,37.4,1146,1944,7237,4274,3272
1885,2017,"Faulkner County,Arkansas",123706,0.9554550915241378,60444,63262,32.8,7619,14740,56882,27909,14926
1886,2018,"Faulkner County,Arkansas",125336,0.9560827155676941,61261,64075,33.1,7689,14648,57522,28258,15538
1887,2019,"Faulkner County,Arkansas",125828,0.953274654993092,61409,64419,33.7,7529,14579,57295,28590,16176
1899,2017,"Franklin County,Arkansas",17833,0.9967528832157653,8902,8931,41,1016,2131,6397,4679,3376
1900,2018,"Franklin County,Arkansas",17780,0.9948389992146304,8867,8913,41.6,1015,2078,6272,4707,3464
1901,2019,"Franklin County,Arkansas",17737,0.99740990990991,8857,8880,42.1,989,2017,6220,4698,3573
1913,2017,"Fulton County,Arkansas",12147,0.9687196110210697,5977,6170,48.7,621,1248,3501,3404,3213
1914,2018,"Fulton County,Arkansas",12351,0.961098761511591,6053,6298,48.4,650,1270,3616,3382,3254
1915,2019,"Fulton County,Arkansas",12516,0.9731988018287876,6173,6343,48.1,662,1323,3711,3377,3286
1927,2017,"Garland County,Arkansas",98476,0.9302963776070252,47460,51016,45.1,5324,9947,32700,26290,23103
1928,2018,"Garland County,Arkansas",99121,0.9290621411750968,47738,51383,45.3,5360,9981,32808,26287,23575
1929,2019,"Garland County,Arkansas",99472,0.9279013877044732,47876,51596,45.5,5319,9862,32945,26109,24121
1941,2017,"Grant County,Arkansas",18118,0.9820588557050651,8977,9141,41.3,973,2099,6601,5009,3181
1942,2018,"Grant County,Arkansas",18209,0.9762318211417408,8995,9214,41.4,979,2115,6626,4984,3278
1943,2019,"Grant County,Arkansas",18287,0.9737722611980572,9022,9265,41.4,992,2067,6649,4948,3366
1955,2017,"Greene County,Arkansas",45002,0.9707466608276768,22167,22835,38.1,2931,5576,17364,11383,7112
1956,2018,"Greene County,Arkansas",45339,0.9641727678378027,22256,23083,38.1,2973,5584,17454,11458,7222
1957,2019,"Greene County,Arkansas",45316,0.9685490877497828,22296,23020,38.4,2923,5472,17381,11462,7410
1969,2017,"Hempstead County,Arkansas",21895,0.9199403717993686,10491,11404,39.5,1557,2896,7546,5694,3887
1970,2018,"Hempstead County,Arkansas",21714,0.9287617694084207,10456,11258,39.6,1528,2901,7476,5568,3946
1971,2019,"Hempstead County,Arkansas",21568,0.9346968066020811,10420,11148,39.7,1482,2886,7369,5504,4029
1983,2017,"Hot Spring County,Arkansas",33630,1.0989888902758707,17608,16022,41.9,1719,3534,12467,9297,6215
1984,2018,"Hot Spring County,Arkansas",33680,1.1013226853007236,17652,16028,41.8,1741,3490,12536,9145,6344
1985,2019,"Hot Spring County,Arkansas",33784,1.096431895749302,17669,16115,42,1721,3455,12544,9105,6531
1997,2017,"Howard County,Arkansas",13361,0.9372190807597506,6464,6897,38.6,981,1764,4664,3405,2348
1998,2018,"Howard County,Arkansas",13297,0.9290584651095314,6404,6893,38.5,955,1774,4656,3359,2364
1999,2019,"Howard County,Arkansas",13219,0.9323198362812455,6378,6841,38.6,928,1780,4621,3299,2404
2011,2017,"Independence County,Arkansas",37416,0.952614549629475,18254,19162,39.3,2430,4615,13766,9652,6440
2012,2018,"Independence County,Arkansas",37799,0.953537650524575,18450,19349,39.2,2484,4672,13881,9649,6596
2013,2019,"Independence County,Arkansas",37819,0.9572012627438804,18496,19323,39.3,2405,4646,13827,9553,6821
2025,2017,"Izard County,Arkansas",13673,1.082077051926298,7106,6567,47.5,622,1322,4292,3835,3469
