,fips,date,cases
2020,37075,9,3361
2020,37075,10,6904
2020,37075,11,7905
2020,37075,12,9975
2020,37077,3,34
2020,37077,4,2791
2020,37077,5,6282
2020,37077,6,18695
2020,37077,7,30288
2020,37077,8,41567
2020,37077,9,49599
2020,37077,10,58527
2020,37077,11,68898
2020,37077,12,95678
2020,37079,3,15
2020,37079,4,337
2020,37079,5,1418
2020,37079,6,3772
2020,37079,7,7273
2020,37079,8,10821
2020,37079,9,15079
2020,37079,10,25347
2020,37079,11,32620
2020,37079,12,42653
2020,37081,3,295
2020,37081,4,5393
2020,37081,5,24812
2020,37081,6,62880
2020,37081,7,121883
2020,37081,8,185385
2020,37081,9,235553
2020,37081,10,317532
2020,37081,11,426441
2020,37081,12,644387
2020,37083,3,8
2020,37083,4,809
2020,37083,5,3471
2020,37083,6,7220
2020,37083,7,13777
2020,37083,8,23335
2020,37083,9,28405
2020,37083,10,38476
2020,37083,11,51785
2020,37083,12,74977
2020,37085,3,149
2020,37085,4,1886
2020,37085,5,7330
2020,37085,6,13042
2020,37085,7,26347
2020,37085,8,43031
2020,37085,9,58549
2020,37085,10,82456
2020,37085,11,104392
2020,37085,12,155452
2020,37087,4,116
2020,37087,5,800
2020,37087,6,2020
2020,37087,7,5033
2020,37087,8,13708
2020,37087,9,16880
2020,37087,10,20909
2020,37087,11,27590
2020,37087,12,51828
2020,37089,3,72
2020,37089,4,2891
2020,37089,5,8331
2020,37089,6,13719
2020,37089,7,31277
2020,37089,8,48164
2020,37089,9,55892
2020,37089,10,71386
2020,37089,11,85354
2020,37089,12,130615
2020,37091,3,15
2020,37091,4,334
2020,37091,5,1830
2020,37091,6,4411
2020,37091,7,6153
2020,37091,8,12443
2020,37091,9,19760
2020,37091,10,25746
2020,37091,11,27576
2020,37091,12,36288
2020,37093,3,27
2020,37093,4,818
2020,37093,5,4742
2020,37093,6,9147
2020,37093,7,15770
2020,37093,8,23908
2020,37093,9,30522
2020,37093,10,44037
2020,37093,11,53238
2020,37093,12,73715
2020,37095,4,2
2020,37095,5,31
2020,37095,6,123
2020,37095,7,905
2020,37095,8,1860
2020,37095,9,3561
2020,37095,10,4936
2020,37095,11,5394
2020,37095,12,7120
2020,37097,3,157
2020,37097,4,2166
2020,37097,5,5638
2020,37097,6,14200
2020,37097,7,37826
2020,37097,8,62010
2020,37097,9,79741
2020,37097,10,108445
2020,37097,11,140034
2020,37097,12,234938
2020,37099,4,80
2020,37099,5,706
2020,37099,6,1905
2020,37099,7,7580
2020,37099,8,14048
2020,37099,9,16330
2020,37099,10,26315
2020,37099,11,37925
2020,37099,12,57230
2020,37101,3,99
2020,37101,4,2807
2020,37101,5,8244
2020,37101,6,28011
2020,37101,7,69128
2020,37101,8,107171
2020,37101,9,127680
2020,37101,10,160732
2020,37101,11,204185
2020,37101,12,305090
2020,37103,4,189
2020,37103,5,672
2020,37103,6,834
2020,37103,7,1312
2020,37103,8,3248
2020,37103,9,4356
2020,37103,10,5489
2020,37103,11,6930
2020,37103,12,10483
2020,37105,3,15
2020,37105,4,1224
2020,37105,5,9452
2020,37105,6,18733
2020,37105,7,30101
2020,37105,8,41120
2020,37105,9,46395
2020,37105,10,59250
2020,37105,11,69113
2020,37105,12,92280
2020,37107,3,19
2020,37107,4,674
2020,37107,5,4486
2020,37107,6,8841
2020,37107,7,13621
2020,37107,8,20037
2020,37107,9,27404
2020,37107,10,38463
2020,37107,11,54359
2020,37107,12,84954
2020,37109,3,21
2020,37109,4,510
2020,37109,5,1466
2020,37109,6,4541
2020,37109,7,15087
2020,37109,8,28678
2020,37109,9,41654
2020,37109,10,64839
2020,37109,11,88917
2020,37109,12,137555
2020,37111,3,25
2020,37111,4,487
2020,37111,5,1119
2020,37111,6,4586
2020,37111,7,11335
2020,37111,8,21943
2020,37111,9,26428
2020,37111,10,36959
2020,37111,11,47887
2020,37111,12,77743
2020,37113,4,52
2020,37113,5,349
2020,37113,6,5998
2020,37113,7,11097
2020,37113,8,15057
2020,37113,9,17146
2020,37113,10,21675
2020,37113,11,25558
2020,37113,12,35140
2020,37115,4,6
2020,37115,5,56
2020,37115,6,173
2020,37115,7,674
2020,37115,8,1579
2020,37115,9,2607
2020,37115,10,5087
2020,37115,11,12018
2020,37115,12,21000
2020,37117,3,2
2020,37117,4,246
2020,37117,5,1215
2020,37117,6,2936
2020,37117,7,5505
2020,37117,8,8782
2020,37117,9,12184
2020,37117,10,17887
2020,37117,11,22355
2020,37117,12,33403
2020,37119,3,2370
2020,37119,4,32005
2020,37119,5,81081
2020,37119,6,223770
2020,37119,7,501541
2020,37119,8,719679
2020,37119,9,820877
2020,37119,10,974963
2020,37119,11,1163905
2020,37119,12,1652000
2020,37121,4,110
2020,37121,5,221
2020,37121,6,603
2020,37121,7,1782
2020,37121,8,2564
2020,37121,9,3288
2020,37121,10,5908
2020,37121,11,11876
2020,37121,12,22321
2020,37123,3,23
2020,37123,4,474
2020,37123,5,1965
2020,37123,6,6362
2020,37123,7,13357
2020,37123,8,22128
2020,37123,9,29660
2020,37123,10,34853
2020,37123,11,38905
2020,37123,12,51507
2020,37125,3,42
2020,37125,4,1567
2020,37125,5,3842
2020,37125,6,9676
2020,37125,7,20874
2020,37125,8,33949
2020,37125,9,44680
2020,37125,10,63756
2020,37125,11,77484
2020,37125,12,122254
2020,37127,3,27
2020,37127,4,1418
2020,37127,5,4502
2020,37127,6,9175
2020,37127,7,21770
2020,37127,8,41027
2020,37127,9,61060
2020,37127,10,92644
2020,37127,11,119572
2020,37127,12,163200
2020,37129,3,145
2020,37129,4,1687
2020,37129,5,3828
2020,37129,6,13373
2020,37129,7,50537
2020,37129,8,83081
2020,37129,9,112281
2020,37129,10,150405
2020,37129,11,185141
2020,37129,12,259107
2020,37131,3,92
2020,37131,4,1874
2020,37131,5,3740
2020,37131,6,5023
2020,37131,7,6767
2020,37131,8,9891
2020,37131,9,11765
2020,37131,10,16116
2020,37131,11,20787
2020,37131,12,29095
2020,37133,3,47
2020,37133,4,870
2020,37133,5,2254
2020,37133,6,5317
2020,37133,7,16127
2020,37133,8,37308
2020,37133,9,54192
2020,37133,10,88231
2020,37133,11,130100
2020,37133,12,222287
2020,37135,3,202
2020,37135,4,4355
2020,37135,5,8478
2020,37135,6,14547
2020,37135,7,31492
2020,37135,8,50313
2020,37135,9,75698
2020,37135,10,90254
2020,37135,11,105398
2020,37135,12,139173
2020,37137,3,3
2020,37137,4,151
2020,37137,5,264
2020,37137,6,438
2020,37137,7,1185
2020,37137,8,2512
2020,37137,9,6711
2020,37137,10,9192
2020,37137,11,10742
2020,37137,12,14673
2020,37139,3,17
2020,37139,4,605
2020,37139,5,2431
2020,37139,6,4356
2020,37139,7,8113
2020,37139,8,13913
2020,37139,9,19269
2020,37139,10,25039
2020,37139,11,29643
2020,37139,12,43429
2020,37141,4,172
2020,37141,5,1432
2020,37141,6,4500
2020,37141,7,13381
2020,37141,8,21491
2020,37141,9,25856
2020,37141,10,36842
2020,37141,11,49802
2020,37141,12,71767
2020,37143,3,4
2020,37143,4,188
2020,37143,5,610
2020,37143,6,877
2020,37143,7,1388
2020,37143,8,2967
2020,37143,9,4959
2020,37143,10,6877
2020,37143,11,8826
2020,37143,12,13344
2020,37145,3,6
2020,37145,4,353
2020,37145,5,1012
2020,37145,6,2362
2020,37145,7,4437
2020,37145,8,7716
2020,37145,9,11677
2020,37145,10,17230
2020,37145,11,25106
2020,37145,12,40537
2020,37147,3,108
2020,37147,4,2260
2020,37147,5,6372
2020,37147,6,14755
2020,37147,7,34613
2020,37147,8,74176
2020,37147,9,131023
2020,37147,10,175905
2020,37147,11,211674
2020,37147,12,300980
2020,37149,3,9
2020,37149,4,301
2020,37149,5,966
2020,37149,6,1694
2020,37149,7,3231
2020,37149,8,5581
2020,37149,9,7843
2020,37149,10,11313
2020,37149,11,13099
2020,37149,12,18306
2020,37151,3,70
2020,37151,4,2172
2020,37151,5,13497
2020,37151,6,28090
2020,37151,7,49959
2020,37151,8,69443
2020,37151,9,78762
2020,37151,10,104837
2020,37151,11,139680
2020,37151,12,210011
2020,37153,4,485
2020,37153,5,3396
2020,37153,6,6403
2020,37153,7,11888
2020,37153,8,17437
2020,37153,9,25503
2020,37153,10,39053
2020,37153,11,49630
2020,37153,12,71133
2020,37155,3,18
2020,37155,4,1088
2020,37155,5,15715
2020,37155,6,31817
2020,37155,7,56643
2020,37155,8,93679
2020,37155,9,123227
2020,37155,10,168978
2020,37155,11,203144
2020,37155,12,263900
2020,37157,3,1
2020,37157,4,446
2020,37157,5,1582
2020,37157,6,4429
2020,37157,7,10325
2020,37157,8,19079
2020,37157,9,32603
2020,37157,10,52040
2020,37157,11,77950
2020,37157,12,117439
2020,37159,3,106
2020,37159,4,5781
2020,37159,5,16283
2020,37159,6,27596
2020,37159,7,50195
2020,37159,8,73759
2020,37159,9,93374
2020,37159,10,119546
2020,37159,11,147735
2020,37159,12,228622
2020,37161,3,6
2020,37161,4,1794
2020,37161,5,4874
2020,37161,6,6991
2020,37161,7,14091
2020,37161,8,26159
2020,37161,9,32818
2020,37161,10,47808
2020,37161,11,61915
2020,37161,12,105339
2020,37163,3,15
2020,37163,4,567
2020,37163,5,7716
2020,37163,6,22924
2020,37163,7,38669
2020,37163,8,47025
2020,37163,9,54291
2020,37163,10,78204
2020,37163,11,97377
2020,37163,12,133536
2020,37165,3,13
2020,37165,4,325
2020,37165,5,1588
2020,37165,6,3341
2020,37165,7,5806
2020,37165,8,13833
2020,37165,9,26779
2020,37165,10,46060
2020,37165,11,53840
2020,37165,12,70346
2020,37167,3,26
2020,37167,4,516
2020,37167,5,1179
2020,37167,6,5891
2020,37167,7,19264
2020,37167,8,37446
2020,37167,9,52508
2020,37167,10,70937
2020,37167,11,80940
2020,37167,12,112988
2020,37169,4,261
2020,37169,5,979
2020,37169,6,2930
2020,37169,7,5636
2020,37169,8,9315
2020,37169,9,11787
2020,37169,10,18332
2020,37169,11,27840
2020,37169,12,49059
2020,37171,3,8
2020,37171,4,305
2020,37171,5,2805
2020,37171,6,10265
2020,37171,7,19739
2020,37171,8,31191
2020,37171,9,37599
2020,37171,10,49632
2020,37171,11,71596
2020,37171,12,111886
2020,37173,4,6
2020,37173,5,214
2020,37173,6,1072
2020,37173,7,2380
2020,37173,8,3705
2020,37173,9,4137
2020,37173,10,6640
2020,37173,11,10301
2020,37173,12,16251
2020,37175,3,21
2020,37175,4,188
2020,37175,5,266
2020,37175,6,523
2020,37175,7,2133
2020,37175,8,5325
2020,37175,9,8904
2020,37175,10,11715
2020,37175,11,14591
2020,37175,12,22377
2020,37177,4,65
2020,37177,5,124
2020,37177,6,160
2020,37177,7,1707
2020,37177,8,3092
2020,37177,9,3333
2020,37177,10,3791
2020,37177,11,4080
2020,37177,12,4858
2020,37179,3,249
2020,37179,4,3985
2020,37179,5,10611
2020,37179,6,23790
2020,37179,7,62331
2020,37179,8,105136
2020,37179,9,134262
2020,37179,10,170709
2020,37179,11,206927
2020,37179,12,313621
2020,37181,3,22
2020,37181,4,932
2020,37181,5,6009
2020,37181,6,12524
2020,37181,7,18741
2020,37181,8,25216
2020,37181,9,29699
2020,37181,10,35350
2020,37181,11,43970
2020,37181,12,69782
2020,37183,3,1275
2020,37183,4,15161
2020,37183,5,37778
2020,37183,6,99097
2020,37183,7,253757
2020,37183,8,400554
2020,37183,9,500358
2020,37183,10,615404
2020,37183,11,758864
2020,37183,12,1145804
2020,37185,4,94
2020,37185,5,1056
2020,37185,6,3730
2020,37185,7,6143
2020,37185,8,8305
2020,37185,9,9365
2020,37185,10,12323
2020,37185,11,16837
2020,37185,12,29095
2020,37187,3,4
2020,37187,4,462
2020,37187,5,797
2020,37187,6,1034
2020,37187,7,2082
2020,37187,8,4526
2020,37187,9,5882
2020,37187,10,7254
2020,37187,11,8662
2020,37187,12,11605
2020,37189,3,46
2020,37189,4,233
2020,37189,5,345
2020,37189,6,1326
2020,37189,7,4723
2020,37189,8,10397
2020,37189,9,17854
2020,37189,10,38343
2020,37189,11,48601
2020,37189,12,71224
2020,37191,3,33
2020,37191,4,8480
2020,37191,5,26418
2020,37191,6,45022
2020,37191,7,63678
2020,37191,8,78752
2020,37191,9,92762
2020,37191,10,125782
2020,37191,11,157066
2020,37191,12,206481
2020,37193,3,2
2020,37193,4,248
2020,37193,5,10142
2020,37193,6,16130
2020,37193,7,19968
2020,37193,8,27623
2020,37193,9,34081
2020,37193,10,47181
2020,37193,11,68383
2020,37193,12,102348
2020,37195,3,82
2020,37195,4,2555
2020,37195,5,7667
2020,37195,6,15866
2020,37195,7,32254
2020,37195,8,48445
2020,37195,9,60033
2020,37195,10,82329
2020,37195,11,107762
2020,37195,12,149260
2020,37197,3,6
2020,37197,4,306
2020,37197,5,2834
2020,37197,6,7549
2020,37197,7,12314
2020,37197,8,17539
2020,37197,9,20826
2020,37197,10,27654
2020,37197,11,38526
2020,37197,12,61966
2020,37199,5,245
2020,37199,6,870
2020,37199,7,1870
2020,37199,8,2499
2020,37199,9,3941
2020,37199,10,8125
2020,37199,11,13232
2020,37199,12,25478
2020,38001,7,8
2020,38001,8,107
2020,38001,9,409
2020,38001,10,1612
2020,38001,11,4034
2020,38001,12,5837
2020,38003,3,8
2020,38003,4,79
2020,38003,5,124
2020,38003,6,369
2020,38003,7,788
2020,38003,8,1618
2020,38003,9,5648
2020,38003,10,9330
2020,38003,11,21563
2020,38003,12,36385
2020,38005,5,32
2020,38005,6,78
2020,38005,7,853
2020,38005,8,5209
2020,38005,9,8612
2020,38005,10,13597
2020,38005,11,19953
2020,38005,12,27986
2020,38007,6,11
2020,38007,7,32
2020,38007,8,92
2020,38007,9,297
2020,38007,10,843
2020,38007,11,1110
2020,38007,12,1400
2020,38009,5,24
2020,38009,6,120
2020,38009,7,214
2020,38009,8,677
2020,38009,9,1396
2020,38009,10,5816
2020,38009,11,13410
2020,38009,12,18215
2020,38011,4,24
2020,38011,5,31
2020,38011,6,30
2020,38011,7,76
2020,38011,8,340
2020,38011,9,820
2020,38011,10,2791
2020,38011,11,5062
2020,38011,12,8204
2020,38013,4,68
2020,38013,5,147
2020,38013,6,150
2020,38013,7,268
2020,38013,8,716
2020,38013,9,832
2020,38013,10,1588
2020,38013,11,4188
2020,38013,12,5920
2020,38015,3,272
2020,38015,4,1644
2020,38015,5,3433
2020,38015,6,5328
2020,38015,7,16694
2020,38015,8,44418
2020,38015,9,84948
2020,38015,10,165524
2020,38015,11,296109
2020,38015,12,405531
2020,38017,3,127
2020,38017,4,5974
2020,38017,5,34552
2020,38017,6,60938
2020,38017,7,79582
2020,38017,8,97994
2020,38017,9,131879
2020,38017,10,226781
2020,38017,11,404691
2020,38017,12,581602
2020,38019,6,21
2020,38019,7,562
2020,38019,8,971
2020,38019,9,1294
2020,38019,10,2008
2020,38019,11,8031
2020,38019,12,12346
2020,38021,6,79
2020,38021,7,204
2020,38021,8,491
2020,38021,9,1309
2020,38021,10,6309
2020,38021,11,13953
2020,38021,12,19081
2020,38023,3,4
2020,38023,4,30
2020,38023,5,31
2020,38023,6,30
2020,38023,7,31
2020,38023,8,109
2020,38023,9,184
2020,38023,10,1101
2020,38023,11,3111
2020,38023,12,4107
2020,38025,3,8
2020,38025,4,158
2020,38025,5,354
2020,38025,6,351
2020,38025,7,701
2020,38025,8,1103
2020,38025,9,2147
2020,38025,10,5375
2020,38025,11,7704
2020,38025,12,10508
2020,38027,4,28
2020,38027,5,85
2020,38027,6,144
2020,38027,7,207
2020,38027,8,654
2020,38027,9,1820
2020,38027,10,4632
2020,38027,11,9183
2020,38027,12,12018
2020,38029,4,26
2020,38029,5,73
2020,38029,6,120
2020,38029,7,238
2020,38029,8,650
2020,38029,9,2536
2020,38029,10,7826
2020,38029,11,9625
2020,38029,12,11187
2020,38031,3,7
2020,38031,4,30
2020,38031,5,31
2020,38031,6,38
2020,38031,7,145
2020,38031,8,804
2020,38031,9,1532
2020,38031,10,3910
2020,38031,11,10456
2020,38031,12,16240
2020,38033,7,50
2020,38033,8,443
2020,38033,9,1219
2020,38033,10,2909
2020,38033,11,4170
2020,38033,12,5751
2020,38035,3,5
2020,38035,4,2553
2020,38035,5,9390
2020,38035,6,10589
2020,38035,7,15217
2020,38035,8,27471
2020,38035,9,58563
2020,38035,10,96359
2020,38035,11,200216
2020,38035,12,275086
2020,38037,3,1
2020,38037,4,30
2020,38037,5,52
2020,38037,6,63
2020,38037,7,112
2020,38037,8,174
2020,38037,9,380
2020,38037,10,1687
2020,38037,11,3641
2020,38037,12,5147
2020,38039,5,10
2020,38039,6,40
2020,38039,7,182
2020,38039,8,1096
2020,38039,9,1411
2020,38039,10,2222
2020,38039,11,5402
2020,38039,12,8772
2020,38041,6,5
2020,38041,7,104
2020,38041,8,306
2020,38041,9,1389
2020,38041,10,3033
2020,38041,11,5580
2020,38041,12,8068
2020,38043,6,43
2020,38043,7,144
2020,38043,8,650
2020,38043,9,1224
2020,38043,10,2352
2020,38043,11,4658
2020,38043,12,7364
2020,38045,6,221
2020,38045,7,422
2020,38045,8,518
2020,38045,9,1202
2020,38045,10,4665
2020,38045,11,8964
2020,38045,12,13473
2020,38047,7,29
2020,38047,8,230
2020,38047,9,818
2020,38047,10,3216
2020,38047,11,4354
2020,38047,12,6020
2020,38049,3,6
2020,38049,4,30
2020,38049,5,54
2020,38049,6,72
2020,38049,7,283
2020,38049,8,714
2020,38049,9,1669
2020,38049,10,4370
2020,38049,11,10780
2020,38049,12,15728
2020,38051,3,6
2020,38051,4,30
2020,38051,5,31
2020,38051,6,33
2020,38051,7,253
2020,38051,8,1161
2020,38051,9,1588
2020,38051,10,4106
2020,38051,11,6270
2020,38051,12,8958
2020,38053,3,1
2020,38053,4,237
2020,38053,5,468
2020,38053,6,652
2020,38053,7,1424
2020,38053,8,2964
2020,38053,9,5040
2020,38053,10,12566
2020,38053,11,22571
2020,38053,12,30313
2020,38055,3,8
2020,38055,4,76
2020,38055,5,181
2020,38055,6,283
2020,38055,7,492
2020,38055,8,2977
2020,38055,9,6532
2020,38055,10,13599
2020,38055,11,24954
2020,38055,12,33785
2020,38057,5,113
2020,38057,6,176
2020,38057,7,370
2020,38057,8,998
2020,38057,9,2734
2020,38057,10,10351
2020,38057,11,21045
2020,38057,12,29784
2020,38059,3,128
2020,38059,4,610
2020,38059,5,1393
2020,38059,6,2023
2020,38059,7,4969
2020,38059,8,13957
2020,38059,9,29176
2020,38059,10,57202
2020,38059,11,100515
2020,38059,12,137181
2020,38061,3,13
2020,38061,4,761
2020,38061,5,1175
2020,38061,6,1295
2020,38061,7,2445
2020,38061,8,4545
2020,38061,9,6200
2020,38061,10,12482
2020,38061,11,25381
2020,38061,12,35281
2020,38063,4,12
2020,38063,5,37
2020,38063,6,30
2020,38063,7,106
2020,38063,8,790
2020,38063,9,1232
2020,38063,10,4131
2020,38063,11,8408
2020,38063,12,12015
2020,38065,3,2
2020,38065,4,30
2020,38065,5,31
2020,38065,6,32
2020,38065,7,98
2020,38065,8,238
2020,38065,9,454
2020,38065,10,1674
2020,38065,11,3258
2020,38065,12,4348
2020,38067,4,8
2020,38067,5,169
2020,38067,6,211
2020,38067,7,543
2020,38067,8,874
2020,38067,9,1590
2020,38067,10,5028
2020,38067,11,13949
2020,38067,12,21151
2020,38069,3,22
2020,38069,4,60
2020,38069,5,92
2020,38069,6,103
2020,38069,7,225
2020,38069,8,525
2020,38069,9,898
2020,38069,10,1910
2020,38069,11,8920
2020,38069,12,14405
2020,38071,3,26
2020,38071,4,92
2020,38071,5,207
2020,38071,6,257
2020,38071,7,694
2020,38071,8,2654
2020,38071,9,5379
2020,38071,10,12156
2020,38071,11,26707
2020,38071,12,41783
2020,38073,4,5
2020,38073,5,145
2020,38073,6,392
2020,38073,7,677
2020,38073,8,960
2020,38073,9,1857
2020,38073,10,4018
2020,38073,11,10389
2020,38073,12,15774
2020,38075,5,35
2020,38075,6,103
2020,38075,7,217
2020,38075,8,301
2020,38075,9,920
2020,38075,10,2887
2020,38075,11,5136
2020,38075,12,8294
2020,38077,4,106
2020,38077,5,376
2020,38077,6,1019
2020,38077,7,1684
2020,38077,8,3556
2020,38077,9,5592
2020,38077,10,10871
2020,38077,11,25845
2020,38077,12,43498
2020,38079,4,20
2020,38079,5,105
2020,38079,6,231
2020,38079,7,431
2020,38079,8,2524
2020,38079,9,4535
2020,38079,10,8979
2020,38079,11,30580
2020,38079,12,52892
2020,38081,4,21
2020,38081,5,82
2020,38081,6,129
2020,38081,7,235
2020,38081,8,338
2020,38081,9,1250
2020,38081,10,3318
2020,38081,11,6656
2020,38081,12,11867
2020,38083,6,25
2020,38083,7,92
2020,38083,8,255
2020,38083,9,290
2020,38083,10,943
2020,38083,11,2064
2020,38083,12,2844
2020,38085,3,4
2020,38085,4,31
2020,38085,5,45
2020,38085,6,276
2020,38085,7,1239
2020,38085,8,2883
2020,38085,9,4083
2020,38085,10,6528
2020,38085,11,11270
2020,38085,12,17556
2020,38087,4,77
2020,38087,5,93
2020,38087,6,90
2020,38087,7,93
2020,38087,8,130
2020,38087,9,210
2020,38087,10,380
2020,38087,11,524
2020,38087,12,727
2020,38089,3,56
2020,38089,4,1012
2020,38089,5,1856
2020,38089,6,1966
2020,38089,7,3500
2020,38089,8,12563
2020,38089,9,35411
2020,38089,10,65202
2020,38089,11,90701
2020,38089,12,120383
2020,38091,5,15
2020,38091,6,30
2020,38091,7,165
2020,38091,8,475
2020,38091,9,772
2020,38091,10,1144
2020,38091,11,2854
2020,38091,12,4732
2020,38093,4,56
2020,38093,5,484
2020,38093,6,1537
2020,38093,7,2383
2020,38093,8,4278
2020,38093,9,12598
2020,38093,10,21596
2020,38093,11,58154
2020,38093,12,89796
2020,38095,7,89
2020,38095,8,175
2020,38095,9,390
2020,38095,10,1969
2020,38095,11,5156
2020,38095,12,7591
2020,38097,5,205
2020,38097,6,447
2020,38097,7,905
2020,38097,8,1848
2020,38097,9,2774
2020,38097,10,6234
2020,38097,11,17022
2020,38097,12,26418
2020,38099,3,9
2020,38099,4,99
2020,38099,5,304
2020,38099,6,516
2020,38099,7,1944
2020,38099,8,3698
2020,38099,9,5043
2020,38099,10,10536
2020,38099,11,33811
2020,38099,12,47935
2020,38101,3,71
2020,38101,4,562
2020,38101,5,1021
2020,38101,6,1458
2020,38101,7,3100
2020,38101,8,9580
2020,38101,9,23585
2020,38101,10,59541
2020,38101,11,178066
2020,38101,12,252306
2020,38103,4,15
2020,38103,5,71
2020,38103,6,210
2020,38103,7,337
2020,38103,8,734
2020,38103,9,962
2020,38103,10,2530
2020,38103,11,7986
2020,38103,12,11464
2020,38105,3,3
2020,38105,4,231
2020,38105,5,615
2020,38105,6,796
2020,38105,7,3681
2020,38105,8,9534
2020,38105,9,21988
2020,38105,10,47456
2020,38105,11,76708
2020,38105,12,113450
2020,39001,4,85
2020,39001,5,217
2020,39001,6,461
2020,39001,7,1016
2020,39001,8,2233
2020,39001,9,3362
2020,39001,10,5956
2020,39001,11,16596
2020,39001,12,34623
2020,39003,3,15
2020,39003,4,1769
2020,39003,5,5117
2020,39003,6,7262
2020,39003,7,13251
2020,39003,8,27182
2020,39003,9,39680
2020,39003,10,59954
2020,39003,11,116582
2020,39003,12,218008
2020,39005,3,20
2020,39005,4,140
2020,39005,5,461
2020,39005,6,991
2020,39005,7,2708
2020,39005,8,4757
2020,39005,9,6216
2020,39005,10,11461
2020,39005,11,24683
2020,39005,12,63836
2020,39007,3,45
2020,39007,4,1616
2020,39007,5,7140
2020,39007,6,11661
2020,39007,7,14517
2020,39007,8,17954
2020,39007,9,19100
2020,39007,10,22255
2020,39007,11,49212
2020,39007,12,102013
2020,39009,3,13
2020,39009,4,91
2020,39009,5,301
2020,39009,6,705
2020,39009,7,6299
2020,39009,8,11327
2020,39009,9,16505
2020,39009,10,33822
2020,39009,11,50130
2020,39009,12,82704
2020,39011,3,7
2020,39011,4,542
2020,39011,5,1589
2020,39011,6,2573
2020,39011,7,4098
2020,39011,8,9490
2020,39011,9,15908
2020,39011,10,27748
2020,39011,11,56584
2020,39011,12,97268
2020,39013,3,67
2020,39013,4,1907
2020,39013,5,9374
2020,39013,6,14284
2020,39013,7,17629
2020,39013,8,19839
2020,39013,9,21106
2020,39013,10,23824
2020,39013,11,39659
2020,39013,12,79809
2020,39015,3,3
2020,39015,4,210
2020,39015,5,633
2020,39015,6,1185
2020,39015,7,2159
2020,39015,8,4984
2020,39015,9,7844
2020,39015,10,11030
2020,39015,11,23155
2020,39015,12,56518
2020,39017,3,298
2020,39017,4,4433
2020,39017,5,18200
2020,39017,6,33986
2020,39017,7,62349
2020,39017,8,99950
2020,39017,9,159992
2020,39017,10,239339
2020,39017,11,379832
2020,39017,12,675342
2020,39019,3,33
2020,39019,4,406
2020,39019,5,779
2020,39019,6,1169
2020,39019,7,2398
2020,39019,8,3608
2020,39019,9,4261
2020,39019,10,5885
2020,39019,11,11229
2020,39019,12,26758
2020,39021,3,16
2020,39021,4,221
2020,39021,5,664
2020,39021,6,1029
2020,39021,7,1961
2020,39021,8,6126
2020,39021,9,8429
2020,39021,10,11672
2020,39021,11,22528
2020,39021,12,47863
2020,39023,3,35
2020,39023,4,700
2020,39023,5,4539
2020,39023,6,15193
2020,39023,7,27121
2020,39023,8,38659
2020,39023,9,49646
2020,39023,10,71552
2020,39023,11,126496
2020,39023,12,234434
2020,39025,3,69
2020,39025,4,1559
2020,39025,5,4616
2020,39025,6,7798
2020,39025,7,17591
2020,39025,8,32255
2020,39025,9,46226
2020,39025,10,69512
2020,39025,11,137147
2020,39025,12,294255
2020,39027,3,21
2020,39027,4,575
2020,39027,5,1174
2020,39027,6,1561
2020,39027,7,3050
2020,39027,8,5850
2020,39027,9,8244
2020,39027,10,12860
2020,39027,11,26182
2020,39027,12,56748
2020,39029,3,71
2020,39029,4,4063
2020,39029,5,13744
2020,39029,6,28915
2020,39029,7,43649
2020,39029,8,52926
2020,39029,9,57008
2020,39029,10,64460
2020,39029,11,88168
2020,39029,12,160210
2020,39031,3,48
2020,39031,4,419
2020,39031,5,705
2020,39031,6,1642
2020,39031,7,4550
2020,39031,8,6232
2020,39031,9,6816
2020,39031,10,9110
2020,39031,11,20095
2020,39031,12,42156
2020,39033,3,18
2020,39033,4,740
2020,39033,5,2690
2020,39033,6,3681
2020,39033,7,4530
2020,39033,8,5603
2020,39033,9,6494
2020,39033,10,12293
2020,39033,11,28860
2020,39033,12,64945
2020,39035,3,3430
2020,39035,4,40437
2020,39035,5,101645
2020,39035,6,162653
2020,39035,7,305127
2020,39035,8,440857
2020,39035,9,504085
2020,39035,10,594520
2020,39035,11,901257
2020,39035,12,1782394
2020,39037,3,40
2020,39037,4,1538
2020,39037,5,3587
2020,39037,6,6412
2020,39037,7,8209
2020,39037,8,14382
2020,39037,9,21891
2020,39037,10,32958
2020,39037,11,54933
2020,39037,12,109664
2020,39039,3,37
2020,39039,4,389
2020,39039,5,839
2020,39039,6,1192
2020,39039,7,2323
2020,39039,8,5191
2020,39039,9,7960
2020,39039,10,13645
2020,39039,11,32275
2020,39039,12,69013
2020,39041,3,217
2020,39041,4,3202
2020,39041,5,7727
2020,39041,6,12173
2020,39041,7,25686
2020,39041,8,43833
2020,39041,9,60421
2020,39041,10,84717
2020,39041,11,135240
2020,39041,12,281039
2020,39043,3,32
2020,39043,4,753
2020,39043,5,3388
2020,39043,6,6161
2020,39043,7,10479
2020,39043,8,19953
2020,39043,9,26068
2020,39043,10,34156
2020,39043,11,53919
2020,39043,12,118358
2020,39045,3,76
2020,39045,4,2543
2020,39045,5,6279
2020,39045,6,11384
2020,39045,7,25308
2020,39045,8,45956
2020,39045,9,58575
2020,39045,10,78599
2020,39045,11,132150
2020,39045,12,253028
2020,39047,3,7
2020,39047,4,275
