,PCIncome,fip-year
14128,27575.0,26023-2021
14129,29385.0,26025-2021
14130,34900.0,26027-2021
14131,38685.0,26029-2021
14132,28709.0,26031-2021
14133,28715.0,26033-2021
14134,23728.0,26035-2021
14135,38503.0,26037-2021
14136,28172.0,26039-2021
14137,29228.0,26041-2021
14138,32101.0,26043-2021
14139,36761.0,26045-2021
14140,38890.0,26047-2021
14141,30561.0,26049-2021
14142,28140.0,26051-2021
14143,29321.0,26053-2021
14144,36651.0,26055-2021
14145,25651.0,26057-2021
14146,27495.0,26059-2021
14147,27087.0,26061-2021
14148,29914.0,26063-2021
14149,33141.0,26065-2021
14150,27317.0,26067-2021
14151,26336.0,26069-2021
14152,28723.0,26071-2021
14153,26156.0,26073-2021
14154,30987.0,26075-2021
14155,34928.0,26077-2021
14156,27028.0,26079-2021
14157,35751.0,26081-2021
14158,39476.0,26083-2021
14159,22434.0,26085-2021
14160,33815.0,26087-2021
14161,42080.0,26089-2021
14162,29958.0,26091-2021
14163,43365.0,26093-2021
14164,24432.0,26095-2021
14165,31854.0,26097-2021
14166,34880.0,26099-2021
14167,29885.0,26101-2021
14168,29939.0,26103-2021
14169,31382.0,26105-2021
14170,25050.0,26107-2021
14171,28819.0,26109-2021
14172,38431.0,26111-2021
14173,25856.0,26113-2021
14174,34608.0,26115-2021
14175,25586.0,26117-2021
14176,26001.0,26119-2021
14177,28431.0,26121-2021
14178,27228.0,26123-2021
14179,49012.0,26125-2021
14180,26289.0,26127-2021
14181,25414.0,26129-2021
14182,26716.0,26131-2021
14183,24535.0,26133-2021
14184,25425.0,26135-2021
14185,30859.0,26137-2021
14186,35651.0,26139-2021
14187,31422.0,26141-2021
14188,30774.0,26143-2021
14189,30243.0,26145-2021
14190,33302.0,26147-2021
14191,27943.0,26149-2021
14192,28408.0,26151-2021
14193,29867.0,26153-2021
14194,30655.0,26155-2021
14195,28123.0,26157-2021
14196,29399.0,26159-2021
14197,45500.0,26161-2021
14198,29953.0,26163-2021
14199,27772.0,26165-2021
14200,29720.0,27001-2021
14201,40057.0,27003-2021
14202,35748.0,27005-2021
14203,28698.0,27007-2021
14204,32884.0,27009-2021
14205,33144.0,27011-2021
14206,32121.0,27013-2021
14207,32619.0,27015-2021
14208,32292.0,27017-2021
14209,50492.0,27019-2021
14210,31281.0,27021-2021
14211,30781.0,27023-2021
14212,38157.0,27025-2021
14213,32797.0,27027-2021
14214,29114.0,27029-2021
14215,39205.0,27031-2021
14216,30220.0,27033-2021
14217,33601.0,27035-2021
14218,45112.0,27037-2021
14219,38451.0,27039-2021
14220,38288.0,27041-2021
14221,31468.0,27043-2021
14222,32137.0,27045-2021
14223,32760.0,27047-2021
14224,36573.0,27049-2021
14225,33891.0,27051-2021
14226,50478.0,27053-2021
14227,35416.0,27055-2021
14228,32776.0,27057-2021
14229,35840.0,27059-2021
14230,31709.0,27061-2021
14231,35766.0,27063-2021
14232,30867.0,27065-2021
14233,32788.0,27067-2021
14234,30810.0,27069-2021
14235,32920.0,27071-2021
14236,34614.0,27073-2021
14237,36039.0,27075-2021
14238,29616.0,27077-2021
14239,37573.0,27079-2021
14240,32623.0,27081-2021
14241,32581.0,27083-2021
14242,36575.0,27085-2021
14243,22401.0,27087-2021
14244,32740.0,27089-2021
14245,32818.0,27091-2021
14246,33158.0,27093-2021
14247,31094.0,27095-2021
14248,31745.0,27097-2021
14249,31555.0,27099-2021
14250,35475.0,27101-2021
14251,39188.0,27103-2021
14252,27103.0,27105-2021
14253,32482.0,27107-2021
14254,45507.0,27109-2021
14255,34380.0,27111-2021
14256,34021.0,27113-2021
14257,29268.0,27115-2021
14258,31876.0,27117-2021
14259,31173.0,27119-2021
14260,36365.0,27121-2021
14261,39319.0,27123-2021
14262,31555.0,27125-2021
14263,29992.0,27127-2021
14264,31831.0,27129-2021
14265,33383.0,27131-2021
14266,34517.0,27133-2021
14267,31939.0,27135-2021
14268,34816.0,27137-2021
14269,47334.0,27139-2021
14270,38423.0,27141-2021
14271,33948.0,27143-2021
14272,33585.0,27145-2021
14273,36897.0,27147-2021
14274,37594.0,27149-2021
14275,31976.0,27151-2021
14276,27890.0,27153-2021
14277,32896.0,27155-2021
14278,37658.0,27157-2021
14279,26332.0,27159-2021
14280,32559.0,27161-2021
14281,50207.0,27163-2021
14282,30919.0,27165-2021
14283,34945.0,27167-2021
14284,32855.0,27169-2021
14285,39327.0,27171-2021
14286,32948.0,27173-2021
14287,19765.0,28001-2021
14288,25862.0,28003-2021
14289,22791.0,28005-2021
14290,24394.0,28007-2021
14291,21848.0,28009-2021
14292,22888.0,28011-2021
14293,21839.0,28013-2021
14294,27487.0,28015-2021
14295,20652.0,28017-2021
14296,25281.0,28019-2021
14297,15960.0,28021-2021
14298,23385.0,28023-2021
14299,22736.0,28025-2021
14300,20567.0,28027-2021
14301,25833.0,28029-2021
14302,23381.0,28031-2021
14303,32431.0,28033-2021
14304,25769.0,28035-2021
14305,24938.0,28037-2021
14306,23240.0,28039-2021
14307,17446.0,28041-2021
14308,25361.0,28043-2021
14309,32524.0,28045-2021
14310,27664.0,28047-2021
14311,25524.0,28049-2021
14312,16681.0,28051-2021
14313,21861.0,28053-2021
14314,14063.0,28055-2021
14315,31036.0,28057-2021
14316,29240.0,28059-2021
14317,22881.0,28061-2021
14318,16758.0,28063-2021
14319,20782.0,28065-2021
14320,23486.0,28067-2021
14321,20125.0,28069-2021
14322,30059.0,28071-2021
14323,35024.0,28073-2021
14324,25310.0,28075-2021
14325,24985.0,28077-2021
14326,21723.0,28079-2021
14327,31035.0,28081-2021
14328,20018.0,28083-2021
14329,23410.0,28085-2021
14330,27032.0,28087-2021
14331,42987.0,28089-2021
14332,21840.0,28091-2021
14333,24238.0,28093-2021
14334,25997.0,28095-2021
14335,22735.0,28097-2021
14336,21444.0,28099-2021
14337,24109.0,28101-2021
14338,17315.0,28103-2021
14339,25293.0,28105-2021
14340,22381.0,28107-2021
14341,26065.0,28109-2021
14342,23926.0,28111-2021
14343,19474.0,28113-2021
14344,24564.0,28115-2021
14345,23579.0,28117-2021
14346,16353.0,28119-2021
14347,34195.0,28121-2021
14348,22184.0,28123-2021
14349,21196.0,28125-2021
14350,24810.0,28127-2021
14351,23635.0,28129-2021
14352,25592.0,28131-2021
14353,17232.0,28133-2021
14354,19390.0,28135-2021
14355,26312.0,28137-2021
14356,26348.0,28139-2021
14357,23051.0,28141-2021
14358,18369.0,28143-2021
14359,25154.0,28145-2021
14360,22061.0,28147-2021
14361,28903.0,28149-2021
14362,22100.0,28151-2021
14363,24543.0,28153-2021
14364,25831.0,28155-2021
14365,18956.0,28157-2021
14366,26829.0,28159-2021
14367,23211.0,28161-2021
14368,17996.0,28163-2021
14369,26847.0,29001-2021
14370,31680.0,29003-2021
14371,30737.0,29005-2021
14372,24625.0,29007-2021
14373,28954.0,29009-2021
14374,25793.0,29011-2021
14375,27986.0,29013-2021
14376,28198.0,29015-2021
14377,24071.0,29017-2021
14378,34320.0,29019-2021
14379,28603.0,29021-2021
14380,23203.0,29023-2021
14381,25597.0,29025-2021
14382,28460.0,29027-2021
14383,32400.0,29029-2021
14384,29087.0,29031-2021
14385,28417.0,29033-2021
14386,24082.0,29035-2021
14387,36072.0,29037-2021
14388,26330.0,29039-2021
14389,25160.0,29041-2021
14390,32771.0,29043-2021
14391,24827.0,29045-2021
14392,37497.0,29047-2021
14393,29335.0,29049-2021
14394,33243.0,29051-2021
14395,24944.0,29053-2021
14396,26059.0,29055-2021
14397,26525.0,29057-2021
14398,24563.0,29059-2021
14399,26248.0,29061-2021
14400,21785.0,29063-2021
14401,24813.0,29065-2021
14402,25189.0,29067-2021
14403,24481.0,29069-2021
14404,32422.0,29071-2021
14405,29322.0,29073-2021
14406,25987.0,29075-2021
14407,30477.0,29077-2021
14408,26030.0,29079-2021
14409,22692.0,29081-2021
14410,29491.0,29083-2021
14411,20779.0,29085-2021
14412,30133.0,29087-2021
14413,25827.0,29089-2021
14414,22030.0,29091-2021
14415,23175.0,29093-2021
14416,34040.0,29095-2021
14417,26231.0,29097-2021
14418,32916.0,29099-2021
14419,28484.0,29101-2021
14420,22839.0,29103-2021
14421,24737.0,29105-2021
14422,32000.0,29107-2021
14423,23919.0,29109-2021
14424,22873.0,29111-2021
14425,30941.0,29113-2021
14426,28307.0,29115-2021
14427,27284.0,29117-2021
14428,20945.0,29119-2021
14429,24283.0,29121-2021
14430,27371.0,29123-2021
14431,28976.0,29125-2021
14432,26958.0,29127-2021
14433,24614.0,29129-2021
14434,26592.0,29131-2021
14435,19359.0,29133-2021
14436,24229.0,29135-2021
14437,26178.0,29137-2021
14438,26994.0,29139-2021
14439,25146.0,29141-2021
14440,24429.0,29143-2021
14441,30218.0,29145-2021
14442,24639.0,29147-2021
14443,19412.0,29149-2021
14444,36280.0,29151-2021
14445,23061.0,29153-2021
14446,21963.0,29155-2021
14447,28041.0,29157-2021
14448,27939.0,29159-2021
14449,26375.0,29161-2021
14450,23697.0,29163-2021
14451,44103.0,29165-2021
14452,24628.0,29167-2021
14453,25957.0,29169-2021
14454,29131.0,29171-2021
14455,27202.0,29173-2021
14456,24324.0,29175-2021
14457,33616.0,29177-2021
14458,23114.0,29179-2021
14459,19083.0,29181-2021
14460,43511.0,29183-2021
14461,23181.0,29185-2021
14462,31994.0,29186-2021
14463,23615.0,29187-2021
14464,45307.0,29189-2021
14465,24209.0,29195-2021
14466,21420.0,29197-2021
14467,25226.0,29199-2021
14468,27221.0,29201-2021
14469,19699.0,29203-2021
14470,25878.0,29205-2021
14471,24295.0,29207-2021
14472,29804.0,29209-2021
14473,24411.0,29211-2021
14474,26100.0,29213-2021
14475,21272.0,29215-2021
14476,24771.0,29217-2021
14477,32318.0,29219-2021
14478,26024.0,29221-2021
14479,21627.0,29223-2021
14480,25684.0,29225-2021
14481,27699.0,29227-2021
14482,20040.0,29229-2021
14483,33326.0,29510-2021
14484,30134.0,30001-2021
14485,19240.0,30003-2021
14486,21125.0,30005-2021
14487,33398.0,30007-2021
14488,37557.0,30009-2021
14489,28721.0,30011-2021
14490,31478.0,30013-2021
14491,26856.0,30015-2021
14492,31910.0,30017-2021
14493,33367.0,30019-2021
14494,31966.0,30021-2021
14495,28579.0,30023-2021
14496,41686.0,30025-2021
14497,31075.0,30027-2021
14498,34897.0,30029-2021
14499,42219.0,30031-2021
14500,31342.0,30033-2021
14501,20557.0,30035-2021
14502,27064.0,30037-2021
14503,32389.0,30039-2021
14504,25384.0,30041-2021
14505,36979.0,30043-2021
14506,32975.0,30045-2021
14507,28371.0,30047-2021
14508,38001.0,30049-2021
14509,31745.0,30051-2021
14510,27417.0,30053-2021
14511,34940.0,30055-2021
14512,36692.0,30057-2021
14513,28333.0,30059-2021
14514,29952.0,30061-2021
14515,36563.0,30063-2021
14516,30772.0,30065-2021
14517,37543.0,30067-2021
14518,32424.0,30069-2021
14519,27684.0,30071-2021
14520,29567.0,30073-2021
14521,33666.0,30075-2021
14522,25255.0,30077-2021
14523,27699.0,30079-2021
14524,34836.0,30081-2021
14525,30143.0,30083-2021
14526,19373.0,30085-2021
14527,26638.0,30087-2021
14528,27287.0,30089-2021
14529,39287.0,30091-2021
14530,30459.0,30093-2021
14531,38767.0,30095-2021
14532,31237.0,30097-2021
14533,28992.0,30099-2021
14534,29408.0,30101-2021
14535,32310.0,30103-2021
14536,28361.0,30105-2021
14537,23428.0,30107-2021
14538,28228.0,30109-2021
14539,38186.0,30111-2021
14540,32032.0,31001-2021
14541,27874.0,31003-2021
14542,26662.0,31005-2021
14543,35115.0,31007-2021
14544,35994.0,31009-2021
14545,35146.0,31011-2021
14546,29634.0,31013-2021
14547,31460.0,31015-2021
14548,28256.0,31017-2021
14549,32616.0,31019-2021
14550,31714.0,31021-2021
14551,35148.0,31023-2021
14552,36971.0,31025-2021
14553,31879.0,31027-2021
14554,32446.0,31029-2021
14555,29130.0,31031-2021
14556,30275.0,31033-2021
14557,32604.0,31035-2021
14558,26972.0,31037-2021
14559,32608.0,31039-2021
14560,32864.0,31041-2021
14561,27425.0,31043-2021
14562,26289.0,31045-2021
14563,31039.0,31047-2021
14564,30115.0,31049-2021
14565,31920.0,31051-2021
14566,30466.0,31053-2021
14567,38929.0,31055-2021
14568,30492.0,31057-2021
14569,39883.0,31059-2021
14570,29464.0,31061-2021
14571,29533.0,31063-2021
14572,30457.0,31065-2021
14573,30918.0,31067-2021
14574,36476.0,31069-2021
14575,29177.0,31071-2021
14576,35029.0,31073-2021
14577,27321.0,31075-2021
14578,26450.0,31077-2021
14579,30866.0,31079-2021
14580,33407.0,31081-2021
14581,32259.0,31083-2021
14582,29007.0,31085-2021
14583,28763.0,31087-2021
14584,32544.0,31089-2021
14585,29916.0,31091-2021
14586,29201.0,31093-2021
14587,28313.0,31095-2021
14588,25099.0,31097-2021
14589,34171.0,31099-2021
14590,32842.0,31101-2021
14591,32282.0,31103-2021
14592,26682.0,31105-2021
14593,29621.0,31107-2021
14594,35158.0,31109-2021
14595,32424.0,31111-2021
14596,25624.0,31113-2021
14597,26145.0,31115-2021
14598,30914.0,31117-2021
14599,31506.0,31119-2021
14600,28545.0,31121-2021
14601,27185.0,31123-2021
14602,29345.0,31125-2021
14603,29428.0,31127-2021
14604,35087.0,31129-2021
14605,33596.0,31131-2021
14606,26631.0,31133-2021
14607,30216.0,31135-2021
14608,33052.0,31137-2021
14609,31122.0,31139-2021
14610,31508.0,31141-2021
14611,31245.0,31143-2021
14612,31942.0,31145-2021
14613,30164.0,31147-2021
14614,34623.0,31149-2021
14615,27931.0,31151-2021
14616,39804.0,31153-2021
14617,37915.0,31155-2021
14618,30326.0,31157-2021
14619,33181.0,31159-2021
14620,28876.0,31161-2021
14621,29911.0,31163-2021
14622,29201.0,31165-2021
14623,33241.0,31167-2021
14624,30550.0,31169-2021
14625,35678.0,31171-2021
14626,21471.0,31173-2021
14627,31870.0,31175-2021
14628,41687.0,31177-2021
14629,28576.0,31179-2021
14630,31063.0,31181-2021
14631,32597.0,31183-2021
14632,35932.0,31185-2021
14633,30986.0,32001-2021
14634,33461.0,32003-2021
14635,43961.0,32005-2021
14636,36273.0,32007-2021
14637,25006.0,32009-2021
14638,26443.0,32011-2021
14639,34001.0,32013-2021
14640,38632.0,32015-2021
14641,29973.0,32017-2021
14642,32568.0,32019-2021
14643,23311.0,32021-2021
14644,28337.0,32023-2021
14645,23780.0,32027-2021
14646,40032.0,32029-2021
14647,40301.0,32031-2021
14648,30626.0,32033-2021
14649,34830.0,32510-2021
14650,39639.0,33001-2021
14651,44130.0,33003-2021
14652,36172.0,33005-2021
14653,30829.0,33007-2021
14654,42336.0,33009-2021
14655,45238.0,33011-2021
14656,40054.0,33013-2021
14657,51627.0,33015-2021
14658,38942.0,33017-2021
14659,35238.0,33019-2021
14660,36143.0,34001-2021
14661,55710.0,34003-2021
14662,47065.0,34005-2021
14663,38907.0,34007-2021
14664,45689.0,34009-2021
14665,30034.0,34011-2021
14666,42028.0,34013-2021
14667,42742.0,34015-2021
14668,46197.0,34017-2021
14669,61328.0,34019-2021
14670,45879.0,34021-2021
14671,43300.0,34023-2021
14672,57836.0,34025-2021
14673,61915.0,34027-2021
14674,39035.0,34029-2021
14675,35723.0,34031-2021
14676,34812.0,34033-2021
14677,61805.0,34035-2021
14678,48744.0,34037-2021
14679,45178.0,34039-2021
14680,42025.0,34041-2021
14681,33670.0,35001-2021
14682,22779.0,35003-2021
14683,24329.0,35005-2021
14684,21011.0,35006-2021
14685,25131.0,35007-2021
14686,25966.0,35009-2021
14687,18101.0,35011-2021
14688,24645.0,35013-2021
14689,32560.0,35015-2021
14690,25801.0,35017-2021
14691,22374.0,35019-2021
14692,62435.0,35021-2021
14693,23029.0,35023-2021
14694,27507.0,35025-2021
14695,29846.0,35027-2021
14696,64521.0,35028-2021
14697,18801.0,35029-2021
14698,17571.0,35031-2021
14699,26586.0,35033-2021
14700,23792.0,35035-2021
14701,21501.0,35037-2021
14702,25342.0,35039-2021
14703,22192.0,35041-2021
14704,32246.0,35043-2021
14705,22857.0,35045-2021
14706,24019.0,35047-2021
14707,40952.0,35049-2021
14708,26735.0,35051-2021
14709,19840.0,35053-2021
14710,31837.0,35055-2021
14711,21364.0,35057-2021
14712,21667.0,35059-2021
14713,26295.0,35061-2021
14714,40997.0,36001-2021
14715,26388.0,36003-2021
14716,23862.0,36005-2021
14717,31224.0,36007-2021
14718,27917.0,36009-2021
14719,32690.0,36011-2021
14720,27980.0,36013-2021
14721,31379.0,36015-2021
14722,29992.0,36017-2021
14723,31726.0,36019-2021
14724,42900.0,36021-2021
14725,30584.0,36023-2021
14726,30547.0,36025-2021
14727,44800.0,36027-2021
14728,36530.0,36029-2021
14729,34555.0,36031-2021
14730,27826.0,36033-2021
14731,30539.0,36035-2021
14732,32477.0,36037-2021
14733,33894.0,36039-2021
14734,30476.0,36041-2021
14735,30791.0,36043-2021
14736,29892.0,36045-2021
14737,38812.0,36047-2021
14738,29207.0,36049-2021
14739,33015.0,36051-2021
14740,34302.0,36053-2021
14741,37599.0,36055-2021
14742,27871.0,36057-2021
14743,55763.0,36059-2021
14744,83008.0,36061-2021
14745,33465.0,36063-2021
14746,32119.0,36065-2021
14747,36338.0,36067-2021
14748,39751.0,36069-2021
14749,37651.0,36071-2021
14750,29085.0,36073-2021
14751,31565.0,36075-2021
14752,32226.0,36077-2021
14753,49808.0,36079-2021
14754,35640.0,36081-2021
14755,38955.0,36083-2021
14756,40180.0,36085-2021
14757,41041.0,36087-2021
14758,27457.0,36089-2021
14759,47902.0,36091-2021
14760,35747.0,36093-2021
14761,33957.0,36095-2021
14762,31171.0,36097-2021
14763,30732.0,36099-2021
14764,32442.0,36101-2021
14765,49404.0,36103-2021
14766,33037.0,36105-2021
14767,34101.0,36107-2021
14768,37250.0,36109-2021
14769,38966.0,36111-2021
14770,41247.0,36113-2021
14771,30547.0,36115-2021
14772,33705.0,36117-2021
14773,61830.0,36119-2021
14774,32139.0,36121-2021
14775,28832.0,36123-2021
14776,29592.0,37001-2021
14777,28385.0,37003-2021
14778,27185.0,37005-2021
14779,23070.0,37007-2021
14780,26721.0,37009-2021
14781,25647.0,37011-2021
14782,29322.0,37013-2021
14783,24023.0,37015-2021
14784,25975.0,37017-2021
14785,38071.0,37019-2021
14786,36057.0,37021-2021
14787,27524.0,37023-2021
14788,35275.0,37025-2021
14789,26507.0,37027-2021
14790,30964.0,37029-2021
14791,36310.0,37031-2021
14792,25916.0,37033-2021
14793,30972.0,37035-2021
14794,48143.0,37037-2021
14795,25319.0,37039-2021
14796,28399.0,37041-2021
14797,33729.0,37043-2021
14798,24505.0,37045-2021
14799,22718.0,37047-2021
14800,30847.0,37049-2021
14801,26899.0,37051-2021
14802,37630.0,37053-2021
14803,41148.0,37055-2021
14804,28049.0,37057-2021
14805,33783.0,37059-2021
14806,23296.0,37061-2021
14807,39602.0,37063-2021
14808,23048.0,37065-2021
14809,32867.0,37067-2021
14810,29580.0,37069-2021
14811,30607.0,37071-2021
14812,26443.0,37073-2021
14813,23604.0,37075-2021
14814,29340.0,37077-2021
14815,19989.0,37079-2021
14816,33737.0,37081-2021
14817,22573.0,37083-2021
14818,26962.0,37085-2021
14819,31302.0,37087-2021
14820,33905.0,37089-2021
14821,22772.0,37091-2021
14822,24398.0,37093-2021
14823,18826.0,37095-2021
14824,37667.0,37097-2021
14825,28040.0,37099-2021
14826,31585.0,37101-2021
14827,24550.0,37103-2021
14828,27488.0,37105-2021
14829,25473.0,37107-2021
14830,35929.0,37109-2021
14831,27316.0,37111-2021
14832,30526.0,37113-2021
14833,29070.0,37115-2021
14834,25389.0,37117-2021
14835,43919.0,37119-2021
14836,28125.0,37121-2021
14837,25821.0,37123-2021
14838,39507.0,37125-2021
14839,29082.0,37127-2021
14840,39934.0,37129-2021
14841,25240.0,37131-2021
14842,26625.0,37133-2021
14843,45681.0,37135-2021
14844,30073.0,37137-2021
14845,28542.0,37139-2021
14846,33625.0,37141-2021
14847,29209.0,37143-2021
14848,31026.0,37145-2021
14849,29696.0,37147-2021
14850,33485.0,37149-2021
14851,26760.0,37151-2021
14852,22088.0,37153-2021
14853,20294.0,37155-2021
14854,27092.0,37157-2021
14855,27964.0,37159-2021
14856,26147.0,37161-2021
14857,24480.0,37163-2021
14858,23230.0,37165-2021
14859,28334.0,37167-2021
14860,29117.0,37169-2021
14861,27873.0,37171-2021
14862,25889.0,37173-2021
14863,32718.0,37175-2021
14864,20549.0,37177-2021
14865,40270.0,37179-2021
14866,25248.0,37181-2021
14867,45425.0,37183-2021
14868,27823.0,37185-2021
14869,22356.0,37187-2021
14870,28552.0,37189-2021
14871,27684.0,37191-2021
14872,26374.0,37193-2021
14873,26186.0,37195-2021
14874,28606.0,37197-2021
14875,27194.0,37199-2021
14876,32330.0,38001-2021
14877,36662.0,38003-2021
14878,21383.0,38005-2021
14879,38026.0,38007-2021
14880,39686.0,38009-2021
14881,37482.0,38011-2021
14882,46234.0,38013-2021
14883,39998.0,38015-2021
14884,40345.0,38017-2021
14885,46435.0,38019-2021
14886,32305.0,38021-2021
14887,40082.0,38023-2021
14888,47472.0,38025-2021
14889,34413.0,38027-2021
14890,33948.0,38029-2021
14891,38175.0,38031-2021
14892,37702.0,38033-2021
14893,34045.0,38035-2021
14894,37118.0,38037-2021
14895,40819.0,38039-2021
14896,33535.0,38041-2021
14897,29505.0,38043-2021
14898,33843.0,38045-2021
14899,30952.0,38047-2021
14900,37229.0,38049-2021
14901,33928.0,38051-2021
14902,40536.0,38053-2021
14903,36728.0,38055-2021
14904,37725.0,38057-2021
14905,36972.0,38059-2021
14906,36141.0,38061-2021
14907,33392.0,38063-2021
14908,32459.0,38065-2021
14909,36328.0,38067-2021
14910,30618.0,38069-2021
14911,32937.0,38071-2021
14912,34858.0,38073-2021
14913,33509.0,38075-2021
14914,33768.0,38077-2021
14915,21188.0,38079-2021
14916,41348.0,38081-2021
14917,36999.0,38083-2021
14918,15928.0,38085-2021
14919,35915.0,38087-2021
14920,37099.0,38089-2021
14921,38170.0,38091-2021
14922,32970.0,38093-2021
14923,32019.0,38095-2021
14924,36059.0,38097-2021
14925,35032.0,38099-2021
14926,36966.0,38101-2021
14927,36951.0,38103-2021
14928,41200.0,38105-2021
14929,24539.0,39001-2021
14930,28671.0,39003-2021
14931,28992.0,39005-2021
14932,26777.0,39007-2021
14933,24990.0,39009-2021
14934,33720.0,39011-2021
14935,28348.0,39013-2021
14936,28658.0,39015-2021
14937,34632.0,39017-2021
14938,30965.0,39019-2021
14939,30090.0,39021-2021
14940,28679.0,39023-2021
14941,38260.0,39025-2021
14942,29651.0,39027-2021
14943,28538.0,39029-2021
14944,24901.0,39031-2021
14945,27866.0,39033-2021
14946,36321.0,39035-2021
14947,29914.0,39037-2021
14948,32035.0,39039-2021
14949,52397.0,39041-2021
14950,35100.0,39043-2021
14951,35481.0,39045-2021
14952,27586.0,39047-2021
14953,37532.0,39049-2021
14954,31805.0,39051-2021
14955,26484.0,39053-2021
14956,45199.0,39055-2021
14957,38882.0,39057-2021
14958,26716.0,39059-2021
14959,38902.0,39061-2021
14960,34532.0,39063-2021
14961,25057.0,39065-2021
14962,27455.0,39067-2021
14963,31671.0,39069-2021
14964,24980.0,39071-2021
14965,27714.0,39073-2021
14966,26999.0,39075-2021
14967,28145.0,39077-2021
14968,25843.0,39079-2021
14969,28207.0,39081-2021
14970,29383.0,39083-2021
14971,37586.0,39085-2021
14972,25754.0,39087-2021
14973,35931.0,39089-2021
14974,32868.0,39091-2021
14975,33799.0,39093-2021
14976,31632.0,39095-2021
14977,31493.0,39097-2021
14978,30421.0,39099-2021
14979,26823.0,39101-2021
14980,41100.0,39103-2021
14981,24812.0,39105-2021
14982,32528.0,39107-2021
14983,34178.0,39109-2021
14984,30569.0,39111-2021
14985,32692.0,39113-2021
14986,23497.0,39115-2021
14987,30352.0,39117-2021
14988,28877.0,39119-2021
14989,26411.0,39121-2021
14990,40728.0,39123-2021
14991,30831.0,39125-2021
14992,26299.0,39127-2021
14993,30342.0,39129-2021
14994,26568.0,39131-2021
14995,34290.0,39133-2021
14996,31040.0,39135-2021
14997,33676.0,39137-2021
14998,27534.0,39139-2021
14999,27086.0,39141-2021
15000,29904.0,39143-2021
15001,23958.0,39145-2021
15002,28992.0,39147-2021
15003,31861.0,39149-2021
15004,31765.0,39151-2021
15005,37373.0,39153-2021
15006,28123.0,39155-2021
15007,29276.0,39157-2021
15008,44442.0,39159-2021
15009,29119.0,39161-2021
15010,25263.0,39163-2021
15011,45255.0,39165-2021
15012,31375.0,39167-2021
15013,30362.0,39169-2021
15014,28831.0,39171-2021
15015,36047.0,39173-2021
15016,30596.0,39175-2021
15017,18486.0,40001-2021
15018,26130.0,40003-2021
15019,22781.0,40005-2021
15020,26434.0,40007-2021
15021,24209.0,40009-2021
15022,30754.0,40011-2021
15023,26639.0,40013-2021
15024,22844.0,40015-2021
15025,34442.0,40017-2021
15026,27964.0,40019-2021
15027,25069.0,40021-2021
15028,23705.0,40023-2021
15029,32029.0,40025-2021
15030,34223.0,40027-2021
15031,24524.0,40029-2021
15032,28512.0,40031-2021
15033,28584.0,40033-2021
15034,22833.0,40035-2021
15035,28429.0,40037-2021
15036,29940.0,40039-2021
15037,30620.0,40041-2021
15038,29257.0,40043-2021
15039,28534.0,40045-2021
15040,30059.0,40047-2021
15041,26756.0,40049-2021
15042,32477.0,40051-2021
15043,31725.0,40053-2021
15044,22289.0,40055-2021
15045,27839.0,40057-2021
15046,24138.0,40059-2021
15047,23870.0,40061-2021
15048,22026.0,40063-2021
15049,28091.0,40065-2021
15050,25687.0,40067-2021
15051,23605.0,40069-2021
15052,27323.0,40071-2021
15053,32779.0,40073-2021
15054,22093.0,40075-2021
15055,26072.0,40077-2021
15056,22167.0,40079-2021
15057,27915.0,40081-2021
15058,37404.0,40083-2021
15059,24995.0,40085-2021
15060,35931.0,40087-2021
15061,21908.0,40089-2021
15062,23606.0,40091-2021
15063,28866.0,40093-2021
15064,25915.0,40095-2021
15065,27334.0,40097-2021
15066,28434.0,40099-2021
15067,24557.0,40101-2021
15068,29212.0,40103-2021
15069,26531.0,40105-2021
15070,20258.0,40107-2021
15071,34129.0,40109-2021
15072,25501.0,40111-2021
15073,27562.0,40113-2021
15074,22544.0,40115-2021
15075,26189.0,40117-2021
15076,24985.0,40119-2021
15077,26504.0,40121-2021
15078,28247.0,40123-2021
15079,26460.0,40125-2021
15080,22389.0,40127-2021
15081,38562.0,40129-2021
15082,33830.0,40131-2021
15083,21153.0,40133-2021
15084,22158.0,40135-2021
15085,28327.0,40137-2021
15086,22112.0,40139-2021
15087,21952.0,40141-2021
15088,35360.0,40143-2021
15089,32647.0,40145-2021
15090,31192.0,40147-2021
15091,29259.0,40149-2021
15092,28575.0,40151-2021
15093,29634.0,40153-2021
15094,29463.0,41001-2021
15095,37287.0,41003-2021
15096,45140.0,41005-2021
15097,34387.0,41007-2021
15098,34347.0,41009-2021
15099,31824.0,41011-2021
15100,33431.0,41013-2021
15101,34302.0,41015-2021
15102,40778.0,41017-2021
15103,28293.0,41019-2021
15104,30182.0,41021-2021
15105,30352.0,41023-2021
15106,24599.0,41025-2021
15107,39176.0,41027-2021
15108,33346.0,41029-2021
15109,28140.0,41031-2021
15110,29260.0,41033-2021
15111,27701.0,41035-2021
15112,27093.0,41037-2021
15113,33517.0,41039-2021
15114,32776.0,41041-2021
15115,29598.0,41043-2021
15116,20436.0,41045-2021
15117,30591.0,41047-2021
15118,28223.0,41049-2021
15119,44675.0,41051-2021
15120,34858.0,41053-2021
15121,30502.0,41055-2021
15122,31501.0,41057-2021
15123,27140.0,41059-2021
15124,28596.0,41061-2021
15125,35367.0,41063-2021
15126,33982.0,41065-2021
