,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
1977,42152,17133-2019,17133,34738,0.991857798,17298,17440,42.6,1990,3875,12033,10056,6329,1,33941,150,85,197,11,354,34154,584
1978,43435,17133-2020,17133,34898,1.001950436,17466,17432,42.8,1961,3942,12026,10048,6430,1,34046,164,81,219,12,376,34319,579
1979,43614,17133-2021,17133,34932,1.002063274,17484,17448,42.9,1884,3924,12118,9885,6629,1,34049,182,80,219,14,388,34330,602
1980,26609,17135-2019,17135,28401,1.105337287,14911,13490,43,1473,2925,10138,7723,5837,6,26915,1004,73,131,12,266,27878,523
1981,27510,17135-2020,17135,28157,1.117386073,14859,13298,42.8,1477,2924,10048,7634,5728,6,26660,1009,79,132,12,265,27640,517
1982,28449,17135-2021,17135,28084,1.136802861,14941,13143,42.5,1432,2865,10204,7433,5789,6,26414,1139,79,146,12,294,27545,539
1983,26755,17137-2019,17137,33679,1.022155509,17024,16655,41.9,1694,3126,12882,8783,6851,4,30302,2309,150,263,19,636,32770,909
1984,29047,17137-2020,17137,32798,1.040564923,16725,16073,41.7,1625,3100,12592,8555,6568,4,29466,2256,140,273,20,643,31880,918
1985,30022,17137-2021,17137,32606,1.045545797,16666,15940,41.7,1635,3040,12568,8358,6631,4,29176,2353,142,273,28,634,31650,956
1986,29538,17139-2019,17139,14464,0.957504398,7075,7389,39.7,923,1853,5113,3593,2772,6,14118,104,41,43,5,153,14225,239
1987,30734,17139-2020,17139,14486,0.97330064,7145,7341,39.9,876,1897,5143,3613,2727,6,14144,99,44,42,5,152,14232,254
1988,32007,17139-2021,17139,14510,0.96799132,7137,7373,39.9,855,1897,5178,3608,2728,6,14131,121,45,45,7,161,14250,260
1989,31397,17141-2019,17141,50660,0.981305487,25091,25569,42.1,2759,5817,17747,14008,9685,4,48655,642,202,327,36,798,45343,5317
1990,31974,17141-2020,17141,51678,0.995751912,25784,25894,41.9,2825,5971,18115,14229,9803,4,49665,659,204,327,42,781,46037,5641
1991,33280,17141-2021,17141,51449,0.999727923,25721,25728,42.1,2767,5807,18121,14046,9958,4,49361,667,219,341,42,819,45722,5727
1992,32041,17143-2019,17143,179359,0.941471916,86976,92383,38.1,12374,21118,68673,43398,31523,2,131432,34053,819,7468,121,5466,170250,9109
1993,32371,17143-2020,17143,181225,0.953445005,88453,92772,38.2,12155,21806,69281,43709,31869,2,132654,34271,816,7658,133,5693,171743,9482
1994,35345,17143-2021,17143,179432,0.950708283,87449,91983,38.3,11773,21627,68632,42760,32182,2,130972,34043,827,7611,147,5832,169728,9704
1995,26035,17145-2019,17145,20935,1.231638418,11554,9381,41,1006,2010,8251,5389,4020,6,18448,1885,93,110,13,386,20267,668
1996,24442,17145-2020,17145,20880,1.242990654,11571,9309,41.2,987,2034,8215,5376,4017,6,18381,1874,94,119,15,397,20191,689
1997,25903,17145-2021,17145,20985,1.266933132,11728,9257,41,959,2007,8345,5376,4043,6,18292,2057,95,127,15,399,20256,729
1998,33468,17147-2019,17147,16391,0.990890319,8158,8233,42.9,928,1798,5665,4522,3277,3,15953,110,29,82,10,207,16142,249
1999,34674,17147-2020,17147,16654,0.998559942,8321,8333,42.6,943,1854,5779,4540,3322,3,16188,130,28,81,7,220,16401,253
2000,36681,17147-2021,17147,16753,0.998926142,8372,8381,42.5,945,1896,5831,4473,3399,3,16257,140,28,90,9,229,16482,271
2001,26157,17149-2019,17149,15574,0.993089327,7760,7814,42.6,990,1745,5249,4051,3341,7,15130,227,32,52,6,127,15353,221
2002,26185,17149-2020,17149,14633,1.016675854,7377,7256,42.5,922,1642,4930,3800,3138,7,14183,234,32,45,7,132,14418,215
2003,26981,17149-2021,17149,14618,1.010729023,7348,7270,42.2,905,1658,4988,3715,3145,7,14139,243,38,48,11,139,14377,241
2004,22065,17151-2019,17151,4176,1.072456576,2161,2015,53.4,115,229,1269,1349,1174,8,3846,224,31,16,5,54,4104,72
2005,22690,17151-2020,17151,3744,1.078845086,1943,1801,54,94,189,1123,1251,1055,8,3435,204,30,15,4,56,3672,72
2006,22864,17151-2021,17151,3779,1.062772926,1947,1832,54.7,116,163,1129,1230,1115,8,3448,215,30,18,4,64,3704,75
2007,21605,17153-2019,17153,5309,0.943265007,2577,2732,45.2,315,532,1718,1444,1222,8,3459,1617,37,22,3,171,5173,136
2008,20898,17153-2020,17153,5161,0.961611555,2530,2631,44.8,278,532,1705,1396,1173,8,3387,1538,39,23,3,171,5024,137
2009,22328,17153-2021,17153,5065,0.943591711,2459,2606,45.1,260,508,1681,1335,1205,8,3330,1493,43,27,4,168,4923,142
2010,34438,17155-2019,17155,5745,1.046669042,2938,2807,47.1,288,566,1855,1626,1349,8,5580,44,17,34,2,68,5388,357
2011,32902,17155-2020,17155,5635,1.036501626,2868,2767,46.5,258,579,1817,1588,1321,8,5471,43,17,34,6,64,5290,345
2012,33187,17155-2021,17155,5566,1.040322581,2838,2728,46.6,245,570,1802,1553,1321,8,5400,40,26,32,6,62,5207,359
2013,26558,17157-2019,17157,31725,1.229444835,17495,14230,42.1,1627,2985,12037,8577,6140,6,27657,3383,111,159,21,394,30670,1055
2014,27206,17157-2020,17157,30055,1.24609521,16674,13381,42.1,1511,2889,11437,8141,5745,6,26108,3230,120,166,22,409,29014,1041
2015,27903,17157-2021,17157,30142,1.270754859,16868,13274,41.9,1472,2938,11582,8000,5816,6,25977,3430,127,171,23,414,29024,1118
2016,26358,17159-2019,17159,15519,0.968167406,7634,7885,42.6,951,1745,5288,4080,3259,7,14977,141,52,143,5,201,15231,288
2017,28457,17159-2020,17159,15803,0.982561786,7832,7971,42.3,945,1842,5391,4152,3264,7,15262,149,42,140,5,205,15516,287
2018,28899,17159-2021,17159,15796,0.981186504,7823,7973,42.4,915,1864,5405,4081,3317,7,15239,157,44,136,5,215,15488,308
2019,29756,17161-2019,17161,141775,0.971479427,69862,71913,40.4,8647,15934,51974,35467,27980,2,116772,15920,919,3764,66,4334,122975,18800
2020,30380,17161-2020,17161,144267,0.983187848,71522,72745,40.4,8617,16546,52955,35872,28396,2,118300,16575,924,3834,61,4573,124866,19401
2021,31715,17161-2021,17161,142909,0.980473676,70750,72159,40.6,8289,16398,52564,34959,28843,2,116509,16915,927,3822,69,4667,123340,19569
2022,30807,17163-2019,17163,259889,0.929376916,125188,134701,39.1,16226,30692,98514,68501,42450,1,168176,79581,987,4010,250,6885,248619,11270
2023,31511,17163-2020,17163,256789,0.941532273,124528,132261,39.3,15625,30841,97080,67561,42162,1,166039,78541,998,3937,237,7037,245276,11513
2024,32949,17163-2021,17163,254796,0.941243695,123542,131254,39.5,15112,30568,96544,65962,43039,1,164409,77977,1009,3987,246,7168,243121,11675
2025,25342,17165-2019,17165,23540,0.964941569,11560,11980,43.1,1450,2301,8219,6435,4861,6,21871,901,113,148,24,483,23136,404
2026,27421,17165-2020,17165,23634,0.97923122,11693,11941,43.1,1389,2412,8242,6497,4826,6,21977,897,115,146,24,475,23220,414
2027,30493,17165-2021,17165,23320,0.989930881,11601,11719,43.2,1332,2383,8149,6318,4868,6,21644,905,116,147,25,483,22906,414
2028,35509,17167-2019,17167,194882,0.922463032,93511,101371,40.8,11217,21493,71742,51873,35974,3,159580,25435,519,4265,74,5009,190167,4715
2029,35549,17167-2020,17167,196012,0.933362266,94628,101384,40.8,11161,21933,72241,51930,36128,3,160064,25858,518,4288,67,5217,191094,4918
2030,37892,17167-2021,17167,194734,0.933515365,94019,100715,41,10929,21505,72189,50889,36600,3,158217,26261,527,4356,69,5304,189653,5081
2031,24831,17169-2019,17169,6829,1.098647818,3575,3254,46.5,291,646,2262,1980,1586,7,6441,299,14,26,0,49,6673,156
2032,26479,17169-2020,17169,6875,1.111486486,3619,3256,46.6,297,648,2274,1988,1590,7,6478,307,13,24,0,53,6719,156
2033,28679,17169-2021,17169,6843,1.127798507,3627,3216,46.5,316,623,2266,1934,1612,7,6419,334,15,25,0,50,6678,165
2034,27052,17171-2019,17171,4974,0.974593092,2455,2519,44.1,242,549,1672,1441,997,9,4843,31,10,12,27,51,4912,62
2035,29120,17171-2020,17171,4927,0.987494958,2448,2479,43.9,238,552,1661,1426,973,9,4770,43,14,13,33,54,4859,68
2036,30917,17171-2021,17171,4836,0.988486842,2404,2432,44.5,218,514,1643,1397,987,9,4675,37,16,13,36,59,4767,69
2037,27029,17173-2019,17173,21625,0.985219866,10732,10893,45.1,1191,2308,7009,5843,4993,6,21202,83,57,75,10,198,21375,250
2038,28234,17173-2020,17173,20900,1.003835091,10470,10430,45,1141,2265,6772,5656,4795,6,20453,100,55,74,9,209,20638,262
2039,29698,17173-2021,17173,20789,1.002215159,10406,10383,45,1115,2252,6751,5529,4862,6,20321,105,58,73,9,223,20525,264
2040,30018,17175-2019,17175,5312,0.982089552,2632,2680,44.9,292,584,1713,1459,1193,2,5121,52,13,35,5,86,5199,113
2041,29007,17175-2020,17175,5391,1.004089219,2701,2690,44.5,298,602,1762,1460,1206,2,5195,49,17,39,5,86,5269,122
2042,30011,17175-2021,17175,5294,1.015993907,2668,2626,44.7,278,600,1725,1412,1217,2,5096,53,18,37,5,85,5160,134
2043,27911,17177-2019,17177,44371,0.947463132,21587,22784,45.5,2494,4732,14184,12134,10299,4,37713,4665,140,332,21,1500,42451,1920
2044,28893,17177-2020,17177,44457,0.958717011,21760,22697,45.3,2443,4830,14252,12104,10269,4,37780,4668,137,339,19,1514,42445,2012
2045,30493,17177-2021,17177,44021,0.957968243,21538,22483,45.2,2386,4716,14239,11694,10414,4,37384,4576,139,349,19,1554,41903,2118
2046,33507,17179-2019,17179,131848,0.968350651,64864,66984,41.4,7326,15242,47564,34449,25502,2,126326,1867,440,1244,44,1927,128572,3276
2047,33854,17179-2020,17179,131018,0.982327932,64925,66093,41.4,7146,15213,47300,34392,25113,2,125433,1877,441,1230,49,1988,127693,3325
2048,35601,17179-2021,17179,130413,0.982713797,64638,65775,41.5,6926,15002,47371,33810,25455,2,124567,2053,453,1259,51,2030,127007,3406
2049,25879,17181-2019,17181,16693,1.004202185,8364,8329,44.3,917,1715,5643,4550,3648,6,15981,217,127,89,7,272,15809,884
2050,27778,17181-2020,17181,17179,1.013950762,8649,8530,44.1,925,1814,5819,4671,3729,6,16442,223,129,86,7,292,16241,938
2051,28334,17181-2021,17181,16923,1.014403047,8522,8401,44.4,906,1747,5701,4576,3767,6,16192,232,120,82,7,290,15999,924
2052,25307,17183-2019,17183,75736,0.993682215,37748,37988,40.9,4735,8999,26554,19451,14964,3,62187,10668,296,655,45,1885,71728,4008
2053,25484,17183-2020,17183,73883,1.00752656,37080,36803,40.9,4499,8892,25968,18945,14536,3,60632,10347,290,655,41,1918,69907,3976
2054,26527,17183-2021,17183,73095,1.009926582,36728,36367,40.9,4383,8701,25925,18404,14637,3,59825,10383,287,616,45,1939,68972,4123
2055,27781,17185-2019,17185,11370,1.003524229,5695,5675,42.9,682,1250,3850,3005,2431,7,10900,113,29,141,6,181,11105,265
2056,29252,17185-2020,17185,11316,1.003541076,5668,5648,43.2,683,1272,3765,2997,2448,7,10871,101,27,139,7,171,11057,259
2057,29809,17185-2021,17185,11202,0.999642985,5600,5602,43.3,624,1276,3770,2885,2504,7,10770,91,29,139,7,166,10926,276
2058,25730,17187-2019,17187,16816,0.975099836,8302,8514,40.2,1004,1810,6259,4140,3414,6,15495,483,81,399,36,322,15153,1663
2059,27899,17187-2020,17187,16777,0.990626483,8349,8428,40,1001,1826,6288,4069,3373,6,15438,489,89,408,37,316,15055,1722
2060,29403,17187-2021,17187,16531,0.992647059,8235,8296,40.4,942,1783,6211,4010,3363,6,15203,509,89,391,37,302,14800,1731
2061,32838,17189-2019,17189,13926,0.997991392,6956,6970,44,774,1443,4714,3890,2920,6,13551,139,27,70,3,136,13723,203
2062,32687,17189-2020,17189,13711,1.011885547,6896,6815,44.2,746,1405,4638,3877,2853,6,13340,148,35,70,3,115,13516,195
2063,34358,17189-2021,17189,13655,1.025363394,6913,6742,44.3,741,1375,4652,3794,2914,6,13253,150,36,82,3,131,13438,217
2064,26313,17191-2019,17191,16196,0.972956511,7987,8209,43.2,1004,1823,5362,4249,3552,7,15777,99,55,100,2,163,15930,266
2065,26502,17191-2020,17191,16121,0.986568084,8006,8115,42.9,971,1869,5363,4235,3477,7,15710,112,50,95,2,152,15865,256
2066,27267,17191-2021,17191,15963,0.991889194,7949,8014,43,965,1851,5302,4150,3480,7,15544,106,50,94,2,167,15679,284
2067,26746,17193-2019,17193,13574,0.967531526,6675,6899,43.8,761,1566,4455,3655,2956,6,13202,101,52,68,7,144,13368,206
2068,27449,17193-2020,17193,13808,0.983623043,6847,6961,43.7,733,1630,4565,3697,2997,6,13433,102,49,68,7,149,13585,223
2069,28175,17193-2021,17193,13784,0.985880997,6843,6941,43.5,696,1625,4612,3677,2964,6,13383,117,48,74,7,155,13559,225
2070,29856,17195-2019,17195,55215,0.98173139,27353,27862,43.5,3160,6076,18603,14938,11743,4,52577,1051,271,333,14,969,48334,6881
2071,31185,17195-2020,17195,55509,0.990140542,27617,27892,43.5,3087,6208,18633,15066,11789,4,52908,1026,267,331,11,966,48515,6994
2072,32428,17195-2021,17195,55305,0.989245378,27503,27802,43.2,3064,6179,18711,14631,11978,4,52642,1040,286,352,11,974,48185,7120
2073,36524,17197-2019,17197,690176,0.98431925,342361,347815,38.4,39742,85562,271113,189745,93300,1,545518,84872,3305,42174,355,13952,565182,124994
2074,37967,17197-2020,17197,695903,0.995575285,347180,348723,38.6,39124,86273,272496,192115,94898,1,548773,85840,3403,43192,378,14317,566941,128962
2075,40493,17197-2021,17197,697252,0.998331982,348335,348917,38.8,38205,84615,274621,190998,97936,1,546692,87386,3575,44615,385,14599,565385,131867
2076,28375,17199-2019,17199,66633,0.992971227,33199,33434,41.4,3897,7232,24316,17422,12954,3,61028,3134,308,873,16,1274,64789,1844
2077,29092,17199-2020,17199,67094,1.006399522,33654,33440,41.4,3763,7452,24466,17594,12977,3,61384,3215,299,883,19,1294,65168,1926
2078,31295,17199-2021,17199,66879,1.006149324,33542,33337,41.7,3637,7490,24325,17383,13204,3,61089,3281,299,863,18,1329,64919,1960
2079,29278,17201-2019,17201,282465,0.953328677,137858,144607,39.8,17861,32810,103668,73570,50835,2,224245,39920,1634,7984,160,8522,244445,38020
2080,29894,17201-2020,17201,284858,0.964239908,139836,145022,39.7,17769,33755,104420,73979,51062,2,225431,40652,1680,8035,170,8890,245264,39594
2081,31134,17201-2021,17201,283119,0.962125412,138827,144292,39.7,17314,33486,104294,72245,51801,2,223460,40503,1728,8154,177,9097,242327,40792
2082,37170,17203-2019,17203,38353,0.997968327,19157,19196,40.5,2194,4729,13755,10021,7097,2,37207,291,101,287,15,452,37618,735
2083,37751,17203-2020,17203,38395,1.008001674,19274,19121,40.5,2155,4841,13738,10021,7061,2,37240,282,100,291,14,468,37665,730
2084,38480,17203-2021,17203,38225,1.005403704,19164,19061,40.8,2162,4723,13743,9841,7185,2,36986,292,103,310,15,519,37477,748
2085,23316,18001-2019,18001,35688,0.996308105,17811,17877,33.7,3271,5614,12715,7874,5650,6,34905,204,124,138,15,302,34053,1635
2086,22617,18001-2020,18001,35826,1.007396201,17979,17847,33.5,3224,5684,12739,7948,5622,6,34981,240,132,141,18,314,34194,1632
2087,23763,18001-2021,18001,35961,1.006080553,18035,17926,33.5,3148,5700,12831,7869,5767,6,35065,254,133,146,12,351,34293,1668
2088,29160,18003-2019,18003,379006,0.957220687,185361,193645,36,26727,48621,150781,90884,56540,2,301301,45718,1760,17454,402,12371,349547,29459
2089,29951,18003-2020,18003,385892,0.97107934,190115,195777,36,26700,50049,154053,92004,57412,2,305500,46331,1790,18779,442,13050,355145,30747
2090,32079,18003-2021,18003,388608,0.971448574,191490,197118,36,26395,50016,156197,91145,59043,2,306389,46473,1796,20092,479,13379,357093,31515
2091,31774,18005-2019,18005,84063,1.008961858,42219,41844,37.6,5490,10162,32721,20653,13886,3,73000,2025,383,7152,77,1426,77704,6359
2092,32371,18005-2020,18005,82157,1.022425719,41534,40623,37.7,5229,10113,31991,20227,13454,3,71295,2065,420,6881,77,1419,75709,6448
2093,35669,18005-2021,18005,82475,1.019416763,41634,40841,37.8,5146,10210,32170,20162,13666,3,71707,2049,423,6693,77,1526,75842,6633
2094,25187,18007-2019,18007,8763,0.999315537,4380,4383,40.3,554,1094,3086,2305,1579,3,8495,96,27,20,5,120,8268,495
2095,27353,18007-2020,18007,8712,1.017133596,4393,4319,39.8,551,1086,3113,2300,1523,3,8439,90,28,18,5,132,8194,518
2096,27218,18007-2021,18007,8714,1.02981598,4421,4293,40,533,1070,3139,2293,1550,3,8404,96,29,20,5,160,8192,522
2097,24302,18009-2019,18009,11787,0.956348548,5762,6025,44.5,674,1289,3847,3250,2578,6,11411,92,30,68,4,182,11581,206
2098,25287,18009-2020,18009,12098,0.984580052,6002,6096,43.8,679,1379,3975,3333,2581,6,11688,113,32,65,4,196,11858,240
2099,26044,18009-2021,18009,12091,0.975330828,5970,6121,43.6,669,1372,4003,3228,2646,6,11662,114,40,68,4,203,11856,235
2100,48295,18011-2019,18011,67915,0.99018315,33790,34125,38.1,4377,9238,25923,18091,9275,1,62794,1432,183,2338,24,1144,65723,2192
2101,48835,18011-2020,18011,71169,1.004196001,35659,35510,38.1,4526,9690,27333,18648,9839,1,65477,1668,194,2566,28,1236,68761,2408
2102,49666,18011-2021,18011,73052,1.001644016,36556,36496,38.1,4576,9816,28258,18874,10392,1,66758,1957,209,2800,32,1296,70408,2644
2103,34372,18013-2019,18013,15066,0.978983318,7453,7613,50.1,617,1324,4444,4746,3788,1,14567,113,95,69,3,219,14784,282
2104,35000,18013-2020,18013,15470,1.007266122,7763,7707,50.3,618,1335,4577,4882,3885,1,14931,127,100,65,4,243,15157,313
2105,35810,18013-2021,18013,15552,1.003607318,7790,7762,50.5,584,1364,4595,4837,4005,1,15034,125,80,60,4,249,15250,302
2106,29366,18015-2019,18015,20211,1.015858767,10185,10026,43.2,1101,2240,6942,5625,4034,3,19675,192,80,36,7,221,19315,896
2107,29527,18015-2020,18015,20307,1.037423498,10340,9967,43,1125,2236,7037,5629,4012,3,19699,220,85,49,8,246,19340,967
2108,30571,18015-2021,18015,20444,1.03483627,10397,10047,43,1108,2258,7064,5650,4079,3,19813,217,93,57,8,256,19453,991
2109,24948,18017-2019,18017,37610,0.996496443,18772,18838,41.2,2233,4250,13611,10160,6853,4,34810,884,465,827,76,548,31493,6117
2110,25184,18017-2020,18017,37771,1.012414087,19002,18769,41.3,2144,4304,13700,10235,6883,4,34905,938,478,806,84,560,31449,6322
2111,26685,18017-2021,18017,37563,1.017563648,18945,18618,41.4,2118,4280,13651,10043,6983,4,34541,1017,523,786,89,607,31036,6527
2112,29062,18019-2019,18019,118191,0.951666969,57632,60559,39.4,7329,13260,45766,31458,18955,1,103175,9890,505,1384,107,3130,111454,6737
2113,29279,18019-2020,18019,121282,0.962714223,59489,61793,39.4,7282,13800,46969,32300,19369,1,105621,10196,551,1470,121,3323,114173,7109
2114,31542,18019-2021,18019,122738,0.963431021,60226,62512,39.5,7198,13823,47771,32349,19985,1,106566,10381,579,1567,138,3507,115408,7330
2115,26257,18021-2019,18021,26301,0.98198945,13031,13270,41.2,1642,2952,9422,7088,4842,3,25555,199,79,104,14,350,25903,398
2116,27298,18021-2020,18021,26432,0.993964997,13176,13256,41.2,1638,3053,9401,7126,4850,3,25651,209,87,100,15,370,25981,451
2117,30634,18021-2021,18021,26410,0.990503467,13142,13268,41.2,1620,3054,9408,6983,4983,3,25589,208,99,103,11,400,25909,501
2118,24489,18023-2019,18023,32298,0.985736243,16033,16265,37.8,2243,4268,11814,8080,5420,6,31409,249,170,143,12,315,27013,5285
2119,24678,18023-2020,18023,33151,1.000422399,16579,16572,37.7,2225,4489,12125,8273,5499,6,32178,283,179,157,13,341,27597,5554
2120,25393,18023-2021,18023,33065,1.004303813,16568,16497,37.8,2236,4385,12185,8084,5628,6,32003,319,192,170,17,364,27404,5661
2121,22443,18025-2019,18025,10593,1.033205374,5383,5210,44.5,600,1151,3462,3073,2157,8,10289,73,55,23,10,143,10425,168
2122,23001,18025-2020,18025,10540,1.044616877,5385,5155,44.5,609,1141,3436,3087,2127,8,10195,87,54,28,11,165,10359,181
2123,25061,18025-2021,18025,10514,1.044729677,5372,5142,45,601,1094,3425,3110,2142,8,10166,87,52,29,12,168,10329,185
2124,23848,18027-2019,18027,33439,1.016097914,16853,16586,34.7,2794,4924,12371,7594,5204,7,31877,772,219,163,40,368,31589,1850
2125,23600,18027-2020,18027,33391,1.025661247,16907,16484,34.7,2763,4941,12353,7620,5156,7,31792,778,231,164,42,384,31531,1860
2126,26269,18027-2021,18027,33397,1.026148153,16914,16483,34.5,2784,4912,12439,7501,5196,7,31742,768,241,166,40,440,31478,1919
2127,30800,18029-2019,18029,49573,0.991203406,24677,24896,42.5,2691,5466,17401,14344,8963,1,48216,356,115,226,34,626,48875,698
2128,31992,18029-2020,18029,50726,1.008473234,25470,25256,42.4,2765,5612,17917,14536,9171,1,49304,370,125,241,36,650,49991,735
2129,33646,18029-2021,18029,50816,1.009411206,25527,25289,42.5,2724,5556,18009,14332,9481,1,49362,387,132,248,36,651,50056,760
2130,27006,18031-2019,18031,26472,0.994575045,13200,13272,39.7,1696,3132,9725,7034,4531,6,25584,154,75,384,13,262,25919,553
2131,28190,18031-2020,18031,26477,1.002950299,13258,13219,39.8,1651,3164,9730,7091,4477,6,25566,186,75,354,14,282,25906,571
2132,30708,18031-2021,18031,26320,0.996510658,13137,13183,39.8,1627,3138,9721,6960,4518,6,25364,211,81,352,16,296,25702,618
2133,29073,18033-2019,18033,43561,0.984646225,21612,21949,39.2,2839,5147,16137,11562,7211,4,42436,242,141,215,29,498,42308,1253
2134,28782,18033-2020,18033,43274,0.993091378,21562,21712,39.2,2794,5240,16049,11421,7152,4,42029,289,158,227,29,542,41950,1324
2135,29919,18033-2021,18033,43333,0.99525739,21615,21718,39.3,2745,5243,16113,11286,7312,4,42014,308,155,235,29,592,41988,1345
2136,25107,18035-2019,18035,113769,0.929399993,54803,58966,35.8,5480,10300,50522,26550,19747,3,100826,8331,325,1515,66,2706,110821,2948
2137,25718,18035-2020,18035,111669,0.936445454,54002,57667,35.8,5291,10165,49763,26152,19143,3,98827,8129,334,1531,71,2777,108719,2950
2138,26946,18035-2021,18035,111871,0.933811582,54021,57850,35.7,5182,10196,50135,25892,19288,3,98861,8158,346,1534,76,2896,108782,3089
2139,30366,18037-2019,18037,42578,1.003482025,21326,21252,40.7,2797,5127,14887,11550,7641,5,41351,387,135,297,73,335,39015,3563
2140,31605,18037-2020,18037,43604,1.016929553,21985,21619,40.7,2777,5409,15185,11763,7846,5,42275,449,148,309,74,349,39793,3811
2141,32888,18037-2021,18037,43549,1.018493627,21974,21575,40.8,2713,5401,15164,11561,8065,5,42146,482,153,315,75,378,39621,3928
2142,26150,18039-2019,18039,206268,0.978001745,101987,104281,35.6,15496,28321,79320,48767,31051,3,184419,12733,1329,2547,180,5060,171812,34456
2143,26806,18039-2020,18039,206842,0.989018386,102850,103992,35.5,15281,28634,79805,48785,30919,3,184654,12743,1370,2618,192,5265,171350,35492
2144,28194,18039-2021,18039,206921,0.98887917,102882,104039,35.6,15121,28079,80378,48284,31560,3,184478,12734,1426,2645,191,5447,170599,36322
2145,24015,18041-2019,18041,23038,0.975306525,11375,11663,43.2,1287,2480,8027,6198,4743,6,22235,356,87,84,4,272,22713,325
2146,23839,18041-2020,18041,23333,0.982076113,11561,11772,43.1,1324,2549,8043,6319,4773,6,22529,359,92,87,2,264,22977,356
2147,25417,18041-2021,18041,23360,0.97731505,11546,11814,43.1,1318,2514,8086,6269,4840,6,22532,348,95,90,2,293,23011,349
2148,33478,18043-2019,18043,78601,0.944702855,38183,40418,39.8,4599,8895,29667,21346,13005,1,71062,4345,299,992,41,1862,75810,2791
2149,34609,18043-2020,18043,80437,0.960921502,39417,41020,39.8,4686,9264,30451,21618,13307,1,72566,4517,310,1029,43,1972,77444,2993
2150,34961,18043-2021,18043,80454,0.959616134,39398,41056,40,4553,9317,30595,21309,13589,1,72411,4640,322,1054,46,1981,77286,3168
2151,28058,18045-2019,18045,16425,0.992358079,8181,8244,43.2,949,1779,5617,4532,3354,6,15981,88,60,79,13,204,15987,438
2152,26636,18045-2020,18045,16470,1.003649635,8250,8220,42.7,966,1805,5678,4524,3292,6,16009,105,63,75,14,204,16012,458
2153,27609,18045-2021,18045,16427,0.999148108,8210,8217,43,934,1795,5648,4519,3338,6,15934,117,66,80,14,216,15949,478
2154,29166,18047-2019,18047,22763,0.991513561,11333,11430,42.7,1379,2522,7764,6428,4347,6,22272,72,60,155,3,201,22477,286
2155,32095,18047-2020,18047,22767,1.00431376,11408,11359,42.6,1382,2536,7761,6430,4335,6,22254,83,58,167,3,202,22482,285
2156,33216,18047-2021,18047,22842,1.00140191,11429,11413,42.7,1392,2498,7826,6347,4461,6,22309,91,59,177,4,202,22542,300
2157,26427,18049-2019,18049,20042,0.992246521,9982,10060,41.6,1245,2375,6893,5227,4010,7,19254,173,178,144,5,288,18962,1080
2158,26865,18049-2020,18049,20434,1.010824641,10272,10162,41.4,1259,2471,7070,5277,4068,7,19625,192,189,137,6,285,19297,1137
2159,28933,18049-2021,18049,20386,1.017616785,10282,10104,41.6,1159,2487,7087,5226,4135,7,19531,201,194,139,6,315,19245,1141
2160,28076,18051-2019,18051,33709,1.002078755,16872,16837,40.2,2128,4033,12060,9020,5983,6,31810,912,115,185,10,677,33110,599
2161,28105,18051-2020,18051,33021,1.019262521,16668,16353,39.8,2067,4011,11972,8747,5756,6,31045,918,117,193,23,725,32379,642
2162,28521,18051-2021,18051,32924,1.017278353,16603,16321,40,2016,3965,12046,8555,5879,6,30904,902,127,217,23,751,32240,684
2163,23046,18053-2019,18053,65836,0.915563444,31467,34369,40.3,3793,6832,24844,16836,12799,4,58121,5002,298,624,29,1762,62859,2977
2164,24255,18053-2020,18053,66446,0.927423566,31972,34474,40.2,3797,7035,24983,16991,12796,4,58680,5053,305,587,29,1792,63330,3116
2165,25500,18053-2021,18053,66263,0.927650909,31888,34375,40,3734,7007,25077,16594,12978,4,58393,5085,304,596,29,1856,63034,3229
2166,25453,18055-2019,18055,32117,1.003555833,16087,16030,43.7,1774,3436,10921,9189,6392,6,31416,86,128,132,8,347,31542,575
2167,26236,18055-2020,18055,30790,1.012023786,15487,15303,43.4,1702,3345,10516,8748,6067,6,30064,98,135,128,8,357,30198,592
2168,29030,18055-2021,18055,30786,1.008874388,15461,15325,43.3,1737,3293,10560,8610,6167,6,30061,106,130,123,7,359,30164,622
2169,49287,18057-2019,18057,337955,0.956278871,165201,172754,37.5,21461,46742,132994,88092,43261,1,292250,15300,747,22227,145,7286,323469,14486
2170,49196,18057-2020,18057,348868,0.968569961,171649,177219,37.8,21224,48107,137327,91474,45032,1,300176,16109,780,23837,163,7803,333421,15447
2171,52437,18057-2021,18057,356650,0.970474649,175653,180997,38,21008,48061,141585,92852,47301,1,305054,17402,800,24911,195,8288,340382,16268
2172,34119,18059-2019,18059,78159,0.969038142,38465,39694,40.1,4552,9250,28990,21327,12965,1,73324,2494,250,730,34,1327,76092,2067
2173,36450,18059-2020,18059,80156,0.977207696,39616,40540,40.2,4561,9634,29673,21835,13286,1,74901,2760,269,766,35,1425,77888,2268
2174,38485,18059-2021,18059,81789,0.981850784,40520,41269,40.1,4590,9880,30469,21986,13667,1,76086,3049,289,833,38,1494,79251,2538
