,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
4956,26523,31003-2019,31003,6317,1.011783439,3177,3140,44.5,414,756,1941,1597,1535,9,6180,26,37,31,1,42,6095,222
4957,27217,31003-2020,31003,6276,1.021907216,3172,3104,43.6,434,768,1925,1542,1523,9,6132,27,36,31,1,49,6055,221
4958,27874,31003-2021,31003,6279,1.003509892,3145,3134,43.4,439,765,1951,1513,1531,9,6126,30,40,30,1,52,6033,246
4959,25906,31005-2019,31005,468,0.941908714,227,241,40,24,64,176,95,102,9,455,0,2,1,0,10,448,20
4960,25277,31005-2020,31005,431,0.99537037,215,216,40.5,20,61,161,89,92,9,416,0,2,1,0,12,414,17
4961,26662,31005-2021,31005,439,1.023041475,222,217,40.9,20,65,162,93,94,9,422,0,4,1,0,12,422,17
4962,27552,31007-2019,31007,757,0.956072351,370,387,43.1,54,95,231,191,181,9,739,10,2,2,0,4,710,47
4963,30628,31007-2020,31007,683,0.973988439,337,346,42.9,51,84,210,167,162,9,663,12,2,2,0,4,633,50
4964,35115,31007-2021,31007,692,0.994236311,345,347,43.2,39,95,218,167,165,9,670,12,4,2,0,4,642,50
4965,25097,31009-2019,31009,455,1.058823529,234,221,50.5,29,43,127,137,114,9,448,2,0,0,0,5,446,9
4966,29748,31009-2020,31009,431,1.062200957,222,209,49.3,28,39,128,136,95,9,421,2,0,0,0,8,421,10
4967,35994,31009-2021,31009,461,1.039823009,235,226,47.5,28,52,139,144,94,9,450,2,2,0,0,7,449,12
4968,33027,31011-2019,31011,5176,0.986185725,2570,2606,44.6,330,620,1591,1371,1197,9,5084,28,12,15,0,37,5063,113
4969,32850,31011-2020,31011,5351,1.000373832,2676,2675,44,347,653,1645,1405,1230,9,5246,35,14,15,0,41,5209,142
4970,35146,31011-2021,31011,5386,1.002975084,2697,2689,43.3,337,675,1690,1368,1238,9,5266,38,14,18,0,50,5216,170
4971,28156,31013-2019,31013,10786,0.991506647,5370,5416,39.9,728,1420,3754,2667,2076,7,9815,109,497,75,3,287,9386,1400
4972,29447,31013-2020,31013,10824,1.001109262,5415,5409,40.1,690,1489,3754,2627,2124,7,9825,112,502,80,3,302,9388,1436
4973,29634,31013-2021,31013,10604,0.994357721,5287,5317,40.4,645,1434,3681,2498,2185,7,9623,105,499,75,3,299,9178,1426
4974,29871,31015-2019,31015,1894,0.981171548,938,956,52.6,83,183,539,495,577,9,1831,2,27,23,2,9,1845,49
4975,31863,31015-2020,31015,1806,1.002217295,904,902,51.1,79,188,517,475,530,9,1736,3,29,26,2,10,1759,47
4976,31460,31015-2021,31015,1789,0.989988877,890,899,51.5,74,188,502,472,535,9,1715,3,33,25,2,11,1742,47
4977,30674,31017-2019,31017,2966,0.982620321,1470,1496,47.7,153,307,900,769,803,9,2879,14,35,6,3,29,2875,91
4978,29420,31017-2020,31017,2903,0.991083676,1445,1458,46.4,167,301,897,759,740,9,2791,18,48,6,3,37,2778,125
4979,28256,31017-2021,31017,2908,0.982276755,1441,1467,46.2,174,298,915,738,753,9,2789,16,56,7,3,37,2761,147
4980,31043,31019-2019,31019,49823,0.998195235,24889,24934,34,3292,5782,21978,10572,7590,4,47296,601,333,773,52,768,45113,4710
4981,30605,31019-2020,31019,50129,1.008212483,25167,24962,34.5,3172,5887,21967,10693,7773,4,47434,647,396,762,83,807,45284,4845
4982,32616,31019-2021,31019,50339,1.0066571,25253,25086,34.7,3063,5905,22156,10613,7948,4,47599,656,409,725,103,847,45354,4985
4983,31635,31021-2019,31021,6494,0.989583333,3230,3264,45.9,356,764,1984,1693,1611,8,6166,44,141,24,7,112,6272,222
4984,31252,31021-2020,31021,6721,1.022569967,3398,3323,45.2,372,783,2086,1727,1644,8,6359,44,160,26,7,125,6477,244
4985,31714,31021-2021,31021,6709,1.006279904,3365,3344,44.5,388,770,2119,1661,1661,8,6318,54,170,28,10,129,6448,261
4986,30095,31023-2019,31023,7990,1.021761134,4038,3952,42.7,457,948,2667,2137,1670,6,7774,54,45,38,4,75,7633,357
4987,33418,31023-2020,31023,8349,1.042318982,4261,4088,42.5,494,1010,2777,2239,1717,6,8105,59,53,33,4,95,7922,427
4988,35148,31023-2021,31023,8444,1.03371869,4292,4152,42.2,521,1026,2810,2210,1752,6,8177,72,54,34,4,103,7974,470
4989,33851,31025-2019,31025,26186,1.027407866,13270,12916,42.1,1455,3175,9011,7459,4703,2,25190,198,167,142,15,474,25214,972
4990,34863,31025-2020,31025,26593,1.041218913,13565,13028,42,1401,3311,9171,7536,4794,2,25555,212,177,152,17,480,25585,1008
4991,36971,31025-2021,31025,27017,1.046742424,13817,13200,41.8,1379,3310,9461,7540,4917,2,25925,222,188,163,17,502,25997,1020
4992,30163,31027-2019,31027,8420,1.034307804,4281,4139,43.1,545,1093,2597,2202,1855,9,8252,33,47,15,0,73,8224,196
4993,30663,31027-2020,31027,8373,1.049694002,4288,4085,42.6,548,1110,2600,2158,1826,9,8172,43,58,22,0,78,8180,193
4994,31879,31027-2021,31027,8330,1.0461803,4259,4071,42.7,537,1097,2605,2100,1868,9,8122,49,56,22,1,80,8130,200
4995,30080,31029-2019,31029,3901,0.966229839,1917,1984,42,251,503,1287,982,822,9,3811,28,20,9,0,33,3341,560
4996,30850,31029-2020,31029,3881,0.991277578,1932,1949,41.8,246,507,1270,983,811,9,3777,33,25,9,0,37,3298,583
4997,32446,31029-2021,31029,3826,1.00839895,1921,1905,42.2,253,469,1251,969,814,9,3722,28,26,9,1,40,3227,599
4998,29415,31031-2019,31031,5757,1.047297297,2945,2812,43,407,643,1889,1448,1297,7,5131,28,386,33,2,177,5543,214
4999,30169,31031-2020,31031,5462,1.059577677,2810,2652,42.3,372,659,1791,1353,1215,7,4787,32,408,35,3,197,5239,223
5000,29130,31031-2021,31031,5458,1.061178248,2810,2648,42.4,366,672,1788,1341,1222,7,4775,24,416,35,3,205,5224,234
5001,31294,31033-2019,31033,9011,1.011383929,4531,4480,42.2,542,1055,3095,2332,1887,7,8589,68,90,100,7,157,8295,716
5002,30145,31033-2020,31033,9482,1.009749894,4764,4718,42.3,580,1147,3182,2444,2012,7,8979,87,94,100,8,214,8685,797
5003,30275,31033-2021,31033,9529,1.011610724,4792,4737,42.2,577,1133,3196,2406,2079,7,9043,86,98,96,8,198,8708,821
5004,27539,31035-2019,31035,6219,1.025073266,3148,3071,41.6,424,758,2043,1612,1284,8,6000,38,84,21,19,57,5653,566
5005,29990,31035-2020,31035,6101,1.041834003,3113,2988,41.3,384,744,2045,1579,1250,8,5880,43,83,17,19,59,5549,552
5006,32604,31035-2021,31035,6078,1.051991897,3116,2962,41.2,366,775,2048,1523,1288,8,5838,52,90,16,19,63,5505,573
5007,23603,31037-2019,31037,10677,1.140108238,5688,4989,34.9,963,1587,4041,2434,1487,7,9311,642,394,131,66,133,5837,4840
5008,24901,31037-2020,31037,10546,1.169512446,5685,4861,35.1,925,1595,3980,2440,1424,7,9152,649,403,130,74,138,5694,4852
5009,26972,31037-2021,31037,10498,1.169008264,5658,4840,35.6,921,1580,3926,2410,1480,7,9125,626,411,129,78,129,5611,4887
5010,29765,31039-2019,31039,8818,1.01186402,4435,4383,42,594,1041,2892,2186,1973,7,8550,49,73,40,3,103,7940,878
5011,30734,31039-2020,31039,9009,1.019955157,4549,4460,41.3,593,1113,2979,2249,1937,7,8707,60,70,50,3,119,8071,938
5012,32608,31039-2021,31039,8984,1.012995743,4521,4463,41.3,602,1070,3015,2189,1981,7,8678,57,69,56,3,121,8003,981
5013,33561,31041-2019,31041,10796,0.989679322,5370,5426,43,690,1307,3495,2707,2454,7,10511,67,82,28,2,106,10429,367
5014,32021,31041-2020,31041,10495,1.004775549,5260,5235,42.9,636,1307,3399,2637,2362,7,10177,87,88,23,2,118,10114,381
5015,32864,31041-2021,31041,10460,1.011538462,5260,5200,42.6,615,1304,3445,2575,2375,7,10117,86,97,33,2,125,10067,393
5016,25269,31043-2019,31043,20100,1.020506634,10152,9948,33.3,1777,2886,7860,4529,2750,3,16436,1400,895,786,105,478,12185,7915
5017,26416,31043-2020,31043,21502,1.028490566,10902,10600,33.2,1852,3188,8394,4827,2905,3,17397,1650,1000,828,129,498,12984,8518
5018,27425,31043-2021,31043,21241,1.024880839,10751,10490,33.7,1770,3141,8256,4739,2994,3,17150,1673,956,815,151,496,12781,8460
5019,25383,31045-2019,31045,8557,0.972568004,4219,4338,35.5,394,745,3832,1872,1629,7,7656,156,349,149,30,217,8060,497
5020,25380,31045-2020,31045,8151,0.972175175,4018,4133,35.7,371,719,3661,1768,1546,7,7229,170,386,143,29,194,7666,485
5021,26289,31045-2021,31045,8148,0.970495768,4013,4135,35.9,376,703,3683,1714,1594,7,7184,173,408,135,30,218,7638,510
5022,25956,31047-2019,31047,23571,1.082427776,12252,11319,36.4,1919,3037,8852,5350,4040,7,20719,1674,501,308,71,298,15628,7943
5023,31411,31047-2020,31047,24039,1.096180677,12571,11468,36.4,1931,3170,8998,5531,4027,7,20956,1824,527,324,108,300,15836,8203
5024,31039,31047-2021,31047,23898,1.104808878,12544,11354,36.6,1909,3121,8942,5466,4091,7,20806,1792,550,314,118,318,15631,8267
5025,26351,31049-2019,31049,1816,1.002205072,909,907,48.5,87,203,531,522,447,9,1752,3,30,8,0,23,1677,139
5026,27998,31049-2020,31049,1829,1.025470653,926,903,49.4,83,204,500,548,467,9,1770,2,30,8,0,19,1682,147
5027,30115,31049-2021,31049,1865,1.060773481,960,905,50.1,85,209,500,528,513,9,1788,7,30,8,0,32,1709,156
5028,27634,31051-2019,31051,5636,1.035391838,2867,2769,41.5,406,711,1833,1439,1179,3,5405,44,76,22,12,77,4812,824
5029,31967,31051-2020,31051,5580,1.051470588,2860,2720,41.7,373,726,1804,1427,1170,3,5341,49,72,24,12,82,4744,836
5030,31920,31051-2021,31051,5545,1.046125461,2835,2710,41.9,341,734,1785,1402,1187,3,5300,53,74,24,11,83,4681,864
5031,28019,31053-2019,31053,36444,0.99147541,18144,18300,39.4,2442,4368,13183,8921,7019,4,34337,489,657,265,138,558,31252,5192
5032,29619,31053-2020,31053,37102,1.003239566,18581,18521,39.2,2389,4636,13485,9080,6991,4,34933,511,671,266,150,571,31580,5522
5033,30466,31053-2021,31053,37103,1.003942749,18588,18515,39.2,2317,4670,13614,8917,7044,4,34848,548,705,274,150,578,31307,5796
5034,35307,31055-2019,31055,570860,0.972782063,281492,289368,35.1,42156,72405,240131,131793,76473,2,456077,65648,7461,24672,541,16461,496473,74387
5035,36303,31055-2020,31055,585010,0.985959338,290437,294573,35.3,41810,75329,246123,135037,78411,2,466824,67203,7832,25482,472,17197,507320,77690
5036,38929,31055-2021,31055,585008,0.986100879,290457,294551,35.5,40399,74979,246935,133670,80663,2,466359,66892,7853,25778,436,17690,505991,79017
5037,25479,31057-2019,31057,1686,1.007142857,846,840,48.2,81,158,511,489,427,9,1612,11,30,3,4,26,1564,122
5038,27697,31057-2020,31057,1647,1.025830258,834,813,47.1,78,166,513,463,407,9,1563,15,32,3,4,30,1513,134
5039,30492,31057-2021,31057,1635,1.03611457,832,803,47.7,82,165,501,441,428,9,1542,22,32,3,4,32,1495,140
5040,34483,31059-2019,31059,5484,0.998542274,2740,2744,46.1,286,515,1840,1492,1297,8,5297,52,47,39,0,49,5269,215
5041,40702,31059-2020,31059,5567,1.007573026,2794,2773,45.2,304,534,1864,1519,1276,8,5379,51,44,42,0,51,5338,229
5042,39883,31059-2021,31059,5546,1.004336827,2779,2767,45,300,512,1889,1491,1283,8,5351,55,47,40,1,52,5307,239
5043,28365,31061-2019,31061,2945,0.980497646,1458,1487,49.7,171,296,847,781,819,9,2867,15,17,5,0,41,2872,73
5044,27655,31061-2020,31061,2885,1.013258897,1452,1433,48.3,171,303,850,743,784,9,2792,18,20,5,0,50,2804,81
5045,29464,31061-2021,31061,2903,1.021587744,1467,1436,47.9,183,304,857,721,804,9,2809,17,19,5,0,53,2814,89
5046,28899,31063-2019,31063,2631,1.028527371,1334,1297,45.2,137,261,879,677,643,9,2564,13,19,5,0,30,2550,81
5047,29043,31063-2020,31063,2510,1.081260365,1304,1206,45.4,129,253,831,654,613,9,2442,14,18,4,0,32,2434,76
5048,29533,31063-2021,31063,2555,1.053858521,1311,1244,45.2,123,262,855,651,631,9,2486,15,14,4,0,36,2472,83
5049,27021,31065-2019,31065,4690,0.988973707,2332,2358,45.9,283,492,1451,1210,1188,9,4554,26,33,19,2,56,4462,228
5050,27190,31065-2020,31065,4615,1.003038194,2311,2304,45.6,284,486,1451,1180,1156,9,4464,34,36,21,2,58,4395,220
5051,30457,31065-2021,31065,4604,1,2302,2302,45.7,290,468,1452,1145,1187,9,4445,41,37,19,2,60,4373,231
5052,29565,31067-2019,31067,21542,0.997774274,10759,10783,43.3,1214,2574,7084,5843,4551,6,20749,182,138,158,3,312,20905,637
5053,29289,31067-2020,31067,21663,1.012915815,10901,10762,43.2,1209,2595,7201,5826,4541,6,20803,190,161,150,3,356,21008,655
5054,30918,31067-2021,31067,21616,1.012288214,10874,10742,43.3,1149,2578,7224,5696,4670,6,20728,176,172,149,3,388,20945,671
5055,35050,31069-2019,31069,1822,1.099078341,954,868,51.4,84,183,498,515,518,9,1761,6,24,0,2,29,1719,103
5056,33689,31069-2020,31069,1883,1.110986547,991,892,49.9,85,190,547,524,511,9,1803,6,32,0,3,39,1743,140
5057,36476,31069-2021,31069,1847,1.08700565,962,885,51.4,85,184,523,498,538,9,1769,6,27,3,3,39,1732,115
5058,29146,31071-2019,31071,1970,0.98388721,977,993,51.3,109,156,582,516,579,9,1951,6,3,2,1,7,1936,34
5059,29119,31071-2020,31071,1806,0.98679868,897,909,51,103,144,543,462,534,9,1790,5,1,2,1,7,1774,32
5060,29177,31071-2021,31071,1839,1.009836066,924,915,50.3,119,139,557,479,531,9,1822,5,1,2,1,8,1808,31
5061,37565,31073-2019,31073,1978,1.05186722,1014,964,47.2,109,208,613,545,478,9,1915,17,14,8,0,24,1861,117
5062,35290,31073-2020,31073,1891,1.062159215,974,917,46.2,104,201,594,518,447,9,1824,17,14,11,0,25,1787,104
5063,35029,31073-2021,31073,1824,1.086956522,950,874,46.9,104,188,567,491,451,9,1763,15,11,9,0,26,1719,105
5064,23264,31075-2019,31075,631,1.055374593,324,307,45.1,50,76,183,164,152,9,618,3,1,1,0,8,619,12
5065,23806,31075-2020,31075,611,1.136363636,325,286,41.9,50,81,188,142,142,9,599,2,1,1,0,8,599,12
5066,27321,31075-2021,31075,579,1.136531365,308,271,43.8,39,66,181,130,151,9,567,2,1,1,0,8,568,11
5067,26553,31077-2019,31077,2368,0.974979149,1169,1199,44.9,151,272,735,567,613,8,2330,16,3,3,0,16,2312,56
5068,26336,31077-2020,31077,2180,1.011070111,1096,1084,45.3,126,257,671,535,562,8,2137,16,3,7,0,17,2121,59
5069,26450,31077-2021,31077,2169,1.000922509,1085,1084,45,122,257,675,525,559,8,2126,15,7,4,0,17,2108,61
5070,28359,31079-2019,31079,61454,1.018326327,31006,30448,35.9,4814,8412,23514,14551,9231,3,55566,2276,1467,853,336,956,43380,18074
5071,29604,31079-2020,31079,62730,1.028718347,31809,30921,36,4800,8737,23932,14919,9335,3,56636,2371,1534,862,342,985,43868,18862
5072,30866,31079-2021,31079,61979,1.031365737,31468,30511,36.4,4507,8598,23690,14623,9548,3,55922,2313,1542,856,345,1001,42916,19063
5073,32131,31081-2019,31081,9285,1.018039557,4684,4601,41.2,612,1100,3193,2398,1862,3,9065,46,31,33,1,109,8920,365
5074,32535,31081-2020,31081,9403,1.035722018,4784,4619,41.3,597,1130,3216,2432,1893,3,9175,41,35,36,1,115,9043,360
5075,33407,31081-2021,31081,9386,1.031162086,4765,4621,41.4,573,1159,3217,2381,1924,3,9132,44,33,35,1,141,9010,376
5076,28919,31083-2019,31083,3372,1.066176471,1740,1632,49.4,171,373,933,925,918,9,3306,9,18,8,0,31,3294,78
5077,31978,31083-2020,31083,3054,1.071913161,1580,1474,49.6,160,336,835,849,835,9,2976,14,19,8,0,37,2988,66
5078,32259,31083-2021,31083,3091,1.063417891,1593,1498,49.3,159,355,864,835,842,9,3007,18,19,17,0,30,3018,73
5079,31286,31085-2019,31085,911,1.033482143,463,448,47.8,73,101,258,219,251,9,882,6,5,4,1,13,859,52
5080,30768,31085-2020,31085,855,1.03087886,434,421,45.6,65,98,249,203,229,9,825,6,5,5,1,13,811,44
5081,29007,31085-2021,31085,843,1.061124694,434,409,46.4,56,99,244,202,230,9,814,6,5,4,1,13,790,53
5082,30037,31087-2019,31087,2759,1.000725163,1380,1379,46.3,151,315,839,681,730,9,2701,9,15,4,0,30,2671,88
5083,29278,31087-2020,31087,2610,1.015444015,1315,1295,45.3,140,316,805,645,667,9,2542,11,19,4,0,34,2512,98
5084,28763,31087-2021,31087,2586,1.039432177,1318,1268,45.2,137,309,805,633,665,9,2510,13,20,7,0,36,2484,102
5085,31785,31089-2019,31089,10084,1.012774451,5074,5010,42.6,683,1313,3123,2582,2227,7,9808,50,78,52,11,85,9536,548
5086,31089,31089-2020,31089,10083,1.029997987,5116,4967,42.5,678,1341,3123,2566,2226,7,9784,53,85,57,12,92,9549,534
5087,32544,31089-2021,31089,10049,1.027643261,5093,4956,42.3,660,1347,3136,2479,2275,7,9756,57,83,56,12,85,9505,544
5088,27714,31091-2019,31091,668,0.91954023,320,348,46.7,37,76,207,146,197,9,651,0,3,2,0,12,648,20
5089,28859,31091-2020,31091,707,0.969359331,348,359,47.4,33,80,213,163,207,9,691,0,3,2,0,11,685,22
5090,29916,31091-2021,31091,734,0.95212766,358,376,46.1,31,83,230,165,212,9,721,0,3,2,0,8,710,24
5091,27489,31093-2019,31093,6423,1.033882204,3265,3158,42.9,412,780,2076,1683,1374,3,6250,38,38,34,6,57,6271,152
5092,28108,31093-2020,31093,6496,1.038280515,3309,3187,42.3,414,824,2123,1694,1354,3,6317,36,42,41,6,54,6314,182
5093,29201,31093-2021,31093,6531,1.0409375,3331,3200,42.4,389,823,2143,1673,1402,3,6325,43,46,50,6,61,6317,214
5094,27461,31095-2019,31095,7020,0.965285554,3448,3572,46.1,391,785,2168,1861,1719,7,6816,47,56,27,2,72,6683,337
5095,28748,31095-2020,31095,7260,0.986320109,3605,3655,44.9,437,823,2274,1901,1724,7,7036,54,55,29,2,84,6893,367
5096,28313,31095-2021,31095,7176,0.996105702,3581,3595,45,431,802,2257,1847,1738,7,6941,57,58,34,2,84,6788,388
5097,24072,31097-2019,31097,5050,1.445520581,2985,2065,41.4,239,483,1947,1375,937,8,4519,334,75,69,0,53,4541,509
5098,24145,31097-2020,31097,5288,1.467568829,3145,2143,41.2,240,523,2054,1448,959,8,4734,350,76,66,0,62,4732,556
5099,25099,31097-2021,31097,5316,1.529019981,3214,2102,41.1,225,506,2096,1432,987,8,4697,386,79,68,0,86,4723,593
5100,31094,31099-2019,31099,6607,1.001514693,3306,3301,40.8,424,850,2221,1662,1340,7,6433,24,37,23,9,81,6112,495
5101,33784,31099-2020,31099,6695,1.012928443,3369,3326,40.3,428,855,2318,1661,1316,7,6507,25,38,23,8,94,6174,521
5102,34171,31099-2021,31099,6674,1.010240964,3354,3320,40.6,400,843,2335,1628,1357,7,6487,26,41,20,8,92,6149,525
5103,29823,31101-2019,31101,8021,1.014314415,4039,3982,48.7,452,815,2349,2159,2141,7,7691,83,67,52,0,128,7414,607
5104,30947,31101-2020,31101,8322,1.025310294,4213,4109,48.3,467,841,2478,2211,2209,7,7961,84,81,57,0,139,7652,670
5105,32842,31101-2021,31101,8279,1.026682987,4194,4085,48.5,434,848,2475,2164,2245,7,7932,86,74,56,0,131,7600,679
5106,28853,31103-2019,31103,784,1.020618557,396,388,53.6,36,68,214,218,238,9,768,0,5,4,0,7,776,8
5107,32202,31103-2020,31103,763,1.023872679,386,377,55.3,29,63,205,211,245,9,748,0,5,4,0,6,757,6
5108,32282,31103-2021,31103,787,1.023136247,398,389,54.5,32,69,218,210,251,9,766,0,11,3,0,7,781,6
5109,27478,31105-2019,31105,3597,0.993902439,1793,1804,46.9,207,385,1098,984,879,8,3369,15,76,33,4,100,3269,328
5110,26528,31105-2020,31105,3401,0.988888889,1691,1710,47.8,185,349,1038,921,869,8,3177,16,76,33,6,93,3097,304
5111,26682,31105-2021,31105,3412,0.988344988,1696,1716,47.6,174,366,1050,900,879,8,3174,20,79,36,6,97,3094,318
5112,28409,31107-2019,31107,8337,0.975124378,4116,4221,45.4,528,1023,2463,2085,2114,9,7224,38,874,35,5,161,8041,296
5113,29210,31107-2020,31107,8383,0.987906094,4166,4217,44.4,534,1061,2525,2040,2100,9,7228,38,900,37,5,175,8089,294
5114,29621,31107-2021,31107,8401,0.977636535,4153,4248,44,535,1075,2547,2006,2113,9,7218,38,913,39,5,188,8082,319
5115,32378,31109-2019,31109,318403,1.008547602,159879,158524,34,19582,36576,143483,68975,45718,2,276464,13713,3188,15044,331,9663,294697,23706
5116,33382,31109-2020,31109,322910,1.017367944,162845,160065,34.1,19275,37492,145416,69878,46586,2,279894,14193,3343,15070,347,10063,298235,24675
5117,35158,31109-2021,31109,324514,1.018008942,163705,160809,34.3,18642,37173,146429,69726,48228,2,280924,14421,3401,15135,355,10278,299170,25344
5118,31567,31111-2019,31111,34856,0.980454545,17256,17600,41.1,2089,4178,12271,8837,6983,5,33108,467,405,304,26,546,31572,3284
5119,31256,31111-2020,31111,34551,0.995783272,17239,17312,41.5,2058,4113,12065,8869,6932,5,32797,470,390,310,27,557,31224,3327
5120,32424,31111-2021,31111,34133,0.993284279,17009,17124,41.7,1976,3987,12010,8600,7034,5,32365,447,400,315,31,575,30786,3347
5121,24355,31113-2019,31113,750,1.071823204,388,362,43,46,88,243,187,171,9,728,1,7,3,0,11,721,29
5122,21836,31113-2020,31113,714,1.075581395,370,344,42.3,40,77,255,171,156,9,692,1,7,3,0,11,675,39
5123,25624,31113-2021,31113,687,1.113846154,362,325,43.8,28,72,243,169,162,9,663,3,7,3,0,11,648,39
5124,27726,31115-2019,31115,659,1.027692308,334,325,49.8,37,71,187,188,173,9,652,5,1,1,0,0,634,25
5125,26975,31115-2020,31115,606,1.068259386,313,293,50.3,30,68,162,183,157,9,596,8,1,1,0,0,584,22
5126,26145,31115-2021,31115,604,1.068493151,312,292,50.3,29,59,168,169,169,9,593,8,1,2,0,0,582,22
5127,30063,31117-2019,31117,493,0.987903226,245,248,50.6,15,43,141,167,118,9,485,2,0,0,0,6,486,7
5128,33001,31117-2020,31117,396,1.010152284,199,197,50,14,32,118,125,100,9,388,2,0,1,0,5,388,8
5129,30914,31117-2021,31117,379,0.994736842,189,190,50.3,12,32,113,113,101,9,372,2,0,1,0,4,370,9
5130,28179,31119-2019,31119,35059,0.984209633,17390,17669,36.9,2572,4493,13299,8511,5688,5,32458,585,743,641,28,604,29472,5587
5131,28735,31119-2020,31119,35473,0.995780353,17699,17774,37,2541,4621,13524,8562,5728,5,32809,578,794,655,25,612,29750,5723
5132,31506,31119-2021,31119,35337,0.999830221,17667,17670,37.2,2457,4628,13477,8375,5881,5,32679,596,791,651,21,599,29556,5781
5133,28795,31121-2019,31121,7818,1.008735868,3926,3892,43.2,446,855,2652,2115,1652,3,7536,42,58,86,9,87,7417,401
5134,27476,31121-2020,31121,7659,1.018713759,3865,3794,43,431,850,2615,2072,1594,3,7367,46,62,84,9,91,7250,409
5135,28545,31121-2021,31121,7665,1.039106145,3906,3759,43,412,838,2664,2019,1631,3,7375,47,63,85,9,86,7255,410
5136,26951,31123-2019,31123,4624,1.040600177,2358,2266,42.9,255,529,1578,1198,995,9,4425,22,75,32,0,70,3909,715
5137,25492,31123-2020,31123,4539,1.059437387,2335,2204,42.4,243,520,1572,1165,977,9,4321,26,88,29,0,75,3819,720
5138,27185,31123-2021,31123,4574,1.07062019,2365,2209,42.4,257,535,1571,1145,1010,9,4329,30,97,30,0,88,3835,739
5139,29454,31125-2019,31125,3482,0.997705106,1739,1743,44.1,207,383,1136,974,733,8,3391,19,24,4,1,43,3378,104
5140,29841,31125-2020,31125,3382,1.008313539,1698,1684,43,204,404,1110,915,703,8,3287,20,21,5,1,48,3272,110
5141,29345,31125-2021,31125,3390,1.015457788,1708,1682,43.3,189,416,1119,898,725,8,3294,20,24,5,1,46,3267,123
5142,29574,31127-2019,31127,6943,0.986552217,3448,3495,38.7,425,783,2630,1605,1412,7,6652,105,32,45,8,101,6741,202
5143,28448,31127-2020,31127,7088,1.007363353,3557,3531,38.3,430,830,2720,1601,1417,7,6793,113,32,42,7,101,6877,211
5144,29428,31127-2021,31127,7064,1.002835271,3537,3527,38.4,417,832,2740,1555,1428,7,6742,123,35,42,7,115,6834,230
5145,30078,31129-2019,31129,4152,0.989458553,2065,2087,49.2,204,405,1228,1125,1137,9,3998,13,25,58,0,58,4026,126
5146,34248,31129-2020,31129,4081,0.999510044,2040,2041,48.8,209,401,1229,1090,1102,9,3929,11,23,60,0,58,3953,128
5147,35087,31129-2021,31129,4060,0.992149166,2022,2038,48.5,219,406,1216,1063,1106,9,3904,7,28,61,0,60,3918,142
5148,31450,31131-2019,31131,15993,0.988189955,7949,8044,41.9,1036,1931,5335,4267,3184,6,15329,159,113,120,24,248,14656,1337
5149,32165,31131-2020,31131,15892,0.999496729,7944,7948,41.7,985,1979,5338,4218,3139,6,15210,182,115,126,23,236,14526,1366
5150,33596,31131-2021,31131,15930,1.005287009,7986,7944,42,957,1953,5407,4152,3230,6,15207,198,114,138,22,251,14605,1325
5151,27162,31133-2019,31133,2639,0.970873786,1300,1339,49.7,173,272,722,666,775,9,2566,17,5,6,0,45,2585,54
5152,24870,31133-2020,31133,2536,0.987460815,1260,1276,49.2,172,271,698,636,727,9,2450,20,7,7,0,52,2483,53
5153,26631,31133-2021,31133,2548,0.993740219,1270,1278,48.2,170,286,729,614,720,9,2449,24,9,8,0,58,2494,54
5154,35765,31135-2019,31135,2884,1.06,1484,1400,42.1,185,368,957,657,681,9,2816,22,9,6,3,28,2751,133
5155,33535,31135-2020,31135,2851,1.04226361,1455,1396,42.2,169,367,947,666,663,9,2784,20,9,6,3,29,2718,133
5156,30216,31135-2021,31135,2832,1.028653295,1436,1396,42.8,165,347,929,655,687,9,2763,21,11,6,3,28,2692,140
5157,32864,31137-2019,31137,8991,0.997556099,4490,4501,41.3,563,1081,3070,2291,1869,7,8725,42,73,37,3,111,8455,536
5158,31259,31137-2020,31137,8968,1.022553,4534,4434,40.5,580,1110,3073,2252,1824,7,8695,45,78,43,3,104,8415,553
5159,33052,31137-2021,31137,8937,1.020574271,4514,4423,40.5,592,1107,3097,2218,1807,7,8637,44,84,44,4,124,8351,586
5160,32040,31139-2019,31139,7136,1.01638881,3597,3539,40.9,466,911,2360,1883,1398,9,6958,43,33,28,1,73,6967,169
5161,31292,31139-2020,31139,7328,1.038386648,3733,3595,40.7,469,960,2465,1887,1437,9,7150,40,37,28,0,73,7169,159
5162,31122,31139-2021,31139,7313,1.03591314,3721,3592,40.6,478,948,2507,1821,1457,9,7130,38,41,27,0,77,7138,175
5163,30331,31141-2019,31141,33413,1.020743877,16878,16535,37.8,2429,4455,12140,8036,5873,5,31513,413,668,394,59,366,26505,6908
5164,30822,31141-2020,31141,34280,1.037081055,17452,16828,37.8,2420,4704,12466,8167,6010,5,32242,495,696,406,61,380,26988,7292
5165,31508,31141-2021,31141,34241,1.041070577,17465,16776,38,2378,4618,12508,8108,6103,5,32093,566,704,402,69,407,26630,7611
5166,30234,31143-2019,31143,5154,1.010924698,2591,2563,45.8,272,594,1594,1412,1206,9,5008,27,39,13,3,64,4838,316
