,fips,RUCC_2013
1495,29025,1.0
1496,29027,3.0
1497,29029,7.0
1498,29031,3.0
1499,29033,6.0
1500,29035,9.0
1501,29037,1.0
1502,29039,6.0
1503,29041,9.0
1504,29043,2.0
1505,29045,9.0
1506,29047,1.0
1507,29049,1.0
1508,29051,3.0
1509,29053,6.0
1510,29055,6.0
1511,29057,8.0
1512,29059,2.0
1513,29061,8.0
1514,29063,3.0
1515,29065,7.0
1516,29067,6.0
1517,29069,7.0
1518,29071,1.0
1519,29073,6.0
1520,29075,8.0
1521,29077,2.0
1522,29079,7.0
1523,29081,7.0
1524,29083,6.0
1525,29085,8.0
1526,29087,8.0
1527,29089,6.0
1528,29091,7.0
1529,29093,7.0
1530,29095,1.0
1531,29097,3.0
1532,29099,1.0
1533,29101,4.0
1534,29103,9.0
1535,29105,6.0
1536,29107,1.0
1537,29109,6.0
1538,29111,9.0
1539,29113,1.0
1540,29115,7.0
1541,29117,6.0
1542,29119,2.0
1543,29121,7.0
1544,29123,6.0
1545,29125,8.0
1546,29127,5.0
1547,29129,9.0
1548,29131,6.0
1549,29133,6.0
1550,29135,3.0
1551,29137,9.0
1552,29139,6.0
1553,29141,8.0
1554,29143,7.0
1555,29145,3.0
1556,29147,6.0
1557,29149,9.0
1558,29151,3.0
1559,29153,9.0
1560,29155,7.0
1561,29157,6.0
1562,29159,4.0
1563,29161,5.0
1564,29163,6.0
1565,29165,1.0
1566,29167,2.0
1567,29169,5.0
1568,29171,9.0
1569,29173,9.0
1570,29175,6.0
1571,29177,1.0
1572,29179,9.0
1573,29181,9.0
1574,29183,1.0
1575,29185,8.0
1576,29186,6.0
1577,29187,4.0
1578,29189,1.0
1579,29195,6.0
1580,29197,9.0
1581,29199,9.0
1582,29201,4.0
1583,29203,9.0
1584,29205,9.0
1585,29207,6.0
1586,29209,6.0
1587,29211,9.0
1588,29213,4.0
1589,29215,9.0
1590,29217,7.0
1591,29219,1.0
1592,29221,6.0
1593,29223,9.0
1594,29225,2.0
1595,29227,9.0
1596,29229,6.0
1597,29510,1.0
1598,30001,7.0
1599,30003,6.0
1600,30005,9.0
1601,30007,9.0
1602,30009,3.0
1603,30011,9.0
1604,30013,3.0
1605,30015,8.0
1606,30017,7.0
1607,30019,9.0
1608,30021,7.0
1609,30023,7.0
1610,30025,9.0
1611,30027,7.0
1612,30029,5.0
1613,30031,5.0
1614,30033,9.0
1615,30035,7.0
1616,30037,3.0
1617,30039,8.0
1618,30041,7.0
1619,30043,9.0
1620,30045,8.0
1621,30047,6.0
1622,30049,5.0
1623,30051,9.0
1624,30053,7.0
1625,30055,9.0
1626,30057,9.0
1627,30059,9.0
1628,30061,8.0
1629,30063,3.0
1630,30065,8.0
1631,30067,7.0
1632,30069,9.0
1633,30071,9.0
1634,30073,7.0
1635,30075,9.0
1636,30077,6.0
1637,30079,9.0
1638,30081,6.0
1639,30083,7.0
1640,30085,7.0
1641,30087,9.0
1642,30089,8.0
1643,30091,9.0
1644,30093,5.0
1645,30095,8.0
1646,30097,9.0
1647,30099,8.0
1648,30101,7.0
1649,30103,8.0
1650,30105,7.0
1651,30107,9.0
1652,30109,9.0
1653,30111,3.0
1654,31001,4.0
1655,31003,9.0
1656,31005,9.0
1657,31007,9.0
1658,31009,9.0
1659,31011,9.0
1660,31013,7.0
1661,31015,9.0
1662,31017,9.0
1663,31019,4.0
1664,31021,8.0
1665,31023,6.0
1666,31025,2.0
1667,31027,9.0
1668,31029,9.0
1669,31031,7.0
1670,31033,7.0
1671,31035,8.0
1672,31037,7.0
1673,31039,7.0
1674,31041,7.0
1675,31043,3.0
1676,31045,7.0
1677,31047,7.0
1678,31049,9.0
1679,31051,3.0
1680,31053,4.0
1681,31055,2.0
1682,31057,9.0
1683,31059,8.0
1684,31061,9.0
1685,31063,9.0
1686,31065,9.0
1687,31067,6.0
1688,31069,9.0
1689,31071,9.0
1690,31073,9.0
1691,31075,9.0
1692,31077,8.0
1693,31079,3.0
1694,31081,3.0
1695,31083,9.0
1696,31085,9.0
1697,31087,9.0
1698,31089,7.0
1699,31091,9.0
1700,31093,3.0
1701,31095,7.0
1702,31097,8.0
1703,31099,7.0
1704,31101,7.0
1705,31103,9.0
1706,31105,8.0
1707,31107,9.0
1708,31109,2.0
1709,31111,5.0
1710,31113,9.0
1711,31115,9.0
1712,31117,9.0
1713,31119,5.0
1714,31121,3.0
1715,31123,9.0
1716,31125,8.0
1717,31127,7.0
1718,31129,9.0
1719,31131,6.0
1720,31133,9.0
1721,31135,9.0
1722,31137,7.0
1723,31139,9.0
1724,31141,5.0
1725,31143,9.0
1726,31145,7.0
1727,31147,7.0
1728,31149,9.0
1729,31151,6.0
1730,31153,2.0
1731,31155,2.0
1732,31157,5.0
1733,31159,2.0
1734,31161,9.0
1735,31163,8.0
1736,31165,9.0
1737,31167,9.0
1738,31169,9.0
1739,31171,9.0
1740,31173,8.0
1741,31175,9.0
1742,31177,2.0
1743,31179,6.0
1744,31181,9.0
1745,31183,9.0
1746,31185,6.0
1747,32001,6.0
1748,32003,1.0
1749,32005,4.0
1750,32007,5.0
1751,32009,9.0
1752,32011,9.0
1753,32013,7.0
1754,32015,7.0
1755,32017,8.0
1756,32019,4.0
1757,32021,7.0
1758,32023,4.0
1759,32027,9.0
1760,32029,2.0
1761,32031,2.0
1762,32033,7.0
1763,32510,3.0
1764,33001,4.0
1765,33003,6.0
1766,33005,4.0
1767,33007,7.0
1768,33009,5.0
1769,33011,2.0
1770,33013,4.0
1771,33015,1.0
1772,33017,1.0
1773,33019,7.0
1774,34001,2.0
1775,34003,1.0
1776,34005,1.0
1777,34007,1.0
1778,34009,3.0
1779,34011,3.0
1780,34013,1.0
1781,34015,1.0
1782,34017,1.0
1783,34019,1.0
1784,34021,2.0
1785,34023,1.0
1786,34025,1.0
1787,34027,1.0
1788,34029,1.0
1789,34031,1.0
1790,34033,1.0
1791,34035,1.0
1792,34037,1.0
1793,34039,1.0
1794,34041,2.0
1795,35001,2.0
1796,35003,9.0
1797,35005,5.0
1798,35006,6.0
1799,35007,7.0
1800,35009,5.0
1801,35011,9.0
1802,35013,3.0
1803,35015,5.0
1804,35017,7.0
1805,35019,7.0
1806,35021,9.0
1807,35023,9.0
1808,35025,5.0
1809,35027,7.0
1810,35028,6.0
1811,35029,6.0
1812,35031,5.0
1813,35033,9.0
1814,35035,4.0
1815,35037,7.0
1816,35039,4.0
1817,35041,7.0
1818,35043,2.0
1819,35045,3.0
1820,35047,6.0
1821,35049,3.0
1822,35051,6.0
1823,35053,6.0
1824,35055,7.0
1825,35057,2.0
1826,35059,9.0
1827,35061,2.0
1828,36001,2.0
1829,36003,7.0
1830,36005,1.0
1831,36007,2.0
1832,36009,4.0
1833,36011,4.0
1834,36013,4.0
1835,36015,3.0
1836,36017,6.0
1837,36019,5.0
1838,36021,6.0
1839,36023,4.0
1840,36025,6.0
1841,36027,1.0
1842,36029,1.0
1843,36031,6.0
1844,36033,7.0
1845,36035,4.0
1846,36037,4.0
1847,36039,6.0
1848,36041,8.0
1849,36043,2.0
1850,36045,3.0
1851,36047,1.0
1852,36049,6.0
1853,36051,1.0
1854,36053,2.0
1855,36055,1.0
1856,36057,4.0
1857,36059,1.0
1858,36061,1.0
1859,36063,1.0
1860,36065,2.0
1861,36067,2.0
1862,36069,1.0
1863,36071,1.0
1864,36073,1.0
1865,36075,2.0
1866,36077,7.0
1867,36079,1.0
1868,36081,1.0
1869,36083,2.0
1870,36085,1.0
1871,36087,1.0
1872,36089,4.0
1873,36091,2.0
1874,36093,2.0
1875,36095,2.0
1876,36097,6.0
1877,36099,6.0
1878,36101,4.0
1879,36103,1.0
1880,36105,4.0
1881,36107,2.0
1882,36109,3.0
1883,36111,3.0
1884,36113,3.0
1885,36115,3.0
1886,36117,1.0
1887,36119,1.0
1888,36121,6.0
1889,36123,1.0
1890,37001,3.0
1891,37003,2.0
1892,37005,9.0
1893,37007,6.0
1894,37009,7.0
1895,37011,8.0
1896,37013,6.0
1897,37015,7.0
1898,37017,6.0
1899,37019,2.0
1900,37021,2.0
1901,37023,2.0
1902,37025,1.0
1903,37027,2.0
1904,37029,8.0
1905,37031,4.0
1906,37033,8.0
1907,37035,2.0
1908,37037,2.0
1909,37039,9.0
1910,37041,6.0
1911,37043,9.0
1912,37045,4.0
1913,37047,6.0
1914,37049,3.0
1915,37051,2.0
1916,37053,1.0
1917,37055,4.0
1918,37057,2.0
1919,37059,2.0
1920,37061,6.0
1921,37063,2.0
1922,37065,3.0
1923,37067,2.0
1924,37069,1.0
1925,37071,1.0
1926,37073,1.0
1927,37075,9.0
1928,37077,4.0
1929,37079,8.0
1930,37081,2.0
1931,37083,4.0
1932,37085,4.0
1933,37087,2.0
1934,37089,2.0
1935,37091,6.0
1936,37093,2.0
1937,37095,9.0
1938,37097,1.0
1939,37099,6.0
1940,37101,1.0
1941,37103,3.0
1942,37105,4.0
1943,37107,4.0
1944,37109,1.0
1945,37111,6.0
1946,37113,7.0
1947,37115,2.0
1948,37117,6.0
1949,37119,1.0
1950,37121,7.0
1951,37123,6.0
1952,37125,4.0
1953,37127,3.0
1954,37129,2.0
1955,37131,9.0
1956,37133,3.0
1957,37135,2.0
1958,37137,3.0
1959,37139,4.0
1960,37141,2.0
1961,37143,8.0
1962,37145,2.0
1963,37147,3.0
1964,37149,8.0
1965,37151,2.0
1966,37153,5.0
1967,37155,4.0
1968,37157,2.0
1969,37159,1.0
1970,37161,4.0
1971,37163,6.0
1972,37165,6.0
1973,37167,6.0
1974,37169,2.0
1975,37171,4.0
1976,37173,8.0
1977,37175,6.0
1978,37177,9.0
1979,37179,1.0
1980,37181,4.0
1981,37183,1.0
1982,37185,8.0
1983,37187,7.0
1984,37189,5.0
1985,37191,3.0
1986,37193,6.0
1987,37195,4.0
1988,37197,2.0
1989,37199,8.0
1990,38001,9.0
1991,38003,6.0
1992,38005,9.0
1993,38007,9.0
1994,38009,9.0
1995,38011,9.0
1996,38013,9.0
1997,38015,3.0
1998,38017,3.0
1999,38019,9.0
2000,38021,9.0
2001,38023,9.0
2002,38025,9.0
2003,38027,9.0
2004,38029,8.0
2005,38031,9.0
2006,38033,9.0
2007,38035,3.0
2008,38037,8.0
2009,38039,9.0
2010,38041,9.0
2011,38043,8.0
2012,38045,9.0
2013,38047,9.0
2014,38049,9.0
2015,38051,9.0
2016,38053,9.0
2017,38055,8.0
2018,38057,7.0
2019,38059,3.0
2020,38061,9.0
2021,38063,8.0
2022,38065,3.0
2023,38067,9.0
2024,38069,7.0
2025,38071,7.0
2026,38073,8.0
2027,38075,9.0
2028,38077,6.0
2029,38079,9.0
2030,38081,9.0
2031,38083,9.0
2032,38085,3.0
2033,38087,9.0
2034,38089,7.0
2035,38091,8.0
2036,38093,7.0
2037,38095,9.0
2038,38097,8.0
2039,38099,6.0
2040,38101,5.0
2041,38103,9.0
2042,38105,7.0
2043,39001,6.0
2044,39003,3.0
2045,39005,4.0
2046,39007,4.0
2047,39009,4.0
2048,39011,4.0
2049,39013,3.0
2050,39015,1.0
2051,39017,1.0
2052,39019,2.0
2053,39021,6.0
2054,39023,3.0
2055,39025,1.0
2056,39027,6.0
2057,39029,4.0
2058,39031,6.0
2059,39033,4.0
2060,39035,1.0
2061,39037,6.0
2062,39039,4.0
2063,39041,1.0
2064,39043,4.0
2065,39045,1.0
2066,39047,6.0
2067,39049,1.0
2068,39051,2.0
2069,39053,6.0
2070,39055,1.0
2071,39057,2.0
2072,39059,6.0
2073,39061,1.0
2074,39063,4.0
2075,39065,6.0
2076,39067,6.0
2077,39069,6.0
2078,39071,6.0
2079,39073,1.0
2080,39075,7.0
2081,39077,4.0
2082,39079,7.0
2083,39081,3.0
2084,39083,4.0
2085,39085,1.0
2086,39087,2.0
2087,39089,1.0
2088,39091,6.0
2089,39093,1.0
2090,39095,2.0
2091,39097,1.0
2092,39099,2.0
2093,39101,4.0
2094,39103,1.0
2095,39105,6.0
2096,39107,7.0
2097,39109,2.0
2098,39111,8.0
2099,39113,2.0
2100,39115,6.0
2101,39117,1.0
2102,39119,4.0
2103,39121,7.0
2104,39123,4.0
2105,39125,6.0
2106,39127,1.0
2107,39129,1.0
2108,39131,7.0
2109,39133,2.0
2110,39135,6.0
2111,39137,6.0
2112,39139,3.0
2113,39141,4.0
2114,39143,4.0
2115,39145,4.0
2116,39147,4.0
2117,39149,4.0
2118,39151,2.0
2119,39153,2.0
2120,39155,2.0
2121,39157,4.0
2122,39159,1.0
2123,39161,6.0
2124,39163,8.0
2125,39165,1.0
2126,39167,4.0
2127,39169,4.0
2128,39171,6.0
2129,39173,2.0
2130,39175,7.0
2131,40001,6.0
2132,40003,9.0
2133,40005,9.0
2134,40007,9.0
2135,40009,7.0
2136,40011,6.0
2137,40013,6.0
2138,40015,6.0
2139,40017,1.0
2140,40019,5.0
2141,40021,6.0
2142,40023,7.0
2143,40025,9.0
2144,40027,1.0
2145,40029,9.0
2146,40031,3.0
2147,40033,3.0
2148,40035,6.0
2149,40037,2.0
2150,40039,7.0
2151,40041,6.0
2152,40043,9.0
2153,40045,9.0
2154,40047,5.0
2155,40049,6.0
2156,40051,1.0
2157,40053,9.0
2158,40055,7.0
2159,40057,9.0
2160,40059,9.0
2161,40061,6.0
2162,40063,7.0
2163,40065,7.0
2164,40067,8.0
2165,40069,9.0
2166,40071,5.0
2167,40073,6.0
2168,40075,6.0
2169,40077,7.0
2170,40079,2.0
2171,40081,1.0
2172,40083,1.0
2173,40085,9.0
2174,40087,1.0
2175,40089,7.0
2176,40091,6.0
2177,40093,9.0
2178,40095,6.0
2179,40097,6.0
2180,40099,7.0
2181,40101,4.0
2182,40103,6.0
2183,40105,6.0
2184,40107,6.0
2185,40109,1.0
2186,40111,2.0
2187,40113,2.0
2188,40115,6.0
2189,40117,2.0
2190,40119,4.0
2191,40121,5.0
2192,40123,7.0
2193,40125,4.0
2194,40127,9.0
2195,40129,9.0
2196,40131,2.0
2197,40133,7.0
2198,40135,2.0
2199,40137,4.0
2200,40139,7.0
2201,40141,6.0
2202,40143,2.0
2203,40145,2.0
2204,40147,4.0
2205,40149,7.0
2206,40151,7.0
2207,40153,7.0
2208,41001,7.0
2209,41003,3.0
2210,41005,1.0
2211,41007,4.0
2212,41009,1.0
2213,41011,5.0
2214,41013,6.0
2215,41015,7.0
2216,41017,3.0
2217,41019,4.0
2218,41021,9.0
2219,41023,9.0
2220,41025,7.0
2221,41027,6.0
2222,41029,3.0
2223,41031,6.0
2224,41033,3.0
2225,41035,5.0
2226,41037,7.0
2227,41039,2.0
2228,41041,5.0
2229,41043,3.0
2230,41045,6.0
2231,41047,2.0
2232,41049,6.0
2233,41051,1.0
2234,41053,2.0
2235,41055,9.0
2236,41057,6.0
2237,41059,4.0
2238,41061,7.0
2239,41063,9.0
2240,41065,6.0
2241,41067,1.0
2242,41069,9.0
2243,41071,1.0
2244,42001,3.0
2245,42003,1.0
2246,42005,1.0
2247,42007,1.0
2248,42009,6.0
2249,42011,2.0
2250,42013,3.0
2251,42015,6.0
2252,42017,1.0
2253,42019,1.0
2254,42021,3.0
2255,42023,7.0
2256,42025,2.0
2257,42027,3.0
2258,42029,1.0
2259,42031,6.0
2260,42033,4.0
2261,42035,4.0
2262,42037,3.0
2263,42039,4.0
2264,42041,2.0
2265,42043,2.0
2266,42045,1.0
2267,42047,7.0
2268,42049,2.0
2269,42051,1.0
2270,42053,9.0
2271,42055,3.0
2272,42057,8.0
2273,42059,6.0
2274,42061,6.0
2275,42063,4.0
2276,42065,7.0
2277,42067,6.0
2278,42069,2.0
2279,42071,2.0
2280,42073,4.0
2281,42075,3.0
2282,42077,2.0
2283,42079,2.0
2284,42081,3.0
2285,42083,7.0
2286,42085,2.0
2287,42087,4.0
2288,42089,3.0
2289,42091,1.0
2290,42093,3.0
2291,42095,2.0
2292,42097,4.0
2293,42099,2.0
2294,42101,1.0
2295,42103,1.0
2296,42105,9.0
2297,42107,4.0
2298,42109,7.0
2299,42111,4.0
2300,42113,8.0
2301,42115,6.0
2302,42117,6.0
2303,42119,4.0
2304,42121,4.0
2305,42123,6.0
2306,42125,1.0
2307,42127,6.0
2308,42129,1.0
2309,42131,2.0
2310,42133,2.0
2311,44001,1.0
2312,44003,1.0
2313,44005,1.0
2314,44007,1.0
2315,44009,1.0
2316,45001,6.0
2317,45003,2.0
2318,45005,6.0
2319,45007,2.0
2320,45009,7.0
2321,45011,6.0
2322,45013,3.0
2323,45015,2.0
2324,45017,2.0
2325,45019,2.0
2326,45021,4.0
2327,45023,1.0
2328,45025,6.0
2329,45027,6.0
2330,45029,6.0
2331,45031,3.0
2332,45033,6.0
2333,45035,2.0
2334,45037,2.0
2335,45039,2.0
2336,45041,3.0
2337,45043,4.0
2338,45045,2.0
2339,45047,4.0
2340,45049,6.0
2341,45051,2.0
2342,45053,3.0
2343,45055,2.0
2344,45057,1.0
2345,45059,2.0
2346,45061,6.0
2347,45063,2.0
2348,45065,8.0
2349,45067,6.0
2350,45069,6.0
2351,45071,6.0
2352,45073,4.0
2353,45075,4.0
2354,45077,2.0
2355,45079,2.0
2356,45081,2.0
2357,45083,2.0
2358,45085,3.0
2359,45087,2.0
2360,45089,6.0
2361,45091,1.0
2362,46003,9.0
2363,46005,7.0
2364,46007,9.0
2365,46009,9.0
2366,46011,5.0
2367,46013,5.0
2368,46015,9.0
2369,46017,9.0
2370,46019,6.0
2371,46021,9.0
2372,46023,9.0
2373,46025,9.0
2374,46027,6.0
2375,46029,5.0
2376,46031,9.0
2377,46033,3.0
2378,46035,7.0
2379,46037,9.0
2380,46039,9.0
2381,46041,9.0
2382,46043,9.0
2383,46045,9.0
2384,46047,6.0
2385,46049,9.0
2386,46051,7.0
2387,46053,9.0
2388,46055,8.0
2389,46057,9.0
2390,46059,9.0
2391,46061,8.0
2392,46063,9.0
2393,46065,7.0
2394,46067,8.0
2395,46069,9.0
2396,46071,8.0
2397,46073,9.0
2398,46075,9.0
2399,46077,9.0
2400,46079,6.0
2401,46081,6.0
2402,46083,3.0
2403,46085,9.0
2404,46087,3.0
2405,46089,9.0
2406,46091,9.0
2407,46093,3.0
2408,46095,9.0
2409,46097,8.0
2410,46099,3.0
2411,46101,8.0
2412,46103,3.0
2413,46105,8.0
2414,46107,9.0
2415,46109,9.0
2416,46111,9.0
2417,46113,6.0
2418,46115,9.0
2419,46117,9.0
2420,46119,9.0
2421,46121,9.0
2422,46123,7.0
2423,46125,3.0
2424,46127,3.0
2425,46129,7.0
2426,46135,7.0
2427,46137,8.0
2428,47001,2.0
2429,47003,4.0
2430,47005,7.0
2431,47007,8.0
2432,47009,2.0
2433,47011,3.0
2434,47013,2.0
2435,47015,1.0
2436,47017,6.0
2437,47019,3.0
2438,47021,1.0
2439,47023,3.0
2440,47025,6.0
2441,47027,9.0
2442,47029,6.0
2443,47031,4.0
2444,47033,3.0
2445,47035,4.0
2446,47037,1.0
2447,47039,9.0
2448,47041,6.0
2449,47043,1.0
2450,47045,5.0
2451,47047,1.0
2452,47049,9.0
2453,47051,6.0
2454,47053,4.0
2455,47055,6.0
2456,47057,2.0
2457,47059,4.0
2458,47061,8.0
2459,47063,3.0
2460,47065,2.0
2461,47067,8.0
2462,47069,6.0
2463,47071,6.0
2464,47073,2.0
2465,47075,6.0
2466,47077,6.0
2467,47079,7.0
2468,47081,1.0
2469,47083,8.0
2470,47085,6.0
2471,47087,8.0
2472,47089,3.0
2473,47091,6.0
2474,47093,2.0
2475,47095,9.0
2476,47097,6.0
2477,47099,6.0
2478,47101,6.0
2479,47103,6.0
2480,47105,2.0
2481,47107,4.0
2482,47109,6.0
2483,47111,1.0
2484,47113,3.0
2485,47115,2.0
2486,47117,6.0
2487,47119,1.0
2488,47121,8.0
2489,47123,6.0
2490,47125,2.0
2491,47127,9.0
2492,47129,2.0
2493,47131,7.0
2494,47133,7.0
2495,47135,8.0
2496,47137,9.0
2497,47139,3.0
2498,47141,4.0
2499,47143,6.0
2500,47145,2.0
2501,47147,1.0
2502,47149,1.0
2503,47151,6.0
2504,47153,2.0
2505,47155,4.0
2506,47157,1.0
2507,47159,1.0
2508,47161,8.0
2509,47163,2.0
2510,47165,1.0
2511,47167,1.0
2512,47169,1.0
2513,47171,3.0
2514,47173,2.0
2515,47175,9.0
2516,47177,6.0
2517,47179,3.0
2518,47181,8.0
2519,47183,7.0
2520,47185,7.0
2521,47187,1.0
2522,47189,1.0
2523,48001,7.0
2524,48003,6.0
2525,48005,5.0
2526,48007,2.0
2527,48009,3.0
2528,48011,2.0
2529,48013,1.0
2530,48015,1.0
2531,48017,7.0
2532,48019,1.0
2533,48021,1.0
2534,48023,8.0
2535,48025,6.0
2536,48027,2.0
2537,48029,1.0
2538,48031,8.0
2539,48033,8.0
2540,48035,6.0
2541,48037,3.0
2542,48039,1.0
2543,48041,3.0
2544,48043,7.0
2545,48045,9.0
2546,48047,7.0
2547,48049,5.0
2548,48051,3.0
2549,48053,6.0
2550,48055,1.0
2551,48057,6.0
2552,48059,3.0
2553,48061,2.0
2554,48063,6.0
2555,48065,2.0
2556,48067,6.0
2557,48069,6.0
2558,48071,1.0
2559,48073,6.0
2560,48075,7.0
2561,48077,3.0
2562,48079,9.0
2563,48081,8.0
2564,48083,6.0
2565,48085,1.0
2566,48087,9.0
2567,48089,6.0
2568,48091,1.0
2569,48093,7.0
2570,48095,8.0
2571,48097,6.0
2572,48099,2.0
2573,48101,9.0
2574,48103,6.0
2575,48105,7.0
2576,48107,2.0
2577,48109,9.0
2578,48111,7.0
2579,48113,1.0
2580,48115,7.0
2581,48117,6.0
2582,48119,8.0
2583,48121,1.0
2584,48123,6.0
2585,48125,8.0
2586,48127,6.0
2587,48129,8.0
2588,48131,7.0
2589,48133,6.0
2590,48135,3.0
2591,48137,9.0
2592,48139,1.0
2593,48141,2.0
2594,48143,4.0
2595,48145,2.0
2596,48147,6.0
2597,48149,6.0
2598,48151,8.0
2599,48153,6.0
2600,48155,9.0
2601,48157,1.0
2602,48159,7.0
2603,48161,7.0
2604,48163,6.0
2605,48165,7.0
2606,48167,1.0
2607,48169,6.0
2608,48171,7.0
2609,48173,8.0
2610,48175,3.0
2611,48177,6.0
2612,48179,6.0
2613,48181,3.0
2614,48183,3.0
2615,48185,6.0
2616,48187,1.0
2617,48189,4.0
2618,48191,9.0
2619,48193,6.0
2620,48195,7.0
2621,48197,9.0
2622,48199,2.0
2623,48201,1.0
2624,48203,4.0
2625,48205,7.0
2626,48207,6.0
2627,48209,1.0
2628,48211,7.0
2629,48213,4.0
2630,48215,2.0
2631,48217,6.0
2632,48219,6.0
2633,48221,1.0
2634,48223,6.0
2635,48225,7.0
2636,48227,4.0
2637,48229,2.0
2638,48231,1.0
2639,48233,6.0
2640,48235,3.0
2641,48237,6.0
2642,48239,6.0
2643,48241,6.0
2644,48243,9.0
2645,48245,2.0
2646,48247,6.0
2647,48249,4.0
2648,48251,1.0
2649,48253,3.0
2650,48255,6.0
2651,48257,1.0
2652,48259,1.0
2653,48261,9.0
2654,48263,9.0
2655,48265,4.0
2656,48267,7.0
2657,48269,9.0
2658,48271,7.0
2659,48273,4.0
2660,48275,9.0
2661,48277,5.0
2662,48279,6.0
2663,48281,2.0
2664,48283,6.0
2665,48285,6.0
2666,48287,6.0
2667,48289,8.0
2668,48291,1.0
2669,48293,6.0
2670,48295,9.0
2671,48297,8.0
2672,48299,7.0
2673,48301,9.0
2674,48303,2.0
2675,48305,2.0
2676,48307,7.0
2677,48309,2.0
2678,48311,9.0
2679,48313,6.0
2680,48315,8.0
2681,48317,3.0
2682,48319,9.0
2683,48321,4.0
2684,48323,5.0
2685,48325,1.0
2686,48327,9.0
2687,48329,3.0
2688,48331,6.0
2689,48333,9.0
2690,48335,7.0
2691,48337,6.0
2692,48339,1.0
2693,48341,7.0
2694,48343,6.0
2695,48345,9.0
2696,48347,5.0
2697,48349,4.0
2698,48351,2.0
2699,48353,6.0
2700,48355,2.0
2701,48357,7.0
2702,48359,2.0
2703,48361,2.0
2704,48363,6.0
2705,48365,6.0
2706,48367,1.0
2707,48369,7.0
2708,48371,7.0
2709,48373,6.0
2710,48375,2.0
2711,48377,7.0
2712,48379,8.0
2713,48381,2.0
2714,48383,6.0
2715,48385,9.0
2716,48387,6.0
2717,48389,7.0
2718,48391,6.0
2719,48393,9.0
2720,48395,3.0
2721,48397,1.0
2722,48399,6.0
2723,48401,3.0
2724,48403,8.0
2725,48405,9.0
2726,48407,8.0
2727,48409,2.0
2728,48411,7.0
2729,48413,8.0
2730,48415,7.0
2731,48417,8.0
2732,48419,7.0
2733,48421,9.0
2734,48423,3.0
2735,48425,1.0
2736,48427,4.0
2737,48429,7.0
2738,48431,8.0
2739,48433,9.0
2740,48435,7.0
2741,48437,6.0
2742,48439,1.0
2743,48441,3.0
2744,48443,9.0
2745,48445,6.0
2746,48447,9.0
2747,48449,7.0
2748,48451,3.0
2749,48453,1.0
2750,48455,7.0
2751,48457,6.0
2752,48459,3.0
2753,48461,8.0
2754,48463,6.0
2755,48465,5.0
2756,48467,6.0
2757,48469,3.0
2758,48471,4.0
2759,48473,1.0
2760,48475,6.0
2761,48477,6.0
2762,48479,2.0
2763,48481,4.0
2764,48483,9.0
2765,48485,3.0
2766,48487,6.0
2767,48489,6.0
2768,48491,1.0
2769,48493,1.0
2770,48495,6.0
2771,48497,1.0
2772,48499,6.0
2773,48501,7.0
2774,48503,7.0
2775,48505,6.0
2776,48507,7.0
2777,49001,7.0
2778,49003,2.0
2779,49005,3.0
2780,49007,7.0
2781,49009,9.0
2782,49011,2.0
2783,49013,7.0
2784,49015,7.0
2785,49017,9.0
2786,49019,7.0
2787,49021,4.0
2788,49023,2.0
2789,49025,6.0
2790,49027,7.0
2791,49029,2.0
2792,49031,9.0
2793,49033,8.0
2794,49035,1.0
2795,49037,7.0
2796,49039,6.0
2797,49041,7.0
2798,49043,4.0
2799,49045,1.0
2800,49047,7.0
2801,49049,2.0
2802,49051,6.0
2803,49053,3.0
2804,49055,9.0
2805,49057,2.0
2806,50001,6.0
2807,50003,6.0
2808,50005,7.0
2809,50007,3.0
2810,50009,9.0
2811,50011,3.0
2812,50013,3.0
2813,50015,8.0
2814,50017,9.0
2815,50019,7.0
2816,50021,4.0
2817,50023,4.0
2818,50025,7.0
2819,50027,7.0
2820,51001,8.0
2821,51003,3.0
2822,51005,6.0
2823,51007,1.0
2824,51009,2.0
2825,51011,2.0
2826,51013,1.0
2827,51015,3.0
2828,51017,8.0
2829,51019,2.0
2830,51021,8.0
2831,51023,2.0
2832,51025,6.0
2833,51027,9.0
2834,51029,3.0
2835,51031,2.0
2836,51033,1.0
2837,51035,7.0
2838,51036,1.0
2839,51037,8.0
2840,51041,1.0
2841,51043,1.0
2842,51045,2.0
2843,51047,1.0
2844,51049,8.0
2845,51051,9.0
2846,51053,1.0
2847,51057,6.0
2848,51059,1.0
2849,51061,1.0
2850,51063,3.0
2851,51065,3.0
2852,51067,2.0
2853,51069,3.0
2854,51071,3.0
2855,51073,1.0
2856,51075,1.0
2857,51077,9.0
2858,51079,3.0
2859,51081,6.0
2860,51083,6.0
2861,51085,1.0
2862,51087,1.0
2863,51089,4.0
2864,51091,8.0
2865,51093,1.0
2866,51095,1.0
2867,51097,8.0
2868,51099,6.0
2869,51101,1.0
2870,51103,9.0
2871,51105,8.0
2872,51107,1.0
2873,51109,8.0
2874,51111,9.0
2875,51113,8.0
2876,51115,1.0
2877,51117,7.0
2878,51119,8.0
2879,51121,3.0
2880,51125,3.0
2881,51127,1.0
2882,51131,8.0
2883,51133,9.0
2884,51135,6.0
2885,51137,6.0
2886,51139,6.0
2887,51141,8.0
2888,51143,4.0
2889,51145,1.0
2890,51147,6.0
2891,51149,1.0
2892,51153,1.0
