,cost-house,fip-year-month,fip-year
3069,239678,12071-2019-12,12071-2019
3070,240970,12071-2020-1,12071-2020
3071,241504,12071-2020-2,12071-2020
3072,242709,12071-2020-3,12071-2020
3073,243720,12071-2020-4,12071-2020
3074,245592,12071-2020-5,12071-2020
3075,246412,12071-2020-6,12071-2020
3076,247458,12071-2020-7,12071-2020
3077,248936,12071-2020-8,12071-2020
3078,250990,12071-2020-9,12071-2020
3079,252562,12071-2020-10,12071-2020
3080,254261,12071-2020-11,12071-2020
3081,256325,12071-2020-12,12071-2020
3082,258793,12071-2021-1,12071-2021
3083,261316,12071-2021-2,12071-2021
3084,266140,12071-2021-3,12071-2021
3085,271649,12071-2021-4,12071-2021
3086,280124,12071-2021-5,12071-2021
3087,289742,12071-2021-6,12071-2021
3088,300396,12071-2021-7,12071-2021
3089,311329,12071-2021-8,12071-2021
3090,322342,12071-2021-9,12071-2021
3091,332893,12071-2021-10,12071-2021
3092,340797,12071-2021-11,12071-2021
3093,347984,12071-2021-12,12071-2021
3094,457964,8031-2019-1,8031-2019
3095,458343,8031-2019-2,8031-2019
3096,457564,8031-2019-3,8031-2019
3097,456451,8031-2019-4,8031-2019
3098,455876,8031-2019-5,8031-2019
3099,455874,8031-2019-6,8031-2019
3100,455776,8031-2019-7,8031-2019
3101,456054,8031-2019-8,8031-2019
3102,455935,8031-2019-9,8031-2019
3103,455622,8031-2019-10,8031-2019
3104,455212,8031-2019-11,8031-2019
3105,456613,8031-2019-12,8031-2019
3106,458976,8031-2020-1,8031-2020
3107,461680,8031-2020-2,8031-2020
3108,464530,8031-2020-3,8031-2020
3109,466189,8031-2020-4,8031-2020
3110,467464,8031-2020-5,8031-2020
3111,468044,8031-2020-6,8031-2020
3112,468990,8031-2020-7,8031-2020
3113,470822,8031-2020-8,8031-2020
3114,472775,8031-2020-9,8031-2020
3115,477056,8031-2020-10,8031-2020
3116,482119,8031-2020-11,8031-2020
3117,487494,8031-2020-12,8031-2020
3118,492842,8031-2021-1,8031-2021
3119,498012,8031-2021-2,8031-2021
3120,502843,8031-2021-3,8031-2021
3121,508154,8031-2021-4,8031-2021
3122,516865,8031-2021-5,8031-2021
3123,528903,8031-2021-6,8031-2021
3124,542053,8031-2021-7,8031-2021
3125,551146,8031-2021-8,8031-2021
3126,557661,8031-2021-9,8031-2021
3127,562762,8031-2021-10,8031-2021
3128,570218,8031-2021-11,8031-2021
3129,578734,8031-2021-12,8031-2021
3130,237088,17097-2019-1,17097-2019
3131,236492,17097-2019-2,17097-2019
3132,236350,17097-2019-3,17097-2019
3133,236896,17097-2019-4,17097-2019
3134,237814,17097-2019-5,17097-2019
3135,238764,17097-2019-6,17097-2019
3136,238941,17097-2019-7,17097-2019
3137,239130,17097-2019-8,17097-2019
3138,238270,17097-2019-9,17097-2019
3139,237941,17097-2019-10,17097-2019
3140,237604,17097-2019-11,17097-2019
3141,237869,17097-2019-12,17097-2019
3142,237920,17097-2020-1,17097-2020
3143,237755,17097-2020-2,17097-2020
3144,238442,17097-2020-3,17097-2020
3145,238246,17097-2020-4,17097-2020
3146,238205,17097-2020-5,17097-2020
3147,237735,17097-2020-6,17097-2020
3148,238942,17097-2020-7,17097-2020
3149,240666,17097-2020-8,17097-2020
3150,243205,17097-2020-9,17097-2020
3151,245720,17097-2020-10,17097-2020
3152,248812,17097-2020-11,17097-2020
3153,252225,17097-2020-12,17097-2020
3154,254798,17097-2021-1,17097-2021
3155,256831,17097-2021-2,17097-2021
3156,258699,17097-2021-3,17097-2021
3157,261577,17097-2021-4,17097-2021
3158,265619,17097-2021-5,17097-2021
3159,270268,17097-2021-6,17097-2021
3160,275620,17097-2021-7,17097-2021
3161,280108,17097-2021-8,17097-2021
3162,283788,17097-2021-9,17097-2021
3163,286482,17097-2021-10,17097-2021
3164,289743,17097-2021-11,17097-2021
3165,293427,17097-2021-12,17097-2021
3166,513899,25021-2019-1,25021-2019
3167,512764,25021-2019-2,25021-2019
3168,512081,25021-2019-3,25021-2019
3169,510587,25021-2019-4,25021-2019
3170,511610,25021-2019-5,25021-2019
3171,514810,25021-2019-6,25021-2019
3172,516228,25021-2019-7,25021-2019
3173,518235,25021-2019-8,25021-2019
3174,517512,25021-2019-9,25021-2019
3175,518302,25021-2019-10,25021-2019
3176,518904,25021-2019-11,25021-2019
3177,523856,25021-2019-12,25021-2019
3178,528784,25021-2020-1,25021-2020
3179,532446,25021-2020-2,25021-2020
3180,533724,25021-2020-3,25021-2020
3181,531685,25021-2020-4,25021-2020
3182,532137,25021-2020-5,25021-2020
3183,530839,25021-2020-6,25021-2020
3184,534399,25021-2020-7,25021-2020
3185,538396,25021-2020-8,25021-2020
3186,545727,25021-2020-9,25021-2020
3187,553755,25021-2020-10,25021-2020
3188,561373,25021-2020-11,25021-2020
3189,567320,25021-2020-12,25021-2020
3190,572276,25021-2021-1,25021-2021
3191,576898,25021-2021-2,25021-2021
3192,582352,25021-2021-3,25021-2021
3193,588025,25021-2021-4,25021-2021
3194,594763,25021-2021-5,25021-2021
3195,603700,25021-2021-6,25021-2021
3196,611315,25021-2021-7,25021-2021
3197,618951,25021-2021-8,25021-2021
3198,622617,25021-2021-9,25021-2021
3199,628788,25021-2021-10,25021-2021
3200,634969,25021-2021-11,25021-2021
3201,640195,25021-2021-12,25021-2021
3202,302992,8041-2019-1,8041-2019
3203,304578,8041-2019-2,8041-2019
3204,305254,8041-2019-3,8041-2019
3205,305460,8041-2019-4,8041-2019
3206,305447,8041-2019-5,8041-2019
3207,306116,8041-2019-6,8041-2019
3208,307599,8041-2019-7,8041-2019
3209,310063,8041-2019-8,8041-2019
3210,313089,8041-2019-9,8041-2019
3211,315576,8041-2019-10,8041-2019
3212,317356,8041-2019-11,8041-2019
3213,318741,8041-2019-12,8041-2019
3214,321012,8041-2020-1,8041-2020
3215,323839,8041-2020-2,8041-2020
3216,327171,8041-2020-3,8041-2020
3217,330284,8041-2020-4,8041-2020
3218,332694,8041-2020-5,8041-2020
3219,334572,8041-2020-6,8041-2020
3220,336733,8041-2020-7,8041-2020
3221,339959,8041-2020-8,8041-2020
3222,343951,8041-2020-9,8041-2020
3223,348811,8041-2020-10,8041-2020
3224,355499,8041-2020-11,8041-2020
3225,361508,8041-2020-12,8041-2020
3226,367880,8041-2021-1,8041-2021
3227,372112,8041-2021-2,8041-2021
3228,382214,8041-2021-3,8041-2021
3229,391979,8041-2021-4,8041-2021
3230,404329,8041-2021-5,8041-2021
3231,413833,8041-2021-6,8041-2021
3232,423880,8041-2021-7,8041-2021
3233,432636,8041-2021-8,8041-2021
3234,440229,8041-2021-9,8041-2021
3235,446460,8041-2021-10,8041-2021
3236,451510,8041-2021-11,8041-2021
3237,456783,8041-2021-12,8041-2021
3238,153564,29095-2019-1,29095-2019
3239,154612,29095-2019-2,29095-2019
3240,154906,29095-2019-3,29095-2019
3241,155212,29095-2019-4,29095-2019
3242,155459,29095-2019-5,29095-2019
3243,155866,29095-2019-6,29095-2019
3244,156528,29095-2019-7,29095-2019
3245,156876,29095-2019-8,29095-2019
3246,157417,29095-2019-9,29095-2019
3247,157726,29095-2019-10,29095-2019
3248,158105,29095-2019-11,29095-2019
3249,157937,29095-2019-12,29095-2019
3250,158503,29095-2020-1,29095-2020
3251,159472,29095-2020-2,29095-2020
3252,161593,29095-2020-3,29095-2020
3253,162786,29095-2020-4,29095-2020
3254,163663,29095-2020-5,29095-2020
3255,164204,29095-2020-6,29095-2020
3256,165319,29095-2020-7,29095-2020
3257,167477,29095-2020-8,29095-2020
3258,169819,29095-2020-9,29095-2020
3259,172339,29095-2020-10,29095-2020
3260,174950,29095-2020-11,29095-2020
3261,177882,29095-2020-12,29095-2020
3262,180243,29095-2021-1,29095-2021
3263,183567,29095-2021-2,29095-2021
3264,186748,29095-2021-3,29095-2021
3265,191358,29095-2021-4,29095-2021
3266,193783,29095-2021-5,29095-2021
3267,195684,29095-2021-6,29095-2021
3268,197012,29095-2021-7,29095-2021
3269,198782,29095-2021-8,29095-2021
3270,201125,29095-2021-9,29095-2021
3271,204204,29095-2021-10,29095-2021
3272,206487,29095-2021-11,29095-2021
3273,209189,29095-2021-12,29095-2021
3274,605574,11001-2019-1,11001-2019
3275,606365,11001-2019-2,11001-2019
3276,610570,11001-2019-3,11001-2019
3277,613257,11001-2019-4,11001-2019
3278,616040,11001-2019-5,11001-2019
3279,616222,11001-2019-6,11001-2019
3280,614113,11001-2019-7,11001-2019
3281,614430,11001-2019-8,11001-2019
3282,615007,11001-2019-9,11001-2019
3283,616508,11001-2019-10,11001-2019
3284,616697,11001-2019-11,11001-2019
3285,617534,11001-2019-12,11001-2019
3286,622375,11001-2020-1,11001-2020
3287,626482,11001-2020-2,11001-2020
3288,629274,11001-2020-3,11001-2020
3289,631426,11001-2020-4,11001-2020
3290,627671,11001-2020-5,11001-2020
