,cases,fip-year-month,fip-year,fips
15390,9376,30023-2020-10,30023-2020,30023
15391,18055,30023-2020-11,30023-2020,30023
15392,24867,30023-2020-12,30023-2020,30023
15393,27,30025-2020-7,30025-2020,30025
15394,62,30025-2020-8,30025-2020,30025
15395,128,30025-2020-9,30025-2020,30025
15396,1132,30025-2020-10,30025-2020,30025
15397,4983,30025-2020-11,30025-2020,30025
15398,8090,30025-2020-12,30025-2020,30025
15399,26,30027-2020-6,30027-2020,30027
15400,100,30027-2020-7,30027-2020,30027
15401,591,30027-2020-8,30027-2020,30027
15402,1542,30027-2020-9,30027-2020,30027
15403,4531,30027-2020-10,30027-2020,30027
15404,12680,30027-2020-11,30027-2020,30027
15405,24448,30027-2020-12,30027-2020,30027
15406,64,30029-2020-3,30029-2020,30029
15407,996,30029-2020-4,30029-2020,30029
15408,1147,30029-2020-5,30029-2020,30029
15409,1290,30029-2020-6,30029-2020,30029
15410,3624,30029-2020-7,30029-2020,30029
15411,12654,30029-2020-8,30029-2020,30029
15412,24293,30029-2020-9,30029-2020,30029
15413,72305,30029-2020-10,30029-2020,30029
15414,154158,30029-2020-11,30029-2020,30029
15415,249265,30029-2020-12,30029-2020,30029
15416,429,30031-2020-3,30031-2020,30031
15417,3971,30031-2020-4,30031-2020,30031
15418,4602,30031-2020-5,30031-2020,30031
15419,5810,30031-2020-6,30031-2020,30031
15420,16633,30031-2020-7,30031-2020,30031
15421,30674,30031-2020-8,30031-2020,30031
15422,36759,30031-2020-9,30031-2020,30031
15423,70890,30031-2020-10,30031-2020,30031
15424,168602,30031-2020-11,30031-2020,30031
15425,265354,30031-2020-12,30031-2020,30031
15426,192,30033-2020-7,30033-2020,30033
15427,375,30033-2020-8,30033-2020,30033
15428,475,30033-2020-9,30033-2020,30033
15429,680,30033-2020-10,30033-2020,30033
15430,1402,30033-2020-11,30033-2020,30033
15431,2100,30033-2020-12,30033-2020,30033
15432,101,30035-2020-4,30035-2020,30035
15433,186,30035-2020-5,30035-2020,30035
15434,216,30035-2020-6,30035-2020,30035
15435,1051,30035-2020-7,30035-2020,30035
15436,2845,30035-2020-8,30035-2020,30035
15437,5814,30035-2020-9,30035-2020,30035
15438,22251,30035-2020-10,30035-2020,30035
15439,33409,30035-2020-11,30035-2020,30035
15440,38753,30035-2020-12,30035-2020,30035
15441,48,30037-2020-4,30037-2020,30037
15442,93,30037-2020-5,30037-2020,30037
15443,90,30037-2020-6,30037-2020,30037
15444,93,30037-2020-7,30037-2020,30037
15445,93,30037-2020-8,30037-2020,30037
15446,100,30037-2020-9,30037-2020,30037
15447,272,30037-2020-10,30037-2020,30037
15448,606,30037-2020-11,30037-2020,30037
15449,1048,30037-2020-12,30037-2020,30037
15450,12,30039-2020-6,30039-2020,30039
15451,169,30039-2020-7,30039-2020,30039
15452,496,30039-2020-8,30039-2020,30039
15453,645,30039-2020-9,30039-2020,30039
15454,1431,30039-2020-10,30039-2020,30039
15455,3016,30039-2020-11,30039-2020,30039
15456,4646,30039-2020-12,30039-2020,30039
15457,7,30041-2020-3,30041-2020,30041
15458,30,30041-2020-4,30041-2020,30041
15459,31,30041-2020-5,30041-2020,30041
15460,30,30041-2020-6,30041-2020,30041
15461,673,30041-2020-7,30041-2020,30041
15462,1632,30041-2020-8,30041-2020,30041
15463,3703,30041-2020-9,30041-2020,30041
15464,15363,30041-2020-10,30041-2020,30041
15465,34039,30041-2020-11,30041-2020,30041
15466,46784,30041-2020-12,30041-2020,30041
15467,13,30043-2020-3,30043-2020,30043
15468,60,30043-2020-4,30043-2020,30043
15469,83,30043-2020-5,30043-2020,30043
15470,93,30043-2020-6,30043-2020,30043
15471,362,30043-2020-7,30043-2020,30043
15472,978,30043-2020-8,30043-2020,30043
15473,1622,30043-2020-9,30043-2020,30043
15474,3873,30043-2020-10,30043-2020,30043
15475,9785,30043-2020-11,30043-2020,30043
15476,20257,30043-2020-12,30043-2020,30043
15477,14,30045-2020-7,30045-2020,30045
15478,108,30045-2020-8,30045-2020,30045
15479,187,30045-2020-9,30045-2020,30045
15480,372,30045-2020-10,30045-2020,30045
15481,1082,30045-2020-11,30045-2020,30045
15482,2233,30045-2020-12,30045-2020,30045
15483,12,30047-2020-3,30047-2020,30047
15484,146,30047-2020-4,30047-2020,30047
15485,155,30047-2020-5,30047-2020,30047
15486,268,30047-2020-6,30047-2020,30047
15487,2552,30047-2020-7,30047-2020,30047
15488,5755,30047-2020-8,30047-2020,30047
15489,7321,30047-2020-9,30047-2020,30047
15490,12913,30047-2020-10,30047-2020,30047
15491,24816,30047-2020-11,30047-2020,30047
15492,40480,30047-2020-12,30047-2020,30047
15493,82,30049-2020-3,30049-2020,30049
15494,466,30049-2020-4,30049-2020,30049
15495,496,30049-2020-5,30049-2020,30049
15496,614,30049-2020-6,30049-2020,30049
15497,2107,30049-2020-7,30049-2020,30049
15498,5326,30049-2020-8,30049-2020,30049
15499,6810,30049-2020-9,30049-2020,30049
15500,19094,30049-2020-10,30049-2020,30049
15501,56726,30049-2020-11,30049-2020,30049
15502,124359,30049-2020-12,30049-2020,30049
15503,1,30051-2020-3,30051-2020,30051
15504,30,30051-2020-4,30051-2020,30051
15505,31,30051-2020-5,30051-2020,30051
15506,30,30051-2020-6,30051-2020,30051
15507,31,30051-2020-7,30051-2020,30051
15508,56,30051-2020-8,30051-2020,30051
15509,409,30051-2020-9,30051-2020,30051
15510,818,30051-2020-10,30051-2020,30051
15511,1668,30051-2020-11,30051-2020,30051
15512,3032,30051-2020-12,30051-2020,30051
15513,20,30053-2020-3,30053-2020,30053
15514,206,30053-2020-4,30053-2020,30053
15515,217,30053-2020-5,30053-2020,30053
15516,212,30053-2020-6,30053-2020,30053
15517,1056,30053-2020-7,30053-2020,30053
15518,2444,30053-2020-8,30053-2020,30053
15519,3120,30053-2020-9,30053-2020,30053
15520,7003,30053-2020-10,30053-2020,30053
15521,16345,30053-2020-11,30053-2020,30053
15522,28792,30053-2020-12,30053-2020,30053
15523,12,30055-2020-7,30055-2020,30055
15524,158,30055-2020-8,30055-2020,30055
15525,515,30055-2020-9,30055-2020,30055
15526,1337,30055-2020-10,30055-2020,30055
15527,2415,30055-2020-11,30055-2020,30055
15528,3978,30055-2020-12,30055-2020,30055
15529,30,30057-2020-3,30057-2020,30057
15530,236,30057-2020-4,30057-2020,30057
15531,248,30057-2020-5,30057-2020,30057
15532,240,30057-2020-6,30057-2020,30057
15533,1190,30057-2020-7,30057-2020,30057
15534,2656,30057-2020-8,30057-2020,30057
15535,2930,30057-2020-9,30057-2020,30057
15536,4309,30057-2020-10,30057-2020,30057
15537,9526,30057-2020-11,30057-2020,30057
15538,14448,30057-2020-12,30057-2020,30057
15539,6,30059-2020-3,30059-2020,30059
15540,30,30059-2020-4,30059-2020,30059
15541,31,30059-2020-5,30059-2020,30059
15542,31,30059-2020-6,30059-2020,30059
15543,110,30059-2020-7,30059-2020,30059
15544,124,30059-2020-8,30059-2020,30059
15545,463,30059-2020-9,30059-2020,30059
15546,1597,30059-2020-10,30059-2020,30059
15547,2988,30059-2020-11,30059-2020,30059
15548,3418,30059-2020-12,30059-2020,30059
15549,42,30061-2020-8,30061-2020,30061
15550,67,30061-2020-9,30061-2020,30061
15551,341,30061-2020-10,30061-2020,30061
15552,989,30061-2020-11,30061-2020,30061
15553,3858,30061-2020-12,30061-2020,30061
15554,106,30063-2020-3,30063-2020,30063
15555,930,30063-2020-4,30063-2020,30063
15556,1212,30063-2020-5,30063-2020,30063
15557,1429,30063-2020-6,30063-2020,30063
15558,4903,30063-2020-7,30063-2020,30063
15559,11284,30063-2020-8,30063-2020,30063
15560,17148,30063-2020-9,30063-2020,30063
15561,49315,30063-2020-10,30063-2020,30063
15562,107076,30063-2020-11,30063-2020,30063
15563,177165,30063-2020-12,30063-2020,30063
15564,1,30065-2020-3,30065-2020,30065
15565,32,30065-2020-4,30065-2020,30065
15566,31,30065-2020-5,30065-2020,30065
15567,30,30065-2020-6,30065-2020,30065
15568,34,30065-2020-7,30065-2020,30065
15569,152,30065-2020-8,30065-2020,30065
15570,818,30065-2020-9,30065-2020,30065
15571,2048,30065-2020-10,30065-2020,30065
15572,5222,30065-2020-11,30065-2020,30065
15573,7810,30065-2020-12,30065-2020,30065
15574,11,30067-2020-3,30067-2020,30067
15575,203,30067-2020-4,30067-2020,30067
15576,248,30067-2020-5,30067-2020,30067
15577,252,30067-2020-6,30067-2020,30067
15578,807,30067-2020-7,30067-2020,30067
15579,1839,30067-2020-8,30067-2020,30067
15580,2449,30067-2020-9,30067-2020,30067
15581,5507,30067-2020-10,30067-2020,30067
15582,13502,30067-2020-11,30067-2020,30067
15583,24400,30067-2020-12,30067-2020,30067
15584,69,30069-2020-10,30069-2020,30069
15585,157,30069-2020-11,30069-2020,30069
15586,302,30069-2020-12,30069-2020,30069
15587,2168,30071-2020-8,30071-2020,30071
15588,3497,30071-2020-9,30071-2020,30071
15589,4449,30071-2020-10,30071-2020,30071
15590,6979,30071-2020-11,30071-2020,30071
15591,11552,30071-2020-12,30071-2020,30071
15592,28,30073-2020-4,30073-2020,30073
15593,62,30073-2020-5,30073-2020,30073
15594,60,30073-2020-6,30073-2020,30073
15595,144,30073-2020-7,30073-2020,30073
15596,376,30073-2020-8,30073-2020,30073
15597,657,30073-2020-9,30073-2020,30073
15598,3801,30073-2020-10,30073-2020,30073
15599,7242,30073-2020-11,30073-2020,30073
15600,11143,30073-2020-12,30073-2020,30073
15601,9,30075-2020-7,30075-2020,30075
15602,38,30075-2020-8,30075-2020,30075
15603,124,30075-2020-9,30075-2020,30075
15604,1294,30075-2020-10,30075-2020,30075
15605,2320,30075-2020-11,30075-2020,30075
15606,2935,30075-2020-12,30075-2020,30075
15607,5,30077-2020-7,30077-2020,30077
15608,125,30077-2020-8,30077-2020,30077
15609,314,30077-2020-9,30077-2020,30077
15610,1767,30077-2020-10,30077-2020,30077
15611,12173,30077-2020-11,30077-2020,30077
15612,23568,30077-2020-12,30077-2020,30077
15613,28,30079-2020-8,30079-2020,30079
15614,41,30079-2020-9,30079-2020,30079
15615,802,30079-2020-10,30079-2020,30079
15616,1612,30079-2020-11,30079-2020,30079
15617,3698,30079-2020-12,30079-2020,30079
15618,11,30081-2020-3,30081-2020,30081
15619,116,30081-2020-4,30081-2020,30081
15620,254,30081-2020-5,30081-2020,30081
15621,512,30081-2020-6,30081-2020,30081
15622,1443,30081-2020-7,30081-2020,30081
15623,2715,30081-2020-8,30081-2020,30081
15624,3689,30081-2020-9,30081-2020,30081
15625,9555,30081-2020-10,30081-2020,30081
15626,28705,30081-2020-11,30081-2020,30081
15627,59353,30081-2020-12,30081-2020,30081
15628,66,30083-2020-4,30083-2020,30083
15629,93,30083-2020-5,30083-2020,30083
15630,163,30083-2020-6,30083-2020,30083
15631,974,30083-2020-7,30083-2020,30083
15632,1564,30083-2020-8,30083-2020,30083
15633,2123,30083-2020-9,30083-2020,30083
15634,6417,30083-2020-10,30083-2020,30083
15635,13461,30083-2020-11,30083-2020,30083
15636,24222,30083-2020-12,30083-2020,30083
15637,13,30085-2020-3,30085-2020,30085
15638,127,30085-2020-4,30085-2020,30085
15639,217,30085-2020-5,30085-2020,30085
15640,213,30085-2020-6,30085-2020,30085
15641,291,30085-2020-7,30085-2020,30085
15642,880,30085-2020-8,30085-2020,30085
15643,4557,30085-2020-9,30085-2020,30085
15644,21860,30085-2020-10,30085-2020,30085
15645,34023,30085-2020-11,30085-2020,30085
15646,41265,30085-2020-12,30085-2020,30085
15647,113,30087-2020-6,30087-2020,30087
15648,455,30087-2020-7,30087-2020,30087
15649,2992,30087-2020-8,30087-2020,30087
15650,14540,30087-2020-9,30087-2020,30087
15651,22382,30087-2020-10,30087-2020,30087
15652,25840,30087-2020-11,30087-2020,30087
15653,30207,30087-2020-12,30087-2020,30087
15654,106,30089-2020-7,30089-2020,30089
15655,574,30089-2020-8,30089-2020,30089
15656,1293,30089-2020-9,30089-2020,30089
15657,2452,30089-2020-10,30089-2020,30089
15658,4993,30089-2020-11,30089-2020,30089
15659,11028,30089-2020-12,30089-2020,30089
15660,57,30091-2020-7,30091-2020,30091
15661,145,30091-2020-8,30091-2020,30091
15662,256,30091-2020-9,30091-2020,30091
15663,1358,30091-2020-10,30091-2020,30091
15664,5747,30091-2020-11,30091-2020,30091
15665,10254,30091-2020-12,30091-2020,30091
15666,68,30093-2020-3,30093-2020,30093
15667,330,30093-2020-4,30093-2020,30093
15668,341,30093-2020-5,30093-2020,30093
15669,345,30093-2020-6,30093-2020,30093
15670,906,30093-2020-7,30093-2020,30093
15671,3022,30093-2020-8,30093-2020,30093
15672,5608,30093-2020-9,30093-2020,30093
15673,13199,30093-2020-10,30093-2020,30093
15674,39525,30093-2020-11,30093-2020,30093
15675,83239,30093-2020-12,30093-2020,30093
15676,22,30095-2020-4,30095-2020,30095
15677,31,30095-2020-5,30095-2020,30095
15678,80,30095-2020-6,30095-2020,30095
15679,353,30095-2020-7,30095-2020,30095
15680,896,30095-2020-8,30095-2020,30095
15681,1548,30095-2020-9,30095-2020,30095
15682,4481,30095-2020-10,30095-2020,30095
15683,10219,30095-2020-11,30095-2020,30095
15684,15500,30095-2020-12,30095-2020,30095
15685,53,30097-2020-7,30097-2020,30097
15686,221,30097-2020-8,30097-2020,30097
15687,1104,30097-2020-9,30097-2020,30097
15688,1940,30097-2020-10,30097-2020,30097
15689,5446,30097-2020-11,30097-2020,30097
15690,9139,30097-2020-12,30097-2020,30097
15691,396,30099-2020-7,30099-2020,30099
15692,493,30099-2020-8,30099-2020,30099
15693,597,30099-2020-9,30099-2020,30099
15694,2002,30099-2020-10,30099-2020,30099
15695,4174,30099-2020-11,30099-2020,30099
15696,8474,30099-2020-12,30099-2020,30099
15697,28,30101-2020-3,30101-2020,30101
15698,693,30101-2020-4,30101-2020,30101
15699,899,30101-2020-5,30101-2020,30101
15700,892,30101-2020-6,30101-2020,30101
15701,961,30101-2020-7,30101-2020,30101
15702,1352,30101-2020-8,30101-2020,30101
15703,2048,30101-2020-9,30101-2020,30101
15704,7753,30101-2020-10,30101-2020,30101
15705,16123,30101-2020-11,30101-2020,30101
15706,20222,30101-2020-12,30101-2020,30101
15707,14,30103-2020-6,30103-2020,30103
15708,62,30103-2020-7,30103-2020,30103
15709,74,30103-2020-8,30103-2020,30103
15710,90,30103-2020-9,30103-2020,30103
15711,368,30103-2020-10,30103-2020,30103
15712,792,30103-2020-11,30103-2020,30103
15713,1191,30103-2020-12,30103-2020,30103
15714,16,30105-2020-6,30105-2020,30105
15715,169,30105-2020-7,30105-2020,30105
15716,860,30105-2020-8,30105-2020,30105
15717,1790,30105-2020-9,30105-2020,30105
15718,7124,30105-2020-10,30105-2020,30105
15719,14580,30105-2020-11,30105-2020,30105
15720,19135,30105-2020-12,30105-2020,30105
15721,7,30107-2020-4,30107-2020,30107
15722,31,30107-2020-5,30107-2020,30107
15723,30,30107-2020-6,30107-2020,30107
15724,58,30107-2020-7,30107-2020,30107
15725,93,30107-2020-8,30107-2020,30107
15726,254,30107-2020-9,30107-2020,30107
15727,1465,30107-2020-10,30107-2020,30107
15728,2617,30107-2020-11,30107-2020,30107
15729,3809,30107-2020-12,30107-2020,30107
15730,18,30109-2020-7,30109-2020,30109
15731,117,30109-2020-8,30109-2020,30109
15732,249,30109-2020-9,30109-2020,30109
15733,1000,30109-2020-10,30109-2020,30109
15734,1907,30109-2020-11,30109-2020,30109
15735,3192,30109-2020-12,30109-2020,30109
15736,210,30111-2020-3,30111-2020,30111
15737,1855,30111-2020-4,30111-2020,30111
15738,2653,30111-2020-5,30111-2020,30111
15739,3558,30111-2020-6,30111-2020,30111
15740,18389,30111-2020-7,30111-2020,30111
15741,47405,30111-2020-8,30111-2020,30111
15742,79476,30111-2020-9,30111-2020,30111
15743,152339,30111-2020-10,30111-2020,30111
15744,271293,30111-2020-11,30111-2020,30111
15745,394738,30111-2020-12,30111-2020,30111
15746,21,31001-2020-3,31001-2020,31001
15747,2185,31001-2020-4,31001-2020,31001
15748,7443,31001-2020-5,31001-2020,31001
15749,8390,31001-2020-6,31001-2020,31001
15750,9760,31001-2020-7,31001-2020,31001
15751,11462,31001-2020-8,31001-2020,31001
15752,14523,31001-2020-9,31001-2020,31001
15753,22293,31001-2020-10,31001-2020,31001
15754,38431,31001-2020-11,31001-2020,31001
15755,64312,31001-2020-12,31001-2020,31001
15756,2,31003-2020-3,31003-2020,31003
15757,36,31003-2020-4,31003-2020,31003
15758,191,31003-2020-5,31003-2020,31003
15759,247,31003-2020-6,31003-2020,31003
15760,440,31003-2020-7,31003-2020,31003
15761,645,31003-2020-8,31003-2020,31003
15762,1412,31003-2020-9,31003-2020,31003
15763,4152,31003-2020-10,31003-2020,31003
15764,7807,31003-2020-11,31003-2020,31003
15765,12136,31003-2020-12,31003-2020,31003
15766,26,31005-2020-8,31005-2020,31005
15767,30,31005-2020-9,31005-2020,31005
15768,84,31005-2020-10,31005-2020,31005
15769,346,31005-2020-11,31005-2020,31005
15770,512,31005-2020-12,31005-2020,31005
15771,22,31007-2020-6,31007-2020,31007
15772,60,31007-2020-7,31007-2020,31007
15773,70,31007-2020-8,31007-2020,31007
15774,60,31007-2020-9,31007-2020,31007
15775,83,31007-2020-10,31007-2020,31007
15776,278,31007-2020-11,31007-2020,31007
15777,657,31007-2020-12,31007-2020,31007
15778,6,31009-2020-9,31009-2020,31009
15779,60,31009-2020-10,31009-2020,31009
15780,314,31009-2020-11,31009-2020,31009
15781,465,31009-2020-12,31009-2020,31009
15782,82,31011-2020-5,31011-2020,31011
15783,207,31011-2020-6,31011-2020,31011
15784,217,31011-2020-7,31011-2020,31011
15785,413,31011-2020-8,31011-2020,31011
15786,1627,31011-2020-9,31011-2020,31011
15787,3847,31011-2020-10,31011-2020,31011
15788,7434,31011-2020-11,31011-2020,31011
15789,11892,31011-2020-12,31011-2020,31011
15790,20,31013-2020-4,31013-2020,31013
15791,39,31013-2020-5,31013-2020,31013
15792,84,31013-2020-6,31013-2020,31013
15793,176,31013-2020-7,31013-2020,31013
15794,503,31013-2020-8,31013-2020,31013
15795,1546,31013-2020-9,31013-2020,31013
15796,5119,31013-2020-10,31013-2020,31013
15797,13356,31013-2020-11,31013-2020,31013
15798,22461,31013-2020-12,31013-2020,31013
15799,30,31015-2020-6,31015-2020,31015
15800,31,31015-2020-7,31015-2020,31015
15801,211,31015-2020-8,31015-2020,31015
15802,458,31015-2020-9,31015-2020,31015
15803,1565,31015-2020-10,31015-2020,31015
15804,3128,31015-2020-11,31015-2020,31015
15805,4793,31015-2020-12,31015-2020,31015
15806,43,31017-2020-8,31017-2020,31017
15807,503,31017-2020-9,31017-2020,31017
15808,1979,31017-2020-10,31017-2020,31017
15809,3800,31017-2020-11,31017-2020,31017
15810,5991,31017-2020-12,31017-2020,31017
15811,39,31019-2020-3,31019-2020,31019
15812,1440,31019-2020-4,31019-2020,31019
15813,4091,31019-2020-5,31019-2020,31019
15814,5295,31019-2020-6,31019-2020,31019
15815,7291,31019-2020-7,31019-2020,31019
15816,15514,31019-2020-8,31019-2020,31019
15817,27053,31019-2020-9,31019-2020,31019
15818,47267,31019-2020-10,31019-2020,31019
15819,85557,31019-2020-11,31019-2020,31019
15820,125218,31019-2020-12,31019-2020,31019
15821,28,31021-2020-4,31021-2020,31021
15822,202,31021-2020-5,31021-2020,31021
15823,311,31021-2020-6,31021-2020,31021
15824,486,31021-2020-7,31021-2020,31021
15825,1454,31021-2020-8,31021-2020,31021
15826,2185,31021-2020-9,31021-2020,31021
15827,3213,31021-2020-10,31021-2020,31021
15828,9048,31021-2020-11,31021-2020,31021
15829,15298,31021-2020-12,31021-2020,31021
15830,21,31023-2020-4,31023-2020,31023
15831,885,31023-2020-5,31023-2020,31023
15832,1519,31023-2020-6,31023-2020,31023
15833,1623,31023-2020-7,31023-2020,31023
15834,2126,31023-2020-8,31023-2020,31023
15835,3130,31023-2020-9,31023-2020,31023
15836,6486,31023-2020-10,31023-2020,31023
15837,13398,31023-2020-11,31023-2020,31023
15838,21511,31023-2020-12,31023-2020,31023
15839,29,31025-2020-3,31025-2020,31025
15840,99,31025-2020-4,31025-2020,31025
15841,679,31025-2020-5,31025-2020,31025
15842,1774,31025-2020-6,31025-2020,31025
15843,3238,31025-2020-7,31025-2020,31025
