,fip-year,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT
6468,26131-2020,5804,1.0566973777462791,2982,2822,59.3,161,329,1210,1874,2176
6469,26131-2021,5868,1.0582251841459138,3017,2851,59.2,151,345,1288,1840,2186
6472,26133-2019,23394,1.0156815440289506,11788,11606,43.9,1272,2572,7786,6423,5028
6473,26133-2020,22887,1.0344,11637,11250,43.6,1261,2535,7638,6252,4866
6474,26133-2021,23105,1.030494771069514,11726,11379,43.5,1255,2544,7816,6195,4969
6477,26135-2019,8318,1.0263093788063338,4213,4105,53.0,448,784,2203,2427,2360
6478,26135-2020,8234,1.0513203786746388,4220,4014,52.5,446,823,2193,2368,2315
6479,26135-2021,8311,1.044023610427939,4245,4066,52.5,409,832,2236,2353,2385
6482,26137-2019,24664,0.991280477958986,12278,12386,44.8,1271,2630,8198,6917,5375
6483,26137-2020,25102,1.0054326116481584,12585,12517,44.4,1303,2742,8341,6982,5415
6484,26137-2021,25289,1.0081791471452397,12696,12593,44.4,1268,2727,8482,6959,5517
6487,26139-2019,291460,0.9774344778924372,144067,147393,35.7,17555,35539,120940,68320,45167
6488,26139-2020,296787,0.9889757130602616,147571,149216,35.8,17342,36599,123214,69413,46043
6489,26139-2021,299157,0.9898299222444676,148814,150343,36.1,16955,36359,124742,69150,47583
6492,26141-2019,12602,0.9880107272440448,6263,6339,56.1,475,946,3184,3748,4137
6493,26141-2020,12979,1.0041692402717728,6503,6476,56.1,480,1001,3319,3826,4228
6494,26141-2021,13093,1.0044396815676668,6561,6532,56.3,468,979,3421,3758,4344
6497,26143-2019,23986,0.9966702738699742,11973,12013,56.7,879,1805,5766,7372,7941
6498,26143-2020,23432,1.0203483359199863,11834,11598,56.8,813,1787,5674,7140,7795
6499,26143-2021,23633,1.021815381983061,11944,11689,56.8,818,1802,5817,7034,7928
6502,26145-2019,190484,0.9465546665031628,92627,97857,41.1,11006,20117,69636,49923,37446
6503,26145-2020,189831,0.9576866356595544,92864,96967,40.9,10840,20344,69741,49363,37140
6504,26145-2021,189591,0.9579778994113396,92761,96830,40.9,10735,20394,70108,48221,37713
6507,26147-2019,159339,0.9887047252939268,79217,80122,44.3,7996,16468,54350,47700,30771
6508,26147-2020,160265,0.9992390504347392,80102,80163,44.1,8036,16611,54890,47599,31016
6509,26147-2021,160053,1.0006625,80053,80000,44.2,7849,16475,55074,46818,31756
6512,26149-2019,60826,1.002040681982753,30444,30382,39.8,3914,7464,21731,15755,11123
6513,26149-2020,60902,1.0150211752249867,30678,30224,39.7,3848,7610,21774,15670,11107
6514,26149-2021,60758,1.0147229498955466,30601,30157,39.9,3730,7528,21801,15429,11365
6517,26151-2019,41220,0.9969962695605832,20579,20641,45.4,2133,4409,13336,11664,9119
6518,26151-2020,40506,1.0137211036539897,20391,20115,45.5,2034,4386,13064,11470,9020
6519,26151-2021,40506,1.0138212190514069,20392,20114,45.5,2012,4386,13072,11287,9193
6522,26153-2019,8081,0.9786973555337904,3997,4084,52.3,349,712,2170,2534,2228
6523,26153-2020,8041,1.001244400199104,4023,4018,52.2,361,719,2154,2518,2201
6524,26153-2021,8030,1.0044932601098353,4024,4006,52.6,354,708,2165,2450,2271
6527,26155-2019,68065,0.9802455487024322,33693,34372,42.9,3577,7027,24183,19532,12882
6528,26155-2020,67983,0.9879814018773576,33786,34197,42.9,3548,7094,24129,19433,12894
6529,26155-2021,67877,0.9906446125872486,33779,34098,42.8,3493,7059,24213,19080,13171
6532,26157-2019,52355,1.0130344509381728,26347,26008,45.2,2716,5158,17559,15301,11006
6533,26157-2020,53274,1.028558373315056,27012,26262,45.0,2724,5329,17926,15452,11171
6534,26157-2021,52917,1.0285593805106188,26831,26086,45.1,2632,5241,17895,15111,11386
6537,26159-2019,75594,0.9869628072019976,37549,38045,41.6,4532,8916,26178,20849,14091
6538,26159-2020,75556,0.9921953277435004,37630,37926,41.6,4475,8973,26158,20725,14165
6539,26159-2021,75658,0.9915765089894444,37669,37989,41.6,4390,8961,26404,20300,14528
6542,26161-2019,368242,0.98085002232371,182341,185901,34.1,17886,33970,175026,84024,53395
6543,26161-2020,371656,0.9897742299888106,184873,186783,34.3,17791,34617,175895,84749,54422
6544,26161-2021,369390,0.987388831799082,183523,185867,34.7,17246,33961,174326,83791,55925
6547,26163-2019,1750093,0.9287725613069108,842732,907361,37.9,114941,205017,676677,453983,276482
6548,26163-2020,1790225,0.9396750206674028,867274,922951,37.8,115821,213495,692065,462182,282476
6549,26163-2021,1774816,0.9384227575857528,859218,915598,37.9,112609,211370,687034,451498,287907
6552,26165-2019,33654,1.005482390799118,16873,16781,41.9,2087,3940,11474,9127,6582
6553,26165-2020,33676,1.012189292543021,16940,16736,41.8,2003,3989,11540,9066,6611
6554,26165-2021,33901,1.0126454523866064,17057,16844,41.8,1954,3986,11718,8969,6792
6557,27001-2019,15841,1.0189905684425185,7995,7846,56.3,573,1360,3855,4537,5343
6558,27001-2020,15693,1.0327720207253883,7973,7720,56.4,585,1332,3842,4527,5234
6559,27001-2021,15887,1.0287319627122973,8056,7831,56.7,558,1274,3950,4605,5306
6562,27003-2019,357538,1.0009849956066956,178857,178681,38.7,22317,42702,137978,97826,51792
6563,27003-2020,364299,1.012846226524557,183312,180987,38.8,22335,44204,140567,99123,52923
6564,27003-2021,367018,1.0141477335089453,184798,182220,38.9,21935,44394,142565,98163,54698
6567,27005-2019,34461,0.994963529003126,17187,17274,42.1,2110,4236,11400,8851,7330
6568,27005-2020,35147,1.0124248496993988,17682,17465,42.2,2097,4346,11672,9017,7490
6569,27005-2021,35219,1.0072381169497322,17673,17546,42.5,2031,4322,11755,8860,7722
6572,27007-2019,47205,0.9943808356922555,23536,23669,34.4,3292,6152,19061,10354,7715
6573,27007-2020,46230,1.0048571056854156,23171,23059,34.6,3209,6097,18644,10122,7540
6574,27007-2021,46380,1.0087487548183118,23291,23089,34.9,3070,6096,18809,9963,7773
6577,27009-2019,40938,0.9931836993037636,20399,20539,36.2,2888,5297,16594,9793,5769
6578,27009-2020,41338,1.0143260890751389,20816,20522,36.5,2824,5455,16773,9908,5772
6579,27009-2021,41459,1.017469586374696,20909,20550,36.6,2718,5391,17042,9856,5838
6582,27011-2019,4967,1.0028225806451614,2487,2480,48.4,296,538,1430,1315,1329
6583,27011-2020,5147,1.0019447685725398,2576,2571,47.9,307,579,1507,1343,1350
6584,27011-2021,5145,1.011336982017201,2587,2558,47.2,314,573,1534,1297,1355
6587,27013-2019,67874,1.0102476009951429,34110,33764,31.2,3656,6910,33470,13490,9624
6588,27013-2020,69173,1.0150018934428615,34844,34329,31.4,3679,7148,34080,13600,9885
6589,27013-2021,69280,1.0161219916770945,34917,34363,31.6,3579,7104,34086,13500,10200
6592,27015-2019,24965,0.9932135728542916,12440,12525,41.8,1383,2819,8733,6373,5364
6593,27015-2020,25885,1.0048795600650609,12974,12911,41.6,1448,2941,9118,6522,5511
6594,27015-2021,25819,1.003958398013039,12935,12884,41.6,1395,2914,9198,6394,5562
6597,27017-2019,35913,1.0999298327680973,18811,17102,41.1,1882,4183,13131,9925,6315
6598,27017-2020,36156,1.1192192720239142,19095,17061,41.1,1903,4179,13234,9936,6370
6599,27017-2021,36409,1.1217365967365966,19249,17160,41.2,1895,4104,13463,9843,6547
6602,27019-2019,105128,0.9857577303035454,52187,52941,38.4,6618,14346,39884,29314,13299
6603,27019-2020,107286,0.9965386333184456,53550,53736,38.6,6583,14640,40665,29750,13910
6604,27019-2021,108626,1.002654818310872,54385,54241,38.9,6462,14485,41598,29705,14656
6607,27021-2019,29622,1.0458595206851302,15143,14479,49.3,1524,3204,8454,8272,7769
6608,27021-2020,30125,1.062649777473468,15520,14605,49.1,1495,3279,8757,8317,7885
6609,27021-2021,30639,1.0611503531786075,15774,14865,49.3,1512,3275,8896,8397,8165
6612,27023-2019,11756,1.0095726495726496,5906,5850,40.7,802,1466,3970,2848,2529
6613,27023-2020,12593,1.0200513314084054,6359,6234,40.5,847,1603,4282,3028,2650
6614,27023-2021,12357,1.0177988242978446,6233,6124,40.8,767,1601,4214,2941,2648
6617,27025-2019,56543,1.0650451042693838,29162,27381,40.7,3335,6464,20672,16396,8928
6618,27025-2020,56670,1.0795567135151003,29419,27251,40.8,3259,6517,20737,16384,9000
6619,27025-2021,57469,1.0834179234338748,29885,27584,40.9,3233,6535,21229,16262,9427
6622,27027-2019,64441,0.978174115913556,31865,32576,33.1,4565,8095,28855,13438,8709
6623,27027-2020,65351,0.9907091507249908,32523,32828,33.3,4485,8488,29145,13556,8796
6624,27027-2021,65574,0.9922829191225618,32660,32914,33.5,4441,8501,29385,13370,8959
6627,27029-2019,8843,1.01941082438913,4464,4379,42.6,544,1136,2858,2333,1847
6628,27029-2020,8580,1.0355871886120998,4365,4215,41.6,549,1128,2812,2224,1736
6629,27029-2021,8576,1.041904761904762,4376,4200,41.3,545,1132,2849,2161,1749
6632,27031-2019,5416,0.9963140434942868,2703,2713,52.7,220,428,1539,1611,1575
6633,27031-2020,5592,1.0086206896551724,2808,2784,52.6,224,447,1592,1634,1639
6634,27031-2021,5617,1.0118194842406876,2825,2792,52.7,191,439,1646,1604,1678
6637,27033-2019,11232,1.0075067024128683,5637,5595,42.7,741,1400,3575,2747,2609
6638,27033-2020,11489,1.0255641748942173,5817,5672,41.8,719,1530,3716,2765,2594
6639,27033-2021,11569,1.0357205701214147,5886,5683,41.0,734,1565,3809,2687,2593
6642,27035-2019,65191,0.9929990828492816,32481,32710,44.7,3529,7062,21380,17340,15039
6643,27035-2020,66236,1.0058750492111082,33215,33021,44.6,3472,7249,21778,17599,15272
6644,27035-2021,67270,1.006382724886662,33742,33528,44.7,3396,7261,22284,17731,15719
6647,27037-2019,429453,0.9751958164499616,212030,217423,38.4,27531,52746,166120,114109,62881
6648,27037-2020,440317,0.985977367136794,218604,221713,38.5,27596,54711,170615,116054,65025
6649,27037-2021,442038,0.9853581197310564,219389,222649,38.7,26953,54434,172071,114632,67549
6652,27039-2019,20976,1.0028645087367516,10503,10473,38.5,1294,2755,7966,5447,3192
6653,27039-2020,20861,1.0153608347019611,10510,10351,38.3,1283,2785,7925,5398,3141
6654,27039-2021,20935,1.015694203735798,10549,10386,38.4,1249,2738,8027,5350,3234
6657,27041-2019,38070,1.0072761784245492,19104,18966,43.9,2225,4112,12619,9795,8831
6658,27041-2020,39079,1.0215715689824634,19748,19331,43.6,2270,4300,13028,10021,8954
6659,27041-2021,39238,1.016963092423152,19784,19454,43.8,2218,4266,13144,9955,9155
6662,27043-2019,13671,1.007783815538258,6862,6809,44.9,782,1479,4411,3608,3209
6663,27043-2020,13888,1.020954598370198,7016,6872,44.4,784,1552,4507,3603,3252
6664,27043-2021,13909,1.0146292004634994,7005,6904,44.2,743,1563,4590,3518,3297
6667,27045-2019,21081,1.0086707956169605,10586,10495,42.2,1344,2717,6820,5412,4489
6668,27045-2020,21246,1.0184305529165876,10720,10526,41.8,1321,2773,6962,5393,4479
6669,27045-2021,21271,1.0229196386115074,10756,10515,42.0,1249,2746,7038,5298,4596
6672,27047-2019,30385,0.9955996322080652,15159,15226,44.1,1663,3409,10040,7983,6920
6673,27047-2020,30883,1.011266688375122,15528,15355,43.7,1682,3510,10285,8073,6929
6674,27047-2021,30749,1.008557057939774,15440,15309,43.6,1636,3445,10331,7907,7010
6677,27049-2019,46391,0.9849813871892515,23020,23371,43.0,2626,5223,15816,12750,9380
6678,27049-2020,47536,0.999579354730156,23763,23773,42.8,2651,5377,16290,12980,9596
6679,27049-2021,47968,0.9965868886576484,23943,24025,42.6,2679,5339,16620,12831,9840
6682,27051-2019,5977,1.0178933153274814,3015,2962,44.5,344,710,1889,1520,1433
6683,27051-2020,6080,1.0206048521103357,3071,3009,43.8,331,737,1967,1534,1421
6684,27051-2021,6153,1.0233475830318974,3112,3041,43.2,329,747,2036,1499,1456
6687,27053-2019,1265159,0.9790311630860872,625877,639282,36.8,79889,137392,540264,309337,183255
6688,27053-2020,1281267,0.9918028199667324,637997,643270,37.0,78592,141239,547633,312213,186058
6689,27053-2021,1267416,0.9897983694346714,630459,636957,37.4,75287,139030,540594,305922,190925
6692,27055-2019,18667,0.9990361961876204,9329,9338,45.1,1050,2090,5919,5228,4133
6693,27055-2020,18818,1.014559469007601,9477,9341,44.5,1066,2103,6072,5160,4161
6694,27055-2021,18778,1.013942513942514,9454,9324,44.7,1011,2072,6108,5040,4278
6697,27057-2019,21604,1.035424910495572,10990,10614,48.2,1115,2444,6244,5990,5540
6698,27057-2020,21380,1.0433909968460289,10917,10463,47.8,1079,2464,6242,5861,5446
6699,27057-2021,21715,1.041650996615269,11079,10636,47.9,1090,2424,6411,5875,5614
6702,27059-2019,40447,1.0207334132693844,20431,20016,39.6,2426,4905,14846,11104,6601
6703,27059-2020,41383,1.0284789961276408,20982,20401,39.6,2447,5078,15266,11265,6732
6704,27059-2021,41906,1.0303294573643411,21266,20640,39.9,2386,5007,15604,11239,7036
6707,27061-2019,45225,1.0192436487029513,22828,22397,46.9,2364,4658,14111,12516,10986
6708,27061-2020,44984,1.030972052914353,22835,22149,46.6,2279,4695,14195,12246,10969
6709,27061-2021,45070,1.0259821990470197,22824,22246,46.7,2221,4654,14274,12065,11247
6712,27063-2019,9799,1.0521465968586388,5024,4775,44.6,538,1069,3217,2637,2219
6713,27063-2020,9969,1.0678282514001245,5148,4821,44.1,548,1087,3298,2666,2225
6714,27063-2021,9990,1.0821175489787411,5192,4798,44.1,557,1065,3326,2619,2284
6717,27065-2019,16357,1.0139128293523765,8235,8122,45.0,912,1702,5334,4720,3464
6718,27065-2020,16040,1.0278128950695322,8130,7910,44.7,867,1714,5274,4561,3407
6719,27065-2021,16159,1.0246836236060644,8178,7981,44.4,872,1722,5369,4516,3461
6722,27067-2019,43137,1.013301596191543,21711,21426,39.4,2918,5276,15366,10728,8253
6723,27067-2020,43685,1.028181438321185,22146,21539,39.4,2892,5425,15622,10742,8370
6724,27067-2021,43767,1.0254060807996668,22158,21609,39.7,2823,5362,15780,10575,8581
6727,27069-2019,4286,0.989786443825441,2132,2154,48.0,230,490,1263,1166,1086
6728,27069-2020,4180,1.0115495668912415,2102,2078,47.6,217,495,1222,1152,1038
6729,27069-2021,4146,1.013598834385624,2087,2059,46.5,227,484,1243,1107,1025
6732,27071-2019,12202,1.004929346040092,6116,6086,50.7,516,1100,3601,3611,3252
6733,27071-2020,12031,1.0142307048384396,6058,5973,50.8,479,1100,3550,3507,3260
6734,27071-2021,11941,1.0256149279050042,6046,5895,50.8,478,1084,3553,3389,3306
6737,27073-2019,6628,1.0078764010905783,3327,3301,49.7,322,716,1897,1765,1844
6738,27073-2020,6701,1.0380170316301702,3413,3288,48.8,337,734,1944,1752,1848
6739,27073-2021,6684,1.0503067484662576,3424,3260,48.0,359,728,1964,1691,1849
6742,27075-2019,10625,1.0397389134190824,5416,5209,49.9,512,1050,3100,2993,2860
6743,27075-2020,10885,1.0638983693591202,5611,5274,49.0,515,1111,3226,3015,2890
6744,27075-2021,10986,1.0697061039939713,5678,5308,48.8,522,1106,3280,2979,2964
6747,27077-2019,3736,1.1024198086662915,1959,1777,50.6,182,354,1082,1143,940
6748,27077-2020,3760,1.1076233183856503,1976,1784,50.1,198,346,1089,1119,959
6749,27077-2021,3823,1.1109884041965763,2012,1811,49.6,204,357,1136,1082,1002
6752,27079-2019,28856,1.0195968645016795,14568,14288,41.2,1741,3403,10190,7940,5168
6753,27079-2020,28627,1.0386697051702036,14585,14042,41.4,1653,3412,10120,7897,5118
6754,27079-2021,28841,1.0450258810182231,14738,14103,41.4,1626,3416,10284,7860,5230
6757,27081-2019,5619,1.0373459028281364,2861,2758,45.0,346,675,1718,1399,1409
6758,27081-2020,5628,1.0391304347826087,2868,2760,44.6,353,678,1727,1412,1378
6759,27081-2021,5567,1.0429357798165138,2842,2725,44.8,331,660,1722,1391,1379
6762,27083-2019,25579,0.9874902874902874,12709,12870,36.8,1883,3372,9805,5961,4248
6763,27083-2020,25174,0.9985709749126708,12578,12596,37.0,1839,3361,9533,5906,4184
6764,27083-2021,25231,1.0002378309814492,12617,12614,37.0,1782,3385,9620,5776,4280
6767,27085-2019,35826,1.0006701289998323,17919,17907,41.3,2056,4097,12774,9613,6802
6768,27085-2020,36701,1.0142143680368805,18480,18221,41.3,2053,4184,13198,9847,6893
6769,27085-2021,36735,1.0154166895265266,18508,18227,41.4,1980,4118,13347,9733,7032
6772,27087-2019,5540,1.0204230488694384,2798,2742,35.2,481,944,1818,1249,968
6773,27087-2020,5374,1.031758034026465,2729,2645,35.0,461,911,1788,1209,925
6774,27087-2021,5414,1.0269561961812057,2743,2671,35.0,455,930,1810,1190,943
6777,27089-2019,9345,1.021852012115967,4723,4622,43.5,583,1075,3023,2450,2092
6778,27089-2020,9035,1.0431931252826776,4613,4422,43.0,558,1087,2957,2321,2001
6779,27089-2021,8988,1.0390199637023594,4580,4408,43.0,547,1083,2941,2262,2032
6782,27091-2019,19641,0.9859453993933266,9751,9890,45.2,1149,2183,6195,5176,4685
6783,27091-2020,19970,0.9956030778455082,9963,10007,44.7,1189,2255,6330,5191,4732
6784,27091-2021,19915,1.00070323488045,9961,9954,44.4,1171,2228,6370,4990,4863
6787,27093-2019,23166,1.0383633963924328,11801,11365,42.1,1431,2813,7712,6141,4720
6788,27093-2020,23428,1.0504113425520742,12002,11426,41.9,1414,2912,7857,6128,4771
6789,27093-2021,23376,1.0553943550514375,12003,11373,42.2,1345,2888,7861,6065,4875
6792,27095-2019,26166,1.0110675582199675,13155,13011,41.0,1608,3177,9128,7056,4832
6793,27095-2020,26410,1.034041897720271,13426,12984,41.1,1564,3207,9257,7160,4845
6794,27095-2021,26867,1.031531190926276,13642,13225,41.1,1548,3237,9560,7236,4889
6797,27097-2019,33329,1.020796701630995,16836,16493,42.0,1969,4035,11280,8964,6612
6798,27097-2020,33980,1.0396158463385354,17320,16660,42.2,1928,4140,11527,9094,6797
6799,27097-2021,33992,1.042174827275458,17347,16645,42.5,1849,4081,11618,8934,7012
6802,27099-2019,40040,1.0081247805807714,20101,19939,38.7,2694,5101,14556,9740,7372
6803,27099-2020,40049,1.0208396407306488,20231,19818,38.6,2669,5241,14619,9743,7211
6804,27099-2021,40158,1.0185985724338995,20264,19894,38.6,2622,5247,14741,9599,7348
6807,27101-2019,8197,0.990529383195726,4079,4118,47.2,449,908,2486,2109,2153
6808,27101-2020,8168,1.0073728188744162,4099,4069,47.0,444,920,2454,2110,2126
6809,27101-2021,8144,1.0113608298345271,4095,4049,46.7,438,909,2473,2038,2177
6812,27103-2019,34311,1.0110778969579743,17250,17061,37.1,1908,3876,14402,7972,5679
6813,27103-2020,34490,1.0218066709654727,17431,17059,37.0,1874,3943,14638,7959,5613
6814,27103-2021,34332,1.024769992922859,17376,16956,37.4,1792,3911,14576,7808,5766
6817,27105-2019,21645,1.0649685174585002,11163,10482,36.5,1860,2948,7789,5105,3638
6818,27105-2020,22183,1.0840849304772642,11539,10644,36.6,1874,3090,7987,5208,3692
6819,27105-2021,21991,1.0872247532270312,11455,10536,36.7,1846,3045,7920,5111,3721
6822,27107-2019,6388,1.0,3194,3194,43.5,365,793,2067,1703,1374
6823,27107-2020,6422,1.036144578313253,3268,3154,43.4,380,787,2078,1718,1367
6824,27107-2021,6416,1.0348874088169997,3263,3153,43.3,373,794,2075,1713,1370
6827,27109-2019,158188,0.953203521465878,77199,80989,37.2,10692,19493,62742,38057,25005
6828,27109-2020,162991,0.9639362830152304,79999,82992,37.3,10678,20250,65151,38959,25616
6829,27109-2021,163436,0.9617342039562128,80124,83312,37.5,10404,20115,65646,38617,26300
6832,27111-2019,58684,1.0108967549600796,29501,29183,46.5,3411,6549,17994,15682,14366
6833,27111-2020,60024,1.0231899689901578,30356,29668,45.9,3386,6847,18537,15885,14600
6834,27111-2021,60046,1.0235222753925997,30372,29674,45.9,3238,6874,18620,15649,14883
